Total_Registered,Democratic,Republican,American_Independent,Americans_Elect,Green,Libertarian,Peace_and_Freedom,Other,No_Party_Preference,county,district,district_type,date
85809.0,41721.0,22889.0,2710.0,6.0,251.0,474.0,160.0,206,17392.0,Contra Costa,US Congressional  9,US Congressional,2014-04-04
357456.0,178180.0,86086.0,8810.0,17.0,2537.0,2065.0,827.0,1017,77917.0,Contra Costa,US Congressional 11,US Congressional,2014-04-04
35553.0,13716.0,10603.0,944.0,1.0,97.0,193.0,28.0,77,9894.0,Contra Costa,US Congressional 15,US Congressional,2014-04-04
46132.0,22081.0,11119.0,1403.0,2.0,470.0,382.0,116.0,175,10384.0,Contra Costa,State Senate  3,State Senate,2014-04-04
370856.0,167940.0,105288.0,10303.0,15.0,1581.0,2187.0,638.0,969,81935.0,Contra Costa,State Senate  7,State Senate,2014-04-04
108330.0,69550.0,11011.0,1971.0,11.0,1199.0,433.0,400.0,306,23449.0,Contra Costa,State Senate  9,State Senate,2014-04-04
102672.0,51594.0,25675.0,3226.0,8.0,317.0,555.0,221.0,255,20821.0,Contra Costa,State Assembly 11,State Assembly,2014-04-04
157650.0,76931.0,37574.0,4607.0,5.0,1061.0,1095.0,411.0,505,35461.0,Contra Costa,State Assembly 14,State Assembly,2014-04-04
103843.0,66831.0,10339.0,1868.0,11.0,1170.0,412.0,384.0,291,22537.0,Contra Costa,State Assembly 15,State Assembly,2014-04-04
161153.0,64215.0,53830.0,3976.0,4.0,702.0,940.0,138.0,399,36949.0,Contra Costa,State Assembly 16,State Assembly,2014-04-04
525318.0,259571.0,127418.0,13677.0,28.0,3250.0,3002.0,1154.0,1450,115768.0,Contra Costa,State Board of Equalization 2,State Board of Equalization,2014-04-04
43838.0,24334.0,8417.0,1327.0,4.0,153.0,222.0,112.0,120,9149.0,Contra Costa,Antioch,City,2014-04-04
26099.0,11138.0,8465.0,839.0,2.0,70.0,143.0,46.0,64,5332.0,Contra Costa,Brentwood,City,2014-04-04
7202.0,2743.0,2751.0,246.0,0.0,18.0,43.0,8.0,18,1375.0,Contra Costa,Clayton,City,2014-04-04
56285.0,26854.0,13809.0,1725.0,1.0,352.0,390.0,153.0,181,12820.0,Contra Costa,Concord,City,2014-04-04
27237.0,9148.0,11304.0,702.0,0.0,76.0,154.0,16.0,54,5783.0,Contra Costa,Danville,City,2014-04-04
13668.0,8736.0,1203.0,167.0,0.0,283.0,71.0,35.0,28,3145.0,Contra Costa,El Cerrito,City,2014-04-04
12248.0,7189.0,1658.0,239.0,0.0,50.0,36.0,23.0,30,3023.0,Contra Costa,Hercules,City,2014-04-04
16235.0,7175.0,4909.0,371.0,0.0,108.0,99.0,21.0,55,3497.0,Contra Costa,Lafayette,City,2014-04-04
21386.0,10351.0,5239.0,666.0,0.0,195.0,193.0,57.0,93,4592.0,Contra Costa,Martinez,City,2014-04-04
10049.0,4067.0,3278.0,205.0,1.0,43.0,71.0,6.0,31,2347.0,Contra Costa,Moraga,City,2014-04-04
16397.0,8713.0,3842.0,507.0,1.0,54.0,93.0,22.0,33,3132.0,Contra Costa,Oakley,City,2014-04-04
12632.0,5719.0,3755.0,255.0,0.0,68.0,79.0,10.0,35,2711.0,Contra Costa,Orinda,City,2014-04-04
9720.0,5586.0,1647.0,226.0,1.0,73.0,44.0,28.0,22,2093.0,Contra Costa,Pinole,City,2014-04-04
25783.0,15492.0,3609.0,630.0,1.0,83.0,120.0,82.0,63,5703.0,Contra Costa,Pittsburg,City,2014-04-04
18952.0,8833.0,4644.0,542.0,1.0,192.0,143.0,40.0,58,4499.0,Contra Costa,Pleasant Hill,City,2014-04-04
41601.0,28195.0,3149.0,751.0,4.0,472.0,145.0,192.0,138,8555.0,Contra Costa,Richmond,City,2014-04-04
8295.0,5446.0,633.0,136.0,1.0,55.0,36.0,41.0,25,1922.0,Contra Costa,San Pablo,City,2014-04-04
33598.0,13044.0,9764.0,887.0,1.0,93.0,182.0,25.0,75,9527.0,Contra Costa,San Ramon,City,2014-04-04
41033.0,18468.0,12127.0,999.0,2.0,219.0,218.0,48.0,101,8851.0,Contra Costa,Walnut Creek,City,2014-04-04
83060.0,38340.0,23215.0,2257.0,8.0,593.0,520.0,189.0,226,17712.0,Contra Costa,Unincorporated Area,City,2014-04-04
1921.0,659.0,602.0,103.0,0.0,23.0,18.0,8.0,32,476.0,Del Norte,County Supervisorial  1,County Supervisorial,2014-04-04
2098.0,739.0,684.0,95.0,1.0,19.0,21.0,13.0,36,490.0,Del Norte,County Supervisorial  2,County Supervisorial,2014-04-04
2845.0,976.0,1109.0,119.0,0.0,21.0,33.0,8.0,25,554.0,Del Norte,County Supervisorial  3,County Supervisorial,2014-04-04
2764.0,847.0,1181.0,127.0,0.0,13.0,19.0,14.0,36,527.0,Del Norte,County Supervisorial  4,County Supervisorial,2014-04-04
2618.0,953.0,924.0,124.0,0.0,27.0,20.0,6.0,34,530.0,Del Norte,County Supervisorial  5,County Supervisorial,2014-04-04
12246.0,4174.0,4500.0,568.0,1.0,103.0,111.0,49.0,163,2577.0,Del Norte,US Congressional  2,US Congressional,2014-04-04
12246.0,4174.0,4500.0,568.0,1.0,103.0,111.0,49.0,163,2577.0,Del Norte,State Senate  2,State Senate,2014-04-04
12246.0,4174.0,4500.0,568.0,1.0,103.0,111.0,49.0,163,2577.0,Del Norte,State Assembly  2,State Assembly,2014-04-04
12246.0,4174.0,4500.0,568.0,1.0,103.0,111.0,49.0,163,2577.0,Del Norte,State Board of Equalization 2,State Board of Equalization,2014-04-04
1710.0,597.0,504.0,97.0,1.0,20.0,16.0,8.0,26,441.0,Del Norte,Crescent City,City,2014-04-04
10536.0,3577.0,3996.0,471.0,0.0,83.0,95.0,41.0,137,2136.0,Del Norte,Unincorporated Area,City,2014-04-04
22052.0,5682.0,10892.0,702.0,0.0,65.0,209.0,12.0,174,4316.0,El Dorado,County Supervisorial  1,County Supervisorial,2014-04-04
22403.0,6031.0,10533.0,947.0,3.0,128.0,245.0,57.0,182,4277.0,El Dorado,County Supervisorial  2,County Supervisorial,2014-04-04
21352.0,6561.0,9085.0,887.0,0.0,196.0,220.0,79.0,162,4162.0,El Dorado,County Supervisorial  3,County Supervisorial,2014-04-04
23361.0,6254.0,11114.0,920.0,1.0,165.0,242.0,48.0,186,4431.0,El Dorado,County Supervisorial  4,County Supervisorial,2014-04-04
17549.0,6352.0,4766.0,769.0,1.0,308.0,214.0,99.0,182,4858.0,El Dorado,County Supervisorial  5,County Supervisorial,2014-04-04
106717.0,30880.0,46390.0,4225.0,5.0,862.0,1130.0,295.0,886,22044.0,El Dorado,US Congressional  4,US Congressional,2014-04-04
106717.0,30880.0,46390.0,4225.0,5.0,862.0,1130.0,295.0,886,22044.0,El Dorado,State Senate  1,State Senate,2014-04-04
69436.0,21203.0,28087.0,2928.0,2.0,723.0,762.0,249.0,593,14889.0,El Dorado,State Assembly  5,State Assembly,2014-04-04
37281.0,9677.0,18303.0,1297.0,3.0,139.0,368.0,46.0,293,7155.0,El Dorado,State Assembly  6,State Assembly,2014-04-04
106717.0,30880.0,46390.0,4225.0,5.0,862.0,1130.0,295.0,886,22044.0,El Dorado,State Board of Equalization 1,State Board of Equalization,2014-04-04
5305.0,1797.0,1944.0,231.0,0.0,74.0,57.0,25.0,38,1139.0,El Dorado,Placerville,City,2014-04-04
8604.0,3249.0,1940.0,390.0,0.0,172.0,116.0,68.0,91,2578.0,El Dorado,South Lake Tahoe,City,2014-04-04
92808.0,25834.0,42506.0,3604.0,5.0,616.0,957.0,202.0,757,18327.0,El Dorado,Unincorporated Area,City,2014-04-04
70722.0,33556.0,20151.0,1888.0,5.0,207.0,284.0,210.0,766,13655.0,Fresno,County Supervisorial  1,County Supervisorial,2014-04-04
105043.0,35157.0,47412.0,2883.0,4.0,515.0,588.0,206.0,1300,16978.0,Fresno,County Supervisorial  2,County Supervisorial,2014-04-04
66485.0,33688.0,15573.0,1444.0,7.0,341.0,318.0,295.0,782,14037.0,Fresno,County Supervisorial  3,County Supervisorial,2014-04-04
64211.0,26772.0,23256.0,1487.0,4.0,146.0,236.0,169.0,674,11467.0,Fresno,County Supervisorial  4,County Supervisorial,2014-04-04
101145.0,31950.0,46017.0,3061.0,4.0,334.0,592.0,206.0,1242,17739.0,Fresno,County Supervisorial  5,County Supervisorial,2014-04-04
9037.0,2008.0,5072.0,329.0,0.0,41.0,73.0,14.0,116,1384.0,Fresno,US Congressional  4,US Congressional,2014-04-04
124219.0,61755.0,31205.0,2807.0,11.0,558.0,566.0,497.0,1452,25368.0,Fresno,US Congressional 16,US Congressional,2014-04-04
66944.0,28822.0,23239.0,1706.0,3.0,145.0,256.0,173.0,684,11916.0,Fresno,US Congressional 21,US Congressional,2014-04-04
207406.0,68538.0,92893.0,5921.0,10.0,799.0,1123.0,402.0,2512,35208.0,Fresno,US Congressional 22,US Congressional,2014-04-04
268955.0,95753.0,111545.0,7561.0,15.0,1122.0,1475.0,626.0,3301,47557.0,Fresno,State Senate  8,State Senate,2014-04-04
42638.0,16754.0,16347.0,1219.0,4.0,83.0,179.0,109.0,461,7482.0,Fresno,State Senate 12,State Senate,2014-04-04
96013.0,48616.0,24517.0,1983.0,5.0,338.0,364.0,351.0,1002,18837.0,Fresno,State Senate 14,State Senate,2014-04-04
244312.0,83843.0,105304.0,6961.0,13.0,1002.0,1353.0,529.0,2986,42321.0,Fresno,State Assembly 23,State Assembly,2014-04-04
163294.0,77280.0,47105.0,3802.0,11.0,541.0,665.0,557.0,1778,31555.0,Fresno,State Assembly 31,State Assembly,2014-04-04
407606.0,161123.0,152409.0,10763.0,24.0,1543.0,2018.0,1086.0,4764,73876.0,Fresno,State Board of Equalization 1,State Board of Equalization,2014-04-04
54140.0,15648.0,26387.0,1682.0,3.0,143.0,291.0,106.0,637,9243.0,Fresno,Clovis,City,2014-04-04
4640.0,1805.0,1550.0,171.0,2.0,15.0,33.0,14.0,53,997.0,Fresno,Coalinga,City,2014-04-04
2085.0,1175.0,457.0,46.0,0.0,5.0,5.0,11.0,17,369.0,Fresno,Firebaugh,City,2014-04-04
2561.0,1115.0,850.0,43.0,0.0,3.0,6.0,10.0,27,507.0,Fresno,Fowler,City,2014-04-04
217152.0,93393.0,71100.0,5502.0,16.0,960.0,1083.0,648.0,2637,41813.0,Fresno,Fresno,City,2014-04-04
961.0,614.0,135.0,24.0,1.0,1.0,4.0,5.0,13,164.0,Fresno,Huron,City,2014-04-04
5059.0,2374.0,1390.0,230.0,0.0,6.0,14.0,11.0,57,977.0,Fresno,Kerman,City,2014-04-04
6125.0,1512.0,3382.0,168.0,0.0,17.0,26.0,8.0,78,934.0,Fresno,Kingsburg,City,2014-04-04
2074.0,1380.0,310.0,26.0,0.0,6.0,9.0,2.0,12,329.0,Fresno,Mendota,City,2014-04-04
2484.0,1578.0,369.0,35.0,0.0,5.0,3.0,9.0,23,462.0,Fresno,Orange Cove,City,2014-04-04
3705.0,2201.0,628.0,47.0,0.0,11.0,6.0,16.0,35,761.0,Fresno,Parlier,City,2014-04-04
8628.0,3313.0,3379.0,200.0,1.0,22.0,36.0,24.0,100,1553.0,Fresno,Reedley,City,2014-04-04
649.0,387.0,110.0,16.0,0.0,0.0,3.0,3.0,6,124.0,Fresno,San Joaquin,City,2014-04-04
9859.0,4897.0,2829.0,190.0,0.0,31.0,37.0,29.0,84,1762.0,Fresno,Sanger,City,2014-04-04
8394.0,3840.0,2669.0,204.0,0.0,12.0,29.0,20.0,79,1541.0,Fresno,Selma,City,2014-04-04
79090.0,25891.0,36864.0,2179.0,1.0,306.0,433.0,170.0,906,12340.0,Fresno,Unincorporated Area,City,2014-04-04
2449.0,700.0,1051.0,100.0,0.0,9.0,24.0,11.0,6,548.0,Glenn,County Supervisorial  1,County Supervisorial,2014-04-04
2433.0,784.0,1011.0,81.0,0.0,11.0,20.0,6.0,3,517.0,Glenn,County Supervisorial  2,County Supervisorial,2014-04-04
2614.0,649.0,1372.0,99.0,0.0,7.0,12.0,8.0,4,463.0,Glenn,County Supervisorial  3,County Supervisorial,2014-04-04
2321.0,730.0,944.0,98.0,0.0,4.0,16.0,10.0,6,513.0,Glenn,County Supervisorial  4,County Supervisorial,2014-04-04
2239.0,782.0,958.0,67.0,0.0,8.0,13.0,6.0,4,401.0,Glenn,County Supervisorial  5,County Supervisorial,2014-04-04
1100.0,251.0,636.0,32.0,0.0,4.0,7.0,1.0,1,168.0,Glenn,US Congressional  1,US Congressional,2014-04-04
10956.0,3394.0,4700.0,413.0,0.0,35.0,78.0,40.0,22,2274.0,Glenn,US Congressional  3,US Congressional,2014-04-04
12056.0,3645.0,5336.0,445.0,0.0,39.0,85.0,41.0,23,2442.0,Glenn,State Senate  4,State Senate,2014-04-04
12056.0,3645.0,5336.0,445.0,0.0,39.0,85.0,41.0,23,2442.0,Glenn,State Assembly  3,State Assembly,2014-04-04
12056.0,3645.0,5336.0,445.0,0.0,39.0,85.0,41.0,23,2442.0,Glenn,State Board of Equalization 2,State Board of Equalization,2014-04-04
2891.0,976.0,1115.0,99.0,0.0,13.0,26.0,11.0,3,648.0,Glenn,Orland,City,2014-04-04
2488.0,779.0,999.0,108.0,0.0,6.0,18.0,10.0,7,561.0,Glenn,Willows,City,2014-04-04
6677.0,1890.0,3222.0,238.0,0.0,20.0,41.0,20.0,13,1233.0,Glenn,Unincorporated Area,City,2014-04-04
15392.0,5889.0,5319.0,482.0,0.0,285.0,147.0,41.0,35,3194.0,Humboldt,County Supervisorial  1,County Supervisorial,2014-04-04
14667.0,5500.0,4332.0,574.0,0.0,482.0,137.0,49.0,38,3555.0,Humboldt,County Supervisorial  2,County Supervisorial,2014-04-04
16561.0,7453.0,2635.0,441.0,0.0,1047.0,199.0,73.0,49,4664.0,Humboldt,County Supervisorial  3,County Supervisorial,2014-04-04
