Total_Registered,Democratic,Republican,American_Independent,Green,Libertarian,Peace_and_Freedom,Other,No_Party_Preference,county,district,district_type,date
722.0,276.0,223.0,25.0,8.0,5.0,2.0,3.0,180.0,Alpine,Unincorporated Area,City,2016-10-24
4212.0,1347.0,1824.0,172.0,20.0,47.0,16.0,4.0,782.0,Amador,County Supervisorial 1,County Supervisorial,2016-10-24
5096.0,1324.0,2512.0,224.0,21.0,67.0,20.0,12.0,916.0,Amador,County Supervisorial 2,County Supervisorial,2016-10-24
4143.0,1307.0,1822.0,171.0,30.0,36.0,11.0,10.0,756.0,Amador,County Supervisorial 3,County Supervisorial,2016-10-24
4426.0,1349.0,2046.0,183.0,17.0,56.0,7.0,2.0,766.0,Amador,County Supervisorial 4,County Supervisorial,2016-10-24
4540.0,1413.0,2044.0,177.0,34.0,63.0,9.0,12.0,788.0,Amador,County Supervisorial 5,County Supervisorial,2016-10-24
22417.0,6740.0,10248.0,927.0,122.0,269.0,63.0,40.0,4008.0,Amador,US Congressional 4,US Congressional,2016-10-24
22417.0,6740.0,10248.0,927.0,122.0,269.0,63.0,40.0,4008.0,Amador,State Senate 8,State Senate,2016-10-24
22417.0,6740.0,10248.0,927.0,122.0,269.0,63.0,40.0,4008.0,Amador,State Assembly 5,State Assembly,2016-10-24
22417.0,6740.0,10248.0,927.0,122.0,269.0,63.0,40.0,4008.0,Amador,State Board of Equalization 1,State Board of Equalization,2016-10-24
140.0,58.0,46.0,5.0,0.0,2.0,0.0,0.0,29.0,Amador,Amador,City,2016-10-24
2515.0,654.0,1242.0,108.0,10.0,35.0,8.0,5.0,453.0,Amador,Ione,City,2016-10-24
2692.0,915.0,1068.0,124.0,16.0,32.0,10.0,3.0,524.0,Amador,Jackson,City,2016-10-24
524.0,157.0,223.0,20.0,5.0,8.0,4.0,1.0,106.0,Amador,Plymouth,City,2016-10-24
1729.0,579.0,749.0,71.0,8.0,29.0,4.0,0.0,289.0,Amador,Sutter Creek,City,2016-10-24
14817.0,4377.0,6920.0,599.0,83.0,163.0,37.0,31.0,2607.0,Amador,Unincorporated Area,City,2016-10-24
24216.0,6933.0,9334.0,1064.0,155.0,243.0,128.0,286.0,6073.0,Butte,County Supervisorial 1,County Supervisorial,2016-10-24
25890.0,10362.0,7879.0,772.0,267.0,296.0,83.0,222.0,6009.0,Butte,County Supervisorial 2,County Supervisorial,2016-10-24
26962.0,10972.0,8551.0,767.0,301.0,291.0,77.0,269.0,5734.0,Butte,County Supervisorial 3,County Supervisorial,2016-10-24
22854.0,7855.0,8346.0,803.0,198.0,234.0,91.0,212.0,5115.0,Butte,County Supervisorial 4,County Supervisorial,2016-10-24
29353.0,9092.0,11799.0,1173.0,238.0,314.0,120.0,408.0,6209.0,Butte,County Supervisorial 5,County Supervisorial,2016-10-24
129275.0,45214.0,45909.0,4579.0,1159.0,1378.0,499.0,1397.0,29140.0,Butte,US Congressional 1,US Congressional,2016-10-24
129275.0,45214.0,45909.0,4579.0,1159.0,1378.0,499.0,1397.0,29140.0,Butte,State Senate 4,State Senate,2016-10-24
12788.0,3899.0,4952.0,530.0,115.0,149.0,63.0,159.0,2921.0,Butte,State Assembly 1,State Assembly,2016-10-24
116487.0,41315.0,40957.0,4049.0,1044.0,1229.0,436.0,1238.0,26219.0,Butte,State Assembly 3,State Assembly,2016-10-24
129275.0,45214.0,45909.0,4579.0,1159.0,1378.0,499.0,1397.0,29140.0,Butte,State Board of Equalization 1,State Board of Equalization,2016-10-24
807.0,283.0,312.0,26.0,4.0,6.0,4.0,4.0,168.0,Butte,Biggs,City,2016-10-24
50012.0,21280.0,13863.0,1509.0,561.0,569.0,159.0,466.0,11605.0,Butte,Chico,City,2016-10-24
2950.0,1072.0,1007.0,106.0,16.0,26.0,13.0,32.0,678.0,Butte,Gridley,City,2016-10-24
8397.0,2651.0,2745.0,394.0,52.0,80.0,57.0,85.0,2333.0,Butte,Oroville,City,2016-10-24
17408.0,5345.0,6981.0,678.0,149.0,174.0,78.0,273.0,3730.0,Butte,Paradise,City,2016-10-24
49701.0,14583.0,21001.0,1866.0,377.0,523.0,188.0,537.0,10626.0,Butte,Unincorporated Area,City,2016-10-24
5797.0,1521.0,2762.0,252.0,25.0,77.0,11.0,43.0,1106.0,Calaveras,County Supervisorial 1,County Supervisorial,2016-10-24
5408.0,1748.0,2022.0,282.0,63.0,85.0,25.0,45.0,1138.0,Calaveras,County Supervisorial 2,County Supervisorial,2016-10-24
6210.0,2189.0,2405.0,243.0,56.0,68.0,19.0,49.0,1181.0,Calaveras,County Supervisorial 3,County Supervisorial,2016-10-24
6467.0,1803.0,2829.0,297.0,34.0,104.0,18.0,52.0,1330.0,Calaveras,County Supervisorial 4,County Supervisorial,2016-10-24
5673.0,1421.0,2669.0,269.0,16.0,77.0,16.0,47.0,1158.0,Calaveras,County Supervisorial 5,County Supervisorial,2016-10-24
29555.0,8682.0,12687.0,1343.0,194.0,411.0,89.0,236.0,5913.0,Calaveras,US Congressional 4,US Congressional,2016-10-24
29555.0,8682.0,12687.0,1343.0,194.0,411.0,89.0,236.0,5913.0,Calaveras,State Senate 8,State Senate,2016-10-24
29555.0,8682.0,12687.0,1343.0,194.0,411.0,89.0,236.0,5913.0,Calaveras,State Assembly 5,State Assembly,2016-10-24
29555.0,8682.0,12687.0,1343.0,194.0,411.0,89.0,236.0,5913.0,Calaveras,State Board of Equalization 1,State Board of Equalization,2016-10-24
2381.0,710.0,1013.0,95.0,11.0,43.0,9.0,16.0,484.0,Calaveras,Angels,City,2016-10-24
27174.0,7972.0,11674.0,1248.0,183.0,368.0,80.0,220.0,5429.0,Calaveras,Unincorporated Area,City,2016-10-24
1889.0,655.0,776.0,50.0,1.0,17.0,3.0,0.0,387.0,Colusa,County Supervisorial 1,County Supervisorial,2016-10-24
1911.0,642.0,787.0,50.0,4.0,13.0,8.0,1.0,406.0,Colusa,County Supervisorial 2,County Supervisorial,2016-10-24
1467.0,532.0,499.0,34.0,3.0,10.0,3.0,2.0,384.0,Colusa,County Supervisorial 3,County Supervisorial,2016-10-24
1456.0,472.0,617.0,39.0,5.0,6.0,1.0,2.0,314.0,Colusa,County Supervisorial 4,County Supervisorial,2016-10-24
1915.0,566.0,887.0,66.0,8.0,14.0,6.0,0.0,368.0,Colusa,County Supervisorial 5,County Supervisorial,2016-10-24
8638.0,2867.0,3566.0,239.0,21.0,60.0,21.0,5.0,1859.0,Colusa,US Congressional 3,US Congressional,2016-10-24
8638.0,2867.0,3566.0,239.0,21.0,60.0,21.0,5.0,1859.0,Colusa,State Senate 4,State Senate,2016-10-24
4622.0,1418.0,2099.0,143.0,16.0,28.0,13.0,2.0,903.0,Colusa,State Assembly 3,State Assembly,2016-10-24
4016.0,1449.0,1467.0,96.0,5.0,32.0,8.0,3.0,956.0,Colusa,State Assembly 4,State Assembly,2016-10-24
8638.0,2867.0,3566.0,239.0,21.0,60.0,21.0,5.0,1859.0,Colusa,State Board of Equalization 2,State Board of Equalization,2016-10-24
2672.0,869.0,1110.0,82.0,10.0,19.0,12.0,1.0,569.0,Colusa,Colusa,City,2016-10-24
1460.0,619.0,343.0,30.0,1.0,7.0,4.0,3.0,453.0,Colusa,Williams,City,2016-10-24
4506.0,1379.0,2113.0,127.0,10.0,34.0,5.0,1.0,837.0,Colusa,Unincorporated Area,City,2016-10-24
104854.0,68450.0,8092.0,1826.0,918.0,442.0,449.0,197.0,24480.0,Contra Costa,County Supervisorial 1,County Supervisorial,2016-10-24
147618.0,61565.0,44167.0,3680.0,477.0,942.0,104.0,224.0,36459.0,Contra Costa,County Supervisorial 2,County Supervisorial,2016-10-24
117557.0,54885.0,31038.0,3717.0,315.0,778.0,261.0,160.0,26403.0,Contra Costa,County Supervisorial 3,County Supervisorial,2016-10-24
130059.0,61733.0,31581.0,3699.0,723.0,1008.0,264.0,249.0,30802.0,Contra Costa,County Supervisorial 4,County Supervisorial,2016-10-24
107427.0,59396.0,17527.0,2873.0,604.0,735.0,361.0,199.0,25732.0,Contra Costa,County Supervisorial 5,County Supervisorial,2016-10-24
53448.0,30050.0,8407.0,1371.0,348.0,359.0,146.0,101.0,12666.0,Contra Costa,US Congressional 5,US Congressional,2016-10-24
102543.0,49179.0,25975.0,3331.0,303.0,669.0,242.0,147.0,22697.0,Contra Costa,US Congressional 9,US Congressional,2016-10-24
409497.0,209830.0,87188.0,10053.0,2285.0,2641.0,1017.0,730.0,95753.0,Contra Costa,US Congressional 11,US Congressional,2016-10-24
42027.0,16970.0,10835.0,1040.0,101.0,236.0,34.0,51.0,12760.0,Contra Costa,US Congressional 15,US Congressional,2016-10-24
52075.0,25704.0,11625.0,1555.0,436.0,469.0,118.0,131.0,12037.0,Contra Costa,State Senate 3,State Senate,2016-10-24
425936.0,197272.0,109548.0,11906.0,1561.0,2883.0,808.0,665.0,101293.0,Contra Costa,State Senate 7,State Senate,2016-10-24
129504.0,83053.0,11232.0,2334.0,1040.0,553.0,513.0,233.0,30546.0,Contra Costa,State Senate 9,State Senate,2016-10-24
122554.0,60642.0,28925.0,3943.0,372.0,795.0,331.0,174.0,27372.0,Contra Costa,State Assembly 11,State Assembly,2016-10-24
180494.0,90126.0,39247.0,5154.0,1042.0,1413.0,485.0,363.0,42664.0,Contra Costa,State Assembly 14,State Assembly,2016-10-24
124385.0,80040.0,10492.0,2214.0,1015.0,525.0,497.0,225.0,29377.0,Contra Costa,State Assembly 15,State Assembly,2016-10-24
180082.0,75221.0,53741.0,4484.0,608.0,1172.0,126.0,267.0,44463.0,Contra Costa,State Assembly 16,State Assembly,2016-10-24
607515.0,306029.0,132405.0,15795.0,3037.0,3905.0,1439.0,1029.0,143876.0,Contra Costa,State Board of Equalization 2,State Board of Equalization,2016-10-24
51664.0,28784.0,8735.0,1534.0,166.0,300.0,174.0,73.0,11898.0,Contra Costa,Antioch,City,2016-10-24
31914.0,13458.0,9846.0,1042.0,101.0,232.0,64.0,45.0,7126.0,Contra Costa,Brentwood,City,2016-10-24
7901.0,3097.0,2885.0,256.0,17.0,63.0,7.0,14.0,1562.0,Contra Costa,Clayton,City,2016-10-24
64485.0,31634.0,14472.0,1958.0,347.0,524.0,182.0,121.0,15247.0,Contra Costa,Concord,City,2016-10-24
29621.0,10329.0,11448.0,849.0,71.0,207.0,17.0,30.0,6670.0,Contra Costa,Danville,City,2016-10-24
15877.0,10543.0,1169.0,174.0,205.0,73.0,38.0,21.0,3654.0,Contra Costa,El Cerrito,City,2016-10-24
14044.0,8292.0,1720.0,261.0,59.0,53.0,31.0,18.0,3610.0,Contra Costa,Hercules,City,2016-10-24
17736.0,8323.0,4658.0,415.0,75.0,113.0,19.0,37.0,4096.0,Contra Costa,Lafayette,City,2016-10-24
24064.0,11900.0,5541.0,765.0,197.0,243.0,57.0,64.0,5297.0,Contra Costa,Martinez,City,2016-10-24
10862.0,4638.0,3177.0,229.0,34.0,83.0,4.0,23.0,2674.0,Contra Costa,Moraga,City,2016-10-24
19666.0,9872.0,4650.0,660.0,53.0,124.0,37.0,30.0,4240.0,Contra Costa,Oakley,City,2016-10-24
13817.0,6583.0,3594.0,275.0,68.0,86.0,7.0,24.0,3180.0,Contra Costa,Orinda,City,2016-10-24
10978.0,6440.0,1662.0,271.0,59.0,51.0,25.0,17.0,2453.0,Contra Costa,Pinole,City,2016-10-24
30999.0,18285.0,3937.0,743.0,102.0,168.0,115.0,43.0,7606.0,Contra Costa,Pittsburg,City,2016-10-24
21333.0,10401.0,4713.0,571.0,173.0,164.0,39.0,51.0,5221.0,Contra Costa,Pleasant Hill,City,2016-10-24
51395.0,34159.0,3192.0,930.0,441.0,185.0,282.0,111.0,12095.0,Contra Costa,Richmond,City,2016-10-24
10550.0,6793.0,641.0,194.0,50.0,54.0,54.0,18.0,2746.0,Contra Costa,San Pablo,City,2016-10-24
39809.0,16175.0,9979.0,980.0,99.0,227.0,32.0,50.0,12267.0,Contra Costa,San Ramon,City,2016-10-24
45783.0,21524.0,12040.0,1140.0,208.0,299.0,41.0,67.0,10464.0,Contra Costa,Walnut Creek,City,2016-10-24
95017.0,44799.0,24346.0,2548.0,512.0,656.0,214.0,172.0,21770.0,Contra Costa,Unincorporated Area,City,2016-10-24
2347.0,784.0,697.0,103.0,23.0,23.0,23.0,38.0,656.0,Del Norte,County Supervisorial 1,County Supervisorial,2016-10-24
2561.0,839.0,834.0,121.0,20.0,29.0,18.0,25.0,675.0,Del Norte,County Supervisorial 2,County Supervisorial,2016-10-24
3195.0,1050.0,1254.0,151.0,24.0,46.0,9.0,22.0,639.0,Del Norte,County Supervisorial 3,County Supervisorial,2016-10-24
3150.0,894.0,1328.0,141.0,16.0,29.0,14.0,34.0,694.0,Del Norte,County Supervisorial 4,County Supervisorial,2016-10-24
3065.0,1010.0,1075.0,154.0,24.0,27.0,10.0,35.0,730.0,Del Norte,County Supervisorial 5,County Supervisorial,2016-10-24
14318.0,4577.0,5188.0,670.0,107.0,154.0,74.0,154.0,3394.0,Del Norte,US Congressional 2,US Congressional,2016-10-24
14318.0,4577.0,5188.0,670.0,107.0,154.0,74.0,154.0,3394.0,Del Norte,State Senate 2,State Senate,2016-10-24
14318.0,4577.0,5188.0,670.0,107.0,154.0,74.0,154.0,3394.0,Del Norte,State Assembly 2,State Assembly,2016-10-24
14318.0,4577.0,5188.0,670.0,107.0,154.0,74.0,154.0,3394.0,Del Norte,State Board of Equalization 2,State Board of Equalization,2016-10-24
2033.0,684.0,580.0,112.0,19.0,26.0,18.0,19.0,575.0,Del Norte,Crescent City,City,2016-10-24
12285.0,3893.0,4608.0,558.0,88.0,128.0,56.0,135.0,2819.0,Del Norte,Unincorporated Area,City,2016-10-24
24296.0,6404.0,11544.0,804.0,62.0,322.0,16.0,202.0,4942.0,El Dorado,County Supervisorial 1,County Supervisorial,2016-10-24
24819.0,6804.0,11414.0,999.0,104.0,347.0,53.0,205.0,4893.0,El Dorado,County Supervisorial 2,County Supervisorial,2016-10-24
22838.0,6908.0,9726.0,912.0,163.0,259.0,86.0,201.0,4583.0,El Dorado,County Supervisorial 3,County Supervisorial,2016-10-24
24636.0,6596.0,11681.0,975.0,117.0,310.0,45.0,197.0,4715.0,El Dorado,County Supervisorial 4,County Supervisorial,2016-10-24
19870.0,7578.0,5070.0,866.0,248.0,276.0,100.0,186.0,5546.0,El Dorado,County Supervisorial 5,County Supervisorial,2016-10-24
116459.0,34290.0,49435.0,4556.0,694.0,1514.0,300.0,991.0,24679.0,El Dorado,US Congressional 4,US Congressional,2016-10-24
116459.0,34290.0,49435.0,4556.0,694.0,1514.0,300.0,991.0,24679.0,El Dorado,State Senate 1,State Senate,2016-10-24
74797.0,23135.0,29825.0,3116.0,573.0,960.0,256.0,634.0,16298.0,El Dorado,State Assembly 5,State Assembly,2016-10-24
41662.0,11155.0,19610.0,1440.0,121.0,554.0,44.0,357.0,8381.0,El Dorado,State Assembly 6,State Assembly,2016-10-24
116459.0,34290.0,49435.0,4556.0,694.0,1514.0,300.0,991.0,24679.0,El Dorado,State Board of Equalization 1,State Board of Equalization,2016-10-24
5944.0,2087.0,2127.0,247.0,55.0,61.0,30.0,50.0,1287.0,El Dorado,Placerville,City,2016-10-24
10170.0,4112.0,2084.0,480.0,149.0,139.0,67.0,82.0,3057.0,El Dorado,South Lake Tahoe,City,2016-10-24
100345.0,28091.0,45224.0,3829.0,490.0,1314.0,203.0,859.0,20335.0,El Dorado,Unincorporated Area,City,2016-10-24
77571.0,36387.0,20383.0,2111.0,238.0,393.0,311.0,731.0,17017.0,Fresno,County Supervisorial 1,County Supervisorial,2016-10-24
110007.0,36885.0,47692.0,3277.0,458.0,829.0,230.0,1168.0,19468.0,Fresno,County Supervisorial 2,County Supervisorial,2016-10-24
70637.0,36708.0,15019.0,1535.0,309.0,395.0,358.0,685.0,15628.0,Fresno,County Supervisorial 3,County Supervisorial,2016-10-24
68227.0,28286.0,23801.0,1620.0,148.0,334.0,220.0,604.0,13214.0,Fresno,County Supervisorial 4,County Supervisorial,2016-10-24
110981.0,34539.0,49625.0,3421.0,299.0,836.0,258.0,1183.0,20820.0,Fresno,County Supervisorial 5,County Supervisorial,2016-10-24
9337.0,1913.0,5343.0,363.0,45.0,88.0,19.0,105.0,1461.0,Fresno,US Congressional 4,US Congressional,2016-10-24
132674.0,66607.0,30497.0,3067.0,547.0,730.0,653.0,1292.0,29281.0,Fresno,US Congressional 16,US Congressional,2016-10-24
71603.0,30406.0,23770.0,1813.0,156.0,337.0,234.0,618.0,14269.0,Fresno,US Congressional 21,US Congressional,2016-10-24
223809.0,73879.0,96910.0,6721.0,704.0,1632.0,471.0,2356.0,41136.0,Fresno,US Congressional 22,US Congressional,2016-10-24
289966.0,102526.0,115692.0,8605.0,1036.0,2087.0,787.0,3077.0,56156.0,Fresno,State Senate 8,State Senate,2016-10-24
45385.0,17478.0,16515.0,1293.0,97.0,253.0,144.0,407.0,9198.0,Fresno,State Senate 12,State Senate,2016-10-24
102072.0,52801.0,24313.0,2066.0,319.0,447.0,446.0,887.0,20793.0,Fresno,State Senate 14,State Senate,2016-10-24
263132.0,89690.0,109401.0,7946.0,915.0,1918.0,661.0,2796.0,49805.0,Fresno,State Assembly 23,State Assembly,2016-10-24
174291.0,83115.0,47119.0,4018.0,537.0,869.0,716.0,1575.0,36342.0,Fresno,State Assembly 31,State Assembly,2016-10-24
437423.0,172805.0,156520.0,11964.0,1452.0,2787.0,1377.0,4371.0,86147.0,Fresno,State Board of Equalization 1,State Board of Equalization,2016-10-24
60000.0,17060.0,28974.0,1865.0,139.0,458.0,115.0,642.0,10747.0,Fresno,Clovis,City,2016-10-24
4782.0,1763.0,1571.0,175.0,17.0,38.0,22.0,59.0,1137.0,Fresno,Coalinga,City,2016-10-24
2403.0,1261.0,443.0,51.0,5.0,14.0,9.0,18.0,602.0,Fresno,Firebaugh,City,2016-10-24
2895.0,1215.0,901.0,56.0,6.0,15.0,11.0,24.0,667.0,Fresno,Fowler,City,2016-10-24
233577.0,101174.0,71575.0,6259.0,932.0,1470.0,840.0,2388.0,48939.0,Fresno,Fresno,City,2016-10-24
1021.0,620.0,140.0,17.0,3.0,4.0,6.0,12.0,219.0,Fresno,Huron,City,2016-10-24
5508.0,2448.0,1493.0,226.0,15.0,13.0,19.0,52.0,1242.0,Fresno,Kerman,City,2016-10-24
6268.0,1530.0,3374.0,184.0,14.0,43.0,10.0,65.0,1048.0,Fresno,Kingsburg,City,2016-10-24
2431.0,1569.0,316.0,34.0,5.0,11.0,6.0,21.0,469.0,Fresno,Mendota,City,2016-10-24
2713.0,1703.0,416.0,48.0,6.0,10.0,14.0,18.0,498.0,Fresno,Orange Cove,City,2016-10-24
4144.0,2516.0,656.0,57.0,9.0,8.0,27.0,32.0,839.0,Fresno,Parlier,City,2016-10-24
9299.0,3628.0,3454.0,201.0,21.0,64.0,33.0,90.0,1808.0,Fresno,Reedley,City,2016-10-24
800.0,472.0,89.0,20.0,1.0,6.0,6.0,3.0,203.0,Fresno,San Joaquin,City,2016-10-24
10753.0,5205.0,3129.0,223.0,32.0,45.0,35.0,75.0,2009.0,Fresno,Sanger,City,2016-10-24
8957.0,4123.0,2661.0,208.0,10.0,32.0,27.0,74.0,1822.0,Fresno,Selma,City,2016-10-24
81872.0,26518.0,37328.0,2340.0,237.0,556.0,197.0,798.0,13898.0,Fresno,Unincorporated Area,City,2016-10-24
2654.0,733.0,1127.0,116.0,11.0,31.0,10.0,4.0,622.0,Glenn,County Supervisorial 1,County Supervisorial,2016-10-24
2674.0,848.0,1053.0,114.0,13.0,30.0,10.0,6.0,600.0,Glenn,County Supervisorial 2,County Supervisorial,2016-10-24
2748.0,651.0,1448.0,91.0,9.0,19.0,5.0,2.0,523.0,Glenn,County Supervisorial 3,County Supervisorial,2016-10-24
2433.0,718.0,965.0,120.0,3.0,16.0,13.0,7.0,591.0,Glenn,County Supervisorial 4,County Supervisorial,2016-10-24
2326.0,791.0,985.0,72.0,5.0,20.0,5.0,3.0,445.0,Glenn,County Supervisorial 5,County Supervisorial,2016-10-24
1170.0,258.0,674.0,36.0,5.0,10.0,0.0,1.0,186.0,Glenn,US Congressional 1,US Congressional,2016-10-24
11665.0,3483.0,4904.0,477.0,36.0,106.0,43.0,21.0,2595.0,Glenn,US Congressional 3,US Congressional,2016-10-24
12835.0,3741.0,5578.0,513.0,41.0,116.0,43.0,22.0,2781.0,Glenn,State Senate 4,State Senate,2016-10-24
12835.0,3741.0,5578.0,513.0,41.0,116.0,43.0,22.0,2781.0,Glenn,State Assembly 3,State Assembly,2016-10-24
12835.0,3741.0,5578.0,513.0,41.0,116.0,43.0,22.0,2781.0,Glenn,State Board of Equalization 2,State Board of Equalization,2016-10-24
3221.0,1071.0,1173.0,136.0,16.0,37.0,15.0,7.0,766.0,Glenn,Orland,City,2016-10-24
2648.0,800.0,1034.0,128.0,6.0,19.0,13.0,7.0,641.0,Glenn,Willows,City,2016-10-24
6966.0,1870.0,3371.0,249.0,19.0,60.0,15.0,8.0,1374.0,Glenn,Unincorporated Area,City,2016-10-24
16581.0,6713.0,5392.0,554.0,213.0,157.0,53.0,37.0,3462.0,Humboldt,County Supervisorial 1,County Supervisorial,2016-10-24
15729.0,6112.0,4635.0,611.0,338.0,140.0,67.0,28.0,3798.0,Humboldt,County Supervisorial 2,County Supervisorial,2016-10-24
18935.0,10159.0,2591.0,488.0,717.0,192.0,81.0,32.0,4675.0,Humboldt,County Supervisorial 3,County Supervisorial,2016-10-24
15099.0,6890.0,3241.0,481.0,366.0,184.0,91.0,31.0,3815.0,Humboldt,County Supervisorial 4,County Supervisorial,2016-10-24
16573.0,7877.0,3756.0,500.0,418.0,161.0,67.0,33.0,3761.0,Humboldt,County Supervisorial 5,County Supervisorial,2016-10-24
82917.0,37751.0,19615.0,2634.0,2052.0,834.0,359.0,161.0,19511.0,Humboldt,US Congressional 2,US Congressional,2016-10-24
82917.0,37751.0,19615.0,2634.0,2052.0,834.0,359.0,161.0,19511.0,Humboldt,State Senate 2,State Senate,2016-10-24
82917.0,37751.0,19615.0,2634.0,2052.0,834.0,359.0,161.0,19511.0,Humboldt,State Assembly 2,State Assembly,2016-10-24
82917.0,37751.0,19615.0,2634.0,2052.0,834.0,359.0,161.0,19511.0,Humboldt,State Board of Equalization 2,State Board of Equalization,2016-10-24
