Total_Registered,Democratic,Republican,American_Independent,Green,Libertarian,Peace_and_Freedom,Unknown,Other,No_Party_Preference,county,district,district_type,date
849786.0,486513.0,100371.0,16656.0,6903.0,4502.0,2574.0,644.0,6277.0,225346.0,Alameda,State Board of Equalization 2,State Board of Equalization,2018-01-02
47105.0,27073.0,5603.0,969.0,394.0,307.0,109.0,50.0,320.0,12280.0,Alameda,Alameda,City,2018-01-02
10947.0,7354.0,567.0,131.0,188.0,39.0,16.0,3.0,63.0,2586.0,Alameda,Albany,City,2018-01-02
78895.0,54461.0,2547.0,995.0,1489.0,387.0,249.0,35.0,507.0,18225.0,Alameda,Berkeley,City,2018-01-02
26544.0,11536.0,5254.0,665.0,71.0,203.0,48.0,22.0,209.0,8536.0,Alameda,Dublin,City,2018-01-02
6469.0,4117.0,344.0,133.0,74.0,47.0,17.0,2.0,61.0,1674.0,Alameda,Emeryville,City,2018-01-02
100479.0,47028.0,14822.0,1992.0,340.0,480.0,212.0,74.0,739.0,34792.0,Alameda,Fremont,City,2018-01-02
66131.0,38882.0,7072.0,1407.0,280.0,323.0,288.0,57.0,447.0,17375.0,Alameda,Hayward,City,2018-01-02
50420.0,19833.0,15597.0,1649.0,169.0,459.0,89.0,23.0,392.0,12209.0,Alameda,Livermore,City,2018-01-02
21195.0,11369.0,3074.0,471.0,84.0,118.0,56.0,16.0,151.0,5856.0,Alameda,Newark,City,2018-01-02
234662.0,157532.0,10167.0,3733.0,2850.0,981.0,977.0,220.0,1846.0,56356.0,Alameda,Oakland,City,2018-01-02
8450.0,5025.0,1281.0,139.0,40.0,36.0,6.0,4.0,52.0,1867.0,Alameda,Piedmont,City,2018-01-02
42961.0,16848.0,12076.0,1077.0,129.0,311.0,48.0,31.0,317.0,12124.0,Alameda,Pleasanton,City,2018-01-02
43845.0,25397.0,5005.0,920.0,218.0,177.0,134.0,31.0,340.0,11623.0,Alameda,San Leandro,City,2018-01-02
35099.0,19025.0,4053.0,651.0,131.0,127.0,103.0,34.0,262.0,10713.0,Alameda,Union City,City,2018-01-02
76584.0,41033.0,12909.0,1724.0,446.0,507.0,222.0,42.0,571.0,19130.0,Alameda,Unincorporated Area,City,2018-01-02
137.0,52.0,49.0,6.0,1.0,0.0,0.0,0.0,0.0,29.0,Alpine,County Supervisorial 1,County Supervisorial,2018-01-02
160.0,63.0,43.0,7.0,1.0,1.0,0.0,0.0,2.0,43.0,Alpine,County Supervisorial 2,County Supervisorial,2018-01-02
103.0,49.0,15.0,6.0,0.0,2.0,1.0,0.0,1.0,29.0,Alpine,County Supervisorial 3,County Supervisorial,2018-01-02
153.0,62.0,44.0,2.0,2.0,2.0,1.0,0.0,0.0,40.0,Alpine,County Supervisorial 4,County Supervisorial,2018-01-02
178.0,54.0,67.0,8.0,2.0,1.0,0.0,0.0,0.0,46.0,Alpine,County Supervisorial 5,County Supervisorial,2018-01-02
731.0,280.0,218.0,29.0,6.0,6.0,2.0,0.0,3.0,187.0,Alpine,US Congressional 4,US Congressional,2018-01-02
731.0,280.0,218.0,29.0,6.0,6.0,2.0,0.0,3.0,187.0,Alpine,State Senate 1,State Senate,2018-01-02
731.0,280.0,218.0,29.0,6.0,6.0,2.0,0.0,3.0,187.0,Alpine,State Assembly 5,State Assembly,2018-01-02
731.0,280.0,218.0,29.0,6.0,6.0,2.0,0.0,3.0,187.0,Alpine,State Board of Equalization 1,State Board of Equalization,2018-01-02
731.0,280.0,218.0,29.0,6.0,6.0,2.0,0.0,3.0,187.0,Alpine,Unincorporated Area,City,2018-01-02
4014.0,1289.0,1719.0,171.0,18.0,45.0,14.0,2.0,4.0,752.0,Amador,County Supervisorial 1,County Supervisorial,2018-01-02
4810.0,1229.0,2369.0,208.0,21.0,68.0,22.0,2.0,14.0,877.0,Amador,County Supervisorial 2,County Supervisorial,2018-01-02
3910.0,1206.0,1717.0,165.0,23.0,33.0,8.0,0.0,11.0,747.0,Amador,County Supervisorial 3,County Supervisorial,2018-01-02
4277.0,1283.0,1956.0,184.0,16.0,66.0,7.0,1.0,5.0,759.0,Amador,County Supervisorial 4,County Supervisorial,2018-01-02
4352.0,1330.0,1966.0,170.0,32.0,65.0,11.0,0.0,12.0,766.0,Amador,County Supervisorial 5,County Supervisorial,2018-01-02
21363.0,6337.0,9727.0,898.0,110.0,277.0,62.0,5.0,46.0,3901.0,Amador,US Congressional 4,US Congressional,2018-01-02
21363.0,6337.0,9727.0,898.0,110.0,277.0,62.0,5.0,46.0,3901.0,Amador,State Senate 8,State Senate,2018-01-02
21363.0,6337.0,9727.0,898.0,110.0,277.0,62.0,5.0,46.0,3901.0,Amador,State Assembly 5,State Assembly,2018-01-02
21363.0,6337.0,9727.0,898.0,110.0,277.0,62.0,5.0,46.0,3901.0,Amador,State Board of Equalization 1,State Board of Equalization,2018-01-02
136.0,57.0,41.0,7.0,0.0,1.0,0.0,0.0,0.0,30.0,Amador,Amador,City,2018-01-02
2384.0,616.0,1179.0,100.0,9.0,34.0,8.0,1.0,5.0,432.0,Amador,Ione,City,2018-01-02
2545.0,880.0,990.0,119.0,15.0,28.0,9.0,2.0,4.0,498.0,Amador,Jackson,City,2018-01-02
492.0,141.0,219.0,16.0,5.0,8.0,5.0,0.0,2.0,96.0,Amador,Plymouth,City,2018-01-02
1655.0,548.0,712.0,75.0,7.0,30.0,4.0,0.0,2.0,277.0,Amador,Sutter Creek,City,2018-01-02
14151.0,4095.0,6586.0,581.0,74.0,176.0,36.0,2.0,33.0,2568.0,Amador,Unincorporated Area,City,2018-01-02
21421.0,6040.0,8512.0,906.0,128.0,216.0,108.0,24.0,256.0,5231.0,Butte,County Supervisorial 1,County Supervisorial,2018-01-02
24508.0,10313.0,7267.0,725.0,215.0,283.0,69.0,31.0,201.0,5404.0,Butte,County Supervisorial 2,County Supervisorial,2018-01-02
25208.0,10355.0,7826.0,739.0,256.0,277.0,67.0,26.0,228.0,5434.0,Butte,County Supervisorial 3,County Supervisorial,2018-01-02
20943.0,7429.0,7618.0,699.0,171.0,222.0,77.0,28.0,183.0,4516.0,Butte,County Supervisorial 4,County Supervisorial,2018-01-02
26786.0,8368.0,10832.0,1094.0,205.0,288.0,86.0,25.0,369.0,5519.0,Butte,County Supervisorial 5,County Supervisorial,2018-01-02
118866.0,42505.0,42055.0,4163.0,975.0,1286.0,407.0,134.0,1237.0,26104.0,Butte,US Congressional 1,US Congressional,2018-01-02
118866.0,42505.0,42055.0,4163.0,975.0,1286.0,407.0,134.0,1237.0,26104.0,Butte,State Senate 4,State Senate,2018-01-02
11494.0,3538.0,4521.0,480.0,108.0,134.0,53.0,12.0,143.0,2505.0,Butte,State Assembly 1,State Assembly,2018-01-02
107372.0,38967.0,37534.0,3683.0,867.0,1152.0,354.0,122.0,1094.0,23599.0,Butte,State Assembly 3,State Assembly,2018-01-02
118866.0,42505.0,42055.0,4163.0,975.0,1286.0,407.0,134.0,1237.0,26104.0,Butte,State Board of Equalization 1,State Board of Equalization,2018-01-02
703.0,248.0,292.0,19.0,2.0,5.0,4.0,1.0,5.0,127.0,Butte,Biggs,City,2018-01-02
47631.0,20990.0,12782.0,1424.0,481.0,552.0,145.0,66.0,400.0,10791.0,Butte,Chico,City,2018-01-02
2632.0,955.0,893.0,101.0,14.0,22.0,11.0,3.0,27.0,606.0,Butte,Gridley,City,2018-01-02
7497.0,2371.0,2504.0,323.0,44.0,78.0,52.0,9.0,74.0,2042.0,Butte,Oroville,City,2018-01-02
15862.0,4909.0,6402.0,630.0,122.0,151.0,52.0,13.0,247.0,3336.0,Butte,Paradise,City,2018-01-02
44541.0,13032.0,19182.0,1666.0,312.0,478.0,143.0,42.0,484.0,9202.0,Butte,Unincorporated Area,City,2018-01-02
5584.0,1440.0,2610.0,236.0,28.0,78.0,14.0,7.0,43.0,1128.0,Calaveras,County Supervisorial 1,County Supervisorial,2018-01-02
5172.0,1620.0,1932.0,263.0,61.0,87.0,25.0,3.0,44.0,1137.0,Calaveras,County Supervisorial 2,County Supervisorial,2018-01-02
6003.0,2104.0,2302.0,236.0,55.0,62.0,19.0,6.0,50.0,1169.0,Calaveras,County Supervisorial 3,County Supervisorial,2018-01-02
6221.0,1668.0,2720.0,298.0,30.0,107.0,16.0,11.0,48.0,1323.0,Calaveras,County Supervisorial 4,County Supervisorial,2018-01-02
5475.0,1346.0,2525.0,268.0,16.0,79.0,17.0,2.0,45.0,1177.0,Calaveras,County Supervisorial 5,County Supervisorial,2018-01-02
28455.0,8178.0,12089.0,1301.0,190.0,413.0,91.0,29.0,230.0,5934.0,Calaveras,US Congressional 4,US Congressional,2018-01-02
28455.0,8178.0,12089.0,1301.0,190.0,413.0,91.0,29.0,230.0,5934.0,Calaveras,State Senate 8,State Senate,2018-01-02
28455.0,8178.0,12089.0,1301.0,190.0,413.0,91.0,29.0,230.0,5934.0,Calaveras,State Assembly 5,State Assembly,2018-01-02
28455.0,8178.0,12089.0,1301.0,190.0,413.0,91.0,29.0,230.0,5934.0,Calaveras,State Board of Equalization 1,State Board of Equalization,2018-01-02
2287.0,639.0,980.0,100.0,11.0,48.0,7.0,5.0,14.0,483.0,Calaveras,Angels,City,2018-01-02
26168.0,7539.0,11109.0,1201.0,179.0,365.0,84.0,24.0,216.0,5451.0,Calaveras,Unincorporated Area,City,2018-01-02
1837.0,637.0,742.0,57.0,2.0,15.0,3.0,0.0,0.0,381.0,Colusa,County Supervisorial 1,County Supervisorial,2018-01-02
1838.0,615.0,746.0,55.0,4.0,18.0,7.0,0.0,1.0,392.0,Colusa,County Supervisorial 2,County Supervisorial,2018-01-02
1472.0,523.0,477.0,31.0,4.0,12.0,4.0,0.0,2.0,419.0,Colusa,County Supervisorial 3,County Supervisorial,2018-01-02
1436.0,453.0,597.0,41.0,5.0,5.0,1.0,0.0,2.0,332.0,Colusa,County Supervisorial 4,County Supervisorial,2018-01-02
1857.0,542.0,861.0,62.0,9.0,14.0,7.0,0.0,1.0,361.0,Colusa,County Supervisorial 5,County Supervisorial,2018-01-02
8440.0,2770.0,3423.0,246.0,24.0,64.0,22.0,0.0,6.0,1885.0,Colusa,US Congressional 3,US Congressional,2018-01-02
8440.0,2770.0,3423.0,246.0,24.0,64.0,22.0,0.0,6.0,1885.0,Colusa,State Senate 4,State Senate,2018-01-02
4478.0,1359.0,2026.0,142.0,17.0,32.0,13.0,0.0,3.0,886.0,Colusa,State Assembly 3,State Assembly,2018-01-02
3962.0,1411.0,1397.0,104.0,7.0,32.0,9.0,0.0,3.0,999.0,Colusa,State Assembly 4,State Assembly,2018-01-02
8440.0,2770.0,3423.0,246.0,24.0,64.0,22.0,0.0,6.0,1885.0,Colusa,State Board of Equalization 2,State Board of Equalization,2018-01-02
2594.0,841.0,1068.0,83.0,10.0,25.0,12.0,0.0,1.0,554.0,Colusa,Colusa,City,2018-01-02
1476.0,612.0,322.0,27.0,1.0,8.0,4.0,0.0,3.0,499.0,Colusa,Williams,City,2018-01-02
4370.0,1317.0,2033.0,136.0,13.0,31.0,6.0,0.0,2.0,832.0,Colusa,Unincorporated Area,City,2018-01-02
102599.0,66282.0,7703.0,1781.0,924.0,453.0,441.0,116.0,190.0,24709.0,Contra Costa,County Supervisorial 1,County Supervisorial,2018-01-02
144616.0,60448.0,41838.0,3725.0,467.0,951.0,115.0,89.0,230.0,36753.0,Contra Costa,County Supervisorial 2,County Supervisorial,2018-01-02
116448.0,54111.0,29838.0,3693.0,324.0,776.0,278.0,82.0,154.0,27192.0,Contra Costa,County Supervisorial 3,County Supervisorial,2018-01-02
126305.0,59500.0,29942.0,3696.0,695.0,1009.0,296.0,86.0,238.0,30843.0,Contra Costa,County Supervisorial 4,County Supervisorial,2018-01-02
106557.0,58561.0,16727.0,2844.0,602.0,732.0,394.0,77.0,186.0,26434.0,Contra Costa,County Supervisorial 5,County Supervisorial,2018-01-02
52848.0,29595.0,7999.0,1383.0,349.0,357.0,155.0,34.0,92.0,12884.0,Contra Costa,US Congressional 5,US Congressional,2018-01-02
101778.0,48495.0,25018.0,3317.0,306.0,679.0,259.0,71.0,142.0,23491.0,Contra Costa,US Congressional 9,US Congressional,2018-01-02
400747.0,204222.0,82892.0,10012.0,2249.0,2650.0,1077.0,310.0,713.0,96622.0,Contra Costa,US Congressional 11,US Congressional,2018-01-02
41152.0,16590.0,10139.0,1027.0,108.0,235.0,33.0,35.0,51.0,12934.0,Contra Costa,US Congressional 15,US Congressional,2018-01-02
50903.0,25077.0,11035.0,1579.0,419.0,479.0,124.0,28.0,129.0,12033.0,Contra Costa,State Senate 3,State Senate,2018-01-02
418608.0,193190.0,104320.0,11883.0,1546.0,2873.0,887.0,286.0,645.0,102978.0,Contra Costa,State Senate 7,State Senate,2018-01-02
127014.0,80635.0,10693.0,2277.0,1047.0,569.0,513.0,136.0,224.0,30920.0,Contra Costa,State Senate 9,State Senate,2018-01-02
121476.0,59740.0,27811.0,3902.0,375.0,797.0,347.0,91.0,171.0,28242.0,Contra Costa,State Assembly 11,State Assembly,2018-01-02
177299.0,88001.0,37434.0,5161.0,1015.0,1401.0,533.0,115.0,344.0,43295.0,Contra Costa,State Assembly 14,State Assembly,2018-01-02
121938.0,77688.0,9987.0,2162.0,1021.0,542.0,496.0,129.0,215.0,29698.0,Contra Costa,State Assembly 15,State Assembly,2018-01-02
175812.0,73473.0,50816.0,4514.0,601.0,1181.0,148.0,115.0,268.0,44696.0,Contra Costa,State Assembly 16,State Assembly,2018-01-02
596525.0,298902.0,126048.0,15739.0,3012.0,3921.0,1524.0,450.0,998.0,145931.0,Contra Costa,State Board of Equalization 2,State Board of Equalization,2018-01-02
50924.0,28278.0,8212.0,1457.0,172.0,292.0,184.0,42.0,66.0,12221.0,Contra Costa,Antioch,City,2018-01-02
31835.0,13378.0,9520.0,1071.0,91.0,233.0,59.0,28.0,50.0,7405.0,Contra Costa,Brentwood,City,2018-01-02
7736.0,3008.0,2788.0,248.0,16.0,61.0,7.0,3.0,14.0,1591.0,Contra Costa,Clayton,City,2018-01-02
63103.0,30652.0,13763.0,1975.0,334.0,510.0,201.0,41.0,120.0,15507.0,Contra Costa,Concord,City,2018-01-02
28928.0,10098.0,10947.0,839.0,65.0,198.0,18.0,10.0,37.0,6716.0,Contra Costa,Danville,City,2018-01-02
15252.0,10070.0,1052.0,182.0,218.0,73.0,34.0,12.0,18.0,3593.0,Contra Costa,El Cerrito,City,2018-01-02
13955.0,8181.0,1651.0,257.0,62.0,58.0,37.0,7.0,16.0,3686.0,Contra Costa,Hercules,City,2018-01-02
17573.0,8345.0,4421.0,431.0,72.0,118.0,28.0,10.0,36.0,4112.0,Contra Costa,Lafayette,City,2018-01-02
23628.0,11658.0,5248.0,776.0,190.0,241.0,61.0,12.0,60.0,5382.0,Contra Costa,Martinez,City,2018-01-02
10625.0,4602.0,2966.0,239.0,27.0,84.0,3.0,4.0,21.0,2679.0,Contra Costa,Moraga,City,2018-01-02
19777.0,9764.0,4633.0,661.0,56.0,126.0,46.0,12.0,23.0,4456.0,Contra Costa,Oakley,City,2018-01-02
13565.0,6488.0,3400.0,291.0,62.0,88.0,7.0,6.0,24.0,3199.0,Contra Costa,Orinda,City,2018-01-02
10828.0,6303.0,1587.0,274.0,60.0,53.0,27.0,7.0,15.0,2502.0,Contra Costa,Pinole,City,2018-01-02
30959.0,18087.0,3806.0,728.0,116.0,163.0,125.0,22.0,43.0,7869.0,Contra Costa,Pittsburg,City,2018-01-02
20690.0,10069.0,4469.0,581.0,166.0,179.0,42.0,16.0,52.0,5116.0,Contra Costa,Pleasant Hill,City,2018-01-02
50153.0,32954.0,3070.0,865.0,435.0,187.0,272.0,65.0,112.0,12193.0,Contra Costa,Richmond,City,2018-01-02
10522.0,6678.0,627.0,196.0,52.0,61.0,54.0,18.0,17.0,2819.0,Contra Costa,San Pablo,City,2018-01-02
38961.0,15801.0,9314.0,968.0,106.0,227.0,31.0,32.0,49.0,12433.0,Contra Costa,San Ramon,City,2018-01-02
44138.0,20656.0,11319.0,1148.0,210.0,307.0,53.0,30.0,62.0,10353.0,Contra Costa,Walnut Creek,City,2018-01-02
93373.0,43832.0,23255.0,2552.0,502.0,662.0,235.0,73.0,163.0,22099.0,Contra Costa,Unincorporated Area,City,2018-01-02
2259.0,741.0,662.0,102.0,25.0,20.0,23.0,0.0,36.0,650.0,Del Norte,County Supervisorial 1,County Supervisorial,2018-01-02
2421.0,793.0,767.0,120.0,24.0,28.0,18.0,0.0,23.0,648.0,Del Norte,County Supervisorial 2,County Supervisorial,2018-01-02
3095.0,994.0,1205.0,160.0,25.0,45.0,9.0,0.0,21.0,636.0,Del Norte,County Supervisorial 3,County Supervisorial,2018-01-02
3080.0,868.0,1297.0,132.0,16.0,30.0,14.0,0.0,27.0,696.0,Del Norte,County Supervisorial 4,County Supervisorial,2018-01-02
2964.0,961.0,1055.0,151.0,27.0,29.0,14.0,0.0,32.0,695.0,Del Norte,County Supervisorial 5,County Supervisorial,2018-01-02
13819.0,4357.0,4986.0,665.0,117.0,152.0,78.0,0.0,139.0,3325.0,Del Norte,US Congressional 2,US Congressional,2018-01-02
13819.0,4357.0,4986.0,665.0,117.0,152.0,78.0,0.0,139.0,3325.0,Del Norte,State Senate 2,State Senate,2018-01-02
13819.0,4357.0,4986.0,665.0,117.0,152.0,78.0,0.0,139.0,3325.0,Del Norte,State Assembly 2,State Assembly,2018-01-02
13819.0,4357.0,4986.0,665.0,117.0,152.0,78.0,0.0,139.0,3325.0,Del Norte,State Board of Equalization 2,State Board of Equalization,2018-01-02
1917.0,648.0,530.0,107.0,23.0,24.0,20.0,0.0,19.0,546.0,Del Norte,Crescent City,City,2018-01-02
11902.0,3709.0,4456.0,558.0,94.0,128.0,58.0,0.0,120.0,2779.0,Del Norte,Unincorporated Area,City,2018-01-02
23798.0,6283.0,11111.0,821.0,56.0,313.0,18.0,1.0,195.0,5000.0,El Dorado,County Supervisorial 1,County Supervisorial,2018-01-02
24734.0,6749.0,11233.0,1014.0,108.0,352.0,48.0,0.0,207.0,5023.0,El Dorado,County Supervisorial 2,County Supervisorial,2018-01-02
22451.0,6734.0,9502.0,938.0,166.0,260.0,80.0,1.0,194.0,4576.0,El Dorado,County Supervisorial 3,County Supervisorial,2018-01-02
24130.0,6402.0,11317.0,986.0,107.0,311.0,40.0,0.0,190.0,4777.0,El Dorado,County Supervisorial 4,County Supervisorial,2018-01-02
19486.0,7387.0,4915.0,854.0,240.0,283.0,100.0,0.0,179.0,5528.0,El Dorado,County Supervisorial 5,County Supervisorial,2018-01-02
114599.0,33555.0,48078.0,4613.0,677.0,1519.0,286.0,2.0,965.0,24904.0,El Dorado,US Congressional 4,US Congressional,2018-01-02
114599.0,33555.0,48078.0,4613.0,677.0,1519.0,286.0,2.0,965.0,24904.0,El Dorado,State Senate 1,State Senate,2018-01-02
73281.0,22461.0,28943.0,3143.0,560.0,977.0,241.0,1.0,614.0,16341.0,El Dorado,State Assembly 5,State Assembly,2018-01-02
41318.0,11094.0,19135.0,1470.0,117.0,542.0,45.0,1.0,351.0,8563.0,El Dorado,State Assembly 6,State Assembly,2018-01-02
114599.0,33555.0,48078.0,4613.0,677.0,1519.0,286.0,2.0,965.0,24904.0,El Dorado,State Board of Equalization 1,State Board of Equalization,2018-01-02
5838.0,2048.0,2066.0,256.0,56.0,61.0,25.0,1.0,47.0,1278.0,El Dorado,Placerville,City,2018-01-02
9937.0,3997.0,2025.0,461.0,139.0,141.0,59.0,0.0,82.0,3033.0,El Dorado,South Lake Tahoe,City,2018-01-02
98824.0,27510.0,43987.0,3896.0,482.0,1317.0,202.0,1.0,836.0,20593.0,El Dorado,Unincorporated Area,City,2018-01-02
77565.0,36051.0,19641.0,2168.0,226.0,410.0,326.0,1.0,731.0,18011.0,Fresno,County Supervisorial 1,County Supervisorial,2018-01-02
108510.0,36231.0,46019.0,3343.0,441.0,836.0,264.0,1.0,1211.0,20164.0,Fresno,County Supervisorial 2,County Supervisorial,2018-01-02
70626.0,36097.0,14439.0,1603.0,310.0,396.0,376.0,0.0,686.0,16719.0,Fresno,County Supervisorial 3,County Supervisorial,2018-01-02
68328.0,28036.0,23026.0,1612.0,151.0,351.0,247.0,0.0,631.0,14274.0,Fresno,County Supervisorial 4,County Supervisorial,2018-01-02
111852.0,34683.0,48981.0,3485.0,301.0,856.0,258.0,1.0,1210.0,22077.0,Fresno,County Supervisorial 5,County Supervisorial,2018-01-02
9187.0,1847.0,5209.0,360.0,44.0,90.0,19.0,0.0,108.0,1510.0,Fresno,US Congressional 4,US Congressional,2018-01-02
132655.0,65715.0,29309.0,3212.0,540.0,761.0,679.0,1.0,1312.0,31126.0,Fresno,US Congressional 16,US Congressional,2018-01-02
71767.0,30135.0,23033.0,1812.0,150.0,358.0,262.0,0.0,649.0,15368.0,Fresno,US Congressional 21,US Congressional,2018-01-02
223272.0,73401.0,94555.0,6827.0,695.0,1640.0,511.0,2.0,2400.0,43241.0,Fresno,US Congressional 22,US Congressional,2018-01-02
289488.0,101816.0,112634.0,8803.0,1027.0,2129.0,845.0,3.0,3146.0,59085.0,Fresno,State Senate 8,State Senate,2018-01-02
45311.0,17309.0,15938.0,1280.0,94.0,256.0,159.0,0.0,433.0,9842.0,Fresno,State Senate 12,State Senate,2018-01-02
102082.0,51973.0,23534.0,2128.0,308.0,464.0,467.0,0.0,890.0,22318.0,Fresno,State Senate 14,State Senate,2018-01-02
262463.0,89065.0,106641.0,8108.0,899.0,1963.0,721.0,2.0,2857.0,52207.0,Fresno,State Assembly 23,State Assembly,2018-01-02
174418.0,82033.0,45465.0,4103.0,530.0,886.0,750.0,1.0,1612.0,39038.0,Fresno,State Assembly 31,State Assembly,2018-01-02
436881.0,171098.0,152106.0,12211.0,1429.0,2849.0,1471.0,3.0,4469.0,91245.0,Fresno,State Board of Equalization 1,State Board of Equalization,2018-01-02
60711.0,17247.0,28727.0,1950.0,136.0,472.0,116.0,0.0,647.0,11416.0,Fresno,Clovis,City,2018-01-02
4744.0,1722.0,1493.0,166.0,15.0,38.0,21.0,0.0,63.0,1226.0,Fresno,Coalinga,City,2018-01-02
2485.0,1273.0,427.0,52.0,4.0,15.0,14.0,0.0,16.0,684.0,Fresno,Firebaugh,City,2018-01-02
3011.0,1241.0,903.0,52.0,4.0,16.0,13.0,0.0,31.0,751.0,Fresno,Fowler,City,2018-01-02
232730.0,99938.0,69033.0,6413.0,910.0,1491.0,900.0,3.0,2433.0,51609.0,Fresno,Fresno,City,2018-01-02
1023.0,603.0,137.0,16.0,2.0,5.0,7.0,0.0,11.0,242.0,Fresno,Huron,City,2018-01-02
5556.0,2447.0,1452.0,230.0,14.0,16.0,23.0,0.0,56.0,1318.0,Fresno,Kerman,City,2018-01-02
6216.0,1530.0,3272.0,183.0,14.0,44.0,11.0,0.0,68.0,1094.0,Fresno,Kingsburg,City,2018-01-02
2432.0,1545.0,307.0,30.0,4.0,10.0,5.0,0.0,20.0,511.0,Fresno,Mendota,City,2018-01-02
2754.0,1686.0,395.0,51.0,8.0,13.0,15.0,0.0,17.0,569.0,Fresno,Orange Cove,City,2018-01-02
4163.0,2449.0,637.0,61.0,9.0,11.0,27.0,0.0,34.0,935.0,Fresno,Parlier,City,2018-01-02
9281.0,3610.0,3357.0,197.0,23.0,54.0,34.0,0.0,88.0,1918.0,Fresno,Reedley,City,2018-01-02
843.0,492.0,94.0,20.0,0.0,8.0,7.0,0.0,6.0,216.0,Fresno,San Joaquin,City,2018-01-02
10849.0,5201.0,3067.0,225.0,34.0,51.0,39.0,0.0,78.0,2154.0,Fresno,Sanger,City,2018-01-02
9031.0,4101.0,2572.0,214.0,8.0,37.0,31.0,0.0,82.0,1986.0,Fresno,Selma,City,2018-01-02
81052.0,26013.0,36233.0,2351.0,244.0,568.0,208.0,0.0,819.0,14616.0,Fresno,Unincorporated Area,City,2018-01-02
2647.0,746.0,1094.0,119.0,8.0,31.0,10.0,0.0,4.0,635.0,Glenn,County Supervisorial 1,County Supervisorial,2018-01-02
2608.0,828.0,1024.0,103.0,13.0,28.0,10.0,0.0,6.0,596.0,Glenn,County Supervisorial 2,County Supervisorial,2018-01-02
2686.0,624.0,1420.0,93.0,10.0,17.0,4.0,0.0,3.0,515.0,Glenn,County Supervisorial 3,County Supervisorial,2018-01-02
2396.0,701.0,955.0,117.0,3.0,16.0,13.0,0.0,8.0,583.0,Glenn,County Supervisorial 4,County Supervisorial,2018-01-02
2331.0,795.0,977.0,70.0,5.0,20.0,5.0,0.0,3.0,456.0,Glenn,County Supervisorial 5,County Supervisorial,2018-01-02
1172.0,259.0,665.0,35.0,5.0,9.0,0.0,0.0,1.0,198.0,Glenn,US Congressional 1,US Congressional,2018-01-02
11496.0,3435.0,4805.0,467.0,34.0,103.0,42.0,0.0,23.0,2587.0,Glenn,US Congressional 3,US Congressional,2018-01-02
12668.0,3694.0,5470.0,502.0,39.0,112.0,42.0,0.0,24.0,2785.0,Glenn,State Senate 4,State Senate,2018-01-02
12668.0,3694.0,5470.0,502.0,39.0,112.0,42.0,0.0,24.0,2785.0,Glenn,State Assembly 3,State Assembly,2018-01-02
12668.0,3694.0,5470.0,502.0,39.0,112.0,42.0,0.0,24.0,2785.0,Glenn,State Board of Equalization 2,State Board of Equalization,2018-01-02
