Total_Registered,Democratic,Republican,American_Independent,Green,Libertarian,Peace_and_Freedom,Unknown,Other,No_Party_Preference,county,district,district_type,date
10743.0,3955.0,4218.0,295.0,24.0,80.0,40.0,21.0,29.0,2081.0,Kings,County Supervisorial 4,County Supervisorial,2018-04-06
12226.0,3731.0,5794.0,378.0,23.0,109.0,30.0,20.0,36.0,2105.0,Kings,County Supervisorial 5,County Supervisorial,2018-04-06
50947.0,17094.0,21688.0,1383.0,100.0,401.0,152.0,110.0,131.0,9888.0,Kings,US Congressional 21,US Congressional,2018-04-06
50947.0,17094.0,21688.0,1383.0,100.0,401.0,152.0,110.0,131.0,9888.0,Kings,State Senate 14,State Senate,2018-04-06
50947.0,17094.0,21688.0,1383.0,100.0,401.0,152.0,110.0,131.0,9888.0,Kings,State Assembly 32,State Assembly,2018-04-06
50947.0,17094.0,21688.0,1383.0,100.0,401.0,152.0,110.0,131.0,9888.0,Kings,State Board of Equalization 1,State Board of Equalization,2018-04-06
1928.0,956.0,461.0,26.0,5.0,13.0,6.0,9.0,4.0,448.0,Kings,Avenal,City,2018-04-06
4261.0,2232.0,1105.0,90.0,8.0,18.0,14.0,11.0,5.0,778.0,Kings,Corcoran,City,2018-04-06
23790.0,7850.0,10346.0,682.0,51.0,192.0,62.0,43.0,66.0,4498.0,Kings,Hanford,City,2018-04-06
10154.0,2950.0,4457.0,308.0,19.0,88.0,30.0,18.0,30.0,2254.0,Kings,Lemoore,City,2018-04-06
10814.0,3106.0,5319.0,277.0,17.0,90.0,40.0,29.0,26.0,1910.0,Kings,Unincorporated Area,City,2018-04-06
6723.0,2536.0,1922.0,300.0,70.0,85.0,46.0,0.0,9.0,1755.0,Lake,County Supervisorial 1,County Supervisorial,2018-04-06
5312.0,2198.0,1000.0,227.0,52.0,73.0,38.0,0.0,7.0,1717.0,Lake,County Supervisorial 2,County Supervisorial,2018-04-06
6319.0,2466.0,1613.0,281.0,95.0,62.0,42.0,0.0,11.0,1749.0,Lake,County Supervisorial 3,County Supervisorial,2018-04-06
7199.0,2701.0,2341.0,255.0,75.0,76.0,28.0,0.0,13.0,1710.0,Lake,County Supervisorial 4,County Supervisorial,2018-04-06
6825.0,2651.0,1956.0,259.0,75.0,65.0,26.0,0.0,13.0,1780.0,Lake,County Supervisorial 5,County Supervisorial,2018-04-06
15354.0,6066.0,3679.0,652.0,184.0,176.0,111.0,0.0,27.0,4459.0,Lake,US Congressional 3,US Congressional,2018-04-06
17024.0,6486.0,5153.0,670.0,183.0,185.0,69.0,0.0,26.0,4252.0,Lake,US Congressional 5,US Congressional,2018-04-06
32378.0,12552.0,8832.0,1322.0,367.0,361.0,180.0,0.0,53.0,8711.0,Lake,State Senate 2,State Senate,2018-04-06
32378.0,12552.0,8832.0,1322.0,367.0,361.0,180.0,0.0,53.0,8711.0,Lake,State Assembly 4,State Assembly,2018-04-06
32378.0,12552.0,8832.0,1322.0,367.0,361.0,180.0,0.0,53.0,8711.0,Lake,State Board of Equalization 2,State Board of Equalization,2018-04-06
6296.0,2606.0,1173.0,277.0,63.0,86.0,51.0,0.0,9.0,2031.0,Lake,Clearlake,City,2018-04-06
2675.0,1017.0,845.0,101.0,32.0,23.0,8.0,0.0,4.0,645.0,Lake,Lakeport,City,2018-04-06
23407.0,8929.0,6814.0,944.0,272.0,252.0,121.0,0.0,40.0,6035.0,Lake,Unincorporated Area,City,2018-04-06
3059.0,730.0,1463.0,185.0,10.0,17.0,8.0,0.0,21.0,625.0,Lassen,County Supervisorial 1,County Supervisorial,2018-04-06
2403.0,585.0,1007.0,128.0,15.0,26.0,8.0,0.0,16.0,618.0,Lassen,County Supervisorial 2,County Supervisorial,2018-04-06
3401.0,613.0,1863.0,187.0,9.0,44.0,6.0,0.0,27.0,652.0,Lassen,County Supervisorial 3,County Supervisorial,2018-04-06
2758.0,605.0,1411.0,130.0,8.0,25.0,9.0,0.0,11.0,559.0,Lassen,County Supervisorial 4,County Supervisorial,2018-04-06
2382.0,429.0,1201.0,130.0,10.0,24.0,13.0,0.0,19.0,556.0,Lassen,County Supervisorial 5,County Supervisorial,2018-04-06
14003.0,2962.0,6945.0,760.0,52.0,136.0,44.0,0.0,94.0,3010.0,Lassen,US Congressional 1,US Congressional,2018-04-06
14003.0,2962.0,6945.0,760.0,52.0,136.0,44.0,0.0,94.0,3010.0,Lassen,State Senate 1,State Senate,2018-04-06
14003.0,2962.0,6945.0,760.0,52.0,136.0,44.0,0.0,94.0,3010.0,Lassen,State Assembly 1,State Assembly,2018-04-06
14003.0,2962.0,6945.0,760.0,52.0,136.0,44.0,0.0,94.0,3010.0,Lassen,State Board of Equalization 1,State Board of Equalization,2018-04-06
4737.0,1123.0,2079.0,251.0,19.0,44.0,16.0,0.0,29.0,1176.0,Lassen,Susanville,City,2018-04-06
9266.0,1839.0,4866.0,509.0,33.0,92.0,28.0,0.0,65.0,1834.0,Lassen,Unincorporated Area,City,2018-04-06
852122.0,476328.0,105757.0,15748.0,3957.0,4275.0,7601.0,2451.0,5724.0,230281.0,Los Angeles,County Supervisorial 1,County Supervisorial,2018-04-06
994266.0,626398.0,81283.0,18010.0,3886.0,4332.0,6372.0,2849.0,7695.0,243441.0,Los Angeles,County Supervisorial 2,County Supervisorial,2018-04-06
1110607.0,583545.0,173877.0,24562.0,5613.0,7489.0,4382.0,2062.0,11145.0,297932.0,Los Angeles,County Supervisorial 3,County Supervisorial,2018-04-06
1085118.0,499174.0,254508.0,25422.0,4575.0,7133.0,7087.0,2011.0,8914.0,276294.0,Los Angeles,County Supervisorial 4,County Supervisorial,2018-04-06
1091771.0,453495.0,304380.0,27570.0,4387.0,7172.0,4266.0,2144.0,9737.0,278620.0,Los Angeles,County Supervisorial 5,County Supervisorial,2018-04-06
40867.0,14638.0,15299.0,1429.0,97.0,309.0,123.0,98.0,365.0,8509.0,Los Angeles,US Congressional 23,US Congressional,2018-04-06
314564.0,123077.0,102562.0,9680.0,1021.0,2252.0,1036.0,572.0,2902.0,71462.0,Los Angeles,US Congressional 25,US Congressional,2018-04-06
5969.0,2053.0,2247.0,161.0,15.0,41.0,8.0,5.0,84.0,1355.0,Los Angeles,US Congressional 26,US Congressional,2018-04-06
353801.0,157525.0,78131.0,6843.0,1577.0,1950.0,1647.0,995.0,2755.0,102378.0,Los Angeles,US Congressional 27,US Congressional,2018-04-06
427000.0,211217.0,75653.0,9246.0,2376.0,2938.0,1648.0,825.0,4077.0,119020.0,Los Angeles,US Congressional 28,US Congressional,2018-04-06
314921.0,170230.0,39758.0,6581.0,1524.0,1884.0,1949.0,713.0,2854.0,89428.0,Los Angeles,US Congressional 29,US Congressional,2018-04-06
427625.0,211429.0,88714.0,10034.0,1989.0,2865.0,1482.0,701.0,4232.0,106179.0,Los Angeles,US Congressional 30,US Congressional,2018-04-06
319783.0,151922.0,69502.0,7486.0,1144.0,1803.0,2483.0,670.0,2337.0,82436.0,Los Angeles,US Congressional 32,US Congressional,2018-04-06
472952.0,211688.0,114419.0,11122.0,2202.0,3559.0,1067.0,683.0,5136.0,123076.0,Los Angeles,US Congressional 33,US Congressional,2018-04-06
303051.0,175271.0,27416.0,5360.0,1871.0,1624.0,2385.0,1199.0,2173.0,85752.0,Los Angeles,US Congressional 34,US Congressional,2018-04-06
61359.0,31220.0,9678.0,1408.0,252.0,386.0,1087.0,169.0,493.0,16666.0,Los Angeles,US Congressional 35,US Congressional,2018-04-06
417427.0,262623.0,34749.0,7878.0,1935.0,2113.0,2030.0,1017.0,3671.0,101411.0,Los Angeles,US Congressional 37,US Congressional,2018-04-06
352696.0,175500.0,75040.0,7777.0,1200.0,1906.0,2433.0,625.0,2502.0,85713.0,Los Angeles,US Congressional 38,US Congressional,2018-04-06
99566.0,36913.0,25899.0,1973.0,300.0,449.0,436.0,185.0,675.0,32736.0,Los Angeles,US Congressional 39,US Congressional,2018-04-06
274138.0,164437.0,28576.0,4925.0,934.0,1244.0,2666.0,733.0,1581.0,69042.0,Los Angeles,US Congressional 40,US Congressional,2018-04-06
369469.0,214821.0,50287.0,7211.0,1263.0,1801.0,1894.0,918.0,2931.0,88343.0,Los Angeles,US Congressional 43,US Congressional,2018-04-06
336606.0,204424.0,34271.0,6055.0,1168.0,1392.0,3459.0,884.0,2316.0,82637.0,Los Angeles,US Congressional 44,US Congressional,2018-04-06
242090.0,119952.0,47604.0,6143.0,1550.0,1885.0,1875.0,525.0,2131.0,60425.0,Los Angeles,US Congressional 47,US Congressional,2018-04-06
466106.0,246925.0,67683.0,10266.0,2242.0,2970.0,2364.0,948.0,4565.0,128143.0,Los Angeles,State Senate 18,State Senate,2018-04-06
61659.0,31353.0,9758.0,1413.0,254.0,387.0,1090.0,170.0,499.0,16735.0,Los Angeles,State Senate 20,State Senate,2018-04-06
312920.0,122832.0,102606.0,9982.0,979.0,2267.0,1078.0,616.0,2857.0,69703.0,Los Angeles,State Senate 21,State Senate,2018-04-06
404583.0,190640.0,74040.0,8225.0,1437.0,1921.0,3029.0,1111.0,2699.0,121481.0,Los Angeles,State Senate 22,State Senate,2018-04-06
28.0,4.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,Los Angeles,State Senate 23,State Senate,2018-04-06
410574.0,241957.0,35495.0,7002.0,2463.0,2196.0,3148.0,1383.0,2932.0,113998.0,Los Angeles,State Senate 24,State Senate,2018-04-06
513168.0,224551.0,131890.0,11663.0,2453.0,3419.0,1933.0,990.0,4721.0,131548.0,Los Angeles,State Senate 25,State Senate,2018-04-06
625977.0,297849.0,130708.0,14499.0,3064.0,4817.0,1534.0,988.0,6700.0,165818.0,Los Angeles,State Senate 26,State Senate,2018-04-06
365997.0,169541.0,89487.0,8691.0,1642.0,2415.0,1229.0,567.0,3545.0,88880.0,Los Angeles,State Senate 27,State Senate,2018-04-06
82100.0,30449.0,20584.0,1594.0,264.0,343.0,418.0,168.0,609.0,27671.0,Los Angeles,State Senate 29,State Senate,2018-04-06
503966.0,325796.0,34350.0,9328.0,2236.0,2249.0,3088.0,1468.0,4099.0,121352.0,Los Angeles,State Senate 30,State Senate,2018-04-06
449816.0,221701.0,97041.0,9932.0,1502.0,2437.0,3089.0,774.0,3129.0,110211.0,Los Angeles,State Senate 32,State Senate,2018-04-06
417583.0,238006.0,51523.0,8670.0,2035.0,2470.0,4201.0,1056.0,2908.0,106714.0,Los Angeles,State Senate 33,State Senate,2018-04-06
44415.0,17942.0,14348.0,1185.0,273.0,382.0,128.0,66.0,404.0,9687.0,Los Angeles,State Senate 34,State Senate,2018-04-06
474992.0,279394.0,60275.0,8859.0,1574.0,2128.0,3379.0,1212.0,3548.0,114623.0,Los Angeles,State Senate 35,State Senate,2018-04-06
196747.0,82731.0,60668.0,6389.0,584.0,1334.0,796.0,442.0,1600.0,42203.0,Los Angeles,State Assembly 36,State Assembly,2018-04-06
207911.0,76167.0,70788.0,5847.0,762.0,1517.0,512.0,305.0,2140.0,49873.0,Los Angeles,State Assembly 38,State Assembly,2018-04-06
225692.0,118528.0,33112.0,4880.0,1156.0,1391.0,1341.0,465.0,2162.0,62657.0,Los Angeles,State Assembly 39,State Assembly,2018-04-06
224033.0,105306.0,55928.0,4983.0,1161.0,1498.0,836.0,440.0,2018.0,51863.0,Los Angeles,State Assembly 41,State Assembly,2018-04-06
277766.0,129819.0,55712.0,5983.0,1414.0,1803.0,1068.0,520.0,2646.0,78801.0,Los Angeles,State Assembly 43,State Assembly,2018-04-06
5969.0,2053.0,2247.0,161.0,15.0,41.0,8.0,5.0,84.0,1355.0,Los Angeles,State Assembly 44,State Assembly,2018-04-06
264714.0,128951.0,57948.0,6110.0,1164.0,1663.0,1039.0,464.0,2458.0,64917.0,Los Angeles,State Assembly 45,State Assembly,2018-04-06
242419.0,128873.0,34967.0,5484.0,1159.0,1702.0,1052.0,483.0,2361.0,66338.0,Los Angeles,State Assembly 46,State Assembly,2018-04-06
214942.0,101345.0,48163.0,5032.0,735.0,1229.0,1744.0,433.0,1571.0,54690.0,Los Angeles,State Assembly 48,State Assembly,2018-04-06
203934.0,85986.0,39779.0,3673.0,722.0,887.0,1205.0,715.0,1360.0,69607.0,Los Angeles,State Assembly 49,State Assembly,2018-04-06
324173.0,169888.0,51561.0,7340.0,1770.0,2317.0,805.0,489.0,3572.0,86431.0,Los Angeles,State Assembly 50,State Assembly,2018-04-06
221008.0,133033.0,19502.0,3725.0,1364.0,1161.0,1813.0,660.0,1536.0,58214.0,Los Angeles,State Assembly 51,State Assembly,2018-04-06
61659.0,31353.0,9758.0,1413.0,254.0,387.0,1090.0,170.0,499.0,16735.0,Los Angeles,State Assembly 52,State Assembly,2018-04-06
180103.0,104155.0,14946.0,3269.0,1006.0,938.0,1401.0,765.0,1246.0,52377.0,Los Angeles,State Assembly 53,State Assembly,2018-04-06
291511.0,181464.0,26221.0,5549.0,1394.0,1581.0,1192.0,629.0,2675.0,70806.0,Los Angeles,State Assembly 54,State Assembly,2018-04-06
82099.0,30448.0,20584.0,1594.0,264.0,343.0,418.0,168.0,609.0,27671.0,Los Angeles,State Assembly 55,State Assembly,2018-04-06
232286.0,112430.0,52930.0,5290.0,778.0,1298.0,1556.0,394.0,1499.0,56111.0,Los Angeles,State Assembly 57,State Assembly,2018-04-06
229283.0,121334.0,39824.0,4557.0,760.0,1120.0,1764.0,463.0,1585.0,57876.0,Los Angeles,State Assembly 58,State Assembly,2018-04-06
194151.0,127536.0,9589.0,3396.0,689.0,757.0,1724.0,689.0,1193.0,48578.0,Los Angeles,State Assembly 59,State Assembly,2018-04-06
261933.0,155135.0,29862.0,5270.0,1107.0,1582.0,1230.0,606.0,2483.0,64658.0,Los Angeles,State Assembly 62,State Assembly,2018-04-06
204238.0,115258.0,28446.0,4081.0,734.0,1029.0,2044.0,479.0,1263.0,50904.0,Los Angeles,State Assembly 63,State Assembly,2018-04-06
231771.0,146070.0,19227.0,4040.0,669.0,776.0,2260.0,670.0,1647.0,56412.0,Los Angeles,State Assembly 64,State Assembly,2018-04-06
283159.0,115528.0,84649.0,6469.0,1001.0,1945.0,763.0,477.0,2561.0,69766.0,Los Angeles,State Assembly 66,State Assembly,2018-04-06
272383.0,135549.0,53394.0,6777.0,1756.0,2102.0,2047.0,586.0,2447.0,67725.0,Los Angeles,State Assembly 70,State Assembly,2018-04-06
699728.0,318156.0,170719.0,18486.0,2663.0,4550.0,3891.0,1490.0,6155.0,173618.0,Los Angeles,State Board of Equalization 1,State Board of Equalization,2018-04-06
4434156.0,2320784.0,749086.0,92826.0,19755.0,25851.0,25817.0,10027.0,37060.0,1152950.0,Los Angeles,State Board of Equalization 3,State Board of Equalization,2018-04-06
13713.0,5623.0,4189.0,375.0,50.0,107.0,17.0,11.0,156.0,3185.0,Los Angeles,Agoura Hills,City,2018-04-06
41005.0,19620.0,6448.0,731.0,191.0,173.0,270.0,139.0,290.0,13143.0,Los Angeles,Alhambra,City,2018-04-06
28410.0,8617.0,7973.0,479.0,96.0,107.0,95.0,61.0,201.0,10781.0,Los Angeles,Arcadia,City,2018-04-06
7422.0,3448.0,1455.0,118.0,14.0,48.0,71.0,27.0,71.0,2170.0,Los Angeles,Artesia,City,2018-04-06
1780.0,681.0,585.0,48.0,21.0,12.0,9.0,5.0,14.0,405.0,Los Angeles,Avalon,City,2018-04-06
19835.0,9281.0,4162.0,471.0,94.0,129.0,208.0,34.0,149.0,5307.0,Los Angeles,Azusa,City,2018-04-06
29106.0,16019.0,3554.0,541.0,104.0,125.0,260.0,63.0,209.0,8231.0,Los Angeles,Baldwin Park,City,2018-04-06
13027.0,8041.0,1158.0,194.0,52.0,45.0,140.0,30.0,66.0,3301.0,Los Angeles,Bell,City,2018-04-06
13749.0,8422.0,1059.0,239.0,43.0,59.0,145.0,56.0,82.0,3644.0,Los Angeles,Bell Gardens,City,2018-04-06
34753.0,17626.0,6331.0,874.0,128.0,215.0,323.0,74.0,267.0,8915.0,Los Angeles,Bellflower,City,2018-04-06
20143.0,8908.0,4797.0,377.0,50.0,103.0,48.0,35.0,182.0,5643.0,Los Angeles,Beverly Hills,City,2018-04-06
547.0,131.0,236.0,18.0,0.0,2.0,2.0,1.0,5.0,152.0,Los Angeles,Bradbury,City,2018-04-06
66234.0,30504.0,14667.0,1675.0,346.0,520.0,236.0,108.0,767.0,17411.0,Los Angeles,Burbank,City,2018-04-06
15056.0,6629.0,4160.0,360.0,50.0,85.0,36.0,23.0,154.0,3559.0,Los Angeles,Calabasas,City,2018-04-06
57737.0,33473.0,7301.0,1006.0,141.0,196.0,377.0,126.0,399.0,14718.0,Los Angeles,Carson,City,2018-04-06
32131.0,12735.0,8183.0,554.0,58.0,110.0,137.0,44.0,249.0,10061.0,Los Angeles,Cerritos,City,2018-04-06
21133.0,9793.0,5725.0,496.0,132.0,154.0,77.0,19.0,201.0,4536.0,Los Angeles,Claremont,City,2018-04-06
6471.0,4211.0,548.0,91.0,30.0,26.0,71.0,23.0,25.0,1446.0,Los Angeles,Commerce,City,2018-04-06
43739.0,30215.0,1921.0,703.0,126.0,128.0,386.0,136.0,349.0,9775.0,Los Angeles,Compton,City,2018-04-06
25646.0,11235.0,6866.0,712.0,59.0,165.0,211.0,34.0,209.0,6155.0,Los Angeles,Covina,City,2018-04-06
7864.0,4826.0,643.0,108.0,29.0,34.0,102.0,23.0,39.0,2060.0,Los Angeles,Cudahy,City,2018-04-06
26513.0,15518.0,3308.0,525.0,147.0,171.0,64.0,45.0,261.0,6474.0,Los Angeles,Culver City,City,2018-04-06
29345.0,10402.0,8205.0,627.0,107.0,139.0,113.0,51.0,225.0,9476.0,Los Angeles,Diamond Bar,City,2018-04-06
58093.0,29719.0,11791.0,1265.0,185.0,330.0,400.0,100.0,416.0,13887.0,Los Angeles,Downey,City,2018-04-06
11635.0,5573.0,2636.0,255.0,34.0,73.0,57.0,25.0,95.0,2887.0,Los Angeles,Duarte,City,2018-04-06
35182.0,18038.0,4511.0,732.0,120.0,158.0,278.0,132.0,226.0,10987.0,Los Angeles,El Monte,City,2018-04-06
11462.0,4103.0,3632.0,343.0,56.0,126.0,24.0,20.0,131.0,3027.0,Los Angeles,El Segundo,City,2018-04-06
33011.0,20199.0,4535.0,553.0,87.0,130.0,149.0,94.0,234.0,7030.0,Los Angeles,Gardena,City,2018-04-06
105181.0,43942.0,23767.0,2303.0,441.0,567.0,418.0,211.0,917.0,32615.0,Los Angeles,Glendale,City,2018-04-06
30638.0,9635.0,12720.0,851.0,103.0,249.0,150.0,55.0,264.0,6611.0,Los Angeles,Glendora,City,2018-04-06
5048.0,2695.0,642.0,103.0,17.0,23.0,54.0,18.0,23.0,1473.0,Los Angeles,Hawaiian Gardens,City,2018-04-06
36572.0,21639.0,4032.0,741.0,119.0,187.0,182.0,107.0,297.0,9268.0,Los Angeles,Hawthorne,City,2018-04-06
13404.0,5021.0,3772.0,389.0,60.0,158.0,24.0,31.0,147.0,3802.0,Los Angeles,Hermosa Beach,City,2018-04-06
1317.0,479.0,472.0,29.0,2.0,8.0,2.0,1.0,15.0,309.0,Los Angeles,Hidden Hills,City,2018-04-06
19417.0,12205.0,1553.0,323.0,55.0,95.0,183.0,39.0,97.0,4867.0,Los Angeles,Huntington Park,City,2018-04-06
122.0,33.0,44.0,6.0,1.0,0.0,0.0,0.0,0.0,38.0,Los Angeles,Industry,City,2018-04-06
61465.0,42175.0,2999.0,1013.0,209.0,250.0,346.0,143.0,438.0,13892.0,Los Angeles,Inglewood,City,2018-04-06
909.0,544.0,129.0,27.0,2.0,3.0,9.0,0.0,2.0,193.0,Los Angeles,Irwindale,City,2018-04-06
14658.0,4789.0,5762.0,263.0,41.0,95.0,17.0,17.0,111.0,3563.0,Los Angeles,La Canada Flintridge,City,2018-04-06
3692.0,935.0,1764.0,91.0,8.0,31.0,11.0,3.0,32.0,817.0,Los Angeles,La Habra Heights,City,2018-04-06
27184.0,10380.0,9276.0,719.0,83.0,181.0,142.0,36.0,247.0,6120.0,Los Angeles,La Mirada,City,2018-04-06
15977.0,9208.0,1970.0,325.0,64.0,79.0,144.0,37.0,78.0,4072.0,Los Angeles,La Puente,City,2018-04-06
19880.0,6869.0,7962.0,546.0,75.0,129.0,94.0,23.0,176.0,4006.0,Los Angeles,La Verne,City,2018-04-06
49858.0,21877.0,13578.0,1415.0,196.0,377.0,246.0,82.0,437.0,11650.0,Los Angeles,Lakewood,City,2018-04-06
73780.0,32044.0,22386.0,2466.0,170.0,505.0,310.0,197.0,582.0,15120.0,Los Angeles,Lancaster,City,2018-04-06
13644.0,7238.0,2119.0,303.0,51.0,92.0,74.0,32.0,89.0,3646.0,Los Angeles,Lawndale,City,2018-04-06
12048.0,5018.0,3599.0,316.0,64.0,108.0,40.0,16.0,92.0,2795.0,Los Angeles,Lomita,City,2018-04-06
261272.0,133807.0,46297.0,6368.0,1594.0,1905.0,2479.0,574.0,2200.0,66048.0,Los Angeles,Long Beach,City,2018-04-06
1997544.0,1113791.0,262727.0,40950.0,10030.0,11891.0,10931.0,4908.0,17718.0,524598.0,Los Angeles,Los Angeles,City,2018-04-06
25218.0,16334.0,1610.0,389.0,68.0,92.0,251.0,56.0,144.0,6274.0,Los Angeles,Lynwood,City,2018-04-06
8590.0,3657.0,2220.0,238.0,53.0,57.0,15.0,4.0,143.0,2203.0,Los Angeles,Malibu,City,2018-04-06
25290.0,9196.0,8576.0,588.0,76.0,207.0,31.0,30.0,277.0,6309.0,Los Angeles,Manhattan Beach,City,2018-04-06
9163.0,5761.0,646.0,146.0,37.0,48.0,76.0,22.0,53.0,2374.0,Los Angeles,Maywood,City,2018-04-06
20247.0,8656.0,5618.0,503.0,99.0,165.0,100.0,40.0,163.0,4903.0,Los Angeles,Monrovia,City,2018-04-06
29771.0,17313.0,4059.0,491.0,135.0,135.0,233.0,50.0,187.0,7168.0,Los Angeles,Montebello,City,2018-04-06
27928.0,12318.0,4557.0,463.0,96.0,116.0,180.0,146.0,161.0,9891.0,Los Angeles,Monterey Park,City,2018-04-06
47604.0,25683.0,7719.0,978.0,139.0,233.0,450.0,104.0,288.0,12010.0,Los Angeles,Norwalk,City,2018-04-06
73930.0,35698.0,17970.0,2178.0,191.0,435.0,329.0,157.0,519.0,16453.0,Los Angeles,Palmdale,City,2018-04-06
9842.0,2648.0,4557.0,222.0,16.0,43.0,11.0,7.0,79.0,2259.0,Los Angeles,Palos Verdes Estates,City,2018-04-06
21761.0,13011.0,2255.0,402.0,50.0,87.0,231.0,62.0,122.0,5541.0,Los Angeles,Paramount,City,2018-04-06
81490.0,41851.0,15858.0,1554.0,445.0,512.0,282.0,248.0,708.0,20032.0,Los Angeles,Pasadena,City,2018-04-06
31809.0,19757.0,3989.0,561.0,118.0,108.0,224.0,62.0,196.0,6794.0,Los Angeles,Pico Rivera,City,2018-04-06
61359.0,31220.0,9678.0,1408.0,252.0,386.0,1087.0,169.0,493.0,16666.0,Los Angeles,Pomona,City,2018-04-06
27321.0,9121.0,10506.0,561.0,80.0,162.0,40.0,38.0,262.0,6551.0,Los Angeles,Rancho Palos Verdes,City,2018-04-06
46028.0,18021.0,12825.0,1231.0,193.0,402.0,112.0,64.0,533.0,12647.0,Los Angeles,Redondo Beach,City,2018-04-06
1423.0,287.0,750.0,28.0,4.0,10.0,2.0,7.0,14.0,321.0,Los Angeles,Rolling Hills,City,2018-04-06
5636.0,1638.0,2512.0,117.0,22.0,42.0,6.0,6.0,55.0,1238.0,Los Angeles,Rolling Hills Estates,City,2018-04-06
19269.0,8971.0,2614.0,372.0,44.0,85.0,181.0,99.0,122.0,6781.0,Los Angeles,Rosemead,City,2018-04-06
20730.0,7191.0,7843.0,648.0,76.0,152.0,95.0,31.0,222.0,4472.0,Los Angeles,San Dimas,City,2018-04-06
10754.0,6281.0,1093.0,189.0,54.0,61.0,79.0,20.0,93.0,2884.0,Los Angeles,San Fernando,City,2018-04-06
16253.0,6884.0,3055.0,281.0,45.0,75.0,104.0,48.0,101.0,5660.0,Los Angeles,San Gabriel,City,2018-04-06
8152.0,2023.0,3005.0,110.0,10.0,42.0,10.0,44.0,57.0,2851.0,Los Angeles,San Marino,City,2018-04-06
123932.0,43261.0,44848.0,3772.0,428.0,959.0,292.0,185.0,1287.0,28900.0,Los Angeles,Santa Clarita,City,2018-04-06
9646.0,5349.0,1687.0,208.0,34.0,37.0,70.0,18.0,51.0,2192.0,Los Angeles,Santa Fe Springs,City,2018-04-06
69535.0,37325.0,9131.0,1671.0,521.0,514.0,178.0,94.0,788.0,19313.0,Los Angeles,Santa Monica,City,2018-04-06
7966.0,3276.0,2537.0,189.0,38.0,75.0,11.0,7.0,87.0,1746.0,Los Angeles,Sierra Madre,City,2018-04-06
6662.0,3304.0,1215.0,164.0,46.0,43.0,35.0,10.0,47.0,1798.0,Los Angeles,Signal Hill,City,2018-04-06
7491.0,4302.0,775.0,129.0,23.0,24.0,49.0,21.0,40.0,2128.0,Los Angeles,South El Monte,City,2018-04-06
41080.0,25308.0,4045.0,691.0,151.0,187.0,383.0,112.0,192.0,10011.0,Los Angeles,South Gate,City,2018-04-06
15832.0,7893.0,3050.0,283.0,91.0,111.0,36.0,22.0,150.0,4196.0,Los Angeles,South Pasadena,City,2018-04-06
16807.0,6089.0,4015.0,335.0,61.0,77.0,71.0,38.0,122.0,5999.0,Los Angeles,Temple City,City,2018-04-06
82602.0,31913.0,26284.0,1919.0,299.0,548.0,246.0,123.0,701.0,20569.0,Los Angeles,Torrance,City,2018-04-06
86.0,43.0,13.0,3.0,1.0,2.0,1.0,0.0,0.0,23.0,Los Angeles,Vernon,City,2018-04-06
16955.0,5938.0,4159.0,305.0,40.0,66.0,82.0,31.0,135.0,6199.0,Los Angeles,Walnut,City,2018-04-06
52309.0,24769.0,11327.0,1140.0,179.0,246.0,427.0,98.0,381.0,13742.0,Los Angeles,West Covina,City,2018-04-06
27205.0,16559.0,2380.0,531.0,136.0,206.0,61.0,46.0,289.0,6997.0,Los Angeles,West Hollywood,City,2018-04-06
5969.0,2053.0,2247.0,161.0,15.0,41.0,8.0,5.0,84.0,1355.0,Los Angeles,Westlake Village,City,2018-04-06
47129.0,21666.0,12855.0,1215.0,202.0,317.0,257.0,57.0,333.0,10227.0,Los Angeles,Whittier,City,2018-04-06
504758.0,258458.0,97573.0,10921.0,1915.0,2690.0,3210.0,1067.0,3902.0,125022.0,Los Angeles,Unincorporated Area,City,2018-04-06
10889.0,3259.0,4883.0,337.0,22.0,61.0,41.0,26.0,44.0,2216.0,Madera,County Supervisorial 1,County Supervisorial,2018-04-06
10229.0,3287.0,4097.0,311.0,21.0,65.0,41.0,28.0,34.0,2345.0,Madera,County Supervisorial 2,County Supervisorial,2018-04-06
11075.0,4211.0,3692.0,302.0,33.0,72.0,53.0,25.0,33.0,2654.0,Madera,County Supervisorial 3,County Supervisorial,2018-04-06
5732.0,2839.0,951.0,162.0,18.0,39.0,41.0,18.0,19.0,1645.0,Madera,County Supervisorial 4,County Supervisorial,2018-04-06
15996.0,3876.0,8210.0,621.0,76.0,158.0,27.0,26.0,86.0,2916.0,Madera,County Supervisorial 5,County Supervisorial,2018-04-06
15998.0,3876.0,8211.0,621.0,76.0,158.0,27.0,26.0,86.0,2917.0,Madera,US Congressional 4,US Congressional,2018-04-06
37923.0,13596.0,13622.0,1112.0,94.0,237.0,176.0,97.0,130.0,8859.0,Madera,US Congressional 16,US Congressional,2018-04-06
15998.0,3876.0,8211.0,621.0,76.0,158.0,27.0,26.0,86.0,2917.0,Madera,State Senate 8,State Senate,2018-04-06
37923.0,13596.0,13622.0,1112.0,94.0,237.0,176.0,97.0,130.0,8859.0,Madera,State Senate 12,State Senate,2018-04-06
53921.0,17472.0,21833.0,1733.0,170.0,395.0,203.0,123.0,216.0,11776.0,Madera,State Assembly 5,State Assembly,2018-04-06
