Total_Registered,Democratic,Republican,American_Independent,Green,Libertarian,Peace_and_Freedom,Other,No_Party_Preference,county,district,district_type,date
151070.0,65761.0,34918.0,3757.0,459.0,856.0,257.0,1189.0,43873.0,Alameda,County Supervisorial  1,County Supervisorial,2016-05-23
142506.0,79260.0,18627.0,2864.0,545.0,636.0,466.0,1052.0,39056.0,Alameda,County Supervisorial  2,County Supervisorial,2016-05-23
158589.0,95149.0,16028.0,3005.0,1192.0,717.0,561.0,1190.0,40747.0,Alameda,County Supervisorial  3,County Supervisorial,2016-05-23
176175.0,101421.0,27347.0,3376.0,1073.0,857.0,475.0,1356.0,40270.0,Alameda,County Supervisorial  4,County Supervisorial,2016-05-23
205463.0,138884.0,9755.0,2840.0,3169.0,865.0,685.0,1521.0,47744.0,Alameda,County Supervisorial  5,County Supervisorial,2016-05-23
426093.0,279801.0,27974.0,6671.0,4925.0,1755.0,1468.0,3198.0,100301.0,Alameda,US Congressional 13,US Congressional,2016-05-23
325235.0,161417.0,65326.0,7551.0,1252.0,1829.0,803.0,2460.0,84597.0,Alameda,US Congressional 15,US Congressional,2016-05-23
82475.0,39257.0,13375.0,1620.0,261.0,347.0,173.0,650.0,26792.0,Alameda,US Congressional 17,US Congressional,2016-05-23
118880.0,47239.0,35783.0,3308.0,334.0,810.0,153.0,922.0,30331.0,Alameda,State Senate  7,State Senate,2016-05-23
422191.0,277516.0,27529.0,6604.0,4910.0,1740.0,1454.0,3170.0,99268.0,Alameda,State Senate  9,State Senate,2016-05-23
292732.0,155720.0,43363.0,5930.0,1194.0,1381.0,837.0,2216.0,82091.0,Alameda,State Senate 10,State Senate,2016-05-23
166685.0,113189.0,8913.0,2167.0,2653.0,739.0,474.0,1130.0,37420.0,Alameda,State Assembly 15,State Assembly,2016-05-23
117414.0,46755.0,35223.0,3263.0,322.0,807.0,152.0,908.0,29984.0,Alameda,State Assembly 16,State Assembly,2016-05-23
258777.0,166243.0,19013.0,4489.0,2268.0,1011.0,991.0,2066.0,62696.0,Alameda,State Assembly 18,State Assembly,2016-05-23
222469.0,121496.0,32834.0,4575.0,983.0,1090.0,688.0,1681.0,59122.0,Alameda,State Assembly 20,State Assembly,2016-05-23
68458.0,32792.0,10692.0,1348.0,212.0,284.0,139.0,523.0,22468.0,Alameda,State Assembly 25,State Assembly,2016-05-23
833803.0,480475.0,106675.0,15842.0,6438.0,3931.0,2444.0,6308.0,211690.0,Alameda,State Board of Equalization 2,State Board of Equalization,2016-05-23
46055.0,26536.0,5951.0,927.0,384.0,260.0,126.0,325.0,11546.0,Alameda,Alameda,City,2016-05-23
10986.0,7364.0,639.0,138.0,191.0,40.0,21.0,65.0,2528.0,Alameda,Albany,City,2016-05-23
79232.0,54723.0,2845.0,911.0,1395.0,356.0,274.0,509.0,18219.0,Alameda,Berkeley,City,2016-05-23
24315.0,10508.0,5495.0,637.0,58.0,174.0,40.0,193.0,7210.0,Alameda,Dublin,City,2016-05-23
6303.0,4036.0,401.0,122.0,69.0,44.0,11.0,59.0,1561.0,Alameda,Emeryville,City,2016-05-23
97993.0,46061.0,15891.0,1958.0,318.0,430.0,199.0,768.0,32368.0,Alameda,Fremont,City,2016-05-23
65022.0,38605.0,7516.0,1324.0,271.0,311.0,260.0,486.0,16249.0,Alameda,Hayward,City,2016-05-23
49335.0,19444.0,16149.0,1553.0,150.0,347.0,70.0,380.0,11242.0,Alameda,Livermore,City,2016-05-23
20403.0,11049.0,3221.0,456.0,72.0,101.0,55.0,143.0,5306.0,Alameda,Newark,City,2016-05-23
230876.0,156325.0,11300.0,3499.0,2638.0,853.0,894.0,1879.0,53488.0,Alameda,Oakland,City,2016-05-23
8388.0,4906.0,1434.0,135.0,42.0,26.0,11.0,45.0,1789.0,Alameda,Piedmont,City,2016-05-23
42153.0,16325.0,12781.0,1016.0,106.0,271.0,41.0,325.0,11288.0,Alameda,Pleasanton,City,2016-05-23
43603.0,25534.0,5351.0,923.0,202.0,170.0,128.0,314.0,10981.0,Alameda,San Leandro,City,2016-05-23
34088.0,18564.0,4218.0,613.0,118.0,111.0,97.0,253.0,10114.0,Alameda,Union City,City,2016-05-23
75051.0,40495.0,13483.0,1630.0,424.0,437.0,217.0,564.0,17801.0,Alameda,Unincorporated Area,City,2016-05-23
138.0,56.0,49.0,8.0,2.0,0.0,0.0,0.0,23.0,Alpine,County Supervisorial  1,County Supervisorial,2016-05-23
147.0,59.0,43.0,3.0,2.0,0.0,0.0,2.0,38.0,Alpine,County Supervisorial  2,County Supervisorial,2016-05-23
100.0,47.0,15.0,7.0,0.0,2.0,1.0,1.0,27.0,Alpine,County Supervisorial  3,County Supervisorial,2016-05-23
158.0,61.0,49.0,4.0,2.0,2.0,0.0,0.0,40.0,Alpine,County Supervisorial  4,County Supervisorial,2016-05-23
174.0,50.0,66.0,7.0,2.0,1.0,0.0,0.0,48.0,Alpine,County Supervisorial  5,County Supervisorial,2016-05-23
717.0,273.0,222.0,29.0,8.0,5.0,1.0,3.0,176.0,Alpine,US Congressional  4,US Congressional,2016-05-23
717.0,273.0,222.0,29.0,8.0,5.0,1.0,3.0,176.0,Alpine,State Senate  1,State Senate,2016-05-23
717.0,273.0,222.0,29.0,8.0,5.0,1.0,3.0,176.0,Alpine,State Assembly  5,State Assembly,2016-05-23
717.0,273.0,222.0,29.0,8.0,5.0,1.0,3.0,176.0,Alpine,State Board of Equalization 1,State Board of Equalization,2016-05-23
717.0,273.0,222.0,29.0,8.0,5.0,1.0,3.0,176.0,Alpine,Unincorporated Area,City,2016-05-23
4070.0,1334.0,1753.0,175.0,19.0,49.0,16.0,4.0,720.0,Amador,County Supervisorial  1,County Supervisorial,2016-05-23
4743.0,1292.0,2334.0,208.0,17.0,51.0,21.0,12.0,808.0,Amador,County Supervisorial  2,County Supervisorial,2016-05-23
3953.0,1286.0,1746.0,171.0,31.0,26.0,10.0,10.0,673.0,Amador,County Supervisorial  3,County Supervisorial,2016-05-23
4194.0,1326.0,1951.0,167.0,19.0,48.0,7.0,4.0,672.0,Amador,County Supervisorial  4,County Supervisorial,2016-05-23
4306.0,1387.0,1951.0,159.0,27.0,55.0,8.0,12.0,707.0,Amador,County Supervisorial  5,County Supervisorial,2016-05-23
21266.0,6625.0,9735.0,880.0,113.0,229.0,62.0,42.0,3580.0,Amador,US Congressional  4,US Congressional,2016-05-23
21266.0,6625.0,9735.0,880.0,113.0,229.0,62.0,42.0,3580.0,Amador,State Senate  8,State Senate,2016-05-23
21266.0,6625.0,9735.0,880.0,113.0,229.0,62.0,42.0,3580.0,Amador,State Assembly  5,State Assembly,2016-05-23
21266.0,6625.0,9735.0,880.0,113.0,229.0,62.0,42.0,3580.0,Amador,State Board of Equalization 1,State Board of Equalization,2016-05-23
128.0,55.0,42.0,5.0,0.0,1.0,0.0,0.0,25.0,Amador,Amador,City,2016-05-23
2354.0,632.0,1161.0,100.0,11.0,29.0,9.0,5.0,407.0,Amador,Ione,City,2016-05-23
2630.0,916.0,1041.0,128.0,14.0,35.0,10.0,3.0,483.0,Amador,Jackson,City,2016-05-23
473.0,154.0,193.0,20.0,2.0,8.0,2.0,1.0,93.0,Amador,Plymouth,City,2016-05-23
1638.0,572.0,703.0,66.0,9.0,22.0,5.0,0.0,261.0,Amador,Sutter Creek,City,2016-05-23
14043.0,4296.0,6595.0,561.0,77.0,134.0,36.0,33.0,2311.0,Amador,Unincorporated Area,City,2016-05-23
23562.0,6789.0,8954.0,999.0,140.0,219.0,125.0,312.0,6024.0,Butte,County Supervisorial  1,County Supervisorial,2016-05-23
24678.0,9543.0,7722.0,672.0,208.0,227.0,84.0,253.0,5969.0,Butte,County Supervisorial  2,County Supervisorial,2016-05-23
26113.0,10603.0,8320.0,697.0,222.0,268.0,82.0,289.0,5632.0,Butte,County Supervisorial  3,County Supervisorial,2016-05-23
21933.0,7396.0,8046.0,719.0,153.0,205.0,86.0,237.0,5091.0,Butte,County Supervisorial  4,County Supervisorial,2016-05-23
28485.0,8938.0,11499.0,1099.0,197.0,265.0,116.0,419.0,5952.0,Butte,County Supervisorial  5,County Supervisorial,2016-05-23
124771.0,43269.0,44541.0,4186.0,920.0,1184.0,493.0,1510.0,28668.0,Butte,US Congressional  1,US Congressional,2016-05-23
124771.0,43269.0,44541.0,4186.0,920.0,1184.0,493.0,1510.0,28668.0,Butte,State Senate  4,State Senate,2016-05-23
12469.0,3861.0,4760.0,501.0,104.0,129.0,59.0,175.0,2880.0,Butte,State Assembly  1,State Assembly,2016-05-23
112302.0,39408.0,39781.0,3685.0,816.0,1055.0,434.0,1335.0,25788.0,Butte,State Assembly  3,State Assembly,2016-05-23
124771.0,43269.0,44541.0,4186.0,920.0,1184.0,493.0,1510.0,28668.0,Butte,State Board of Equalization 1,State Board of Equalization,2016-05-23
765.0,267.0,306.0,21.0,4.0,3.0,3.0,6.0,155.0,Butte,Biggs,City,2016-05-23
47609.0,19847.0,13338.0,1310.0,411.0,475.0,157.0,520.0,11551.0,Butte,Chico,City,2016-05-23
2734.0,977.0,971.0,92.0,12.0,20.0,12.0,33.0,617.0,Butte,Gridley,City,2016-05-23
8137.0,2550.0,2590.0,362.0,51.0,77.0,60.0,97.0,2350.0,Butte,Oroville,City,2016-05-23
17078.0,5318.0,6901.0,638.0,118.0,150.0,77.0,274.0,3602.0,Butte,Paradise,City,2016-05-23
48448.0,14310.0,20435.0,1763.0,324.0,459.0,184.0,580.0,10393.0,Butte,Unincorporated Area,City,2016-05-23
5334.0,1449.0,2524.0,225.0,18.0,53.0,12.0,40.0,1013.0,Calaveras,County Supervisorial  1,County Supervisorial,2016-05-23
5081.0,1702.0,1905.0,266.0,57.0,77.0,25.0,40.0,1009.0,Calaveras,County Supervisorial  2,County Supervisorial,2016-05-23
5904.0,2087.0,2336.0,212.0,50.0,68.0,23.0,46.0,1082.0,Calaveras,County Supervisorial  3,County Supervisorial,2016-05-23
6023.0,1713.0,2659.0,283.0,28.0,98.0,19.0,48.0,1175.0,Calaveras,County Supervisorial  4,County Supervisorial,2016-05-23
5190.0,1357.0,2465.0,231.0,14.0,65.0,18.0,46.0,994.0,Calaveras,County Supervisorial  5,County Supervisorial,2016-05-23
27532.0,8308.0,11889.0,1217.0,167.0,361.0,97.0,220.0,5273.0,Calaveras,US Congressional  4,US Congressional,2016-05-23
27532.0,8308.0,11889.0,1217.0,167.0,361.0,97.0,220.0,5273.0,Calaveras,State Senate  8,State Senate,2016-05-23
27532.0,8308.0,11889.0,1217.0,167.0,361.0,97.0,220.0,5273.0,Calaveras,State Assembly  5,State Assembly,2016-05-23
27532.0,8308.0,11889.0,1217.0,167.0,361.0,97.0,220.0,5273.0,Calaveras,State Board of Equalization 1,State Board of Equalization,2016-05-23
2266.0,685.0,971.0,98.0,11.0,43.0,10.0,15.0,433.0,Calaveras,Angels,City,2016-05-23
25266.0,7623.0,10918.0,1119.0,156.0,318.0,87.0,205.0,4840.0,Calaveras,Unincorporated Area,City,2016-05-23
1723.0,601.0,751.0,40.0,2.0,7.0,2.0,0.0,320.0,Colusa,County Supervisorial  1,County Supervisorial,2016-05-23
1772.0,597.0,760.0,47.0,5.0,11.0,5.0,0.0,347.0,Colusa,County Supervisorial  2,County Supervisorial,2016-05-23
1329.0,494.0,479.0,27.0,4.0,9.0,3.0,1.0,312.0,Colusa,County Supervisorial  3,County Supervisorial,2016-05-23
1380.0,461.0,593.0,33.0,3.0,5.0,0.0,2.0,283.0,Colusa,County Supervisorial  4,County Supervisorial,2016-05-23
1815.0,528.0,876.0,53.0,5.0,13.0,6.0,0.0,334.0,Colusa,County Supervisorial  5,County Supervisorial,2016-05-23
8019.0,2681.0,3459.0,200.0,19.0,45.0,16.0,3.0,1596.0,Colusa,US Congressional  3,US Congressional,2016-05-23
8019.0,2681.0,3459.0,200.0,19.0,45.0,16.0,3.0,1596.0,Colusa,State Senate  4,State Senate,2016-05-23
4378.0,1344.0,2050.0,124.0,12.0,26.0,11.0,1.0,810.0,Colusa,State Assembly  3,State Assembly,2016-05-23
3641.0,1337.0,1409.0,76.0,7.0,19.0,5.0,2.0,786.0,Colusa,State Assembly  4,State Assembly,2016-05-23
8019.0,2681.0,3459.0,200.0,19.0,45.0,16.0,3.0,1596.0,Colusa,State Board of Equalization 2,State Board of Equalization,2016-05-23
2465.0,801.0,1058.0,74.0,7.0,19.0,10.0,0.0,496.0,Colusa,Colusa,City,2016-05-23
1311.0,575.0,330.0,18.0,2.0,8.0,3.0,2.0,373.0,Colusa,Williams,City,2016-05-23
4243.0,1305.0,2071.0,108.0,10.0,18.0,3.0,1.0,727.0,Colusa,Unincorporated Area,City,2016-05-23
94752.0,62523.0,7930.0,1598.0,748.0,383.0,378.0,210.0,20982.0,Contra Costa,County Supervisorial  1,County Supervisorial,2016-05-23
137058.0,56771.0,43468.0,3260.0,403.0,775.0,92.0,237.0,32052.0,Contra Costa,County Supervisorial  2,County Supervisorial,2016-05-23
106556.0,50140.0,29152.0,3229.0,243.0,624.0,210.0,166.0,22792.0,Contra Costa,County Supervisorial  3,County Supervisorial,2016-05-23
120028.0,57030.0,30630.0,3317.0,567.0,799.0,203.0,256.0,27226.0,Contra Costa,County Supervisorial  4,County Supervisorial,2016-05-23
98176.0,54552.0,16788.0,2545.0,457.0,591.0,292.0,215.0,22736.0,Contra Costa,County Supervisorial  5,County Supervisorial,2016-05-23
49371.0,27902.0,8054.0,1214.0,275.0,280.0,120.0,114.0,11412.0,Contra Costa,US Congressional  5,US Congressional,2016-05-23
92722.0,44910.0,24245.0,2877.0,232.0,537.0,186.0,151.0,19584.0,Contra Costa,US Congressional  9,US Congressional,2016-05-23
376863.0,193185.0,85123.0,8942.0,1835.0,2179.0,839.0,766.0,83994.0,Contra Costa,US Congressional 11,US Congressional,2016-05-23
37614.0,15019.0,10546.0,916.0,76.0,176.0,30.0,53.0,10798.0,Contra Costa,US Congressional 15,US Congressional,2016-05-23
48779.0,24284.0,11257.0,1363.0,352.0,381.0,100.0,143.0,10899.0,Contra Costa,State Senate  3,State Senate,2016-05-23
390440.0,180781.0,105747.0,10534.0,1230.0,2325.0,649.0,693.0,88481.0,Contra Costa,State Senate  7,State Senate,2016-05-23
117351.0,75951.0,10964.0,2052.0,836.0,466.0,426.0,248.0,26408.0,Contra Costa,State Senate  9,State Senate,2016-05-23
110588.0,55251.0,27039.0,3395.0,290.0,627.0,254.0,182.0,23550.0,Contra Costa,State Assembly 11,State Assembly,2016-05-23
