Total_Registered,Democratic,Republican,American_Independent,Green,Libertarian,Natural_Law,Peace_and_Freedom,Miscellaneous,Declined_to_State,county,district,district_type,date
165.0,56.0,64.0,4.0,2.0,0.0,0.0,2.0,2.0,35.0,Alpine,County Supervisorial 2,County Supervisorial,2004-02-17
109.0,49.0,12.0,12.0,0.0,0.0,0.0,1.0,0.0,35.0,Alpine,County Supervisorial 3,County Supervisorial,2004-02-17
201.0,65.0,87.0,1.0,3.0,4.0,0.0,0.0,1.0,40.0,Alpine,County Supervisorial 4,County Supervisorial,2004-02-17
181.0,51.0,85.0,5.0,4.0,1.0,0.0,0.0,0.0,35.0,Alpine,County Supervisorial 5,County Supervisorial,2004-02-17
816.0,279.0,300.0,30.0,13.0,6.0,0.0,3.0,5.0,180.0,Alpine,US Congressional 3,US Congressional,2004-02-17
816.0,279.0,300.0,30.0,13.0,6.0,0.0,3.0,5.0,180.0,Alpine,State Senate 1,State Senate,2004-02-17
816.0,279.0,300.0,30.0,13.0,6.0,0.0,3.0,5.0,180.0,Alpine,State Assembly 4,State Assembly,2004-02-17
816.0,279.0,300.0,30.0,13.0,6.0,0.0,3.0,5.0,180.0,Alpine,State Board of Equalization 2,State Board of Equalization,2004-02-17
816.0,279.0,300.0,30.0,13.0,6.0,0.0,3.0,5.0,180.0,Alpine,Unincorporated Area,City,2004-02-17
3613.0,1364.0,1668.0,110.0,18.0,24.0,0.0,10.0,38.0,381.0,Amador,County Supervisorial 1,County Supervisorial,2004-02-17
3736.0,1252.0,1827.0,113.0,14.0,28.0,7.0,11.0,53.0,431.0,Amador,County Supervisorial 2,County Supervisorial,2004-02-17
3727.0,1405.0,1641.0,100.0,43.0,25.0,2.0,6.0,48.0,457.0,Amador,County Supervisorial 3,County Supervisorial,2004-02-17
3909.0,1439.0,1885.0,94.0,25.0,23.0,2.0,8.0,38.0,395.0,Amador,County Supervisorial 4,County Supervisorial,2004-02-17
4151.0,1492.0,1891.0,90.0,43.0,27.0,3.0,5.0,47.0,553.0,Amador,County Supervisorial 5,County Supervisorial,2004-02-17
19136.0,6952.0,8912.0,507.0,143.0,127.0,14.0,40.0,224.0,2217.0,Amador,US Congressional 3,US Congressional,2004-02-17
19136.0,6952.0,8912.0,507.0,143.0,127.0,14.0,40.0,224.0,2217.0,Amador,State Senate 1,State Senate,2004-02-17
19136.0,6952.0,8912.0,507.0,143.0,127.0,14.0,40.0,224.0,2217.0,Amador,State Assembly 10,State Assembly,2004-02-17
19136.0,6952.0,8912.0,507.0,143.0,127.0,14.0,40.0,224.0,2217.0,Amador,State Board of Equalization 2,State Board of Equalization,2004-02-17
127.0,46.0,55.0,2.0,4.0,0.0,1.0,0.0,3.0,16.0,Amador,Amador,City,2004-02-17
1742.0,581.0,872.0,50.0,2.0,17.0,2.0,5.0,31.0,182.0,Amador,Ione,City,2004-02-17
2168.0,854.0,967.0,73.0,10.0,16.0,0.0,6.0,23.0,219.0,Amador,Jackson,City,2004-02-17
558.0,193.0,241.0,18.0,5.0,2.0,1.0,1.0,5.0,92.0,Amador,Plymouth,City,2004-02-17
1465.0,607.0,656.0,32.0,12.0,5.0,0.0,2.0,14.0,137.0,Amador,Sutter Creek,City,2004-02-17
13076.0,4671.0,6121.0,332.0,110.0,87.0,10.0,26.0,148.0,1571.0,Amador,Unincorporated Area,City,2004-02-17
21689.0,7703.0,9232.0,745.0,186.0,128.0,31.0,107.0,160.0,3397.0,Butte,County Supervisorial 1,County Supervisorial,2004-02-17
20943.0,7819.0,6782.0,497.0,1019.0,212.0,17.0,164.0,158.0,4275.0,Butte,County Supervisorial 2,County Supervisorial,2004-02-17
25757.0,9150.0,10883.0,572.0,747.0,169.0,20.0,110.0,175.0,3931.0,Butte,County Supervisorial 3,County Supervisorial,2004-02-17
19698.0,6427.0,9263.0,520.0,263.0,128.0,21.0,74.0,118.0,2884.0,Butte,County Supervisorial 4,County Supervisorial,2004-02-17
25684.0,8473.0,11831.0,715.0,381.0,180.0,13.0,151.0,204.0,3736.0,Butte,County Supervisorial 5,County Supervisorial,2004-02-17
91250.0,31476.0,38470.0,2254.0,2435.0,686.0,70.0,492.0,656.0,14711.0,Butte,US Congressional 2,US Congressional,2004-02-17
22521.0,8096.0,9521.0,795.0,161.0,131.0,32.0,114.0,159.0,3512.0,Butte,US Congressional 4,US Congressional,2004-02-17
113771.0,39572.0,47991.0,3049.0,2596.0,817.0,102.0,606.0,815.0,18223.0,Butte,State Senate 4,State Senate,2004-02-17
9462.0,2631.0,5186.0,183.0,112.0,53.0,5.0,34.0,46.0,1212.0,Butte,State Assembly 2,State Assembly,2004-02-17
104309.0,36941.0,42805.0,2866.0,2484.0,764.0,97.0,572.0,769.0,17011.0,Butte,State Assembly 3,State Assembly,2004-02-17
113771.0,39572.0,47991.0,3049.0,2596.0,817.0,102.0,606.0,815.0,18223.0,Butte,State Board of Equalization 2,State Board of Equalization,2004-02-17
754.0,298.0,311.0,15.0,3.0,1.0,2.0,1.0,1.0,122.0,Butte,Biggs,City,2004-02-17
34445.0,12679.0,12450.0,820.0,1389.0,291.0,32.0,197.0,258.0,6329.0,Butte,Chico,City,2004-02-17
2148.0,876.0,854.0,49.0,18.0,13.0,5.0,8.0,6.0,319.0,Butte,Gridley,City,2004-02-17
5423.0,1945.0,2145.0,227.0,50.0,28.0,13.0,33.0,32.0,950.0,Butte,Oroville,City,2004-02-17
16810.0,5484.0,7852.0,459.0,237.0,101.0,12.0,109.0,144.0,2412.0,Butte,Paradise,City,2004-02-17
54191.0,18290.0,24379.0,1479.0,899.0,383.0,38.0,258.0,374.0,8091.0,Butte,Unincorporated Area,City,2004-02-17
5431.0,1853.0,2629.0,127.0,40.0,51.0,4.0,8.0,17.0,702.0,Calaveras,County Supervisorial 1,County Supervisorial,2004-02-17
5100.0,1962.0,1995.0,136.0,122.0,79.0,15.0,20.0,27.0,744.0,Calaveras,County Supervisorial 2,County Supervisorial,2004-02-17
4470.0,1579.0,2070.0,92.0,77.0,48.0,1.0,9.0,22.0,572.0,Calaveras,County Supervisorial 3,County Supervisorial,2004-02-17
5268.0,1799.0,2390.0,153.0,62.0,111.0,2.0,21.0,25.0,705.0,Calaveras,County Supervisorial 4,County Supervisorial,2004-02-17
5446.0,1828.0,2517.0,167.0,33.0,52.0,2.0,15.0,22.0,810.0,Calaveras,County Supervisorial 5,County Supervisorial,2004-02-17
25715.0,9021.0,11601.0,675.0,334.0,341.0,24.0,73.0,113.0,3533.0,Calaveras,US Congressional 3,US Congressional,2004-02-17
25715.0,9021.0,11601.0,675.0,334.0,341.0,24.0,73.0,113.0,3533.0,Calaveras,State Senate 1,State Senate,2004-02-17
25715.0,9021.0,11601.0,675.0,334.0,341.0,24.0,73.0,113.0,3533.0,Calaveras,State Assembly 25,State Assembly,2004-02-17
25715.0,9021.0,11601.0,675.0,334.0,341.0,24.0,73.0,113.0,3533.0,Calaveras,State Board of Equalization 2,State Board of Equalization,2004-02-17
2000.0,691.0,905.0,43.0,14.0,46.0,1.0,5.0,8.0,287.0,Calaveras,Angels,City,2004-02-17
23715.0,8330.0,10696.0,632.0,320.0,295.0,23.0,68.0,105.0,3246.0,Calaveras,Unincorporated Area,City,2004-02-17
1414.0,548.0,642.0,33.0,1.0,9.0,1.0,2.0,2.0,176.0,Colusa,County Supervisorial 1,County Supervisorial,2004-02-17
1732.0,698.0,800.0,39.0,3.0,6.0,0.0,5.0,2.0,179.0,Colusa,County Supervisorial 2,County Supervisorial,2004-02-17
1180.0,450.0,534.0,41.0,2.0,2.0,1.0,1.0,0.0,149.0,Colusa,County Supervisorial 3,County Supervisorial,2004-02-17
1606.0,621.0,720.0,54.0,7.0,6.0,0.0,3.0,6.0,189.0,Colusa,County Supervisorial 4,County Supervisorial,2004-02-17
1718.0,589.0,863.0,36.0,11.0,10.0,1.0,9.0,6.0,193.0,Colusa,County Supervisorial 5,County Supervisorial,2004-02-17
7650.0,2906.0,3559.0,203.0,24.0,33.0,3.0,20.0,16.0,886.0,Colusa,US Congressional 2,US Congressional,2004-02-17
7650.0,2906.0,3559.0,203.0,24.0,33.0,3.0,20.0,16.0,886.0,Colusa,State Senate 4,State Senate,2004-02-17
7650.0,2906.0,3559.0,203.0,24.0,33.0,3.0,20.0,16.0,886.0,Colusa,State Assembly 2,State Assembly,2004-02-17
7650.0,2906.0,3559.0,203.0,24.0,33.0,3.0,20.0,16.0,886.0,Colusa,State Board of Equalization 1,State Board of Equalization,2004-02-17
2400.0,935.0,1117.0,55.0,6.0,11.0,1.0,13.0,7.0,255.0,Colusa,Colusa,City,2004-02-17
941.0,430.0,350.0,29.0,1.0,2.0,1.0,1.0,0.0,127.0,Colusa,Williams,City,2004-02-17
4309.0,1541.0,2092.0,119.0,17.0,20.0,1.0,6.0,9.0,504.0,Colusa,Unincorporated Area,City,2004-02-17
68847.0,46188.0,8587.0,849.0,1516.0,284.0,201.0,319.0,437.0,10466.0,Contra Costa,County Supervisorial 1,County Supervisorial,2004-02-17
105023.0,49383.0,35020.0,1661.0,1176.0,511.0,151.0,197.0,1016.0,15908.0,Contra Costa,County Supervisorial 2,County Supervisorial,2004-02-17
114199.0,39995.0,52404.0,1825.0,646.0,470.0,91.0,123.0,875.0,17770.0,Contra Costa,County Supervisorial 3,County Supervisorial,2004-02-17
87866.0,40546.0,29262.0,1662.0,814.0,534.0,134.0,262.0,732.0,13920.0,Contra Costa,County Supervisorial 4,County Supervisorial,2004-02-17
77101.0,43393.0,19062.0,1643.0,331.0,342.0,71.0,286.0,480.0,11493.0,Contra Costa,County Supervisorial 5,County Supervisorial,2004-02-17
155414.0,91835.0,32041.0,2701.0,1918.0,761.0,346.0,633.0,1160.0,24019.0,Contra Costa,US Congressional 7,US Congressional,2004-02-17
221965.0,102040.0,76937.0,3656.0,2239.0,1082.0,247.0,472.0,1870.0,33422.0,Contra Costa,US Congressional 10,US Congressional,2004-02-17
75657.0,25630.0,35357.0,1283.0,326.0,298.0,55.0,82.0,510.0,12116.0,Contra Costa,US Congressional 11,US Congressional,2004-02-17
424251.0,198945.0,141768.0,7230.0,3950.0,2044.0,505.0,1011.0,3380.0,65418.0,Contra Costa,State Senate 7,State Senate,2004-02-17
28785.0,20560.0,2567.0,410.0,533.0,97.0,143.0,176.0,160.0,4139.0,Contra Costa,State Senate 9,State Senate,2004-02-17
181159.0,96057.0,48728.0,3555.0,1462.0,952.0,252.0,599.0,1413.0,28141.0,Contra Costa,State Assembly 11,State Assembly,2004-02-17
122162.0,67376.0,30321.0,1604.0,2135.0,551.0,258.0,406.0,945.0,18566.0,Contra Costa,State Assembly 14,State Assembly,2004-02-17
149715.0,56072.0,65286.0,2481.0,886.0,638.0,138.0,182.0,1182.0,22850.0,Contra Costa,State Assembly 15,State Assembly,2004-02-17
453036.0,219505.0,144335.0,7640.0,4483.0,2141.0,648.0,1187.0,3540.0,69557.0,Contra Costa,State Board of Equalization 1,State Board of Equalization,2004-02-17
38573.0,21031.0,10361.0,837.0,164.0,148.0,30.0,115.0,227.0,5660.0,Contra Costa,Antioch,City,2004-02-17
14993.0,6148.0,6039.0,312.0,55.0,56.0,4.0,20.0,92.0,2267.0,Contra Costa,Brentwood,City,2004-02-17
6938.0,2575.0,3169.0,112.0,27.0,23.0,6.0,12.0,54.0,960.0,Contra Costa,Clayton,City,2004-02-17
51720.0,24819.0,16336.0,1026.0,467.0,336.0,83.0,172.0,438.0,8043.0,Contra Costa,Concord,City,2004-02-17
25116.0,7914.0,12613.0,330.0,102.0,96.0,25.0,25.0,168.0,3843.0,Contra Costa,Danville,City,2004-02-17
12947.0,8011.0,1920.0,90.0,406.0,70.0,10.0,48.0,96.0,2296.0,Contra Costa,El Cerrito,City,2004-02-17
8779.0,5112.0,1622.0,127.0,65.0,25.0,22.0,25.0,72.0,1709.0,Contra Costa,Hercules,City,2004-02-17
15327.0,6161.0,6202.0,230.0,208.0,80.0,16.0,21.0,165.0,2244.0,Contra Costa,Lafayette,City,2004-02-17
19917.0,9759.0,5849.0,382.0,263.0,139.0,23.0,46.0,213.0,3243.0,Contra Costa,Martinez,City,2004-02-17
9716.0,3610.0,4295.0,113.0,81.0,42.0,6.0,7.0,88.0,1474.0,Contra Costa,Moraga,City,2004-02-17
10661.0,5266.0,3320.0,257.0,43.0,50.0,6.0,31.0,66.0,1622.0,Contra Costa,Oakley,City,2004-02-17
12091.0,4863.0,4986.0,155.0,140.0,56.0,14.0,14.0,117.0,1746.0,Contra Costa,Orinda,City,2004-02-17
8776.0,5072.0,1987.0,156.0,100.0,31.0,15.0,21.0,61.0,1333.0,Contra Costa,Pinole,City,2004-02-17
20054.0,12620.0,3599.0,389.0,74.0,90.0,24.0,106.0,116.0,3036.0,Contra Costa,Pittsburg,City,2004-02-17
17740.0,8193.0,5741.0,314.0,225.0,100.0,30.0,54.0,157.0,2926.0,Contra Costa,Pleasant Hill,City,2004-02-17
34800.0,24587.0,3488.0,440.0,670.0,100.0,140.0,172.0,191.0,5012.0,Contra Costa,Richmond,City,2004-02-17
6418.0,4318.0,730.0,113.0,70.0,23.0,22.0,48.0,45.0,1049.0,Contra Costa,San Pablo,City,2004-02-17
24658.0,8628.0,10534.0,445.0,140.0,114.0,21.0,26.0,176.0,4574.0,Contra Costa,San Ramon,City,2004-02-17
39759.0,16644.0,15962.0,572.0,354.0,176.0,50.0,50.0,395.0,5556.0,Contra Costa,Walnut Creek,City,2004-02-17
74053.0,34174.0,25582.0,1240.0,829.0,386.0,101.0,174.0,603.0,10964.0,Contra Costa,Unincorporated Area,City,2004-02-17
1822.0,734.0,652.0,54.0,22.0,14.0,3.0,5.0,26.0,312.0,Del Norte,County Supervisorial 1,County Supervisorial,2004-02-17
2143.0,814.0,787.0,69.0,21.0,17.0,1.0,11.0,19.0,404.0,Del Norte,County Supervisorial 2,County Supervisorial,2004-02-17
2793.0,1049.0,1143.0,74.0,21.0,23.0,1.0,6.0,22.0,454.0,Del Norte,County Supervisorial 3,County Supervisorial,2004-02-17
2781.0,940.0,1221.0,90.0,21.0,15.0,1.0,11.0,14.0,468.0,Del Norte,County Supervisorial 4,County Supervisorial,2004-02-17
2864.0,1119.0,1053.0,93.0,56.0,22.0,3.0,10.0,20.0,488.0,Del Norte,County Supervisorial 5,County Supervisorial,2004-02-17
12403.0,4656.0,4856.0,380.0,141.0,91.0,9.0,43.0,101.0,2126.0,Del Norte,US Congressional 1,US Congressional,2004-02-17
12403.0,4656.0,4856.0,380.0,141.0,91.0,9.0,43.0,101.0,2126.0,Del Norte,State Senate 4,State Senate,2004-02-17
12403.0,4656.0,4856.0,380.0,141.0,91.0,9.0,43.0,101.0,2126.0,Del Norte,State Assembly 1,State Assembly,2004-02-17
12403.0,4656.0,4856.0,380.0,141.0,91.0,9.0,43.0,101.0,2126.0,Del Norte,State Board of Equalization 1,State Board of Equalization,2004-02-17
1607.0,631.0,557.0,55.0,20.0,9.0,4.0,8.0,17.0,306.0,Del Norte,Crescent City,City,2004-02-17
10796.0,4025.0,4299.0,325.0,121.0,82.0,5.0,35.0,84.0,1820.0,Del Norte,Unincorporated Area,City,2004-02-17
19509.0,5289.0,10884.0,349.0,92.0,102.0,10.0,26.0,114.0,2643.0,El Dorado,County Supervisorial 1,County Supervisorial,2004-02-17
21905.0,6744.0,10813.0,547.0,209.0,188.0,11.0,63.0,157.0,3173.0,El Dorado,County Supervisorial 2,County Supervisorial,2004-02-17
18399.0,6390.0,8255.0,529.0,206.0,120.0,18.0,86.0,147.0,2648.0,El Dorado,County Supervisorial 3,County Supervisorial,2004-02-17
21276.0,6383.0,10788.0,493.0,227.0,142.0,10.0,39.0,157.0,3037.0,El Dorado,County Supervisorial 4,County Supervisorial,2004-02-17
13544.0,5212.0,4271.0,430.0,309.0,122.0,27.0,73.0,128.0,2972.0,El Dorado,County Supervisorial 5,County Supervisorial,2004-02-17
94633.0,30018.0,45011.0,2348.0,1043.0,674.0,76.0,287.0,703.0,14473.0,El Dorado,US Congressional 4,US Congressional,2004-02-17
94633.0,30018.0,45011.0,2348.0,1043.0,674.0,76.0,287.0,703.0,14473.0,El Dorado,State Senate 1,State Senate,2004-02-17
76681.0,25302.0,34763.0,2066.0,968.0,578.0,71.0,275.0,621.0,12037.0,El Dorado,State Assembly 4,State Assembly,2004-02-17
17952.0,4716.0,10248.0,282.0,75.0,96.0,5.0,12.0,82.0,2436.0,El Dorado,State Assembly 10,State Assembly,2004-02-17
94633.0,30018.0,45011.0,2348.0,1043.0,674.0,76.0,287.0,703.0,14473.0,El Dorado,State Board of Equalization 2,State Board of Equalization,2004-02-17
5078.0,1863.0,2072.0,153.0,79.0,34.0,4.0,29.0,38.0,806.0,El Dorado,Placerville,City,2004-02-17
8063.0,3143.0,2468.0,273.0,187.0,78.0,21.0,51.0,79.0,1763.0,El Dorado,South Lake Tahoe,City,2004-02-17
81492.0,25012.0,40471.0,1922.0,777.0,562.0,51.0,207.0,586.0,11904.0,El Dorado,Unincorporated Area,City,2004-02-17
58911.0,27515.0,23813.0,1010.0,224.0,205.0,50.0,126.0,123.0,5845.0,Fresno,County Supervisorial 1,County Supervisorial,2004-02-17
92052.0,30814.0,48962.0,1418.0,579.0,336.0,65.0,100.0,173.0,9605.0,Fresno,County Supervisorial 2,County Supervisorial,2004-02-17
51427.0,25324.0,19125.0,826.0,489.0,207.0,58.0,119.0,100.0,5179.0,Fresno,County Supervisorial 3,County Supervisorial,2004-02-17
50430.0,21690.0,22530.0,818.0,140.0,131.0,47.0,92.0,85.0,4897.0,Fresno,County Supervisorial 4,County Supervisorial,2004-02-17
83089.0,28021.0,43286.0,1524.0,412.0,350.0,42.0,112.0,156.0,9186.0,Fresno,County Supervisorial 5,County Supervisorial,2004-02-17
1370.0,479.0,754.0,18.0,3.0,5.0,0.0,1.0,3.0,107.0,Fresno,US Congressional 18,US Congressional,2004-02-17
119240.0,43805.0,59199.0,1977.0,794.0,459.0,100.0,149.0,257.0,12500.0,Fresno,US Congressional 19,US Congressional,2004-02-17
85846.0,44170.0,30989.0,1334.0,454.0,278.0,87.0,224.0,145.0,8165.0,Fresno,US Congressional 20,US Congressional,2004-02-17
129453.0,44910.0,66774.0,2267.0,593.0,487.0,75.0,175.0,232.0,13940.0,Fresno,US Congressional 21,US Congressional,2004-02-17
221795.0,76013.0,115344.0,3785.0,1278.0,866.0,151.0,273.0,431.0,23654.0,Fresno,State Senate 14,State Senate,2004-02-17
114114.0,57351.0,42372.0,1811.0,566.0,363.0,111.0,276.0,206.0,11058.0,Fresno,State Senate 16,State Senate,2004-02-17
190508.0,65106.0,99216.0,3198.0,1054.0,732.0,128.0,232.0,358.0,20484.0,Fresno,State Assembly 29,State Assembly,2004-02-17
14251.0,4992.0,7310.0,292.0,33.0,48.0,14.0,29.0,21.0,1512.0,Fresno,State Assembly 30,State Assembly,2004-02-17
131150.0,63266.0,51190.0,2106.0,757.0,449.0,120.0,288.0,258.0,12716.0,Fresno,State Assembly 31,State Assembly,2004-02-17
335909.0,133364.0,157716.0,5596.0,1844.0,1229.0,262.0,549.0,637.0,34712.0,Fresno,State Board of Equalization 2,State Board of Equalization,2004-02-17
37230.0,11461.0,20416.0,675.0,164.0,131.0,18.0,41.0,53.0,4271.0,Fresno,Clovis,City,2004-02-17
3419.0,1330.0,1496.0,99.0,6.0,16.0,4.0,7.0,6.0,455.0,Fresno,Coalinga,City,2004-02-17
1411.0,796.0,409.0,21.0,2.0,6.0,2.0,9.0,0.0,166.0,Fresno,Firebaugh,City,2004-02-17
1569.0,764.0,630.0,19.0,2.0,1.0,1.0,1.0,2.0,149.0,Fresno,Fowler,City,2004-02-17
182975.0,76082.0,81797.0,2989.0,1207.0,675.0,169.0,312.0,373.0,19371.0,Fresno,Fresno,City,2004-02-17
829.0,585.0,120.0,12.0,2.0,3.0,2.0,7.0,0.0,98.0,Fresno,Huron,City,2004-02-17
2876.0,1314.0,1159.0,60.0,5.0,10.0,1.0,6.0,6.0,315.0,Fresno,Kerman,City,2004-02-17
4954.0,1371.0,2951.0,91.0,11.0,12.0,3.0,6.0,10.0,499.0,Fresno,Kingsburg,City,2004-02-17
1616.0,1101.0,309.0,20.0,3.0,13.0,2.0,6.0,0.0,162.0,Fresno,Mendota,City,2004-02-17
1416.0,848.0,399.0,16.0,4.0,2.0,7.0,4.0,4.0,132.0,Fresno,Orange Cove,City,2004-02-17
2646.0,1619.0,685.0,28.0,9.0,7.0,2.0,12.0,4.0,280.0,Fresno,Parlier,City,2004-02-17
7024.0,2777.0,3353.0,99.0,27.0,21.0,4.0,6.0,13.0,724.0,Fresno,Reedley,City,2004-02-17
453.0,289.0,105.0,3.0,1.0,0.0,0.0,5.0,0.0,50.0,Fresno,San Joaquin,City,2004-02-17
6340.0,3534.0,2051.0,84.0,24.0,16.0,9.0,15.0,15.0,592.0,Fresno,Sanger,City,2004-02-17
6802.0,3110.0,2955.0,116.0,15.0,11.0,3.0,9.0,7.0,576.0,Fresno,Selma,City,2004-02-17
74349.0,26383.0,38881.0,1264.0,362.0,305.0,35.0,103.0,144.0,6872.0,Fresno,Unincorporated Area,City,2004-02-17
2349.0,770.0,1140.0,72.0,8.0,13.0,2.0,7.0,7.0,330.0,Glenn,County Supervisorial 1,County Supervisorial,2004-02-17
2176.0,729.0,1042.0,54.0,9.0,4.0,3.0,10.0,6.0,319.0,Glenn,County Supervisorial 2,County Supervisorial,2004-02-17
2728.0,849.0,1437.0,72.0,5.0,8.0,2.0,9.0,3.0,343.0,Glenn,County Supervisorial 3,County Supervisorial,2004-02-17
2214.0,802.0,973.0,57.0,8.0,12.0,2.0,7.0,14.0,339.0,Glenn,County Supervisorial 4,County Supervisorial,2004-02-17
2025.0,764.0,938.0,42.0,9.0,5.0,0.0,11.0,2.0,254.0,Glenn,County Supervisorial 5,County Supervisorial,2004-02-17
11492.0,3914.0,5530.0,297.0,39.0,42.0,9.0,44.0,32.0,1585.0,Glenn,US Congressional 2,US Congressional,2004-02-17
11492.0,3914.0,5530.0,297.0,39.0,42.0,9.0,44.0,32.0,1585.0,Glenn,State Senate 4,State Senate,2004-02-17
11492.0,3914.0,5530.0,297.0,39.0,42.0,9.0,44.0,32.0,1585.0,Glenn,State Assembly 2,State Assembly,2004-02-17
11492.0,3914.0,5530.0,297.0,39.0,42.0,9.0,44.0,32.0,1585.0,Glenn,State Board of Equalization 2,State Board of Equalization,2004-02-17
2384.0,815.0,1117.0,56.0,10.0,4.0,3.0,11.0,6.0,362.0,Glenn,Orland,City,2004-02-17
2518.0,913.0,1101.0,67.0,9.0,12.0,2.0,8.0,14.0,392.0,Glenn,Willows,City,2004-02-17
6590.0,2186.0,3312.0,174.0,20.0,26.0,4.0,25.0,12.0,831.0,Glenn,Unincorporated Area,City,2004-02-17
15362.0,6035.0,6055.0,333.0,445.0,130.0,14.0,40.0,71.0,2239.0,Humboldt,County Supervisorial 1,County Supervisorial,2004-02-17
16146.0,6464.0,5691.0,421.0,677.0,150.0,18.0,62.0,44.0,2619.0,Humboldt,County Supervisorial 2,County Supervisorial,2004-02-17
