Total_Registered,Democratic,Republican,American_Independent,Americans_Elect,Green,Libertarian,Peace_and_Freedom,Other,No_Party_Preference,county,district,district_type,date
47881.0,14052.0,19789.0,1804.0,3.0,482.0,457.0,197.0,688.0,10409.0,Butte,Unincorporated Area,City,2014-05-19
5216.0,1474.0,2395.0,238.0,2.0,20.0,53.0,11.0,40.0,983.0,Calaveras,County Supervisorial  1,County Supervisorial,2014-05-19
5210.0,1788.0,1873.0,275.0,0.0,86.0,73.0,27.0,41.0,1047.0,Calaveras,County Supervisorial  2,County Supervisorial,2014-05-19
5877.0,1999.0,2322.0,247.0,0.0,80.0,74.0,19.0,49.0,1087.0,Calaveras,County Supervisorial  3,County Supervisorial,2014-05-19
5883.0,1685.0,2548.0,278.0,2.0,39.0,103.0,24.0,52.0,1152.0,Calaveras,County Supervisorial  4,County Supervisorial,2014-05-19
5077.0,1378.0,2318.0,246.0,0.0,21.0,56.0,16.0,44.0,998.0,Calaveras,County Supervisorial  5,County Supervisorial,2014-05-19
27263.0,8324.0,11456.0,1284.0,4.0,246.0,359.0,97.0,226.0,5267.0,Calaveras,US Congressional  4,US Congressional,2014-05-19
27263.0,8324.0,11456.0,1284.0,4.0,246.0,359.0,97.0,226.0,5267.0,Calaveras,State Senate  8,State Senate,2014-05-19
27263.0,8324.0,11456.0,1284.0,4.0,246.0,359.0,97.0,226.0,5267.0,Calaveras,State Assembly  5,State Assembly,2014-05-19
27263.0,8324.0,11456.0,1284.0,4.0,246.0,359.0,97.0,226.0,5267.0,Calaveras,State Board of Equalization 1,State Board of Equalization,2014-05-19
2211.0,681.0,939.0,88.0,0.0,15.0,51.0,8.0,16.0,413.0,Calaveras,Angels,City,2014-05-19
25052.0,7643.0,10517.0,1196.0,4.0,231.0,308.0,89.0,210.0,4854.0,Calaveras,Unincorporated Area,City,2014-05-19
1617.0,565.0,688.0,43.0,0.0,4.0,6.0,2.0,0.0,309.0,Colusa,County Supervisorial  1,County Supervisorial,2014-05-19
1693.0,582.0,741.0,48.0,0.0,2.0,5.0,3.0,0.0,312.0,Colusa,County Supervisorial  2,County Supervisorial,2014-05-19
1207.0,440.0,481.0,17.0,0.0,5.0,8.0,3.0,1.0,252.0,Colusa,County Supervisorial  3,County Supervisorial,2014-05-19
1319.0,450.0,575.0,34.0,0.0,3.0,5.0,0.0,1.0,251.0,Colusa,County Supervisorial  4,County Supervisorial,2014-05-19
1817.0,555.0,886.0,56.0,0.0,6.0,10.0,6.0,0.0,298.0,Colusa,County Supervisorial  5,County Supervisorial,2014-05-19
7653.0,2592.0,3371.0,198.0,0.0,20.0,34.0,14.0,2.0,1422.0,Colusa,US Congressional  3,US Congressional,2014-05-19
7653.0,2592.0,3371.0,198.0,0.0,20.0,34.0,14.0,2.0,1422.0,Colusa,State Senate  4,State Senate,2014-05-19
4287.0,1361.0,2025.0,129.0,0.0,10.0,18.0,9.0,1.0,734.0,Colusa,State Assembly  3,State Assembly,2014-05-19
3366.0,1231.0,1346.0,69.0,0.0,10.0,16.0,5.0,1.0,688.0,Colusa,State Assembly  4,State Assembly,2014-05-19
7653.0,2592.0,3371.0,198.0,0.0,20.0,34.0,14.0,2.0,1422.0,Colusa,State Board of Equalization 2,State Board of Equalization,2014-05-19
2279.0,789.0,979.0,68.0,0.0,5.0,9.0,7.0,0.0,422.0,Colusa,Colusa,City,2014-05-19
1143.0,499.0,333.0,14.0,0.0,3.0,6.0,3.0,1.0,284.0,Colusa,Williams,City,2014-05-19
4231.0,1304.0,2059.0,116.0,0.0,12.0,19.0,4.0,1.0,716.0,Colusa,Unincorporated Area,City,2014-05-19
87423.0,57056.0,8032.0,1533.0,11.0,1092.0,358.0,347.0,264.0,18730.0,Contra Costa,County Supervisorial  1,County Supervisorial,2014-05-19
132990.0,52897.0,44368.0,3294.0,2.0,545.0,792.0,112.0,372.0,30608.0,Contra Costa,County Supervisorial  2,County Supervisorial,2014-05-19
99731.0,46819.0,27930.0,3116.0,6.0,281.0,564.0,183.0,244.0,20588.0,Contra Costa,County Supervisorial  3,County Supervisorial,2014-05-19
115083.0,52544.0,30713.0,3330.0,5.0,766.0,767.0,240.0,375.0,26343.0,Contra Costa,County Supervisorial  4,County Supervisorial,2014-05-19
92935.0,51151.0,16533.0,2507.0,7.0,598.0,571.0,289.0,302.0,20977.0,Contra Costa,County Supervisorial  5,County Supervisorial,2014-05-19
46721.0,26016.0,7833.0,1221.0,6.0,371.0,277.0,138.0,154.0,10705.0,Contra Costa,US Congressional  5,US Congressional,2014-05-19
86365.0,41880.0,22976.0,2753.0,7.0,254.0,483.0,162.0,222.0,17628.0,Contra Costa,US Congressional  9,US Congressional,2014-05-19
359298.0,178808.0,86139.0,8849.0,17.0,2560.0,2099.0,842.0,1087.0,78897.0,Contra Costa,US Congressional 11,US Congressional,2014-05-19
35778.0,13763.0,10628.0,957.0,1.0,97.0,193.0,29.0,94.0,10016.0,Contra Costa,US Congressional 15,US Congressional,2014-05-19
46298.0,22140.0,11135.0,1400.0,3.0,478.0,389.0,113.0,182.0,10458.0,Contra Costa,State Senate  3,State Senate,2014-05-19
372865.0,168545.0,105432.0,10390.0,16.0,1589.0,2225.0,654.0,1051.0,82963.0,Contra Costa,State Senate  7,State Senate,2014-05-19
108999.0,69782.0,11009.0,1990.0,12.0,1215.0,438.0,404.0,324.0,23825.0,Contra Costa,State Senate  9,State Senate,2014-05-19
103362.0,51803.0,25777.0,3267.0,8.0,322.0,566.0,224.0,274.0,21121.0,Contra Costa,State Assembly 11,State Assembly,2014-05-19
158400.0,77181.0,37591.0,4623.0,7.0,1067.0,1112.0,417.0,533.0,35869.0,Contra Costa,State Assembly 14,State Assembly,2014-05-19
104495.0,67057.0,10341.0,1887.0,12.0,1186.0,417.0,389.0,309.0,22897.0,Contra Costa,State Assembly 15,State Assembly,2014-05-19
161905.0,64426.0,53867.0,4003.0,4.0,707.0,957.0,141.0,441.0,37359.0,Contra Costa,State Assembly 16,State Assembly,2014-05-19
528162.0,260467.0,127576.0,13780.0,31.0,3282.0,3052.0,1171.0,1557.0,117246.0,Contra Costa,State Board of Equalization 2,State Board of Equalization,2014-05-19
44149.0,24466.0,8438.0,1336.0,3.0,157.0,219.0,115.0,125.0,9290.0,Contra Costa,Antioch,City,2014-05-19
26259.0,11178.0,8505.0,850.0,2.0,71.0,147.0,45.0,71.0,5390.0,Contra Costa,Brentwood,City,2014-05-19
7231.0,2756.0,2757.0,247.0,0.0,18.0,44.0,9.0,18.0,1382.0,Contra Costa,Clayton,City,2014-05-19
56538.0,26918.0,13819.0,1732.0,2.0,348.0,393.0,156.0,196.0,12974.0,Contra Costa,Concord,City,2014-05-19
27329.0,9169.0,11326.0,710.0,0.0,77.0,158.0,17.0,61.0,5811.0,Contra Costa,Danville,City,2014-05-19
13712.0,8765.0,1206.0,165.0,0.0,286.0,72.0,38.0,28.0,3152.0,Contra Costa,El Cerrito,City,2014-05-19
12317.0,7210.0,1656.0,244.0,0.0,52.0,37.0,23.0,31.0,3064.0,Contra Costa,Hercules,City,2014-05-19
16295.0,7201.0,4906.0,374.0,0.0,109.0,101.0,21.0,60.0,3523.0,Contra Costa,Lafayette,City,2014-05-19
21471.0,10378.0,5230.0,668.0,1.0,200.0,199.0,57.0,94.0,4644.0,Contra Costa,Martinez,City,2014-05-19
10111.0,4098.0,3272.0,205.0,1.0,41.0,72.0,7.0,32.0,2383.0,Contra Costa,Moraga,City,2014-05-19
16501.0,8719.0,3868.0,521.0,2.0,54.0,98.0,22.0,38.0,3179.0,Contra Costa,Oakley,City,2014-05-19
12684.0,5736.0,3760.0,257.0,0.0,71.0,79.0,10.0,36.0,2735.0,Contra Costa,Orinda,City,2014-05-19
9749.0,5594.0,1639.0,228.0,2.0,74.0,45.0,29.0,22.0,2116.0,Contra Costa,Pinole,City,2014-05-19
26010.0,15583.0,3616.0,633.0,1.0,84.0,124.0,82.0,65.0,5822.0,Contra Costa,Pittsburg,City,2014-05-19
19019.0,8856.0,4664.0,538.0,1.0,195.0,142.0,38.0,63.0,4522.0,Contra Costa,Pleasant Hill,City,2014-05-19
41929.0,28307.0,3154.0,756.0,4.0,477.0,147.0,195.0,148.0,8741.0,Contra Costa,Richmond,City,2014-05-19
8368.0,5460.0,637.0,142.0,1.0,56.0,35.0,40.0,26.0,1971.0,Contra Costa,San Pablo,City,2014-05-19
33818.0,13079.0,9797.0,898.0,1.0,93.0,183.0,26.0,91.0,9650.0,Contra Costa,San Ramon,City,2014-05-19
41183.0,18495.0,12119.0,1008.0,2.0,221.0,222.0,48.0,113.0,8955.0,Contra Costa,Walnut Creek,City,2014-05-19
83489.0,38499.0,23207.0,2268.0,8.0,598.0,535.0,193.0,239.0,17942.0,Contra Costa,Unincorporated Area,City,2014-05-19
1960.0,670.0,604.0,104.0,0.0,23.0,18.0,8.0,35.0,498.0,Del Norte,County Supervisorial  1,County Supervisorial,2014-05-19
2120.0,737.0,694.0,95.0,1.0,20.0,22.0,14.0,37.0,500.0,Del Norte,County Supervisorial  2,County Supervisorial,2014-05-19
2858.0,973.0,1112.0,123.0,0.0,23.0,33.0,8.0,27.0,559.0,Del Norte,County Supervisorial  3,County Supervisorial,2014-05-19
2807.0,861.0,1194.0,126.0,0.0,12.0,22.0,14.0,37.0,541.0,Del Norte,County Supervisorial  4,County Supervisorial,2014-05-19
2653.0,963.0,926.0,127.0,0.0,28.0,20.0,6.0,36.0,547.0,Del Norte,County Supervisorial  5,County Supervisorial,2014-05-19
12398.0,4204.0,4530.0,575.0,1.0,106.0,115.0,50.0,172.0,2645.0,Del Norte,US Congressional  2,US Congressional,2014-05-19
12398.0,4204.0,4530.0,575.0,1.0,106.0,115.0,50.0,172.0,2645.0,Del Norte,State Senate  2,State Senate,2014-05-19
12398.0,4204.0,4530.0,575.0,1.0,106.0,115.0,50.0,172.0,2645.0,Del Norte,State Assembly  2,State Assembly,2014-05-19
12398.0,4204.0,4530.0,575.0,1.0,106.0,115.0,50.0,172.0,2645.0,Del Norte,State Board of Equalization 2,State Board of Equalization,2014-05-19
1725.0,595.0,508.0,99.0,1.0,21.0,16.0,9.0,26.0,450.0,Del Norte,Crescent City,City,2014-05-19
10673.0,3609.0,4022.0,476.0,0.0,85.0,99.0,41.0,146.0,2195.0,Del Norte,Unincorporated Area,City,2014-05-19
21987.0,5631.0,10858.0,718.0,0.0,67.0,205.0,11.0,184.0,4313.0,El Dorado,County Supervisorial  1,County Supervisorial,2014-05-19
22487.0,6018.0,10519.0,966.0,3.0,124.0,252.0,52.0,185.0,4368.0,El Dorado,County Supervisorial  2,County Supervisorial,2014-05-19
21465.0,6549.0,9063.0,913.0,0.0,192.0,231.0,80.0,178.0,4259.0,El Dorado,County Supervisorial  3,County Supervisorial,2014-05-19
23303.0,6212.0,11011.0,941.0,1.0,167.0,252.0,51.0,186.0,4482.0,El Dorado,County Supervisorial  4,County Supervisorial,2014-05-19
17702.0,6322.0,4753.0,778.0,1.0,312.0,226.0,101.0,199.0,5010.0,El Dorado,County Supervisorial  5,County Supervisorial,2014-05-19
106944.0,30732.0,46204.0,4316.0,5.0,862.0,1166.0,295.0,932.0,22432.0,El Dorado,US Congressional  4,US Congressional,2014-05-19
106944.0,30732.0,46204.0,4316.0,5.0,862.0,1166.0,295.0,932.0,22432.0,El Dorado,State Senate  1,State Senate,2014-05-19
69704.0,21104.0,27986.0,2989.0,2.0,723.0,798.0,251.0,631.0,15220.0,El Dorado,State Assembly  5,State Assembly,2014-05-19
37240.0,9628.0,18218.0,1327.0,3.0,139.0,368.0,44.0,301.0,7212.0,El Dorado,State Assembly  6,State Assembly,2014-05-19
106944.0,30732.0,46204.0,4316.0,5.0,862.0,1166.0,295.0,932.0,22432.0,El Dorado,State Board of Equalization 1,State Board of Equalization,2014-05-19
5350.0,1790.0,1949.0,239.0,0.0,69.0,61.0,25.0,47.0,1170.0,El Dorado,Placerville,City,2014-05-19
8732.0,3236.0,1932.0,402.0,0.0,178.0,125.0,72.0,101.0,2686.0,El Dorado,South Lake Tahoe,City,2014-05-19
92862.0,25706.0,42323.0,3675.0,5.0,615.0,980.0,198.0,784.0,18576.0,El Dorado,Unincorporated Area,City,2014-05-19
71966.0,34124.0,20133.0,1921.0,7.0,209.0,292.0,219.0,817.0,14244.0,Fresno,County Supervisorial  1,County Supervisorial,2014-05-19
105506.0,35227.0,47312.0,2928.0,3.0,510.0,603.0,211.0,1346.0,17366.0,Fresno,County Supervisorial  2,County Supervisorial,2014-05-19
67923.0,34795.0,15335.0,1452.0,7.0,348.0,339.0,312.0,865.0,14470.0,Fresno,County Supervisorial  3,County Supervisorial,2014-05-19
64749.0,27007.0,23147.0,1555.0,4.0,147.0,240.0,171.0,687.0,11791.0,Fresno,County Supervisorial  4,County Supervisorial,2014-05-19
102037.0,32068.0,46056.0,3147.0,5.0,343.0,630.0,205.0,1276.0,18307.0,Fresno,County Supervisorial  5,County Supervisorial,2014-05-19
9150.0,2006.0,5126.0,340.0,0.0,42.0,73.0,16.0,116.0,1431.0,Fresno,US Congressional  4,US Congressional,2014-05-19
126724.0,63455.0,30882.0,2832.0,12.0,568.0,597.0,518.0,1575.0,26285.0,Fresno,US Congressional 16,US Congressional,2014-05-19
67599.0,29081.0,23165.0,1776.0,3.0,145.0,259.0,176.0,697.0,12297.0,Fresno,US Congressional 21,US Congressional,2014-05-19
208708.0,68679.0,92810.0,6055.0,11.0,802.0,1175.0,408.0,2603.0,36165.0,Fresno,US Congressional 22,US Congressional,2014-05-19
271271.0,96127.0,111455.0,7754.0,16.0,1129.0,1538.0,649.0,3430.0,49173.0,Fresno,State Senate  8,State Senate,2014-05-19
42933.0,16745.0,16350.0,1264.0,4.0,87.0,181.0,108.0,474.0,7720.0,Fresno,State Senate 12,State Senate,2014-05-19
97977.0,50349.0,24178.0,1985.0,6.0,341.0,385.0,361.0,1087.0,19285.0,Fresno,State Senate 14,State Senate,2014-05-19
246276.0,84134.0,105246.0,7146.0,14.0,1007.0,1405.0,550.0,3094.0,43680.0,Fresno,State Assembly 23,State Assembly,2014-05-19
165905.0,79087.0,46737.0,3857.0,12.0,550.0,699.0,568.0,1897.0,32498.0,Fresno,State Assembly 31,State Assembly,2014-05-19
412181.0,163221.0,151983.0,11003.0,26.0,1557.0,2104.0,1118.0,4991.0,76178.0,Fresno,State Board of Equalization 1,State Board of Equalization,2014-05-19
54428.0,15666.0,26354.0,1730.0,4.0,143.0,310.0,105.0,651.0,9465.0,Fresno,Clovis,City,2014-05-19
4668.0,1802.0,1547.0,177.0,2.0,16.0,34.0,15.0,55.0,1020.0,Fresno,Coalinga,City,2014-05-19
2106.0,1179.0,455.0,50.0,0.0,4.0,5.0,11.0,18.0,384.0,Fresno,Firebaugh,City,2014-05-19
2595.0,1121.0,855.0,44.0,0.0,2.0,7.0,9.0,25.0,532.0,Fresno,Fowler,City,2014-05-19
220334.0,95124.0,70808.0,5591.0,17.0,973.0,1135.0,673.0,2793.0,43220.0,Fresno,Fresno,City,2014-05-19
962.0,608.0,137.0,24.0,1.0,3.0,4.0,5.0,13.0,167.0,Fresno,Huron,City,2014-05-19
5138.0,2391.0,1404.0,225.0,0.0,6.0,14.0,12.0,63.0,1023.0,Fresno,Kerman,City,2014-05-19
6128.0,1492.0,3373.0,187.0,0.0,17.0,24.0,7.0,80.0,948.0,Fresno,Kingsburg,City,2014-05-19
2126.0,1403.0,313.0,27.0,0.0,6.0,10.0,3.0,13.0,351.0,Fresno,Mendota,City,2014-05-19
2491.0,1578.0,368.0,35.0,0.0,6.0,3.0,8.0,24.0,469.0,Fresno,Orange Cove,City,2014-05-19
3759.0,2292.0,603.0,49.0,0.0,10.0,7.0,16.0,36.0,746.0,Fresno,Parlier,City,2014-05-19
8666.0,3311.0,3370.0,204.0,1.0,23.0,38.0,25.0,105.0,1589.0,Fresno,Reedley,City,2014-05-19
648.0,389.0,107.0,17.0,0.0,0.0,3.0,3.0,6.0,123.0,Fresno,San Joaquin,City,2014-05-19
10052.0,4990.0,2817.0,194.0,0.0,28.0,38.0,30.0,85.0,1870.0,Fresno,Sanger,City,2014-05-19
8484.0,3921.0,2629.0,219.0,0.0,12.0,28.0,21.0,76.0,1578.0,Fresno,Selma,City,2014-05-19
79596.0,25954.0,36843.0,2230.0,1.0,308.0,444.0,175.0,948.0,12693.0,Fresno,Unincorporated Area,City,2014-05-19
2450.0,689.0,1050.0,101.0,0.0,9.0,25.0,11.0,6.0,559.0,Glenn,County Supervisorial  1,County Supervisorial,2014-05-19
2408.0,771.0,990.0,84.0,0.0,13.0,19.0,5.0,5.0,521.0,Glenn,County Supervisorial  2,County Supervisorial,2014-05-19
2592.0,629.0,1357.0,97.0,0.0,6.0,13.0,8.0,5.0,477.0,Glenn,County Supervisorial  3,County Supervisorial,2014-05-19
2299.0,716.0,930.0,100.0,0.0,3.0,16.0,10.0,6.0,518.0,Glenn,County Supervisorial  4,County Supervisorial,2014-05-19
2229.0,776.0,951.0,72.0,0.0,7.0,13.0,5.0,4.0,401.0,Glenn,County Supervisorial  5,County Supervisorial,2014-05-19
1105.0,248.0,641.0,35.0,0.0,4.0,7.0,0.0,2.0,168.0,Glenn,US Congressional  1,US Congressional,2014-05-19
10873.0,3333.0,4637.0,419.0,0.0,34.0,79.0,39.0,24.0,2308.0,Glenn,US Congressional  3,US Congressional,2014-05-19
11978.0,3581.0,5278.0,454.0,0.0,38.0,86.0,39.0,26.0,2476.0,Glenn,State Senate  4,State Senate,2014-05-19
11978.0,3581.0,5278.0,454.0,0.0,38.0,86.0,39.0,26.0,2476.0,Glenn,State Assembly  3,State Assembly,2014-05-19
11978.0,3581.0,5278.0,454.0,0.0,38.0,86.0,39.0,26.0,2476.0,Glenn,State Board of Equalization 2,State Board of Equalization,2014-05-19
