Total_Registered,Democratic,Republican,American_Independent,Green,Libertarian,Natural_Law,Peace_and_Freedom,Other,Decline_to_State,county,district,district_type,date
153585.0,74059.0,35678.0,2641.0,992.0,672.0,155.0,379.0,1258.0,37751.0,Alameda,State Assembly 20,State Assembly,2006-04-07
690778.0,382173.0,121407.0,11238.0,13621.0,3025.0,1265.0,3147.0,4971.0,149931.0,Alameda,State Board of Equalization 1,State Board of Equalization,2006-04-07
38122.0,20181.0,7333.0,659.0,686.0,209.0,41.0,146.0,294.0,8573.0,Alameda,Alameda,City,2006-04-07
9299.0,5886.0,800.0,96.0,426.0,42.0,14.0,42.0,69.0,1924.0,Alameda,Albany,City,2006-04-07
70840.0,44308.0,3790.0,605.0,3993.0,351.0,134.0,472.0,459.0,16728.0,Alameda,Berkeley,City,2006-04-07
16269.0,6645.0,5261.0,336.0,87.0,78.0,11.0,29.0,116.0,3706.0,Alameda,Dublin,City,2006-04-07
4280.0,2510.0,365.0,56.0,165.0,25.0,3.0,25.0,34.0,1097.0,Alameda,Emeryville,City,2006-04-07
85206.0,39167.0,19813.0,1462.0,585.0,398.0,84.0,182.0,764.0,22751.0,Alameda,Fremont,City,2006-04-07
48253.0,28369.0,7936.0,964.0,376.0,199.0,70.0,226.0,317.0,9796.0,Alameda,Hayward,City,2006-04-07
42430.0,15839.0,16393.0,1004.0,261.0,212.0,23.0,64.0,303.0,8331.0,Alameda,Livermore,City,2006-04-07
16931.0,9025.0,3562.0,319.0,90.0,73.0,21.0,55.0,119.0,3667.0,Alameda,Newark,City,2006-04-07
187669.0,122719.0,13554.0,2761.0,5643.0,701.0,693.0,1446.0,1302.0,38850.0,Alameda,Oakland,City,2006-04-07
7864.0,4066.0,2099.0,88.0,115.0,26.0,3.0,9.0,55.0,1403.0,Alameda,Piedmont,City,2006-04-07
36227.0,13546.0,14120.0,676.0,187.0,161.0,18.0,45.0,228.0,7246.0,Alameda,Pleasanton,City,2006-04-07
36968.0,21491.0,6575.0,621.0,300.0,131.0,48.0,115.0,243.0,7444.0,Alameda,San Leandro,City,2006-04-07
26254.0,14300.0,4513.0,402.0,137.0,69.0,31.0,88.0,197.0,6517.0,Alameda,Union City,City,2006-04-07
64166.0,34121.0,15293.0,1189.0,570.0,350.0,71.0,203.0,471.0,11898.0,Alameda,Unincorporated Area,City,2006-04-07
148.0,54.0,48.0,7.0,2.0,0.0,0.0,0.0,2.0,35.0,Alpine,County Supervisorial 1,County Supervisorial,2006-04-07
137.0,57.0,54.0,0.0,2.0,1.0,0.0,0.0,0.0,23.0,Alpine,County Supervisorial 2,County Supervisorial,2006-04-07
110.0,50.0,12.0,11.0,0.0,0.0,0.0,1.0,0.0,36.0,Alpine,County Supervisorial 3,County Supervisorial,2006-04-07
202.0,67.0,82.0,0.0,5.0,4.0,0.0,0.0,0.0,44.0,Alpine,County Supervisorial 4,County Supervisorial,2006-04-07
190.0,52.0,88.0,6.0,6.0,0.0,0.0,0.0,0.0,38.0,Alpine,County Supervisorial 5,County Supervisorial,2006-04-07
787.0,280.0,284.0,24.0,15.0,5.0,0.0,1.0,2.0,176.0,Alpine,US Congressional 3,US Congressional,2006-04-07
787.0,280.0,284.0,24.0,15.0,5.0,0.0,1.0,2.0,176.0,Alpine,State Senate 1,State Senate,2006-04-07
787.0,280.0,284.0,24.0,15.0,5.0,0.0,1.0,2.0,176.0,Alpine,State Assembly 4,State Assembly,2006-04-07
787.0,280.0,284.0,24.0,15.0,5.0,0.0,1.0,2.0,176.0,Alpine,State Board of Equalization 2,State Board of Equalization,2006-04-07
787.0,280.0,284.0,24.0,15.0,5.0,0.0,1.0,2.0,176.0,Alpine,Unincorporated Area,City,2006-04-07
3814.0,1361.0,1792.0,129.0,18.0,25.0,2.0,6.0,26.0,455.0,Amador,County Supervisorial 1,County Supervisorial,2006-04-07
4017.0,1282.0,1994.0,121.0,23.0,26.0,7.0,7.0,42.0,515.0,Amador,County Supervisorial 2,County Supervisorial,2006-04-07
3888.0,1361.0,1749.0,107.0,42.0,27.0,1.0,7.0,36.0,558.0,Amador,County Supervisorial 3,County Supervisorial,2006-04-07
3965.0,1445.0,1873.0,111.0,29.0,25.0,0.0,6.0,26.0,450.0,Amador,County Supervisorial 4,County Supervisorial,2006-04-07
4384.0,1540.0,2001.0,122.0,38.0,28.0,4.0,5.0,40.0,606.0,Amador,County Supervisorial 5,County Supervisorial,2006-04-07
20068.0,6989.0,9409.0,590.0,150.0,131.0,14.0,31.0,170.0,2584.0,Amador,US Congressional 3,US Congressional,2006-04-07
20068.0,6989.0,9409.0,590.0,150.0,131.0,14.0,31.0,170.0,2584.0,Amador,State Senate 1,State Senate,2006-04-07
20068.0,6989.0,9409.0,590.0,150.0,131.0,14.0,31.0,170.0,2584.0,Amador,State Assembly 10,State Assembly,2006-04-07
20068.0,6989.0,9409.0,590.0,150.0,131.0,14.0,31.0,170.0,2584.0,Amador,State Board of Equalization 2,State Board of Equalization,2006-04-07
129.0,43.0,51.0,3.0,7.0,1.0,1.0,0.0,1.0,22.0,Amador,Amador,City,2006-04-07
1842.0,590.0,921.0,53.0,9.0,11.0,3.0,3.0,25.0,227.0,Amador,Ione,City,2006-04-07
2308.0,848.0,1069.0,80.0,11.0,17.0,1.0,3.0,15.0,264.0,Amador,Jackson,City,2006-04-07
543.0,189.0,236.0,20.0,4.0,2.0,0.0,0.0,3.0,89.0,Amador,Plymouth,City,2006-04-07
1503.0,603.0,668.0,44.0,16.0,7.0,0.0,2.0,5.0,158.0,Amador,Sutter Creek,City,2006-04-07
13743.0,4716.0,6464.0,390.0,103.0,93.0,9.0,23.0,121.0,1824.0,Amador,Unincorporated Area,City,2006-04-07
21428.0,7288.0,9218.0,727.0,158.0,134.0,26.0,93.0,148.0,3636.0,Butte,County Supervisorial 1,County Supervisorial,2006-04-07
21250.0,8080.0,6793.0,526.0,776.0,208.0,15.0,115.0,141.0,4596.0,Butte,County Supervisorial 2,County Supervisorial,2006-04-07
26744.0,9464.0,10988.0,602.0,700.0,191.0,14.0,102.0,169.0,4514.0,Butte,County Supervisorial 3,County Supervisorial,2006-04-07
20150.0,6573.0,9276.0,544.0,221.0,131.0,21.0,64.0,106.0,3214.0,Butte,County Supervisorial 4,County Supervisorial,2006-04-07
25747.0,8422.0,11548.0,721.0,374.0,193.0,13.0,123.0,186.0,4167.0,Butte,County Supervisorial 5,County Supervisorial,2006-04-07
92892.0,32067.0,38269.0,2344.0,2096.0,717.0,60.0,397.0,606.0,16336.0,Butte,US Congressional 2,US Congressional,2006-04-07
22427.0,7760.0,9554.0,776.0,133.0,140.0,29.0,100.0,144.0,3791.0,Butte,US Congressional 4,US Congressional,2006-04-07
115319.0,39827.0,47823.0,3120.0,2229.0,857.0,89.0,497.0,750.0,20127.0,Butte,State Senate 4,State Senate,2006-04-07
9548.0,2548.0,5265.0,207.0,94.0,55.0,5.0,28.0,41.0,1305.0,Butte,State Assembly 2,State Assembly,2006-04-07
105771.0,37279.0,42558.0,2913.0,2135.0,802.0,84.0,469.0,709.0,18822.0,Butte,State Assembly 3,State Assembly,2006-04-07
115319.0,39827.0,47823.0,3120.0,2229.0,857.0,89.0,497.0,750.0,20127.0,Butte,State Board of Equalization 2,State Board of Equalization,2006-04-07
719.0,268.0,298.0,15.0,4.0,2.0,1.0,2.0,3.0,126.0,Butte,Biggs,City,2006-04-07
39465.0,14897.0,13799.0,953.0,1258.0,346.0,25.0,171.0,272.0,7744.0,Butte,Chico,City,2006-04-07
2253.0,908.0,875.0,59.0,17.0,6.0,3.0,8.0,6.0,371.0,Butte,Gridley,City,2006-04-07
5337.0,1867.0,2137.0,209.0,46.0,37.0,10.0,29.0,30.0,972.0,Butte,Oroville,City,2006-04-07
16722.0,5433.0,7595.0,455.0,229.0,117.0,11.0,88.0,130.0,2664.0,Butte,Paradise,City,2006-04-07
50823.0,16454.0,23119.0,1429.0,675.0,349.0,39.0,199.0,309.0,8250.0,Butte,Unincorporated Area,City,2006-04-07
5739.0,1867.0,2761.0,141.0,32.0,54.0,3.0,9.0,16.0,856.0,Calaveras,County Supervisorial 1,County Supervisorial,2006-04-07
5144.0,1927.0,1998.0,145.0,122.0,77.0,11.0,15.0,23.0,826.0,Calaveras,County Supervisorial 2,County Supervisorial,2006-04-07
4439.0,1550.0,2029.0,100.0,74.0,39.0,1.0,10.0,18.0,618.0,Calaveras,County Supervisorial 3,County Supervisorial,2006-04-07
5496.0,1856.0,2482.0,155.0,62.0,115.0,2.0,18.0,18.0,788.0,Calaveras,County Supervisorial 4,County Supervisorial,2006-04-07
6000.0,1945.0,2785.0,204.0,29.0,48.0,2.0,11.0,20.0,956.0,Calaveras,County Supervisorial 5,County Supervisorial,2006-04-07
26818.0,9145.0,12055.0,745.0,319.0,333.0,19.0,63.0,95.0,4044.0,Calaveras,US Congressional 3,US Congressional,2006-04-07
26818.0,9145.0,12055.0,745.0,319.0,333.0,19.0,63.0,95.0,4044.0,Calaveras,State Senate 1,State Senate,2006-04-07
26818.0,9145.0,12055.0,745.0,319.0,333.0,19.0,63.0,95.0,4044.0,Calaveras,State Assembly 25,State Assembly,2006-04-07
26818.0,9145.0,12055.0,745.0,319.0,333.0,19.0,63.0,95.0,4044.0,Calaveras,State Board of Equalization 2,State Board of Equalization,2006-04-07
2145.0,728.0,990.0,50.0,12.0,53.0,1.0,7.0,4.0,300.0,Calaveras,Angels,City,2006-04-07
24673.0,8417.0,11065.0,695.0,307.0,280.0,18.0,56.0,91.0,3744.0,Calaveras,Unincorporated Area,City,2006-04-07
1531.0,552.0,685.0,34.0,2.0,9.0,1.0,3.0,2.0,243.0,Colusa,County Supervisorial 1,County Supervisorial,2006-04-07
1751.0,678.0,825.0,35.0,4.0,4.0,0.0,6.0,5.0,194.0,Colusa,County Supervisorial 2,County Supervisorial,2006-04-07
1328.0,474.0,615.0,36.0,4.0,4.0,1.0,1.0,2.0,191.0,Colusa,County Supervisorial 3,County Supervisorial,2006-04-07
1664.0,600.0,769.0,48.0,5.0,5.0,0.0,3.0,7.0,227.0,Colusa,County Supervisorial 4,County Supervisorial,2006-04-07
1763.0,578.0,881.0,36.0,7.0,10.0,1.0,9.0,10.0,231.0,Colusa,County Supervisorial 5,County Supervisorial,2006-04-07
8037.0,2882.0,3775.0,189.0,22.0,32.0,3.0,22.0,26.0,1086.0,Colusa,US Congressional 2,US Congressional,2006-04-07
8037.0,2882.0,3775.0,189.0,22.0,32.0,3.0,22.0,26.0,1086.0,Colusa,State Senate 4,State Senate,2006-04-07
8037.0,2882.0,3775.0,189.0,22.0,32.0,3.0,22.0,26.0,1086.0,Colusa,State Assembly 2,State Assembly,2006-04-07
8037.0,2882.0,3775.0,189.0,22.0,32.0,3.0,22.0,26.0,1086.0,Colusa,State Board of Equalization 1,State Board of Equalization,2006-04-07
2437.0,911.0,1148.0,52.0,4.0,9.0,1.0,14.0,12.0,286.0,Colusa,Colusa,City,2006-04-07
1069.0,451.0,423.0,24.0,3.0,2.0,1.0,1.0,3.0,161.0,Colusa,Williams,City,2006-04-07
4531.0,1520.0,2204.0,113.0,15.0,21.0,1.0,7.0,11.0,639.0,Colusa,Unincorporated Area,City,2006-04-07
75435.0,50016.0,8402.0,1056.0,1450.0,302.0,169.0,329.0,411.0,13300.0,Contra Costa,County Supervisorial 1,County Supervisorial,2006-04-07
112448.0,53684.0,34545.0,1984.0,1101.0,552.0,121.0,204.0,897.0,19360.0,Contra Costa,County Supervisorial 2,County Supervisorial,2006-04-07
127410.0,44936.0,55346.0,2287.0,661.0,497.0,77.0,123.0,827.0,22656.0,Contra Costa,County Supervisorial 3,County Supervisorial,2006-04-07
92720.0,42536.0,28961.0,1946.0,828.0,528.0,107.0,234.0,687.0,16893.0,Contra Costa,County Supervisorial 4,County Supervisorial,2006-04-07
85071.0,46650.0,19394.0,1956.0,348.0,342.0,61.0,319.0,460.0,15541.0,Contra Costa,County Supervisorial 5,County Supervisorial,2006-04-07
170799.0,99426.0,32521.0,3255.0,1863.0,797.0,292.0,660.0,1099.0,30886.0,Contra Costa,US Congressional 7,US Congressional,2006-04-07
237313.0,109204.0,76409.0,4354.0,2184.0,1101.0,197.0,464.0,1699.0,41701.0,Contra Costa,US Congressional 10,US Congressional,2006-04-07
84972.0,29192.0,37718.0,1620.0,341.0,323.0,46.0,85.0,484.0,15163.0,Contra Costa,US Congressional 11,US Congressional,2006-04-07
460885.0,215322.0,144080.0,8693.0,3877.0,2119.0,410.0,1021.0,3126.0,82237.0,Contra Costa,State Senate 7,State Senate,2006-04-07
32199.0,22500.0,2568.0,536.0,511.0,102.0,125.0,188.0,156.0,5513.0,Contra Costa,State Senate 9,State Senate,2006-04-07
196849.0,102937.0,49067.0,4184.0,1466.0,973.0,202.0,618.0,1315.0,36087.0,Contra Costa,State Assembly 11,State Assembly,2006-04-07
131017.0,72637.0,29494.0,1982.0,2032.0,577.0,213.0,402.0,869.0,22811.0,Contra Costa,State Assembly 14,State Assembly,2006-04-07
165218.0,62248.0,68087.0,3063.0,890.0,671.0,120.0,189.0,1098.0,28852.0,Contra Costa,State Assembly 15,State Assembly,2006-04-07
493084.0,237822.0,146648.0,9229.0,4388.0,2221.0,535.0,1209.0,3282.0,87750.0,Contra Costa,State Board of Equalization 1,State Board of Equalization,2006-04-07
42180.0,22615.0,10249.0,956.0,181.0,160.0,28.0,130.0,212.0,7649.0,Contra Costa,Antioch,City,2006-04-07
19524.0,7845.0,7701.0,423.0,65.0,61.0,4.0,28.0,87.0,3310.0,Contra Costa,Brentwood,City,2006-04-07
7224.0,2655.0,3166.0,135.0,30.0,25.0,5.0,8.0,46.0,1154.0,Contra Costa,Clayton,City,2006-04-07
54716.0,25872.0,16323.0,1221.0,459.0,326.0,60.0,153.0,403.0,9899.0,Contra Costa,Concord,City,2006-04-07
26713.0,8523.0,12867.0,412.0,109.0,110.0,17.0,23.0,164.0,4488.0,Contra Costa,Danville,City,2006-04-07
13622.0,8394.0,1809.0,108.0,391.0,65.0,6.0,47.0,77.0,2725.0,Contra Costa,El Cerrito,City,2006-04-07
10953.0,6362.0,1870.0,156.0,67.0,29.0,19.0,36.0,66.0,2348.0,Contra Costa,Hercules,City,2006-04-07
15885.0,6559.0,6056.0,274.0,194.0,84.0,11.0,16.0,146.0,2545.0,Contra Costa,Lafayette,City,2006-04-07
21093.0,10301.0,5876.0,460.0,247.0,157.0,23.0,44.0,188.0,3797.0,Contra Costa,Martinez,City,2006-04-07
10221.0,3859.0,4194.0,157.0,72.0,43.0,5.0,7.0,78.0,1806.0,Contra Costa,Moraga,City,2006-04-07
11844.0,5723.0,3548.0,316.0,40.0,48.0,5.0,36.0,61.0,2067.0,Contra Costa,Oakley,City,2006-04-07
12710.0,5342.0,4792.0,187.0,124.0,67.0,14.0,12.0,103.0,2069.0,Contra Costa,Orinda,City,2006-04-07
9469.0,5468.0,1944.0,168.0,87.0,33.0,10.0,23.0,64.0,1672.0,Contra Costa,Pinole,City,2006-04-07
22672.0,13742.0,3741.0,471.0,83.0,89.0,21.0,112.0,128.0,4285.0,Contra Costa,Pittsburg,City,2006-04-07
18647.0,8644.0,5583.0,357.0,226.0,93.0,23.0,51.0,148.0,3522.0,Contra Costa,Pleasant Hill,City,2006-04-07
38624.0,26826.0,3474.0,573.0,620.0,117.0,119.0,177.0,191.0,6527.0,Contra Costa,Richmond,City,2006-04-07
7261.0,4773.0,743.0,144.0,83.0,26.0,22.0,53.0,44.0,1373.0,Contra Costa,San Pablo,City,2006-04-07
28569.0,10181.0,11306.0,569.0,138.0,120.0,19.0,29.0,173.0,6034.0,Contra Costa,San Ramon,City,2006-04-07
41356.0,17589.0,15397.0,645.0,346.0,184.0,44.0,45.0,345.0,6761.0,Contra Costa,Walnut Creek,City,2006-04-07
79801.0,36549.0,26009.0,1497.0,826.0,384.0,80.0,179.0,558.0,13719.0,Contra Costa,Unincorporated Area,City,2006-04-07
1798.0,694.0,616.0,65.0,24.0,15.0,0.0,6.0,22.0,356.0,Del Norte,County Supervisorial 1,County Supervisorial,2006-04-07
2070.0,761.0,761.0,68.0,23.0,18.0,2.0,11.0,23.0,403.0,Del Norte,County Supervisorial 2,County Supervisorial,2006-04-07
2802.0,1015.0,1159.0,74.0,19.0,27.0,1.0,3.0,19.0,485.0,Del Norte,County Supervisorial 3,County Supervisorial,2006-04-07
2759.0,912.0,1246.0,76.0,20.0,13.0,1.0,8.0,22.0,461.0,Del Norte,County Supervisorial 4,County Supervisorial,2006-04-07
2654.0,1041.0,992.0,86.0,34.0,18.0,0.0,9.0,24.0,450.0,Del Norte,County Supervisorial 5,County Supervisorial,2006-04-07
12083.0,4423.0,4774.0,369.0,120.0,91.0,4.0,37.0,110.0,2155.0,Del Norte,US Congressional 1,US Congressional,2006-04-07
12083.0,4423.0,4774.0,369.0,120.0,91.0,4.0,37.0,110.0,2155.0,Del Norte,State Senate 4,State Senate,2006-04-07
12083.0,4423.0,4774.0,369.0,120.0,91.0,4.0,37.0,110.0,2155.0,Del Norte,State Assembly 1,State Assembly,2006-04-07
12083.0,4423.0,4774.0,369.0,120.0,91.0,4.0,37.0,110.0,2155.0,Del Norte,State Board of Equalization 1,State Board of Equalization,2006-04-07
1621.0,624.0,544.0,54.0,22.0,11.0,2.0,9.0,14.0,341.0,Del Norte,Crescent City,City,2006-04-07
10462.0,3799.0,4230.0,315.0,98.0,80.0,2.0,28.0,96.0,1814.0,Del Norte,Unincorporated Area,City,2006-04-07
20290.0,5399.0,11105.0,397.0,99.0,93.0,7.0,27.0,110.0,3053.0,El Dorado,County Supervisorial 1,County Supervisorial,2006-04-07
24143.0,7158.0,11885.0,606.0,201.0,178.0,7.0,55.0,153.0,3900.0,El Dorado,County Supervisorial 2,County Supervisorial,2006-04-07
18240.0,6197.0,8107.0,516.0,215.0,103.0,11.0,60.0,129.0,2902.0,El Dorado,County Supervisorial 3,County Supervisorial,2006-04-07
21661.0,6279.0,10988.0,535.0,214.0,157.0,11.0,31.0,144.0,3302.0,El Dorado,County Supervisorial 4,County Supervisorial,2006-04-07
14111.0,5332.0,4073.0,458.0,294.0,136.0,21.0,77.0,120.0,3600.0,El Dorado,County Supervisorial 5,County Supervisorial,2006-04-07
98445.0,30365.0,46158.0,2512.0,1023.0,667.0,57.0,250.0,656.0,16757.0,El Dorado,US Congressional 4,US Congressional,2006-04-07
98445.0,30365.0,46158.0,2512.0,1023.0,667.0,57.0,250.0,656.0,16757.0,El Dorado,State Senate 1,State Senate,2006-04-07
77561.0,24918.0,34641.0,2127.0,932.0,578.0,52.0,241.0,560.0,13512.0,El Dorado,State Assembly 4,State Assembly,2006-04-07
20884.0,5447.0,11517.0,385.0,91.0,89.0,5.0,9.0,96.0,3245.0,El Dorado,State Assembly 10,State Assembly,2006-04-07
98445.0,30365.0,46158.0,2512.0,1023.0,667.0,57.0,250.0,656.0,16757.0,El Dorado,State Board of Equalization 2,State Board of Equalization,2006-04-07
5061.0,1831.0,2028.0,153.0,89.0,26.0,3.0,19.0,36.0,876.0,El Dorado,Placerville,City,2006-04-07
8425.0,3221.0,2358.0,291.0,173.0,85.0,15.0,53.0,73.0,2156.0,El Dorado,South Lake Tahoe,City,2006-04-07
84959.0,25313.0,41772.0,2068.0,761.0,556.0,39.0,178.0,547.0,13725.0,El Dorado,Unincorporated Area,City,2006-04-07
56307.0,26916.0,21232.0,941.0,208.0,181.0,42.0,95.0,72.0,6620.0,Fresno,County Supervisorial 1,County Supervisorial,2006-04-07
86431.0,28876.0,44969.0,1292.0,513.0,312.0,45.0,102.0,125.0,10197.0,Fresno,County Supervisorial 2,County Supervisorial,2006-04-07
46450.0,23927.0,15786.0,726.0,362.0,153.0,41.0,110.0,62.0,5283.0,Fresno,County Supervisorial 3,County Supervisorial,2006-04-07
49790.0,21342.0,21763.0,754.0,123.0,129.0,44.0,102.0,60.0,5473.0,Fresno,County Supervisorial 4,County Supervisorial,2006-04-07
84855.0,27529.0,44082.0,1656.0,395.0,320.0,39.0,119.0,116.0,10599.0,Fresno,County Supervisorial 5,County Supervisorial,2006-04-07
1357.0,471.0,730.0,18.0,3.0,5.0,0.0,2.0,2.0,126.0,Fresno,US Congressional 18,US Congressional,2006-04-07
111535.0,41423.0,53255.0,1815.0,694.0,422.0,76.0,158.0,169.0,13523.0,Fresno,US Congressional 19,US Congressional,2006-04-07
80498.0,43064.0,26722.0,1201.0,345.0,225.0,70.0,195.0,89.0,8587.0,Fresno,US Congressional 20,US Congressional,2006-04-07
130443.0,43632.0,67125.0,2335.0,559.0,443.0,65.0,173.0,175.0,15936.0,Fresno,US Congressional 21,US Congressional,2006-04-07
216680.0,72847.0,111107.0,3700.0,1175.0,794.0,123.0,288.0,311.0,26335.0,Fresno,State Senate 14,State Senate,2006-04-07
107153.0,55743.0,36725.0,1669.0,426.0,301.0,88.0,240.0,124.0,11837.0,Fresno,State Senate 16,State Senate,2006-04-07
184858.0,61770.0,95067.0,3209.0,953.0,692.0,102.0,238.0,266.0,22561.0,Fresno,State Assembly 29,State Assembly,2006-04-07
14037.0,4771.0,7221.0,258.0,32.0,52.0,15.0,31.0,18.0,1639.0,Fresno,State Assembly 30,State Assembly,2006-04-07
124938.0,62049.0,45544.0,1902.0,616.0,351.0,94.0,259.0,151.0,13972.0,Fresno,State Assembly 31,State Assembly,2006-04-07
323833.0,128590.0,147832.0,5369.0,1601.0,1095.0,211.0,528.0,435.0,38172.0,Fresno,State Board of Equalization 2,State Board of Equalization,2006-04-07
40046.0,11956.0,21822.0,757.0,166.0,135.0,14.0,54.0,43.0,5099.0,Fresno,Clovis,City,2006-04-07
3326.0,1289.0,1403.0,86.0,8.0,19.0,5.0,10.0,5.0,501.0,Fresno,Coalinga,City,2006-04-07
1381.0,782.0,390.0,25.0,1.0,4.0,1.0,6.0,0.0,172.0,Fresno,Firebaugh,City,2006-04-07
1735.0,819.0,689.0,23.0,2.0,1.0,1.0,3.0,0.0,197.0,Fresno,Fowler,City,2006-04-07
170060.0,72242.0,72188.0,2736.0,994.0,571.0,125.0,283.0,236.0,20685.0,Fresno,Fresno,City,2006-04-07
811.0,577.0,108.0,14.0,1.0,1.0,4.0,8.0,0.0,98.0,Fresno,Huron,City,2006-04-07
3244.0,1526.0,1219.0,57.0,5.0,10.0,1.0,4.0,2.0,420.0,Fresno,Kerman,City,2006-04-07
5105.0,1322.0,3107.0,76.0,13.0,11.0,4.0,4.0,8.0,560.0,Fresno,Kingsburg,City,2006-04-07
1520.0,1096.0,270.0,18.0,4.0,9.0,1.0,3.0,0.0,119.0,Fresno,Mendota,City,2006-04-07
1264.0,741.0,344.0,13.0,0.0,3.0,6.0,4.0,2.0,151.0,Fresno,Orange Cove,City,2006-04-07
2528.0,1727.0,482.0,31.0,6.0,5.0,1.0,10.0,4.0,262.0,Fresno,Parlier,City,2006-04-07
6801.0,2594.0,3239.0,89.0,29.0,18.0,5.0,11.0,8.0,808.0,Fresno,Reedley,City,2006-04-07
426.0,276.0,79.0,12.0,0.0,1.0,0.0,4.0,0.0,54.0,Fresno,San Joaquin,City,2006-04-07
6560.0,3657.0,2071.0,74.0,19.0,20.0,3.0,19.0,10.0,687.0,Fresno,Sanger,City,2006-04-07
6903.0,3228.0,2793.0,115.0,14.0,13.0,6.0,11.0,3.0,720.0,Fresno,Selma,City,2006-04-07
72123.0,24758.0,37628.0,1243.0,339.0,274.0,34.0,94.0,114.0,7639.0,Fresno,Unincorporated Area,City,2006-04-07
2477.0,777.0,1167.0,70.0,10.0,14.0,1.0,11.0,9.0,418.0,Glenn,County Supervisorial 1,County Supervisorial,2006-04-07
2252.0,741.0,1055.0,53.0,15.0,3.0,3.0,6.0,5.0,371.0,Glenn,County Supervisorial 2,County Supervisorial,2006-04-07
2756.0,811.0,1476.0,77.0,4.0,7.0,2.0,6.0,3.0,370.0,Glenn,County Supervisorial 3,County Supervisorial,2006-04-07
2232.0,783.0,973.0,71.0,5.0,10.0,2.0,6.0,10.0,372.0,Glenn,County Supervisorial 4,County Supervisorial,2006-04-07
2042.0,756.0,930.0,42.0,10.0,5.0,1.0,10.0,1.0,287.0,Glenn,County Supervisorial 5,County Supervisorial,2006-04-07
11759.0,3868.0,5601.0,313.0,44.0,39.0,9.0,39.0,28.0,1818.0,Glenn,US Congressional 2,US Congressional,2006-04-07
11759.0,3868.0,5601.0,313.0,44.0,39.0,9.0,39.0,28.0,1818.0,Glenn,State Senate 4,State Senate,2006-04-07
11759.0,3868.0,5601.0,313.0,44.0,39.0,9.0,39.0,28.0,1818.0,Glenn,State Assembly 2,State Assembly,2006-04-07
11759.0,3868.0,5601.0,313.0,44.0,39.0,9.0,39.0,28.0,1818.0,Glenn,State Board of Equalization 2,State Board of Equalization,2006-04-07
2511.0,848.0,1134.0,59.0,18.0,3.0,3.0,8.0,5.0,433.0,Glenn,Orland,City,2006-04-07
2525.0,885.0,1098.0,80.0,5.0,10.0,2.0,8.0,10.0,427.0,Glenn,Willows,City,2006-04-07
6723.0,2135.0,3369.0,174.0,21.0,26.0,4.0,23.0,13.0,958.0,Glenn,Unincorporated Area,City,2006-04-07
15424.0,5990.0,5932.0,344.0,393.0,112.0,12.0,35.0,58.0,2548.0,Humboldt,County Supervisorial 1,County Supervisorial,2006-04-07
16318.0,6306.0,5686.0,413.0,630.0,149.0,18.0,63.0,37.0,3016.0,Humboldt,County Supervisorial 2,County Supervisorial,2006-04-07
