Total_Registered,Democratic,Republican,American_Independent,Americans_Elect,Green,Libertarian,Peace_and_Freedom,Other,No_Party_Preference,county,district,district_type,date
147.0,64.0,44.0,1.0,0.0,2.0,0.0,1.0,0.0,35.0,Alpine,County Supervisorial  2,County Supervisorial,2012-09-07
108.0,46.0,18.0,9.0,0.0,1.0,0.0,1.0,1.0,32.0,Alpine,County Supervisorial  3,County Supervisorial,2012-09-07
214.0,80.0,54.0,6.0,0.0,3.0,3.0,0.0,0.0,68.0,Alpine,County Supervisorial  4,County Supervisorial,2012-09-07
168.0,46.0,71.0,7.0,0.0,5.0,0.0,0.0,0.0,39.0,Alpine,County Supervisorial  5,County Supervisorial,2012-09-07
778.0,291.0,238.0,31.0,0.0,13.0,3.0,2.0,2.0,198.0,Alpine,US Congressional  4,US Congressional,2012-09-07
778.0,291.0,238.0,31.0,0.0,13.0,3.0,2.0,2.0,198.0,Alpine,State Senate  1,State Senate,2012-09-07
778.0,291.0,238.0,31.0,0.0,13.0,3.0,2.0,2.0,198.0,Alpine,State Assembly  5,State Assembly,2012-09-07
778.0,291.0,238.0,31.0,0.0,13.0,3.0,2.0,2.0,198.0,Alpine,State Board of Equalization 1,State Board of Equalization,2012-09-07
778.0,291.0,238.0,31.0,0.0,13.0,3.0,2.0,2.0,198.0,Alpine,Unincorporated Area,City,2012-09-07
3978.0,1281.0,1767.0,148.0,0.0,14.0,33.0,7.0,8.0,720.0,Amador,County Supervisorial  1,County Supervisorial,2012-09-07
4417.0,1227.0,2191.0,193.0,0.0,19.0,32.0,13.0,11.0,731.0,Amador,County Supervisorial  2,County Supervisorial,2012-09-07
3912.0,1358.0,1678.0,145.0,0.0,34.0,27.0,10.0,9.0,651.0,Amador,County Supervisorial  3,County Supervisorial,2012-09-07
4256.0,1409.0,1931.0,169.0,0.0,23.0,28.0,6.0,6.0,684.0,Amador,County Supervisorial  4,County Supervisorial,2012-09-07
4328.0,1415.0,1932.0,142.0,0.0,30.0,41.0,9.0,16.0,743.0,Amador,County Supervisorial  5,County Supervisorial,2012-09-07
20891.0,6690.0,9499.0,797.0,0.0,120.0,161.0,45.0,50.0,3529.0,Amador,US Congressional  4,US Congressional,2012-09-07
20891.0,6690.0,9499.0,797.0,0.0,120.0,161.0,45.0,50.0,3529.0,Amador,State Senate  8,State Senate,2012-09-07
20891.0,6690.0,9499.0,797.0,0.0,120.0,161.0,45.0,50.0,3529.0,Amador,State Assembly  5,State Assembly,2012-09-07
20891.0,6690.0,9499.0,797.0,0.0,120.0,161.0,45.0,50.0,3529.0,Amador,State Board of Equalization 1,State Board of Equalization,2012-09-07
112.0,38.0,48.0,3.0,0.0,1.0,2.0,0.0,0.0,20.0,Amador,Amador,City,2012-09-07
2170.0,587.0,1085.0,93.0,0.0,9.0,19.0,5.0,3.0,369.0,Amador,Ione,City,2012-09-07
2486.0,813.0,1066.0,100.0,0.0,12.0,27.0,3.0,8.0,457.0,Amador,Jackson,City,2012-09-07
510.0,158.0,201.0,25.0,0.0,3.0,8.0,1.0,0.0,114.0,Amador,Plymouth,City,2012-09-07
1670.0,608.0,697.0,67.0,0.0,12.0,10.0,2.0,1.0,273.0,Amador,Sutter Creek,City,2012-09-07
13943.0,4486.0,6402.0,509.0,0.0,83.0,95.0,34.0,38.0,2296.0,Amador,Unincorporated Area,City,2012-09-07
21484.0,6521.0,8542.0,858.0,0.0,144.0,138.0,92.0,222.0,4967.0,Butte,County Supervisorial  1,County Supervisorial,2012-09-07
22454.0,7896.0,7793.0,587.0,0.0,381.0,167.0,81.0,238.0,5311.0,Butte,County Supervisorial  2,County Supervisorial,2012-09-07
23742.0,8871.0,8321.0,635.0,0.0,365.0,202.0,80.0,289.0,4979.0,Butte,County Supervisorial  3,County Supervisorial,2012-09-07
20221.0,6600.0,7975.0,632.0,0.0,221.0,163.0,67.0,240.0,4323.0,Butte,County Supervisorial  4,County Supervisorial,2012-09-07
26618.0,8289.0,11019.0,1000.0,0.0,259.0,192.0,100.0,376.0,5383.0,Butte,County Supervisorial  5,County Supervisorial,2012-09-07
114519.0,38177.0,43650.0,3712.0,0.0,1370.0,862.0,420.0,1365.0,24963.0,Butte,US Congressional  1,US Congressional,2012-09-07
114519.0,38177.0,43650.0,3712.0,0.0,1370.0,862.0,420.0,1365.0,24963.0,Butte,State Senate  4,State Senate,2012-09-07
11800.0,3659.0,4706.0,464.0,0.0,136.0,91.0,50.0,131.0,2563.0,Butte,State Assembly  1,State Assembly,2012-09-07
102719.0,34518.0,38944.0,3248.0,0.0,1234.0,771.0,370.0,1234.0,22400.0,Butte,State Assembly  3,State Assembly,2012-09-07
114519.0,38177.0,43650.0,3712.0,0.0,1370.0,862.0,420.0,1365.0,24963.0,Butte,State Board of Equalization 1,State Board of Equalization,2012-09-07
698.0,258.0,274.0,21.0,0.0,7.0,2.0,3.0,3.0,130.0,Butte,Biggs,City,2012-09-07
42499.0,16079.0,13575.0,1151.0,0.0,705.0,365.0,140.0,532.0,9952.0,Butte,Chico,City,2012-09-07
2454.0,927.0,874.0,81.0,0.0,14.0,16.0,8.0,24.0,510.0,Butte,Gridley,City,2012-09-07
6084.0,1911.0,2237.0,238.0,0.0,42.0,50.0,31.0,53.0,1522.0,Butte,Oroville,City,2012-09-07
15800.0,4911.0,6523.0,593.0,0.0,151.0,111.0,64.0,250.0,3197.0,Butte,Paradise,City,2012-09-07
46984.0,14091.0,20167.0,1628.0,0.0,451.0,318.0,174.0,503.0,9652.0,Butte,Unincorporated Area,City,2012-09-07
5394.0,1558.0,2499.0,227.0,2.0,24.0,47.0,11.0,35.0,991.0,Calaveras,County Supervisorial  1,County Supervisorial,2012-09-07
5472.0,1914.0,2025.0,239.0,0.0,104.0,71.0,19.0,42.0,1058.0,Calaveras,County Supervisorial  2,County Supervisorial,2012-09-07
6174.0,2093.0,2547.0,240.0,0.0,78.0,63.0,17.0,39.0,1097.0,Calaveras,County Supervisorial  3,County Supervisorial,2012-09-07
6091.0,1803.0,2665.0,275.0,0.0,35.0,105.0,25.0,38.0,1145.0,Calaveras,County Supervisorial  4,County Supervisorial,2012-09-07
5164.0,1440.0,2392.0,244.0,0.0,26.0,35.0,12.0,40.0,975.0,Calaveras,County Supervisorial  5,County Supervisorial,2012-09-07
28295.0,8808.0,12128.0,1225.0,2.0,267.0,321.0,84.0,194.0,5266.0,Calaveras,US Congressional  4,US Congressional,2012-09-07
28295.0,8808.0,12128.0,1225.0,2.0,267.0,321.0,84.0,194.0,5266.0,Calaveras,State Senate  8,State Senate,2012-09-07
28295.0,8808.0,12128.0,1225.0,2.0,267.0,321.0,84.0,194.0,5266.0,Calaveras,State Assembly  5,State Assembly,2012-09-07
28295.0,8808.0,12128.0,1225.0,2.0,267.0,321.0,84.0,194.0,5266.0,Calaveras,State Board of Equalization 1,State Board of Equalization,2012-09-07
2342.0,741.0,1008.0,86.0,0.0,14.0,50.0,8.0,11.0,424.0,Calaveras,Angels,City,2012-09-07
25953.0,8067.0,11120.0,1139.0,2.0,253.0,271.0,76.0,183.0,4842.0,Calaveras,Unincorporated Area,City,2012-09-07
1537.0,543.0,692.0,27.0,0.0,5.0,6.0,2.0,0.0,262.0,Colusa,County Supervisorial  1,County Supervisorial,2012-09-07
1644.0,578.0,766.0,38.0,0.0,1.0,5.0,1.0,0.0,255.0,Colusa,County Supervisorial  2,County Supervisorial,2012-09-07
1187.0,428.0,509.0,18.0,0.0,5.0,4.0,0.0,1.0,222.0,Colusa,County Supervisorial  3,County Supervisorial,2012-09-07
1295.0,449.0,580.0,35.0,0.0,4.0,2.0,0.0,1.0,224.0,Colusa,County Supervisorial  4,County Supervisorial,2012-09-07
1802.0,574.0,906.0,39.0,0.0,3.0,8.0,8.0,0.0,264.0,Colusa,County Supervisorial  5,County Supervisorial,2012-09-07
7465.0,2572.0,3453.0,157.0,0.0,18.0,25.0,11.0,2.0,1227.0,Colusa,US Congressional  3,US Congressional,2012-09-07
7465.0,2572.0,3453.0,157.0,0.0,18.0,25.0,11.0,2.0,1227.0,Colusa,State Senate  4,State Senate,2012-09-07
4206.0,1378.0,2058.0,101.0,0.0,5.0,14.0,9.0,1.0,640.0,Colusa,State Assembly  3,State Assembly,2012-09-07
3259.0,1194.0,1395.0,56.0,0.0,13.0,11.0,2.0,1.0,587.0,Colusa,State Assembly  4,State Assembly,2012-09-07
7465.0,2572.0,3453.0,157.0,0.0,18.0,25.0,11.0,2.0,1227.0,Colusa,State Board of Equalization 2,State Board of Equalization,2012-09-07
2211.0,784.0,999.0,53.0,0.0,1.0,7.0,8.0,0.0,359.0,Colusa,Colusa,City,2012-09-07
1106.0,470.0,368.0,15.0,0.0,3.0,3.0,0.0,1.0,246.0,Colusa,Williams,City,2012-09-07
4148.0,1318.0,2086.0,89.0,0.0,14.0,15.0,3.0,1.0,622.0,Colusa,Unincorporated Area,City,2012-09-07
85152.0,55404.0,8681.0,1499.0,0.0,1109.0,302.0,331.0,210.0,17616.0,Contra Costa,County Supervisorial  1,County Supervisorial,2012-09-07
132556.0,52547.0,46133.0,2993.0,0.0,569.0,660.0,121.0,271.0,29262.0,Contra Costa,County Supervisorial  2,County Supervisorial,2012-09-07
98208.0,46153.0,28605.0,2864.0,1.0,286.0,413.0,181.0,164.0,19541.0,Contra Costa,County Supervisorial  3,County Supervisorial,2012-09-07
115524.0,52690.0,32239.0,3089.0,0.0,802.0,639.0,249.0,304.0,25512.0,Contra Costa,County Supervisorial  4,County Supervisorial,2012-09-07
91979.0,50468.0,17342.0,2379.0,1.0,572.0,448.0,307.0,231.0,20231.0,Contra Costa,County Supervisorial  5,County Supervisorial,2012-09-07
46361.0,25785.0,8195.0,1128.0,1.0,349.0,206.0,137.0,123.0,10437.0,Contra Costa,US Congressional  5,US Congressional,2012-09-07
85135.0,41452.0,23483.0,2531.0,1.0,255.0,344.0,162.0,150.0,16757.0,Contra Costa,US Congressional  9,US Congressional,2012-09-07
356672.0,176554.0,90256.0,8322.0,0.0,2625.0,1752.0,852.0,856.0,75455.0,Contra Costa,US Congressional 11,US Congressional,2012-09-07
35251.0,13471.0,11066.0,843.0,0.0,109.0,160.0,38.0,51.0,9513.0,Contra Costa,US Congressional 15,US Congressional,2012-09-07
46174.0,22125.0,11510.0,1316.0,1.0,466.0,284.0,124.0,158.0,10190.0,Contra Costa,State Senate  3,State Senate,2012-09-07
370719.0,167203.0,109645.0,9592.0,1.0,1646.0,1811.0,682.0,767.0,79372.0,Contra Costa,State Senate  7,State Senate,2012-09-07
106526.0,67934.0,11845.0,1916.0,0.0,1226.0,367.0,383.0,255.0,22600.0,Contra Costa,State Senate  9,State Senate,2012-09-07
101738.0,51074.0,26468.0,3031.0,1.0,322.0,426.0,220.0,181.0,20015.0,Contra Costa,State Assembly 11,State Assembly,2012-09-07
158038.0,76865.0,39303.0,4356.0,1.0,1087.0,894.0,440.0,425.0,34667.0,Contra Costa,State Assembly 14,State Assembly,2012-09-07
102082.0,65264.0,11139.0,1816.0,0.0,1195.0,352.0,369.0,243.0,21704.0,Contra Costa,State Assembly 15,State Assembly,2012-09-07
161561.0,64059.0,56090.0,3621.0,0.0,734.0,790.0,160.0,331.0,35776.0,Contra Costa,State Assembly 16,State Assembly,2012-09-07
523419.0,257262.0,133000.0,12824.0,2.0,3338.0,2462.0,1189.0,1180.0,112162.0,Contra Costa,State Board of Equalization 2,State Board of Equalization,2012-09-07
43321.0,23634.0,9016.0,1260.0,0.0,168.0,176.0,111.0,78.0,8878.0,Contra Costa,Antioch,City,2012-09-07
25609.0,11156.0,8393.0,761.0,0.0,65.0,99.0,40.0,54.0,5041.0,Contra Costa,Brentwood,City,2012-09-07
7332.0,2777.0,2841.0,218.0,0.0,25.0,33.0,12.0,16.0,1410.0,Contra Costa,Clayton,City,2012-09-07
56659.0,26967.0,14534.0,1648.0,0.0,376.0,341.0,145.0,151.0,12497.0,Contra Costa,Concord,City,2012-09-07
27253.0,9190.0,11685.0,634.0,0.0,74.0,146.0,15.0,49.0,5460.0,Contra Costa,Danville,City,2012-09-07
13584.0,8634.0,1305.0,151.0,0.0,306.0,68.0,36.0,21.0,3063.0,Contra Costa,El Cerrito,City,2012-09-07
12229.0,7152.0,1740.0,216.0,0.0,40.0,25.0,22.0,23.0,3011.0,Contra Costa,Hercules,City,2012-09-07
16317.0,7170.0,5140.0,349.0,0.0,113.0,83.0,22.0,49.0,3391.0,Contra Costa,Lafayette,City,2012-09-07
21310.0,10361.0,5327.0,614.0,0.0,199.0,144.0,59.0,87.0,4519.0,Contra Costa,Martinez,City,2012-09-07
10035.0,4041.0,3386.0,182.0,0.0,43.0,55.0,8.0,21.0,2299.0,Contra Costa,Moraga,City,2012-09-07
16323.0,8794.0,3925.0,490.0,0.0,49.0,69.0,24.0,20.0,2952.0,Contra Costa,Oakley,City,2012-09-07
12760.0,5709.0,3969.0,243.0,0.0,72.0,77.0,6.0,29.0,2655.0,Contra Costa,Orinda,City,2012-09-07
9769.0,5548.0,1768.0,217.0,0.0,74.0,39.0,27.0,17.0,2079.0,Contra Costa,Pinole,City,2012-09-07
25220.0,15050.0,3768.0,611.0,0.0,77.0,99.0,109.0,43.0,5463.0,Contra Costa,Pittsburg,City,2012-09-07
18918.0,8790.0,4829.0,501.0,0.0,193.0,111.0,47.0,54.0,4393.0,Contra Costa,Pleasant Hill,City,2012-09-07
40377.0,27305.0,3422.0,739.0,0.0,463.0,115.0,183.0,113.0,8037.0,Contra Costa,Richmond,City,2012-09-07
7952.0,5184.0,696.0,137.0,0.0,56.0,29.0,42.0,22.0,1786.0,Contra Costa,San Pablo,City,2012-09-07
33309.0,12811.0,10208.0,789.0,0.0,105.0,155.0,36.0,50.0,9155.0,Contra Costa,San Ramon,City,2012-09-07
41440.0,18512.0,12836.0,922.0,0.0,229.0,184.0,60.0,85.0,8612.0,Contra Costa,Walnut Creek,City,2012-09-07
83702.0,38477.0,24212.0,2142.0,2.0,611.0,414.0,185.0,198.0,17461.0,Contra Costa,Unincorporated Area,City,2012-09-07
1841.0,666.0,578.0,106.0,0.0,23.0,14.0,10.0,26.0,418.0,Del Norte,County Supervisorial  1,County Supervisorial,2012-09-07
2021.0,733.0,662.0,90.0,0.0,15.0,13.0,12.0,33.0,463.0,Del Norte,County Supervisorial  2,County Supervisorial,2012-09-07
2773.0,975.0,1116.0,105.0,0.0,22.0,25.0,5.0,27.0,498.0,Del Norte,County Supervisorial  3,County Supervisorial,2012-09-07
2715.0,849.0,1210.0,111.0,0.0,13.0,11.0,11.0,33.0,477.0,Del Norte,County Supervisorial  4,County Supervisorial,2012-09-07
2603.0,959.0,949.0,115.0,0.0,22.0,17.0,10.0,33.0,498.0,Del Norte,County Supervisorial  5,County Supervisorial,2012-09-07
11953.0,4182.0,4515.0,527.0,0.0,95.0,80.0,48.0,152.0,2354.0,Del Norte,US Congressional  2,US Congressional,2012-09-07
11953.0,4182.0,4515.0,527.0,0.0,95.0,80.0,48.0,152.0,2354.0,Del Norte,State Senate  2,State Senate,2012-09-07
11953.0,4182.0,4515.0,527.0,0.0,95.0,80.0,48.0,152.0,2354.0,Del Norte,State Assembly  2,State Assembly,2012-09-07
11953.0,4182.0,4515.0,527.0,0.0,95.0,80.0,48.0,152.0,2354.0,Del Norte,State Board of Equalization 2,State Board of Equalization,2012-09-07
1670.0,606.0,480.0,97.0,0.0,13.0,11.0,8.0,21.0,434.0,Del Norte,Crescent City,City,2012-09-07
10283.0,3576.0,4035.0,430.0,0.0,82.0,69.0,40.0,131.0,1920.0,Del Norte,Unincorporated Area,City,2012-09-07
21694.0,5575.0,11090.0,609.0,0.0,55.0,153.0,15.0,148.0,4049.0,El Dorado,County Supervisorial  1,County Supervisorial,2012-09-07
22104.0,6027.0,10684.0,834.0,0.0,123.0,188.0,54.0,164.0,4030.0,El Dorado,County Supervisorial  2,County Supervisorial,2012-09-07
21273.0,6596.0,9264.0,810.0,0.0,184.0,172.0,77.0,148.0,4022.0,El Dorado,County Supervisorial  3,County Supervisorial,2012-09-07
23284.0,6426.0,11234.0,829.0,2.0,160.0,188.0,42.0,174.0,4229.0,El Dorado,County Supervisorial  4,County Supervisorial,2012-09-07
17626.0,6416.0,4990.0,757.0,0.0,345.0,174.0,88.0,174.0,4682.0,El Dorado,County Supervisorial  5,County Supervisorial,2012-09-07
105981.0,31040.0,47262.0,3839.0,2.0,867.0,875.0,276.0,808.0,21012.0,El Dorado,US Congressional  4,US Congressional,2012-09-07
105981.0,31040.0,47262.0,3839.0,2.0,867.0,875.0,276.0,808.0,21012.0,El Dorado,State Senate  1,State Senate,2012-09-07
69483.0,21566.0,28767.0,2699.0,2.0,739.0,599.0,227.0,554.0,14330.0,El Dorado,State Assembly  5,State Assembly,2012-09-07
36498.0,9474.0,18495.0,1140.0,0.0,128.0,276.0,49.0,254.0,6682.0,El Dorado,State Assembly  6,State Assembly,2012-09-07
105981.0,31040.0,47262.0,3839.0,2.0,867.0,875.0,276.0,808.0,21012.0,El Dorado,State Board of Equalization 1,State Board of Equalization,2012-09-07
5305.0,1806.0,2021.0,203.0,0.0,66.0,48.0,23.0,37.0,1101.0,El Dorado,Placerville,City,2012-09-07
8664.0,3290.0,2067.0,376.0,0.0,199.0,96.0,64.0,89.0,2483.0,El Dorado,South Lake Tahoe,City,2012-09-07
92012.0,25944.0,43174.0,3260.0,2.0,602.0,731.0,189.0,682.0,17428.0,El Dorado,Unincorporated Area,City,2012-09-07
67939.0,32567.0,20805.0,1739.0,0.0,201.0,253.0,202.0,741.0,11431.0,Fresno,County Supervisorial  1,County Supervisorial,2012-09-07
101601.0,33994.0,47876.0,2477.0,0.0,499.0,467.0,175.0,1179.0,14934.0,Fresno,County Supervisorial  2,County Supervisorial,2012-09-07
64588.0,33836.0,16595.0,1343.0,0.0,334.0,250.0,264.0,728.0,11238.0,Fresno,County Supervisorial  3,County Supervisorial,2012-09-07
61762.0,26127.0,23548.0,1355.0,0.0,153.0,201.0,163.0,617.0,9598.0,Fresno,County Supervisorial  4,County Supervisorial,2012-09-07
96213.0,30547.0,45612.0,2782.0,0.0,336.0,440.0,185.0,1201.0,15110.0,Fresno,County Supervisorial  5,County Supervisorial,2012-09-07
9085.0,2042.0,5203.0,324.0,0.0,40.0,59.0,14.0,109.0,1294.0,Fresno,US Congressional  4,US Congressional,2012-09-07
119877.0,61170.0,32814.0,2567.0,0.0,554.0,458.0,451.0,1355.0,20508.0,Fresno,US Congressional 16,US Congressional,2012-09-07
64419.0,28111.0,23554.0,1591.0,0.0,157.0,229.0,167.0,630.0,9980.0,Fresno,US Congressional 21,US Congressional,2012-09-07
198722.0,65748.0,92865.0,5214.0,0.0,772.0,865.0,357.0,2372.0,30529.0,Fresno,US Congressional 22,US Congressional,2012-09-07
257740.0,92057.0,112257.0,6742.0,0.0,1109.0,1157.0,565.0,3093.0,40760.0,Fresno,State Senate  8,State Senate,2012-09-07
41298.0,16488.0,16516.0,1134.0,0.0,90.0,165.0,108.0,426.0,6371.0,Fresno,State Senate 12,State Senate,2012-09-07
93065.0,48526.0,25663.0,1820.0,0.0,324.0,289.0,316.0,947.0,15180.0,Fresno,State Senate 14,State Senate,2012-09-07
234295.0,80593.0,105753.0,6178.0,0.0,983.0,1054.0,475.0,2803.0,36456.0,Fresno,State Assembly 23,State Assembly,2012-09-07
157808.0,76478.0,48683.0,3518.0,0.0,540.0,557.0,514.0,1663.0,25855.0,Fresno,State Assembly 31,State Assembly,2012-09-07
392103.0,157071.0,154436.0,9696.0,0.0,1523.0,1611.0,989.0,4466.0,62311.0,Fresno,State Board of Equalization 1,State Board of Equalization,2012-09-07
51294.0,14917.0,25807.0,1484.0,0.0,158.0,218.0,82.0,581.0,8047.0,Fresno,Clovis,City,2012-09-07
4088.0,1584.0,1507.0,125.0,0.0,11.0,19.0,12.0,43.0,787.0,Fresno,Coalinga,City,2012-09-07
1951.0,1126.0,448.0,41.0,0.0,3.0,6.0,8.0,19.0,300.0,Fresno,Firebaugh,City,2012-09-07
2390.0,1073.0,838.0,33.0,0.0,3.0,6.0,8.0,25.0,404.0,Fresno,Fowler,City,2012-09-07
208094.0,90859.0,72690.0,4898.0,0.0,930.0,862.0,585.0,2453.0,34817.0,Fresno,Fresno,City,2012-09-07
948.0,617.0,137.0,24.0,0.0,1.0,4.0,4.0,14.0,147.0,Fresno,Huron,City,2012-09-07
4828.0,2264.0,1413.0,252.0,0.0,5.0,15.0,9.0,53.0,817.0,Fresno,Kerman,City,2012-09-07
5857.0,1470.0,3325.0,159.0,0.0,17.0,18.0,9.0,66.0,793.0,Fresno,Kingsburg,City,2012-09-07
1991.0,1350.0,310.0,25.0,0.0,6.0,9.0,3.0,12.0,276.0,Fresno,Mendota,City,2012-09-07
2424.0,1592.0,381.0,38.0,0.0,4.0,2.0,9.0,21.0,377.0,Fresno,Orange Cove,City,2012-09-07
3484.0,2122.0,647.0,41.0,0.0,13.0,6.0,14.0,27.0,614.0,Fresno,Parlier,City,2012-09-07
8318.0,3181.0,3452.0,182.0,0.0,19.0,27.0,25.0,92.0,1340.0,Fresno,Reedley,City,2012-09-07
618.0,370.0,115.0,13.0,0.0,0.0,2.0,4.0,5.0,109.0,Fresno,San Joaquin,City,2012-09-07
9286.0,4673.0,2853.0,163.0,0.0,30.0,33.0,28.0,76.0,1430.0,Fresno,Sanger,City,2012-09-07
8049.0,3744.0,2744.0,193.0,0.0,12.0,20.0,16.0,76.0,1244.0,Fresno,Selma,City,2012-09-07
78483.0,26129.0,37769.0,2025.0,0.0,311.0,364.0,173.0,903.0,10809.0,Fresno,Unincorporated Area,City,2012-09-07
2456.0,710.0,1080.0,104.0,0.0,10.0,18.0,12.0,7.0,515.0,Glenn,County Supervisorial  1,County Supervisorial,2012-09-07
2459.0,762.0,1065.0,73.0,0.0,10.0,12.0,7.0,4.0,526.0,Glenn,County Supervisorial  2,County Supervisorial,2012-09-07
2636.0,684.0,1411.0,99.0,0.0,8.0,8.0,9.0,3.0,414.0,Glenn,County Supervisorial  3,County Supervisorial,2012-09-07
2306.0,724.0,973.0,100.0,0.0,7.0,15.0,12.0,6.0,469.0,Glenn,County Supervisorial  4,County Supervisorial,2012-09-07
2202.0,769.0,951.0,67.0,0.0,8.0,10.0,5.0,3.0,389.0,Glenn,County Supervisorial  5,County Supervisorial,2012-09-07
1082.0,261.0,631.0,29.0,0.0,4.0,5.0,1.0,1.0,150.0,Glenn,US Congressional  1,US Congressional,2012-09-07
10977.0,3388.0,4849.0,414.0,0.0,39.0,58.0,44.0,22.0,2163.0,Glenn,US Congressional  3,US Congressional,2012-09-07
12059.0,3649.0,5480.0,443.0,0.0,43.0,63.0,45.0,23.0,2313.0,Glenn,State Senate  4,State Senate,2012-09-07
12059.0,3649.0,5480.0,443.0,0.0,43.0,63.0,45.0,23.0,2313.0,Glenn,State Assembly  3,State Assembly,2012-09-07
12059.0,3649.0,5480.0,443.0,0.0,43.0,63.0,45.0,23.0,2313.0,Glenn,State Board of Equalization 2,State Board of Equalization,2012-09-07
