Total_Registered,Democratic,Republican,American_Independent,Green,Libertarian,Natural_Law,Reform,Miscellaneous,Declined_to_State,county,district,district_type,date
443514.0,210693.0,151445.0,7866.0,3599.0,2214.0,808.0,1650.0,15621.0,49618.0,Contra Costa,State Senate 7,State Senate,2002-02-19
35240.0,25430.0,3204.0,558.0,673.0,112.0,249.0,91.0,1925.0,2998.0,Contra Costa,State Senate 9,State Senate,2002-02-19
195914.0,105873.0,53248.0,3981.0,1321.0,1026.0,417.0,752.0,7541.0,21755.0,Contra Costa,State Assembly 11,State Assembly,2002-02-19
129911.0,72750.0,33182.0,1798.0,2123.0,588.0,419.0,471.0,5072.0,13508.0,Contra Costa,State Assembly 14,State Assembly,2002-02-19
152929.0,57500.0,68219.0,2645.0,828.0,712.0,221.0,518.0,4933.0,17353.0,Contra Costa,State Assembly 15,State Assembly,2002-02-19
478754.0,236123.0,154649.0,8424.0,4272.0,2326.0,1057.0,1741.0,17546.0,52616.0,Contra Costa,State Board of Equalization 1,State Board of Equalization,2002-02-19
41315.0,23126.0,11247.0,938.0,124.0,163.0,44.0,99.0,1429.0,4145.0,Contra Costa,Antioch,City,2002-02-19
11801.0,5106.0,4745.0,254.0,33.0,55.0,5.0,28.0,398.0,1177.0,Contra Costa,Brentwood,City,2002-02-19
7266.0,2711.0,3382.0,129.0,24.0,29.0,6.0,19.0,178.0,788.0,Contra Costa,Clayton,City,2002-02-19
56432.0,27475.0,17931.0,1133.0,445.0,368.0,156.0,251.0,2172.0,6501.0,Contra Costa,Concord,City,2002-02-19
26532.0,8360.0,13645.0,381.0,95.0,115.0,38.0,84.0,818.0,2996.0,Contra Costa,Danville,City,2002-02-19
13645.0,8457.0,2246.0,111.0,418.0,78.0,18.0,39.0,586.0,1692.0,Contra Costa,El Cerrito,City,2002-02-19
8940.0,5235.0,1722.0,146.0,54.0,23.0,41.0,26.0,448.0,1245.0,Contra Costa,Hercules,City,2002-02-19
15449.0,6241.0,6503.0,231.0,174.0,76.0,24.0,81.0,420.0,1699.0,Contra Costa,Lafayette,City,2002-02-19
20926.0,10313.0,6315.0,379.0,204.0,147.0,35.0,133.0,646.0,2754.0,Contra Costa,Martinez,City,2002-02-19
10129.0,3674.0,4706.0,124.0,76.0,43.0,15.0,36.0,285.0,1170.0,Contra Costa,Moraga,City,2002-02-19
11742.0,5950.0,3619.0,319.0,42.0,54.0,13.0,38.0,443.0,1264.0,Contra Costa,Oakley,City,2002-02-19
12297.0,4917.0,5357.0,131.0,121.0,62.0,16.0,46.0,352.0,1295.0,Contra Costa,Orinda,City,2002-02-19
9135.0,5326.0,2108.0,150.0,91.0,32.0,21.0,33.0,356.0,1018.0,Contra Costa,Pinole,City,2002-02-19
22795.0,14750.0,4113.0,468.0,89.0,85.0,39.0,56.0,1037.0,2158.0,Contra Costa,Pittsburg,City,2002-02-19
18632.0,8694.0,6268.0,327.0,214.0,113.0,40.0,97.0,627.0,2252.0,Contra Costa,Pleasant Hill,City,2002-02-19
38706.0,27701.0,4046.0,550.0,702.0,112.0,239.0,103.0,1849.0,3404.0,Contra Costa,Richmond,City,2002-02-19
7337.0,5034.0,839.0,144.0,71.0,26.0,39.0,24.0,486.0,674.0,Contra Costa,San Pablo,City,2002-02-19
24860.0,8705.0,11065.0,466.0,122.0,125.0,29.0,86.0,853.0,3409.0,Contra Costa,San Ramon,City,2002-02-19
42158.0,17380.0,17505.0,618.0,352.0,189.0,93.0,169.0,1347.0,4505.0,Contra Costa,Walnut Creek,City,2002-02-19
78657.0,36968.0,27287.0,1425.0,821.0,431.0,146.0,293.0,2816.0,8470.0,Contra Costa,Unincorporated Area,City,2002-02-19
1863.0,772.0,685.0,65.0,17.0,12.0,2.0,13.0,10.0,287.0,Del Norte,County Supervisorial 1,County Supervisorial,2002-02-19
2101.0,842.0,741.0,74.0,21.0,12.0,1.0,12.0,21.0,377.0,Del Norte,County Supervisorial 2,County Supervisorial,2002-02-19
2577.0,1003.0,1063.0,70.0,14.0,20.0,1.0,11.0,12.0,383.0,Del Norte,County Supervisorial 3,County Supervisorial,2002-02-19
2628.0,928.0,1132.0,86.0,19.0,12.0,1.0,17.0,12.0,421.0,Del Norte,County Supervisorial 4,County Supervisorial,2002-02-19
2679.0,1081.0,1024.0,87.0,34.0,20.0,0.0,17.0,13.0,403.0,Del Norte,County Supervisorial 5,County Supervisorial,2002-02-19
11848.0,4626.0,4645.0,382.0,105.0,76.0,5.0,70.0,68.0,1871.0,Del Norte,US Congressional 1,US Congressional,2002-02-19
11848.0,4626.0,4645.0,382.0,105.0,76.0,5.0,70.0,68.0,1871.0,Del Norte,State Senate 4,State Senate,2002-02-19
11848.0,4626.0,4645.0,382.0,105.0,76.0,5.0,70.0,68.0,1871.0,Del Norte,State Assembly 1,State Assembly,2002-02-19
11848.0,4626.0,4645.0,382.0,105.0,76.0,5.0,70.0,68.0,1871.0,Del Norte,State Board of Equalization 1,State Board of Equalization,2002-02-19
1611.0,638.0,587.0,59.0,18.0,9.0,3.0,6.0,17.0,274.0,Del Norte,Crescent City,City,2002-02-19
10237.0,3988.0,4058.0,323.0,87.0,67.0,2.0,64.0,51.0,1597.0,Del Norte,Unincorporated Area,City,2002-02-19
17832.0,5010.0,10053.0,323.0,77.0,100.0,7.0,60.0,76.0,2126.0,El Dorado,County Supervisorial 1,County Supervisorial,2002-02-19
19992.0,6655.0,9687.0,495.0,181.0,167.0,12.0,75.0,138.0,2582.0,El Dorado,County Supervisorial 2,County Supervisorial,2002-02-19
18266.0,6706.0,8109.0,552.0,168.0,120.0,21.0,71.0,146.0,2373.0,El Dorado,County Supervisorial 3,County Supervisorial,2002-02-19
20028.0,6362.0,10007.0,476.0,186.0,144.0,12.0,101.0,119.0,2621.0,El Dorado,County Supervisorial 4,County Supervisorial,2002-02-19
13935.0,5479.0,4605.0,449.0,258.0,121.0,30.0,52.0,172.0,2769.0,El Dorado,County Supervisorial 5,County Supervisorial,2002-02-19
90053.0,30212.0,42461.0,2295.0,870.0,652.0,82.0,359.0,651.0,12471.0,El Dorado,US Congressional 4,US Congressional,2002-02-19
90053.0,30212.0,42461.0,2295.0,870.0,652.0,82.0,359.0,651.0,12471.0,El Dorado,State Senate 1,State Senate,2002-02-19
74903.0,26058.0,33736.0,2054.0,811.0,588.0,79.0,326.0,598.0,10653.0,El Dorado,State Assembly 4,State Assembly,2002-02-19
15150.0,4154.0,8725.0,241.0,59.0,64.0,3.0,33.0,53.0,1818.0,El Dorado,State Assembly 10,State Assembly,2002-02-19
90053.0,30212.0,42461.0,2295.0,870.0,652.0,82.0,359.0,651.0,12471.0,El Dorado,State Board of Equalization 2,State Board of Equalization,2002-02-19
5222.0,2029.0,2115.0,179.0,75.0,37.0,7.0,12.0,43.0,725.0,El Dorado,Placerville,City,2002-02-19
8386.0,3407.0,2643.0,291.0,141.0,70.0,26.0,36.0,107.0,1665.0,El Dorado,South Lake Tahoe,City,2002-02-19
76445.0,24776.0,37703.0,1825.0,654.0,545.0,49.0,311.0,501.0,10081.0,El Dorado,Unincorporated Area,City,2002-02-19
55749.0,26568.0,21650.0,1118.0,186.0,224.0,50.0,172.0,189.0,5592.0,Fresno,County Supervisorial 1,County Supervisorial,2002-02-19
89372.0,30944.0,46849.0,1455.0,450.0,377.0,86.0,192.0,149.0,8870.0,Fresno,County Supervisorial 2,County Supervisorial,2002-02-19
48556.0,24392.0,17058.0,941.0,366.0,234.0,63.0,137.0,193.0,5172.0,Fresno,County Supervisorial 3,County Supervisorial,2002-02-19
49477.0,22669.0,20746.0,891.0,100.0,149.0,52.0,102.0,151.0,4617.0,Fresno,County Supervisorial 4,County Supervisorial,2002-02-19
78255.0,28089.0,39232.0,1597.0,343.0,348.0,65.0,201.0,188.0,8192.0,Fresno,County Supervisorial 5,County Supervisorial,2002-02-19
1322.0,479.0,709.0,17.0,4.0,3.0,1.0,2.0,2.0,105.0,Fresno,US Congressional 18,US Congressional,2002-02-19
115608.0,43685.0,56360.0,2076.0,618.0,516.0,115.0,324.0,245.0,11669.0,Fresno,US Congressional 19,US Congressional,2002-02-19
82353.0,43411.0,27975.0,1553.0,350.0,318.0,92.0,185.0,332.0,8137.0,Fresno,US Congressional 20,US Congressional,2002-02-19
122126.0,45087.0,60491.0,2356.0,473.0,495.0,108.0,293.0,291.0,12532.0,Fresno,US Congressional 21,US Congressional,2002-02-19
212053.0,76073.0,107437.0,3938.0,1003.0,914.0,197.0,531.0,447.0,21513.0,Fresno,State Senate 14,State Senate,2002-02-19
109356.0,56589.0,38098.0,2064.0,442.0,418.0,119.0,273.0,423.0,10930.0,Fresno,State Senate 16,State Senate,2002-02-19
181795.0,65111.0,92261.0,3323.0,843.0,774.0,167.0,437.0,364.0,18515.0,Fresno,State Assembly 29,State Assembly,2002-02-19
13903.0,5269.0,6690.0,329.0,28.0,44.0,15.0,25.0,48.0,1455.0,Fresno,State Assembly 30,State Assembly,2002-02-19
125711.0,62282.0,46584.0,2350.0,574.0,514.0,134.0,342.0,458.0,12473.0,Fresno,State Assembly 31,State Assembly,2002-02-19
321409.0,132662.0,145535.0,6002.0,1445.0,1332.0,316.0,804.0,870.0,32443.0,Fresno,State Board of Equalization 2,State Board of Equalization,2002-02-19
34622.0,11531.0,18208.0,733.0,130.0,121.0,29.0,67.0,69.0,3734.0,Fresno,Clovis,City,2002-02-19
3641.0,1495.0,1501.0,129.0,9.0,18.0,5.0,8.0,14.0,462.0,Fresno,Coalinga,City,2002-02-19
1380.0,788.0,398.0,25.0,2.0,3.0,1.0,1.0,10.0,152.0,Fresno,Firebaugh,City,2002-02-19
1522.0,789.0,554.0,18.0,2.0,4.0,1.0,2.0,2.0,150.0,Fresno,Fowler,City,2002-02-19
174924.0,74285.0,76151.0,3282.0,947.0,775.0,190.0,482.0,481.0,18331.0,Fresno,Fresno,City,2002-02-19
804.0,573.0,129.0,14.0,2.0,2.0,0.0,1.0,7.0,76.0,Fresno,Huron,City,2002-02-19
2649.0,1268.0,970.0,65.0,5.0,10.0,1.0,6.0,12.0,312.0,Fresno,Kerman,City,2002-02-19
4510.0,1402.0,2498.0,95.0,10.0,13.0,4.0,10.0,11.0,467.0,Fresno,Kingsburg,City,2002-02-19
1622.0,1159.0,250.0,21.0,3.0,7.0,1.0,2.0,9.0,170.0,Fresno,Mendota,City,2002-02-19
1496.0,962.0,360.0,22.0,1.0,2.0,3.0,3.0,7.0,136.0,Fresno,Orange Cove,City,2002-02-19
2627.0,1789.0,529.0,37.0,7.0,4.0,4.0,7.0,16.0,234.0,Fresno,Parlier,City,2002-02-19
7068.0,2837.0,3333.0,119.0,20.0,25.0,11.0,15.0,19.0,689.0,Fresno,Reedley,City,2002-02-19
482.0,312.0,91.0,7.0,0.0,0.0,0.0,0.0,5.0,67.0,Fresno,San Joaquin,City,2002-02-19
6322.0,3698.0,1858.0,91.0,18.0,19.0,8.0,15.0,23.0,592.0,Fresno,Sanger,City,2002-02-19
6430.0,3132.0,2628.0,100.0,8.0,15.0,3.0,9.0,15.0,520.0,Fresno,Selma,City,2002-02-19
71310.0,26642.0,36077.0,1244.0,281.0,314.0,55.0,176.0,170.0,6351.0,Fresno,Unincorporated Area,City,2002-02-19
2295.0,829.0,1053.0,73.0,8.0,11.0,2.0,4.0,10.0,305.0,Glenn,County Supervisorial 1,County Supervisorial,2002-02-19
2230.0,825.0,1037.0,57.0,8.0,11.0,2.0,5.0,7.0,278.0,Glenn,County Supervisorial 2,County Supervisorial,2002-02-19
2754.0,934.0,1373.0,77.0,4.0,12.0,3.0,4.0,11.0,336.0,Glenn,County Supervisorial 3,County Supervisorial,2002-02-19
2296.0,857.0,1001.0,65.0,7.0,6.0,2.0,5.0,25.0,328.0,Glenn,County Supervisorial 4,County Supervisorial,2002-02-19
2028.0,825.0,926.0,40.0,9.0,7.0,0.0,1.0,11.0,209.0,Glenn,County Supervisorial 5,County Supervisorial,2002-02-19
11603.0,4270.0,5390.0,312.0,36.0,47.0,9.0,19.0,64.0,1456.0,Glenn,US Congressional 2,US Congressional,2002-02-19
11603.0,4270.0,5390.0,312.0,36.0,47.0,9.0,19.0,64.0,1456.0,Glenn,State Senate 4,State Senate,2002-02-19
11603.0,4270.0,5390.0,312.0,36.0,47.0,9.0,19.0,64.0,1456.0,Glenn,State Assembly 2,State Assembly,2002-02-19
11603.0,4270.0,5390.0,312.0,36.0,47.0,9.0,19.0,64.0,1456.0,Glenn,State Board of Equalization 2,State Board of Equalization,2002-02-19
2442.0,921.0,1102.0,60.0,10.0,12.0,3.0,5.0,7.0,322.0,Glenn,Orland,City,2002-02-19
2633.0,985.0,1121.0,79.0,9.0,7.0,2.0,6.0,27.0,397.0,Glenn,Willows,City,2002-02-19
6528.0,2364.0,3167.0,173.0,17.0,28.0,4.0,8.0,30.0,737.0,Glenn,Unincorporated Area,City,2002-02-19
14626.0,5801.0,5829.0,329.0,438.0,108.0,8.0,74.0,68.0,1971.0,Humboldt,County Supervisorial 1,County Supervisorial,2002-02-19
14917.0,6230.0,5247.0,415.0,656.0,144.0,14.0,35.0,95.0,2081.0,Humboldt,County Supervisorial 2,County Supervisorial,2002-02-19
