Total_Registered,Democratic,Republican,American_Independent,Green,Libertarian,Peace_and_Freedom,Other,No_Party_Preference,county,district,district_type,date
145897.0,62143.0,33998.0,3817.0,504.0,846.0,269.0,1188.0,43132.0,Alameda,County Supervisorial  1,County Supervisorial,2016-04-08
137274.0,75085.0,18040.0,2891.0,608.0,620.0,468.0,1077.0,38485.0,Alameda,County Supervisorial  2,County Supervisorial,2016-04-08
152147.0,89143.0,15617.0,3068.0,1511.0,720.0,620.0,1206.0,40262.0,Alameda,County Supervisorial  3,County Supervisorial,2016-04-08
170620.0,96737.0,26677.0,3467.0,1294.0,852.0,500.0,1376.0,39717.0,Alameda,County Supervisorial  4,County Supervisorial,2016-04-08
195457.0,127772.0,9595.0,3033.0,4194.0,897.0,829.0,1547.0,47590.0,Alameda,County Supervisorial  5,County Supervisorial,2016-04-08
407497.0,260551.0,27412.0,6976.0,6424.0,1791.0,1675.0,3244.0,99424.0,Alameda,US Congressional 13,US Congressional,2016-04-08
314192.0,153094.0,63500.0,7656.0,1408.0,1802.0,835.0,2496.0,83401.0,Alameda,US Congressional 15,US Congressional,2016-04-08
79706.0,37235.0,13015.0,1644.0,279.0,342.0,176.0,654.0,26361.0,Alameda,US Congressional 17,US Congressional,2016-04-08
115037.0,44670.0,34886.0,3366.0,365.0,803.0,167.0,947.0,29833.0,Alameda,State Senate  7,State Senate,2016-04-08
403744.0,258391.0,26983.0,6903.0,6405.0,1775.0,1661.0,3216.0,98410.0,Alameda,State Senate  9,State Senate,2016-04-08
282614.0,147819.0,42058.0,6007.0,1341.0,1357.0,858.0,2231.0,80943.0,Alameda,State Senate 10,State Senate,2016-04-08
159298.0,104722.0,8801.0,2345.0,3519.0,766.0,599.0,1144.0,37402.0,Alameda,State Assembly 15,State Assembly,2016-04-08
113608.0,44198.0,34348.0,3321.0,353.0,800.0,166.0,932.0,29490.0,Alameda,State Assembly 16,State Assembly,2016-04-08
247591.0,155485.0,18564.0,4614.0,2901.0,1020.0,1073.0,2098.0,61836.0,Alameda,State Assembly 18,State Assembly,2016-04-08
214783.0,115405.0,31830.0,4629.0,1112.0,1070.0,706.0,1689.0,58342.0,Alameda,State Assembly 20,State Assembly,2016-04-08
66115.0,31070.0,10384.0,1367.0,226.0,279.0,142.0,531.0,22116.0,Alameda,State Assembly 25,State Assembly,2016-04-08
801395.0,450880.0,103927.0,16276.0,8111.0,3935.0,2686.0,6394.0,209186.0,Alameda,State Board of Equalization 2,State Board of Equalization,2016-04-08
44169.0,24761.0,5791.0,970.0,494.0,269.0,142.0,336.0,11406.0,Alameda,Alameda,City,2016-04-08
10490.0,6834.0,615.0,153.0,234.0,50.0,26.0,68.0,2510.0,Alameda,Albany,City,2016-04-08
75774.0,50575.0,2827.0,988.0,1900.0,364.0,352.0,507.0,18261.0,Alameda,Berkeley,City,2016-04-08
23209.0,9764.0,5316.0,651.0,66.0,170.0,43.0,193.0,7006.0,Alameda,Dublin,City,2016-04-08
5814.0,3592.0,374.0,123.0,94.0,39.0,13.0,62.0,1517.0,Alameda,Emeryville,City,2016-04-08
94687.0,43630.0,15441.0,1985.0,358.0,417.0,204.0,768.0,31884.0,Alameda,Fremont,City,2016-04-08
62369.0,36401.0,7266.0,1352.0,302.0,304.0,260.0,500.0,15984.0,Alameda,Hayward,City,2016-04-08
47873.0,18456.0,15792.0,1583.0,164.0,348.0,75.0,384.0,11071.0,Alameda,Livermore,City,2016-04-08
19711.0,10544.0,3127.0,460.0,75.0,97.0,53.0,145.0,5210.0,Alameda,Newark,City,2016-04-08
220319.0,145411.0,11122.0,3643.0,3416.0,868.0,995.0,1907.0,52957.0,Alameda,Oakland,City,2016-04-08
8194.0,4699.0,1425.0,145.0,51.0,28.0,12.0,42.0,1792.0,Alameda,Piedmont,City,2016-04-08
