Total_Registered,Democratic,Republican,American_Independent,Green,Libertarian,Peace_and_Freedom,Unknown,Other,No_Party_Preference,county,district,district_type,date
78146.0,54038.0,2461.0,964.0,1460.0,371.0,261.0,87.0,493.0,18011.0,Alameda,Berkeley,City,2018-05-21
27076.0,11673.0,5215.0,676.0,64.0,206.0,55.0,33.0,202.0,8952.0,Alameda,Dublin,City,2018-05-21
6460.0,4111.0,343.0,130.0,70.0,46.0,15.0,10.0,57.0,1678.0,Alameda,Emeryville,City,2018-05-21
101183.0,47000.0,14696.0,1969.0,331.0,490.0,216.0,131.0,730.0,35620.0,Alameda,Fremont,City,2018-05-21
66735.0,38894.0,7040.0,1403.0,286.0,334.0,292.0,107.0,432.0,17947.0,Alameda,Hayward,City,2018-05-21
50727.0,19874.0,15487.0,1671.0,168.0,467.0,90.0,51.0,388.0,12531.0,Alameda,Livermore,City,2018-05-21
21300.0,11309.0,3063.0,476.0,86.0,121.0,58.0,24.0,146.0,6017.0,Alameda,Newark,City,2018-05-21
236375.0,158009.0,10035.0,3748.0,2830.0,986.0,977.0,451.0,1854.0,57485.0,Alameda,Oakland,City,2018-05-21
8473.0,5055.0,1259.0,140.0,40.0,37.0,6.0,5.0,50.0,1881.0,Alameda,Piedmont,City,2018-05-21
43325.0,16988.0,11954.0,1062.0,126.0,316.0,48.0,56.0,311.0,12464.0,Alameda,Pleasanton,City,2018-05-21
44256.0,25445.0,4977.0,931.0,227.0,178.0,137.0,69.0,343.0,11949.0,Alameda,San Leandro,City,2018-05-21
35255.0,18953.0,4032.0,652.0,131.0,125.0,103.0,50.0,257.0,10952.0,Alameda,Union City,City,2018-05-21
76727.0,40857.0,12760.0,1730.0,444.0,511.0,231.0,82.0,565.0,19547.0,Alameda,Unincorporated Area,City,2018-05-21
144.0,58.0,50.0,6.0,1.0,0.0,0.0,0.0,0.0,29.0,Alpine,County Supervisorial 1,County Supervisorial,2018-05-21
155.0,64.0,39.0,6.0,1.0,1.0,0.0,0.0,1.0,43.0,Alpine,County Supervisorial 2,County Supervisorial,2018-05-21
103.0,49.0,15.0,6.0,0.0,2.0,1.0,0.0,1.0,29.0,Alpine,County Supervisorial 3,County Supervisorial,2018-05-21
151.0,63.0,42.0,2.0,2.0,2.0,1.0,0.0,0.0,39.0,Alpine,County Supervisorial 4,County Supervisorial,2018-05-21
182.0,58.0,65.0,8.0,2.0,1.0,0.0,0.0,0.0,48.0,Alpine,County Supervisorial 5,County Supervisorial,2018-05-21
735.0,292.0,211.0,28.0,6.0,6.0,2.0,0.0,2.0,188.0,Alpine,US Congressional 4,US Congressional,2018-05-21
735.0,292.0,211.0,28.0,6.0,6.0,2.0,0.0,2.0,188.0,Alpine,State Senate 1,State Senate,2018-05-21
735.0,292.0,211.0,28.0,6.0,6.0,2.0,0.0,2.0,188.0,Alpine,State Assembly 5,State Assembly,2018-05-21
735.0,292.0,211.0,28.0,6.0,6.0,2.0,0.0,2.0,188.0,Alpine,State Board of Equalization 1,State Board of Equalization,2018-05-21
735.0,292.0,211.0,28.0,6.0,6.0,2.0,0.0,2.0,188.0,Alpine,Unincorporated Area,City,2018-05-21
4115.0,1309.0,1742.0,179.0,17.0,46.0,16.0,2.0,4.0,800.0,Amador,County Supervisorial 1,County Supervisorial,2018-05-21
4966.0,1246.0,2425.0,213.0,24.0,73.0,22.0,2.0,13.0,948.0,Amador,County Supervisorial 2,County Supervisorial,2018-05-21
3983.0,1217.0,1740.0,175.0,22.0,34.0,9.0,2.0,9.0,775.0,Amador,County Supervisorial 3,County Supervisorial,2018-05-21
4355.0,1305.0,1959.0,184.0,17.0,68.0,6.0,2.0,7.0,807.0,Amador,County Supervisorial 4,County Supervisorial,2018-05-21
4456.0,1358.0,1997.0,172.0,31.0,62.0,12.0,0.0,12.0,812.0,Amador,County Supervisorial 5,County Supervisorial,2018-05-21
21875.0,6435.0,9863.0,923.0,111.0,283.0,65.0,8.0,45.0,4142.0,Amador,US Congressional 4,US Congressional,2018-05-21
21875.0,6435.0,9863.0,923.0,111.0,283.0,65.0,8.0,45.0,4142.0,Amador,State Senate 8,State Senate,2018-05-21
21875.0,6435.0,9863.0,923.0,111.0,283.0,65.0,8.0,45.0,4142.0,Amador,State Assembly 5,State Assembly,2018-05-21
21875.0,6435.0,9863.0,923.0,111.0,283.0,65.0,8.0,45.0,4142.0,Amador,State Board of Equalization 1,State Board of Equalization,2018-05-21
135.0,56.0,40.0,7.0,0.0,2.0,0.0,0.0,0.0,30.0,Amador,Amador,City,2018-05-21
2483.0,633.0,1212.0,106.0,10.0,37.0,8.0,1.0,4.0,472.0,Amador,Ione,City,2018-05-21
2641.0,899.0,1016.0,128.0,15.0,27.0,10.0,2.0,4.0,540.0,Amador,Jackson,City,2018-05-21
504.0,140.0,228.0,14.0,4.0,8.0,5.0,0.0,2.0,103.0,Amador,Plymouth,City,2018-05-21
1694.0,554.0,722.0,77.0,7.0,32.0,3.0,0.0,2.0,297.0,Amador,Sutter Creek,City,2018-05-21
14418.0,4153.0,6645.0,591.0,75.0,177.0,39.0,5.0,33.0,2700.0,Amador,Unincorporated Area,City,2018-05-21
21041.0,5852.0,8371.0,889.0,123.0,220.0,102.0,44.0,253.0,5187.0,Butte,County Supervisorial 1,County Supervisorial,2018-05-21
23781.0,9889.0,7083.0,703.0,212.0,273.0,65.0,46.0,191.0,5319.0,Butte,County Supervisorial 2,County Supervisorial,2018-05-21
24933.0,10174.0,7741.0,729.0,240.0,293.0,59.0,42.0,224.0,5431.0,Butte,County Supervisorial 3,County Supervisorial,2018-05-21
20412.0,7147.0,7475.0,669.0,166.0,211.0,69.0,39.0,180.0,4456.0,Butte,County Supervisorial 4,County Supervisorial,2018-05-21
26576.0,8257.0,10662.0,1097.0,205.0,291.0,88.0,43.0,363.0,5570.0,Butte,County Supervisorial 5,County Supervisorial,2018-05-21
116743.0,41319.0,41332.0,4087.0,946.0,1288.0,383.0,214.0,1211.0,25963.0,Butte,US Congressional 1,US Congressional,2018-05-21
116743.0,41319.0,41332.0,4087.0,946.0,1288.0,383.0,214.0,1211.0,25963.0,Butte,State Senate 4,State Senate,2018-05-21
11306.0,3466.0,4457.0,464.0,105.0,130.0,50.0,20.0,143.0,2471.0,Butte,State Assembly 1,State Assembly,2018-05-21
105437.0,37853.0,36875.0,3623.0,841.0,1158.0,333.0,194.0,1068.0,23492.0,Butte,State Assembly 3,State Assembly,2018-05-21
116743.0,41319.0,41332.0,4087.0,946.0,1288.0,383.0,214.0,1211.0,25963.0,Butte,State Board of Equalization 1,State Board of Equalization,2018-05-21
699.0,239.0,287.0,17.0,2.0,6.0,3.0,1.0,5.0,139.0,Butte,Biggs,City,2018-05-21
46249.0,20186.0,12454.0,1384.0,452.0,552.0,131.0,91.0,379.0,10620.0,Butte,Chico,City,2018-05-21
2572.0,938.0,862.0,97.0,13.0,18.0,10.0,5.0,25.0,604.0,Butte,Gridley,City,2018-05-21
7286.0,2273.0,2438.0,313.0,43.0,85.0,49.0,16.0,74.0,1995.0,Butte,Oroville,City,2018-05-21
15799.0,4856.0,6313.0,633.0,121.0,161.0,52.0,21.0,244.0,3398.0,Butte,Paradise,City,2018-05-21
44138.0,12827.0,18978.0,1643.0,315.0,466.0,138.0,80.0,484.0,9207.0,Butte,Unincorporated Area,City,2018-05-21
5594.0,1417.0,2601.0,241.0,25.0,80.0,16.0,7.0,41.0,1166.0,Calaveras,County Supervisorial 1,County Supervisorial,2018-05-21
5112.0,1568.0,1902.0,254.0,61.0,86.0,30.0,8.0,46.0,1157.0,Calaveras,County Supervisorial 2,County Supervisorial,2018-05-21
6005.0,2088.0,2256.0,238.0,58.0,63.0,19.0,11.0,52.0,1220.0,Calaveras,County Supervisorial 3,County Supervisorial,2018-05-21
6235.0,1665.0,2710.0,291.0,30.0,103.0,15.0,15.0,42.0,1364.0,Calaveras,County Supervisorial 4,County Supervisorial,2018-05-21
5503.0,1312.0,2538.0,277.0,16.0,83.0,16.0,4.0,45.0,1212.0,Calaveras,County Supervisorial 5,County Supervisorial,2018-05-21
28449.0,8050.0,12007.0,1301.0,190.0,415.0,96.0,45.0,226.0,6119.0,Calaveras,US Congressional 4,US Congressional,2018-05-21
28449.0,8050.0,12007.0,1301.0,190.0,415.0,96.0,45.0,226.0,6119.0,Calaveras,State Senate 8,State Senate,2018-05-21
28449.0,8050.0,12007.0,1301.0,190.0,415.0,96.0,45.0,226.0,6119.0,Calaveras,State Assembly 5,State Assembly,2018-05-21
28449.0,8050.0,12007.0,1301.0,190.0,415.0,96.0,45.0,226.0,6119.0,Calaveras,State Board of Equalization 1,State Board of Equalization,2018-05-21
2287.0,641.0,970.0,100.0,10.0,46.0,8.0,6.0,13.0,493.0,Calaveras,Angels,City,2018-05-21
26162.0,7409.0,11037.0,1201.0,180.0,369.0,88.0,39.0,213.0,5626.0,Calaveras,Unincorporated Area,City,2018-05-21
1856.0,642.0,735.0,58.0,1.0,18.0,3.0,0.0,0.0,399.0,Colusa,County Supervisorial 1,County Supervisorial,2018-05-21
1817.0,594.0,732.0,63.0,4.0,19.0,7.0,0.0,1.0,397.0,Colusa,County Supervisorial 2,County Supervisorial,2018-05-21
1455.0,511.0,468.0,34.0,3.0,12.0,4.0,0.0,2.0,421.0,Colusa,County Supervisorial 3,County Supervisorial,2018-05-21
1430.0,449.0,584.0,39.0,5.0,5.0,0.0,0.0,3.0,345.0,Colusa,County Supervisorial 4,County Supervisorial,2018-05-21
1875.0,540.0,865.0,63.0,9.0,14.0,7.0,0.0,1.0,376.0,Colusa,County Supervisorial 5,County Supervisorial,2018-05-21
8433.0,2736.0,3384.0,257.0,22.0,68.0,21.0,0.0,7.0,1938.0,Colusa,US Congressional 3,US Congressional,2018-05-21
8433.0,2736.0,3384.0,257.0,22.0,68.0,21.0,0.0,7.0,1938.0,Colusa,State Senate 4,State Senate,2018-05-21
4460.0,1332.0,2005.0,149.0,17.0,32.0,13.0,0.0,4.0,908.0,Colusa,State Assembly 3,State Assembly,2018-05-21
3973.0,1404.0,1379.0,108.0,5.0,36.0,8.0,0.0,3.0,1030.0,Colusa,State Assembly 4,State Assembly,2018-05-21
8433.0,2736.0,3384.0,257.0,22.0,68.0,21.0,0.0,7.0,1938.0,Colusa,State Board of Equalization 2,State Board of Equalization,2018-05-21
2599.0,828.0,1069.0,88.0,10.0,25.0,12.0,0.0,1.0,566.0,Colusa,Colusa,City,2018-05-21
1476.0,600.0,322.0,29.0,1.0,8.0,3.0,0.0,3.0,510.0,Colusa,Williams,City,2018-05-21
4358.0,1308.0,1993.0,140.0,11.0,35.0,6.0,0.0,3.0,862.0,Colusa,Unincorporated Area,City,2018-05-21
103796.0,66734.0,7608.0,1801.0,903.0,472.0,449.0,200.0,194.0,25435.0,Contra Costa,County Supervisorial 1,County Supervisorial,2018-05-21
145969.0,60915.0,41403.0,3768.0,465.0,992.0,113.0,144.0,238.0,37931.0,Contra Costa,County Supervisorial 2,County Supervisorial,2018-05-21
117391.0,54091.0,29787.0,3717.0,323.0,778.0,275.0,147.0,163.0,28110.0,Contra Costa,County Supervisorial 3,County Supervisorial,2018-05-21
127750.0,59950.0,29683.0,3768.0,695.0,1023.0,302.0,127.0,249.0,31953.0,Contra Costa,County Supervisorial 4,County Supervisorial,2018-05-21
107313.0,58458.0,16633.0,2847.0,599.0,723.0,412.0,128.0,189.0,27324.0,Contra Costa,County Supervisorial 5,County Supervisorial,2018-05-21
53042.0,29503.0,7921.0,1393.0,342.0,351.0,158.0,56.0,95.0,13223.0,Contra Costa,US Congressional 5,US Congressional,2018-05-21
102608.0,48448.0,25014.0,3341.0,304.0,683.0,257.0,132.0,149.0,24280.0,Contra Costa,US Congressional 9,US Congressional,2018-05-21
404738.0,205362.0,82095.0,10133.0,2237.0,2707.0,1103.0,507.0,737.0,99857.0,Contra Costa,US Congressional 11,US Congressional,2018-05-21
41831.0,16835.0,10084.0,1034.0,102.0,247.0,33.0,51.0,52.0,13393.0,Contra Costa,US Congressional 15,US Congressional,2018-05-21
50984.0,25009.0,10886.0,1575.0,415.0,473.0,125.0,39.0,124.0,12338.0,Contra Costa,State Senate 3,State Senate,2018-05-21
422827.0,194070.0,103633.0,12019.0,1548.0,2927.0,903.0,476.0,682.0,106569.0,Contra Costa,State Senate 7,State Senate,2018-05-21
128408.0,81069.0,10595.0,2307.0,1022.0,588.0,523.0,231.0,227.0,31846.0,Contra Costa,State Senate 9,State Senate,2018-05-21
122556.0,59705.0,27801.0,3923.0,377.0,796.0,354.0,170.0,182.0,29248.0,Contra Costa,State Assembly 11,State Assembly,2018-05-21
178998.0,88240.0,37170.0,5215.0,1016.0,1417.0,550.0,177.0,356.0,44857.0,Contra Costa,State Assembly 14,State Assembly,2018-05-21
123295.0,78145.0,9891.0,2193.0,996.0,558.0,505.0,221.0,218.0,30568.0,Contra Costa,State Assembly 15,State Assembly,2018-05-21
177370.0,74058.0,50252.0,4570.0,596.0,1217.0,142.0,178.0,277.0,46080.0,Contra Costa,State Assembly 16,State Assembly,2018-05-21
602219.0,300148.0,125114.0,15901.0,2985.0,3988.0,1551.0,746.0,1033.0,150753.0,Contra Costa,State Board of Equalization 2,State Board of Equalization,2018-05-21
51495.0,28262.0,8225.0,1455.0,179.0,293.0,193.0,82.0,70.0,12736.0,Contra Costa,Antioch,City,2018-05-21
32111.0,13425.0,9493.0,1082.0,88.0,238.0,59.0,47.0,52.0,7627.0,Contra Costa,Brentwood,City,2018-05-21
7821.0,3048.0,2771.0,250.0,16.0,64.0,8.0,5.0,14.0,1645.0,Contra Costa,Clayton,City,2018-05-21
63890.0,30804.0,13699.0,2013.0,334.0,526.0,203.0,65.0,131.0,16115.0,Contra Costa,Concord,City,2018-05-21
29116.0,10160.0,10812.0,860.0,64.0,218.0,18.0,24.0,39.0,6921.0,Contra Costa,Danville,City,2018-05-21
15499.0,10225.0,1036.0,193.0,211.0,71.0,34.0,20.0,20.0,3689.0,Contra Costa,El Cerrito,City,2018-05-21
14072.0,8178.0,1654.0,267.0,59.0,58.0,36.0,10.0,16.0,3794.0,Contra Costa,Hercules,City,2018-05-21
17568.0,8302.0,4350.0,435.0,74.0,119.0,22.0,14.0,36.0,4216.0,Contra Costa,Lafayette,City,2018-05-21
23337.0,11491.0,5125.0,758.0,184.0,236.0,58.0,13.0,56.0,5416.0,Contra Costa,Martinez,City,2018-05-21
10677.0,4611.0,2903.0,244.0,27.0,87.0,4.0,8.0,22.0,2771.0,Contra Costa,Moraga,City,2018-05-21
19839.0,9702.0,4609.0,669.0,56.0,123.0,44.0,18.0,24.0,4594.0,Contra Costa,Oakley,City,2018-05-21
13621.0,6536.0,3329.0,293.0,63.0,85.0,7.0,15.0,25.0,3268.0,Contra Costa,Orinda,City,2018-05-21
10945.0,6338.0,1570.0,278.0,61.0,54.0,30.0,14.0,15.0,2585.0,Contra Costa,Pinole,City,2018-05-21
31387.0,18118.0,3828.0,732.0,119.0,168.0,131.0,41.0,51.0,8199.0,Contra Costa,Pittsburg,City,2018-05-21
20989.0,10160.0,4445.0,595.0,168.0,181.0,46.0,22.0,51.0,5321.0,Contra Costa,Pleasant Hill,City,2018-05-21
50713.0,33124.0,3042.0,866.0,433.0,203.0,271.0,116.0,110.0,12548.0,Contra Costa,Richmond,City,2018-05-21
10624.0,6696.0,615.0,200.0,48.0,62.0,55.0,30.0,17.0,2901.0,Contra Costa,San Pablo,City,2018-05-21
39615.0,16039.0,9270.0,974.0,100.0,239.0,32.0,47.0,50.0,12864.0,Contra Costa,San Ramon,City,2018-05-21
44536.0,20847.0,11178.0,1157.0,210.0,299.0,52.0,41.0,64.0,10688.0,Contra Costa,Walnut Creek,City,2018-05-21
94364.0,44082.0,23160.0,2580.0,491.0,664.0,248.0,114.0,170.0,22855.0,Contra Costa,Unincorporated Area,City,2018-05-21
2321.0,749.0,666.0,107.0,24.0,23.0,25.0,0.0,36.0,691.0,Del Norte,County Supervisorial 1,County Supervisorial,2018-05-21
2487.0,792.0,788.0,119.0,23.0,29.0,22.0,0.0,23.0,691.0,Del Norte,County Supervisorial 2,County Supervisorial,2018-05-21
3169.0,1012.0,1228.0,155.0,24.0,43.0,12.0,0.0,19.0,676.0,Del Norte,County Supervisorial 3,County Supervisorial,2018-05-21
3142.0,859.0,1323.0,136.0,17.0,33.0,14.0,2.0,25.0,733.0,Del Norte,County Supervisorial 4,County Supervisorial,2018-05-21
3022.0,969.0,1060.0,149.0,27.0,32.0,13.0,0.0,31.0,741.0,Del Norte,County Supervisorial 5,County Supervisorial,2018-05-21
14141.0,4381.0,5065.0,666.0,115.0,160.0,86.0,2.0,134.0,3532.0,Del Norte,US Congressional 2,US Congressional,2018-05-21
14141.0,4381.0,5065.0,666.0,115.0,160.0,86.0,2.0,134.0,3532.0,Del Norte,State Senate 2,State Senate,2018-05-21
14141.0,4381.0,5065.0,666.0,115.0,160.0,86.0,2.0,134.0,3532.0,Del Norte,State Assembly 2,State Assembly,2018-05-21
14141.0,4381.0,5065.0,666.0,115.0,160.0,86.0,2.0,134.0,3532.0,Del Norte,State Board of Equalization 2,State Board of Equalization,2018-05-21
1960.0,658.0,528.0,107.0,20.0,24.0,21.0,0.0,20.0,582.0,Del Norte,Crescent City,City,2018-05-21
12181.0,3723.0,4537.0,559.0,95.0,136.0,65.0,2.0,114.0,2950.0,Del Norte,Unincorporated Area,City,2018-05-21
24004.0,6395.0,11040.0,812.0,52.0,326.0,19.0,5.0,190.0,5165.0,El Dorado,County Supervisorial 1,County Supervisorial,2018-05-21
24987.0,6832.0,11254.0,1023.0,106.0,355.0,49.0,3.0,205.0,5160.0,El Dorado,County Supervisorial 2,County Supervisorial,2018-05-21
22533.0,6718.0,9453.0,957.0,162.0,265.0,77.0,5.0,184.0,4712.0,El Dorado,County Supervisorial 3,County Supervisorial,2018-05-21
24283.0,6410.0,11310.0,1002.0,108.0,320.0,37.0,1.0,189.0,4906.0,El Dorado,County Supervisorial 4,County Supervisorial,2018-05-21
19624.0,7401.0,4916.0,863.0,245.0,294.0,108.0,0.0,175.0,5622.0,El Dorado,County Supervisorial 5,County Supervisorial,2018-05-21
115431.0,33756.0,47973.0,4657.0,673.0,1560.0,290.0,14.0,943.0,25565.0,El Dorado,US Congressional 4,US Congressional,2018-05-21
115431.0,33756.0,47973.0,4657.0,673.0,1560.0,290.0,14.0,943.0,25565.0,El Dorado,State Senate 1,State Senate,2018-05-21
73644.0,22460.0,28871.0,3188.0,562.0,1001.0,244.0,8.0,610.0,16700.0,El Dorado,State Assembly 5,State Assembly,2018-05-21
41787.0,11296.0,19102.0,1469.0,111.0,559.0,46.0,6.0,333.0,8865.0,El Dorado,State Assembly 6,State Assembly,2018-05-21
115431.0,33756.0,47973.0,4657.0,673.0,1560.0,290.0,14.0,943.0,25565.0,El Dorado,State Board of Equalization 1,State Board of Equalization,2018-05-21
5853.0,2046.0,2031.0,261.0,54.0,64.0,26.0,1.0,45.0,1325.0,El Dorado,Placerville,City,2018-05-21
10068.0,4041.0,2038.0,464.0,143.0,140.0,64.0,0.0,85.0,3093.0,El Dorado,South Lake Tahoe,City,2018-05-21
99510.0,27669.0,43904.0,3932.0,476.0,1356.0,200.0,13.0,813.0,21147.0,El Dorado,Unincorporated Area,City,2018-05-21
78128.0,35828.0,19537.0,2155.0,229.0,412.0,322.0,2.0,728.0,18915.0,Fresno,County Supervisorial 1,County Supervisorial,2018-05-21
109062.0,36153.0,45654.0,3337.0,428.0,855.0,266.0,3.0,1200.0,21166.0,Fresno,County Supervisorial 2,County Supervisorial,2018-05-21
71090.0,35720.0,14347.0,1641.0,313.0,405.0,383.0,0.0,668.0,17613.0,Fresno,County Supervisorial 3,County Supervisorial,2018-05-21
68963.0,27819.0,22898.0,1616.0,153.0,374.0,255.0,0.0,621.0,15227.0,Fresno,County Supervisorial 4,County Supervisorial,2018-05-21
113374.0,34864.0,49047.0,3544.0,298.0,902.0,267.0,6.0,1205.0,23241.0,Fresno,County Supervisorial 5,County Supervisorial,2018-05-21
9239.0,1836.0,5197.0,360.0,43.0,94.0,18.0,1.0,109.0,1581.0,Fresno,US Congressional 4,US Congressional,2018-05-21
133525.0,65122.0,29138.0,3248.0,543.0,776.0,683.0,2.0,1293.0,32720.0,Fresno,US Congressional 16,US Congressional,2018-05-21
72399.0,29987.0,22919.0,1810.0,155.0,375.0,262.0,0.0,637.0,16254.0,Fresno,US Congressional 21,US Congressional,2018-05-21
225454.0,73439.0,94229.0,6875.0,680.0,1703.0,530.0,8.0,2383.0,45607.0,Fresno,US Congressional 22,US Congressional,2018-05-21
292265.0,101818.0,112234.0,8875.0,1015.0,2197.0,859.0,10.0,3124.0,62133.0,Fresno,State Senate 8,State Senate,2018-05-21
45691.0,17247.0,15885.0,1271.0,95.0,259.0,157.0,0.0,422.0,10355.0,Fresno,State Senate 12,State Senate,2018-05-21
102661.0,51319.0,23364.0,2147.0,311.0,492.0,477.0,1.0,876.0,23674.0,Fresno,State Senate 14,State Senate,2018-05-21
264897.0,89058.0,106298.0,8153.0,889.0,2030.0,729.0,9.0,2837.0,54894.0,Fresno,State Assembly 23,State Assembly,2018-05-21
175720.0,81326.0,45185.0,4140.0,532.0,918.0,764.0,2.0,1585.0,41268.0,Fresno,State Assembly 31,State Assembly,2018-05-21
440617.0,170384.0,151483.0,12293.0,1421.0,2948.0,1493.0,11.0,4422.0,96162.0,Fresno,State Board of Equalization 1,State Board of Equalization,2018-05-21
61618.0,17376.0,28756.0,1983.0,140.0,505.0,117.0,4.0,643.0,12094.0,Fresno,Clovis,City,2018-05-21
4856.0,1731.0,1505.0,171.0,15.0,38.0,19.0,0.0,62.0,1315.0,Fresno,Coalinga,City,2018-05-21
2527.0,1289.0,427.0,51.0,4.0,16.0,13.0,0.0,15.0,712.0,Fresno,Firebaugh,City,2018-05-21
3040.0,1240.0,901.0,47.0,4.0,17.0,14.0,0.0,30.0,787.0,Fresno,Fowler,City,2018-05-21
234556.0,99424.0,68645.0,6472.0,897.0,1518.0,909.0,6.0,2404.0,54281.0,Fresno,Fresno,City,2018-05-21
1020.0,589.0,130.0,15.0,3.0,5.0,7.0,0.0,10.0,261.0,Fresno,Huron,City,2018-05-21
5558.0,2433.0,1421.0,222.0,14.0,14.0,20.0,0.0,53.0,1381.0,Fresno,Kerman,City,2018-05-21
6301.0,1524.0,3300.0,177.0,14.0,44.0,13.0,0.0,66.0,1163.0,Fresno,Kingsburg,City,2018-05-21
2520.0,1576.0,312.0,30.0,4.0,10.0,6.0,0.0,22.0,560.0,Fresno,Mendota,City,2018-05-21
2770.0,1635.0,395.0,53.0,8.0,12.0,16.0,0.0,18.0,633.0,Fresno,Orange Cove,City,2018-05-21
4201.0,2421.0,625.0,61.0,9.0,11.0,27.0,0.0,32.0,1015.0,Fresno,Parlier,City,2018-05-21
9389.0,3589.0,3314.0,199.0,22.0,59.0,35.0,0.0,85.0,2086.0,Fresno,Reedley,City,2018-05-21
828.0,486.0,89.0,19.0,0.0,8.0,7.0,0.0,6.0,213.0,Fresno,San Joaquin,City,2018-05-21
11015.0,5189.0,3080.0,224.0,36.0,58.0,39.0,0.0,79.0,2310.0,Fresno,Sanger,City,2018-05-21
9115.0,4075.0,2542.0,217.0,9.0,44.0,34.0,0.0,85.0,2109.0,Fresno,Selma,City,2018-05-21
81303.0,25807.0,36041.0,2352.0,242.0,589.0,217.0,1.0,812.0,15242.0,Fresno,Unincorporated Area,City,2018-05-21
2570.0,730.0,1039.0,110.0,8.0,32.0,10.0,0.0,6.0,635.0,Glenn,County Supervisorial 1,County Supervisorial,2018-05-21
2547.0,809.0,994.0,96.0,12.0,28.0,10.0,0.0,4.0,594.0,Glenn,County Supervisorial 2,County Supervisorial,2018-05-21
2602.0,597.0,1388.0,89.0,8.0,13.0,3.0,0.0,4.0,500.0,Glenn,County Supervisorial 3,County Supervisorial,2018-05-21
2325.0,663.0,943.0,111.0,2.0,19.0,10.0,0.0,8.0,569.0,Glenn,County Supervisorial 4,County Supervisorial,2018-05-21
2255.0,760.0,939.0,64.0,4.0,22.0,5.0,0.0,3.0,458.0,Glenn,County Supervisorial 5,County Supervisorial,2018-05-21
1122.0,245.0,643.0,32.0,3.0,9.0,0.0,0.0,1.0,189.0,Glenn,US Congressional 1,US Congressional,2018-05-21
11177.0,3314.0,4660.0,438.0,31.0,105.0,38.0,0.0,24.0,2567.0,Glenn,US Congressional 3,US Congressional,2018-05-21
12299.0,3559.0,5303.0,470.0,34.0,114.0,38.0,0.0,25.0,2756.0,Glenn,State Senate 4,State Senate,2018-05-21
12299.0,3559.0,5303.0,470.0,34.0,114.0,38.0,0.0,25.0,2756.0,Glenn,State Assembly 3,State Assembly,2018-05-21
12299.0,3559.0,5303.0,470.0,34.0,114.0,38.0,0.0,25.0,2756.0,Glenn,State Board of Equalization 2,State Board of Equalization,2018-05-21
