Total_Registered,Democratic,Republican,American_Independent,Green,Libertarian,Natural_Law,Peace_and_Freedom,Other,Decline_to_State,county,district,district_type,date
17420.0,7404.0,3167.0,356.0,1811.0,194.0,27.0,72.0,44.0,4345.0,Humboldt,County Supervisorial 3,County Supervisorial,2006-05-22
13346.0,5711.0,3720.0,336.0,621.0,127.0,14.0,48.0,46.0,2723.0,Humboldt,County Supervisorial 4,County Supervisorial,2006-05-22
16583.0,7222.0,4587.0,420.0,849.0,132.0,37.0,63.0,42.0,3231.0,Humboldt,County Supervisorial 5,County Supervisorial,2006-05-22
79036.0,32625.0,23018.0,1877.0,4293.0,710.0,106.0,279.0,224.0,15904.0,Humboldt,US Congressional 1,US Congressional,2006-05-22
79036.0,32625.0,23018.0,1877.0,4293.0,710.0,106.0,279.0,224.0,15904.0,Humboldt,State Senate 2,State Senate,2006-05-22
79036.0,32625.0,23018.0,1877.0,4293.0,710.0,106.0,279.0,224.0,15904.0,Humboldt,State Assembly 1,State Assembly,2006-05-22
79036.0,32625.0,23018.0,1877.0,4293.0,710.0,106.0,279.0,224.0,15904.0,Humboldt,State Board of Equalization 1,State Board of Equalization,2006-05-22
11447.0,4875.0,1461.0,252.0,1376.0,144.0,21.0,51.0,25.0,3242.0,Humboldt,Arcata,City,2006-05-22
812.0,346.0,193.0,26.0,64.0,9.0,8.0,2.0,3.0,161.0,Humboldt,Blue Lake,City,2006-05-22
14835.0,6276.0,4399.0,347.0,623.0,138.0,16.0,53.0,53.0,2930.0,Humboldt,Eureka,City,2006-05-22
950.0,347.0,409.0,21.0,16.0,4.0,0.0,1.0,1.0,151.0,Humboldt,Ferndale,City,2006-05-22
6151.0,2159.0,2668.0,141.0,52.0,51.0,3.0,15.0,12.0,1050.0,Humboldt,Fortuna,City,2006-05-22
1716.0,627.0,656.0,69.0,20.0,14.0,5.0,4.0,5.0,316.0,Humboldt,Rio Dell,City,2006-05-22
276.0,141.0,63.0,3.0,18.0,3.0,0.0,1.0,0.0,47.0,Humboldt,Trinidad,City,2006-05-22
42849.0,17854.0,13169.0,1018.0,2124.0,347.0,53.0,152.0,125.0,8007.0,Humboldt,Unincorporated Area,City,2006-05-22
12378.0,8491.0,1458.0,138.0,28.0,36.0,16.0,56.0,52.0,2103.0,Imperial,County Supervisorial 1,County Supervisorial,2006-05-22
10638.0,5555.0,3246.0,177.0,24.0,29.0,13.0,35.0,58.0,1501.0,Imperial,County Supervisorial 2,County Supervisorial,2006-05-22
10740.0,5224.0,3571.0,222.0,21.0,35.0,15.0,32.0,58.0,1562.0,Imperial,County Supervisorial 3,County Supervisorial,2006-05-22
10336.0,5044.0,3485.0,215.0,18.0,30.0,9.0,42.0,68.0,1425.0,Imperial,County Supervisorial 4,County Supervisorial,2006-05-22
9672.0,5513.0,2495.0,221.0,26.0,33.0,11.0,41.0,45.0,1287.0,Imperial,County Supervisorial 5,County Supervisorial,2006-05-22
53764.0,29827.0,14255.0,973.0,117.0,163.0,64.0,206.0,281.0,7878.0,Imperial,US Congressional 51,US Congressional,2006-05-22
53764.0,29827.0,14255.0,973.0,117.0,163.0,64.0,206.0,281.0,7878.0,Imperial,State Senate 40,State Senate,2006-05-22
53764.0,29827.0,14255.0,973.0,117.0,163.0,64.0,206.0,281.0,7878.0,Imperial,State Assembly 80,State Assembly,2006-05-22
53764.0,29827.0,14255.0,973.0,117.0,163.0,64.0,206.0,281.0,7878.0,Imperial,State Board of Equalization 3,State Board of Equalization,2006-05-22
8573.0,4792.0,2426.0,147.0,14.0,27.0,10.0,22.0,47.0,1088.0,Imperial,Brawley,City,2006-05-22
12241.0,8427.0,1409.0,135.0,27.0,36.0,15.0,56.0,52.0,2084.0,Imperial,Calexico,City,2006-05-22
1119.0,667.0,238.0,13.0,2.0,4.0,1.0,9.0,6.0,179.0,Imperial,Calipatria,City,2006-05-22
14756.0,8075.0,4160.0,264.0,32.0,42.0,18.0,59.0,71.0,2035.0,Imperial,El Centro,City,2006-05-22
2041.0,1044.0,620.0,51.0,4.0,4.0,2.0,10.0,14.0,292.0,Imperial,Holtville,City,2006-05-22
3984.0,1763.0,1441.0,85.0,5.0,10.0,6.0,5.0,26.0,643.0,Imperial,Imperial,City,2006-05-22
714.0,422.0,172.0,14.0,0.0,4.0,1.0,10.0,2.0,89.0,Imperial,Westmorland,City,2006-05-22
10336.0,4637.0,3789.0,264.0,33.0,36.0,11.0,35.0,63.0,1468.0,Imperial,Unincorporated Area,City,2006-05-22
2338.0,672.0,1241.0,49.0,21.0,8.0,1.0,6.0,9.0,331.0,Inyo,County Supervisorial 1,County Supervisorial,2006-05-22
1983.0,634.0,837.0,59.0,24.0,13.0,1.0,6.0,13.0,396.0,Inyo,County Supervisorial 2,County Supervisorial,2006-05-22
2597.0,800.0,1263.0,67.0,21.0,9.0,2.0,6.0,17.0,412.0,Inyo,County Supervisorial 3,County Supervisorial,2006-05-22
2098.0,683.0,953.0,48.0,15.0,17.0,1.0,5.0,12.0,364.0,Inyo,County Supervisorial 4,County Supervisorial,2006-05-22
1715.0,670.0,598.0,69.0,30.0,25.0,1.0,6.0,18.0,298.0,Inyo,County Supervisorial 5,County Supervisorial,2006-05-22
10731.0,3459.0,4892.0,292.0,111.0,72.0,6.0,29.0,69.0,1801.0,Inyo,US Congressional 25,US Congressional,2006-05-22
10731.0,3459.0,4892.0,292.0,111.0,72.0,6.0,29.0,69.0,1801.0,Inyo,State Senate 18,State Senate,2006-05-22
10731.0,3459.0,4892.0,292.0,111.0,72.0,6.0,29.0,69.0,1801.0,Inyo,State Assembly 34,State Assembly,2006-05-22
10731.0,3459.0,4892.0,292.0,111.0,72.0,6.0,29.0,69.0,1801.0,Inyo,State Board of Equalization 2,State Board of Equalization,2006-05-22
1855.0,604.0,769.0,56.0,22.0,12.0,1.0,6.0,13.0,372.0,Inyo,Bishop,City,2006-05-22
8876.0,2855.0,4123.0,236.0,89.0,60.0,5.0,23.0,56.0,1429.0,Inyo,Unincorporated Area,City,2006-05-22
55182.0,19801.0,25928.0,1391.0,144.0,285.0,41.0,114.0,79.0,7399.0,Kern,County Supervisorial 1,County Supervisorial,2006-05-22
58140.0,18988.0,27870.0,1749.0,159.0,309.0,38.0,133.0,132.0,8762.0,Kern,County Supervisorial 2,County Supervisorial,2006-05-22
65542.0,20331.0,34977.0,1679.0,195.0,314.0,28.0,96.0,103.0,7819.0,Kern,County Supervisorial 3,County Supervisorial,2006-05-22
70491.0,19972.0,39202.0,1687.0,204.0,313.0,45.0,105.0,98.0,8865.0,Kern,County Supervisorial 4,County Supervisorial,2006-05-22
37612.0,21262.0,11039.0,798.0,74.0,138.0,44.0,121.0,69.0,4067.0,Kern,County Supervisorial 5,County Supervisorial,2006-05-22
57275.0,33318.0,16451.0,1040.0,72.0,166.0,71.0,187.0,87.0,5883.0,Kern,US Congressional 20,US Congressional,2006-05-22
229692.0,67036.0,122565.0,6264.0,704.0,1193.0,125.0,382.0,394.0,31029.0,Kern,US Congressional 22,US Congressional,2006-05-22
63392.0,36135.0,18685.0,1204.0,88.0,198.0,72.0,212.0,97.0,6701.0,Kern,State Senate 16,State Senate,2006-05-22
7.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Kern,State Senate 17,State Senate,2006-05-22
223568.0,64218.0,120326.0,6100.0,688.0,1160.0,124.0,357.0,384.0,30211.0,Kern,State Senate 18,State Senate,2006-05-22
52135.0,30709.0,14805.0,913.0,67.0,146.0,60.0,164.0,66.0,5205.0,Kern,State Assembly 30,State Assembly,2006-05-22
219818.0,65199.0,117326.0,5806.0,674.0,1119.0,121.0,362.0,381.0,28830.0,Kern,State Assembly 32,State Assembly,2006-05-22
15007.0,4445.0,6880.0,585.0,35.0,93.0,15.0,43.0,34.0,2877.0,Kern,State Assembly 34,State Assembly,2006-05-22
7.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Kern,State Assembly 37,State Assembly,2006-05-22
286967.0,100354.0,139016.0,7304.0,776.0,1359.0,196.0,569.0,481.0,36912.0,Kern,State Board of Equalization 2,State Board of Equalization,2006-05-22
2804.0,1840.0,552.0,47.0,0.0,9.0,2.0,7.0,1.0,346.0,Kern,Arvin,City,2006-05-22
124188.0,42364.0,62330.0,2784.0,333.0,480.0,77.0,197.0,179.0,15444.0,Kern,Bakersfield,City,2006-05-22
4307.0,1353.0,1864.0,191.0,5.0,23.0,3.0,14.0,5.0,849.0,Kern,California City,City,2006-05-22
9826.0,5945.0,2684.0,115.0,12.0,16.0,12.0,28.0,10.0,1004.0,Kern,Delano,City,2006-05-22
468.0,140.0,224.0,25.0,0.0,3.0,2.0,3.0,1.0,70.0,Kern,Maricopa,City,2006-05-22
2507.0,1593.0,582.0,46.0,1.0,10.0,3.0,11.0,2.0,259.0,Kern,McFarland,City,2006-05-22
12974.0,3205.0,6785.0,366.0,46.0,117.0,14.0,23.0,24.0,2394.0,Kern,Ridgecrest,City,2006-05-22
4137.0,1968.0,1706.0,76.0,7.0,6.0,3.0,11.0,1.0,359.0,Kern,Shafter,City,2006-05-22
2934.0,749.0,1672.0,101.0,4.0,15.0,2.0,4.0,5.0,382.0,Kern,Taft,City,2006-05-22
3301.0,1051.0,1552.0,130.0,13.0,21.0,2.0,7.0,5.0,520.0,Kern,Tehachapi,City,2006-05-22
4918.0,2682.0,1653.0,73.0,6.0,16.0,2.0,11.0,7.0,468.0,Kern,Wasco,City,2006-05-22
114603.0,37464.0,57412.0,3350.0,349.0,643.0,74.0,253.0,241.0,14817.0,Kern,Unincorporated Area,City,2006-05-22
7556.0,2358.0,3916.0,165.0,20.0,27.0,5.0,2.0,69.0,994.0,Kings,County Supervisorial 1,County Supervisorial,2006-05-22
5787.0,3142.0,1803.0,122.0,14.0,18.0,9.0,5.0,48.0,626.0,Kings,County Supervisorial 2,County Supervisorial,2006-05-22
12231.0,3577.0,6892.0,221.0,34.0,42.0,7.0,1.0,95.0,1362.0,Kings,County Supervisorial 3,County Supervisorial,2006-05-22
9040.0,4061.0,3706.0,166.0,18.0,23.0,7.0,6.0,89.0,964.0,Kings,County Supervisorial 4,County Supervisorial,2006-05-22
9612.0,3711.0,4544.0,198.0,25.0,26.0,0.0,2.0,75.0,1031.0,Kings,County Supervisorial 5,County Supervisorial,2006-05-22
44226.0,16849.0,20861.0,872.0,111.0,136.0,28.0,16.0,376.0,4977.0,Kings,US Congressional 20,US Congressional,2006-05-22
44226.0,16849.0,20861.0,872.0,111.0,136.0,28.0,16.0,376.0,4977.0,Kings,State Senate 16,State Senate,2006-05-22
44226.0,16849.0,20861.0,872.0,111.0,136.0,28.0,16.0,376.0,4977.0,Kings,State Assembly 30,State Assembly,2006-05-22
44226.0,16849.0,20861.0,872.0,111.0,136.0,28.0,16.0,376.0,4977.0,Kings,State Board of Equalization 2,State Board of Equalization,2006-05-22
1366.0,656.0,455.0,38.0,3.0,6.0,6.0,1.0,18.0,183.0,Kings,Avenal,City,2006-05-22
3341.0,1912.0,982.0,67.0,11.0,9.0,1.0,3.0,23.0,333.0,Kings,Corcoran,City,2006-05-22
19729.0,7604.0,9342.0,372.0,52.0,49.0,10.0,7.0,156.0,2137.0,Kings,Hanford,City,2006-05-22
8405.0,2556.0,4408.0,195.0,19.0,30.0,5.0,2.0,81.0,1109.0,Kings,Lemoore,City,2006-05-22
11385.0,4121.0,5674.0,200.0,26.0,42.0,6.0,3.0,98.0,1215.0,Kings,Unincorporated Area,City,2006-05-22
6845.0,2822.0,2217.0,226.0,108.0,49.0,4.0,28.0,13.0,1378.0,Lake,County Supervisorial 1,County Supervisorial,2006-05-22
5285.0,2766.0,1205.0,174.0,63.0,37.0,2.0,22.0,12.0,1004.0,Lake,County Supervisorial 2,County Supervisorial,2006-05-22
6534.0,2985.0,1901.0,212.0,91.0,43.0,6.0,29.0,26.0,1241.0,Lake,County Supervisorial 3,County Supervisorial,2006-05-22
6437.0,2488.0,2581.0,149.0,83.0,36.0,5.0,12.0,11.0,1072.0,Lake,County Supervisorial 4,County Supervisorial,2006-05-22
6904.0,2868.0,2375.0,204.0,97.0,52.0,4.0,23.0,11.0,1270.0,Lake,County Supervisorial 5,County Supervisorial,2006-05-22
32005.0,13929.0,10279.0,965.0,442.0,217.0,21.0,114.0,73.0,5965.0,Lake,US Congressional 1,US Congressional,2006-05-22
32005.0,13929.0,10279.0,965.0,442.0,217.0,21.0,114.0,73.0,5965.0,Lake,State Senate 2,State Senate,2006-05-22
32005.0,13929.0,10279.0,965.0,442.0,217.0,21.0,114.0,73.0,5965.0,Lake,State Assembly 1,State Assembly,2006-05-22
32005.0,13929.0,10279.0,965.0,442.0,217.0,21.0,114.0,73.0,5965.0,Lake,State Board of Equalization 1,State Board of Equalization,2006-05-22
5795.0,3029.0,1291.0,197.0,62.0,41.0,5.0,24.0,14.0,1132.0,Lake,Clearlake,City,2006-05-22
2585.0,1027.0,999.0,64.0,39.0,13.0,3.0,6.0,3.0,431.0,Lake,Lakeport,City,2006-05-22
23625.0,9873.0,7989.0,704.0,341.0,163.0,13.0,84.0,56.0,4402.0,Lake,Unincorporated Area,City,2006-05-22
2907.0,950.0,1241.0,125.0,15.0,22.0,0.0,7.0,16.0,531.0,Lassen,County Supervisorial 1,County Supervisorial,2006-05-22
2773.0,878.0,1130.0,129.0,15.0,15.0,5.0,10.0,20.0,571.0,Lassen,County Supervisorial 2,County Supervisorial,2006-05-22
3243.0,816.0,1708.0,126.0,12.0,20.0,0.0,1.0,11.0,549.0,Lassen,County Supervisorial 3,County Supervisorial,2006-05-22
2812.0,797.0,1423.0,84.0,14.0,5.0,2.0,4.0,9.0,474.0,Lassen,County Supervisorial 4,County Supervisorial,2006-05-22
2436.0,728.0,1078.0,133.0,8.0,26.0,4.0,5.0,11.0,443.0,Lassen,County Supervisorial 5,County Supervisorial,2006-05-22
14171.0,4169.0,6580.0,597.0,64.0,88.0,11.0,27.0,67.0,2568.0,Lassen,US Congressional 4,US Congressional,2006-05-22
14171.0,4169.0,6580.0,597.0,64.0,88.0,11.0,27.0,67.0,2568.0,Lassen,State Senate 1,State Senate,2006-05-22
14171.0,4169.0,6580.0,597.0,64.0,88.0,11.0,27.0,67.0,2568.0,Lassen,State Assembly 3,State Assembly,2006-05-22
14171.0,4169.0,6580.0,597.0,64.0,88.0,11.0,27.0,67.0,2568.0,Lassen,State Board of Equalization 2,State Board of Equalization,2006-05-22
4757.0,1451.0,2079.0,189.0,23.0,18.0,6.0,13.0,29.0,949.0,Lassen,Susanville,City,2006-05-22
9414.0,2718.0,4501.0,408.0,41.0,70.0,5.0,14.0,38.0,1619.0,Lassen,Unincorporated Area,City,2006-05-22
554641.0,320637.0,103111.0,8589.0,3378.0,2010.0,1055.0,6489.0,2670.0,106702.0,Los Angeles,County Supervisorial 1,County Supervisorial,2006-05-22
655516.0,437590.0,80126.0,9956.0,3526.0,2215.0,3534.0,5271.0,3483.0,109815.0,Los Angeles,County Supervisorial 2,County Supervisorial,2006-05-22
843162.0,438308.0,191904.0,14045.0,8011.0,4798.0,1058.0,3658.0,6794.0,174586.0,Los Angeles,County Supervisorial 3,County Supervisorial,2006-05-22
851246.0,372263.0,286462.0,14439.0,4919.0,4265.0,1300.0,4768.0,5013.0,157817.0,Los Angeles,County Supervisorial 4,County Supervisorial,2006-05-22
934918.0,361133.0,362127.0,17113.0,5566.0,4706.0,1009.0,3521.0,6167.0,173576.0,Los Angeles,County Supervisorial 5,County Supervisorial,2006-05-22
34095.0,10953.0,16226.0,878.0,145.0,160.0,35.0,88.0,222.0,5388.0,Los Angeles,US Congressional 22,US Congressional,2006-05-22
232047.0,79080.0,104508.0,5353.0,943.0,1220.0,253.0,528.0,1603.0,38559.0,Los Angeles,US Congressional 25,US Congressional,2006-05-22
211599.0,70107.0,92847.0,3312.0,1354.0,1020.0,182.0,698.0,1303.0,40776.0,Los Angeles,US Congressional 26,US Congressional,2006-05-22
270336.0,128329.0,79135.0,4850.0,1862.0,1532.0,343.0,1223.0,2054.0,51008.0,Los Angeles,US Congressional 27,US Congressional,2006-05-22
220088.0,122596.0,44284.0,3870.0,1583.0,1192.0,345.0,1128.0,1579.0,43511.0,Los Angeles,US Congressional 28,US Congressional,2006-05-22
281282.0,122809.0,85869.0,4466.0,2110.0,1344.0,340.0,1451.0,1861.0,61032.0,Los Angeles,US Congressional 29,US Congressional,2006-05-22
383573.0,192018.0,97074.0,5796.0,3584.0,2097.0,371.0,1073.0,3230.0,78330.0,Los Angeles,US Congressional 30,US Congressional,2006-05-22
161074.0,94037.0,25050.0,2450.0,1937.0,718.0,355.0,1577.0,993.0,33957.0,Los Angeles,US Congressional 31,US Congressional,2006-05-22
214187.0,109298.0,54549.0,3594.0,884.0,794.0,332.0,1951.0,1012.0,41773.0,Los Angeles,US Congressional 32,US Congressional,2006-05-22
263656.0,171953.0,30400.0,3889.0,2299.0,1186.0,831.0,1562.0,1807.0,49729.0,Los Angeles,US Congressional 33,US Congressional,2006-05-22
167681.0,97040.0,33230.0,2668.0,782.0,649.0,364.0,2341.0,704.0,29903.0,Los Angeles,US Congressional 34,US Congressional,2006-05-22
222975.0,148002.0,30602.0,3581.0,898.0,709.0,1503.0,1728.0,1086.0,34866.0,Los Angeles,US Congressional 35,US Congressional,2006-05-22
312511.0,136950.0,97811.0,5259.0,2772.0,1926.0,452.0,1433.0,2442.0,63466.0,Los Angeles,US Congressional 36,US Congressional,2006-05-22
243496.0,145691.0,44119.0,4342.0,1547.0,1054.0,1206.0,2123.0,1146.0,42268.0,Los Angeles,US Congressional 37,US Congressional,2006-05-22
220145.0,124214.0,49883.0,3435.0,822.0,686.0,359.0,2306.0,952.0,37488.0,Los Angeles,US Congressional 38,US Congressional,2006-05-22
232405.0,118613.0,65246.0,3800.0,893.0,897.0,525.0,2000.0,1093.0,39338.0,Los Angeles,US Congressional 39,US Congressional,2006-05-22
62537.0,21189.0,25210.0,980.0,248.0,214.0,70.0,252.0,335.0,14039.0,Los Angeles,US Congressional 42,US Congressional,2006-05-22
105796.0,37052.0,47687.0,1619.0,737.0,596.0,90.0,245.0,705.0,17065.0,Los Angeles,US Congressional 46,US Congressional,2006-05-22
286313.0,101431.0,125438.0,6407.0,1234.0,1486.0,298.0,724.0,2016.0,47279.0,Los Angeles,State Senate 17,State Senate,2006-05-22
35276.0,10916.0,17074.0,683.0,150.0,155.0,22.0,58.0,216.0,6002.0,Los Angeles,State Senate 19,State Senate,2006-05-22
252487.0,134444.0,58192.0,4732.0,1584.0,1281.0,437.0,1599.0,1652.0,48566.0,Los Angeles,State Senate 20,State Senate,2006-05-22
399852.0,183471.0,116906.0,6443.0,3551.0,2140.0,506.0,1775.0,2969.0,82091.0,Los Angeles,State Senate 21,State Senate,2006-05-22
203673.0,116835.0,34711.0,3028.0,1679.0,813.0,412.0,2406.0,1003.0,42786.0,Los Angeles,State Senate 22,State Senate,2006-05-22
388260.0,194381.0,100061.0,5980.0,3478.0,2135.0,393.0,1126.0,3286.0,77420.0,Los Angeles,State Senate 23,State Senate,2006-05-22
280070.0,147317.0,66739.0,4586.0,1166.0,1022.0,441.0,2635.0,1340.0,54824.0,Los Angeles,State Senate 24,State Senate,2006-05-22
326961.0,197886.0,64749.0,5106.0,1316.0,1131.0,2026.0,2453.0,1607.0,50687.0,Los Angeles,State Senate 25,State Senate,2006-05-22
334142.0,216465.0,39951.0,5006.0,2812.0,1463.0,1145.0,2050.0,2246.0,63004.0,Los Angeles,State Senate 26,State Senate,2006-05-22
340914.0,167925.0,97259.0,6045.0,2188.0,1650.0,690.0,2532.0,1742.0,60883.0,Los Angeles,State Senate 27,State Senate,2006-05-22
414571.0,193719.0,117913.0,6875.0,3463.0,2405.0,694.0,1882.0,3109.0,84511.0,Los Angeles,State Senate 28,State Senate,2006-05-22
244481.0,83026.0,101204.0,4070.0,1466.0,1186.0,250.0,917.0,1453.0,50909.0,Los Angeles,State Senate 29,State Senate,2006-05-22
287916.0,158593.0,71915.0,4402.0,1095.0,985.0,571.0,3044.0,1287.0,46024.0,Los Angeles,State Senate 30,State Senate,2006-05-22
44567.0,23522.0,11618.0,779.0,218.0,142.0,71.0,506.0,201.0,7510.0,Los Angeles,State Senate 32,State Senate,2006-05-22
131795.0,47376.0,58138.0,3360.0,459.0,591.0,177.0,370.0,834.0,20490.0,Los Angeles,State Assembly 36,State Assembly,2006-05-22
36533.0,13314.0,15223.0,746.0,202.0,214.0,36.0,109.0,256.0,6433.0,Los Angeles,State Assembly 37,State Assembly,2006-05-22
197076.0,70410.0,84243.0,3833.0,1046.0,1147.0,167.0,495.0,1484.0,34251.0,Los Angeles,State Assembly 38,State Assembly,2006-05-22
109042.0,63508.0,20461.0,2020.0,549.0,496.0,222.0,838.0,604.0,20344.0,Los Angeles,State Assembly 39,State Assembly,2006-05-22
164177.0,78837.0,47200.0,2977.0,1070.0,859.0,215.0,839.0,1232.0,30948.0,Los Angeles,State Assembly 40,State Assembly,2006-05-22
182901.0,88981.0,50602.0,2754.0,1947.0,1089.0,208.0,530.0,1613.0,35177.0,Los Angeles,State Assembly 41,State Assembly,2006-05-22
248225.0,132907.0,50594.0,3919.0,2280.0,1413.0,234.0,644.0,2181.0,54053.0,Los Angeles,State Assembly 42,State Assembly,2006-05-22
180713.0,80424.0,52528.0,3285.0,1595.0,1097.0,217.0,796.0,1456.0,39315.0,Los Angeles,State Assembly 43,State Assembly,2006-05-22
211135.0,94551.0,66123.0,3011.0,1827.0,978.0,289.0,975.0,1341.0,42040.0,Los Angeles,State Assembly 44,State Assembly,2006-05-22
120206.0,69494.0,17610.0,1913.0,1562.0,636.0,222.0,1226.0,796.0,26747.0,Los Angeles,State Assembly 45,State Assembly,2006-05-22
83840.0,54263.0,9753.0,1255.0,509.0,316.0,215.0,1460.0,352.0,15717.0,Los Angeles,State Assembly 46,State Assembly,2006-05-22
200866.0,129650.0,24923.0,2800.0,1645.0,810.0,562.0,926.0,1388.0,38162.0,Los Angeles,State Assembly 47,State Assembly,2006-05-22
119071.0,84714.0,9886.0,1776.0,564.0,304.0,842.0,1078.0,547.0,19360.0,Los Angeles,State Assembly 48,State Assembly,2006-05-22
139411.0,63980.0,35565.0,2085.0,615.0,472.0,181.0,1155.0,709.0,34649.0,Los Angeles,State Assembly 49,State Assembly,2006-05-22
114813.0,69285.0,20737.0,1881.0,446.0,417.0,320.0,1549.0,416.0,19762.0,Los Angeles,State Assembly 50,State Assembly,2006-05-22
156523.0,98641.0,25694.0,2466.0,677.0,557.0,853.0,1039.0,819.0,25777.0,Los Angeles,State Assembly 51,State Assembly,2006-05-22
117765.0,84296.0,11076.0,1995.0,385.0,297.0,991.0,1508.0,353.0,16864.0,Los Angeles,State Assembly 52,State Assembly,2006-05-22
238669.0,97320.0,81047.0,4028.0,2264.0,1538.0,291.0,902.0,1995.0,49284.0,Los Angeles,State Assembly 53,State Assembly,2006-05-22
219067.0,94827.0,75530.0,3805.0,1949.0,1313.0,298.0,1013.0,1402.0,38930.0,Los Angeles,State Assembly 54,State Assembly,2006-05-22
163193.0,87850.0,39720.0,2867.0,670.0,733.0,446.0,1170.0,799.0,28938.0,Los Angeles,State Assembly 55,State Assembly,2006-05-22
132655.0,67007.0,36698.0,2054.0,454.0,469.0,226.0,1148.0,630.0,23969.0,Los Angeles,State Assembly 56,State Assembly,2006-05-22
152590.0,76509.0,43272.0,2690.0,585.0,567.0,226.0,1130.0,727.0,26884.0,Los Angeles,State Assembly 57,State Assembly,2006-05-22
164941.0,86781.0,44823.0,2389.0,631.0,505.0,253.0,1531.0,752.0,27276.0,Los Angeles,State Assembly 58,State Assembly,2006-05-22
120186.0,40939.0,54708.0,2073.0,943.0,707.0,97.0,387.0,736.0,19596.0,Los Angeles,State Assembly 59,State Assembly,2006-05-22
89449.0,30517.0,35931.0,1380.0,307.0,326.0,97.0,383.0,504.0,20004.0,Los Angeles,State Assembly 60,State Assembly,2006-05-22
44641.0,23550.0,11645.0,780.0,219.0,143.0,71.0,506.0,201.0,7526.0,Los Angeles,State Assembly 61,State Assembly,2006-05-22
394846.0,147855.0,165239.0,8472.0,1893.0,1839.0,440.0,1510.0,2489.0,65109.0,Los Angeles,State Board of Equalization 2,State Board of Equalization,2006-05-22
112747.0,43864.0,44762.0,1805.0,870.0,669.0,124.0,392.0,799.0,19462.0,Los Angeles,State Board of Equalization 3,State Board of Equalization,2006-05-22
3331890.0,1738212.0,813729.0,53865.0,22637.0,15486.0,7392.0,21805.0,20839.0,637925.0,Los Angeles,State Board of Equalization 4,State Board of Equalization,2006-05-22
12236.0,4929.0,4586.0,223.0,66.0,92.0,9.0,16.0,92.0,2223.0,Los Angeles,Agoura Hills,City,2006-05-22
31477.0,14973.0,7495.0,442.0,173.0,97.0,37.0,260.0,148.0,7852.0,Los Angeles,Alhambra,City,2006-05-22
26976.0,7303.0,11317.0,357.0,101.0,83.0,25.0,88.0,165.0,7537.0,Los Angeles,Arcadia,City,2006-05-22
5741.0,2786.0,1631.0,70.0,19.0,20.0,13.0,41.0,23.0,1138.0,Los Angeles,Artesia,City,2006-05-22
1547.0,551.0,660.0,26.0,25.0,12.0,1.0,8.0,8.0,256.0,Los Angeles,Avalon,City,2006-05-22
15012.0,6775.0,4880.0,296.0,75.0,59.0,18.0,115.0,95.0,2699.0,Los Angeles,Azusa,City,2006-05-22
20962.0,12078.0,4037.0,343.0,69.0,69.0,39.0,199.0,87.0,4041.0,Los Angeles,Baldwin Park,City,2006-05-22
7676.0,4826.0,1150.0,109.0,20.0,25.0,21.0,138.0,20.0,1367.0,Los Angeles,Bell,City,2006-05-22
8884.0,5577.0,1103.0,154.0,40.0,31.0,47.0,162.0,29.0,1741.0,Los Angeles,Bell Gardens,City,2006-05-22
25929.0,13043.0,7132.0,524.0,98.0,129.0,46.0,200.0,117.0,4640.0,Los Angeles,Bellflower,City,2006-05-22
20577.0,10122.0,5352.0,265.0,89.0,88.0,15.0,48.0,177.0,4421.0,Los Angeles,Beverly Hills,City,2006-05-22
539.0,124.0,290.0,6.0,4.0,4.0,0.0,1.0,5.0,105.0,Los Angeles,Bradbury,City,2006-05-22
49890.0,21413.0,16472.0,870.0,332.0,316.0,49.0,164.0,398.0,9876.0,Los Angeles,Burbank,City,2006-05-22
12511.0,5643.0,4194.0,178.0,73.0,65.0,10.0,32.0,92.0,2224.0,Los Angeles,Calabasas,City,2006-05-22
42423.0,25794.0,7556.0,640.0,133.0,142.0,164.0,276.0,199.0,7519.0,Los Angeles,Carson,City,2006-05-22
27535.0,10941.0,9309.0,316.0,75.0,70.0,49.0,158.0,139.0,6478.0,Los Angeles,Cerritos,City,2006-05-22
20392.0,8669.0,7177.0,308.0,304.0,123.0,25.0,50.0,142.0,3594.0,Los Angeles,Claremont,City,2006-05-22
4891.0,3461.0,548.0,57.0,25.0,20.0,7.0,84.0,16.0,673.0,Los Angeles,Commerce,City,2006-05-22
31554.0,23773.0,2419.0,471.0,95.0,59.0,414.0,386.0,83.0,3854.0,Los Angeles,Compton,City,2006-05-22
21266.0,8698.0,8352.0,395.0,80.0,86.0,23.0,109.0,102.0,3421.0,Los Angeles,Covina,City,2006-05-22
4644.0,2903.0,658.0,69.0,19.0,11.0,14.0,111.0,13.0,846.0,Los Angeles,Cudahy,City,2006-05-22
22820.0,12982.0,4328.0,313.0,227.0,130.0,42.0,76.0,198.0,4524.0,Los Angeles,Culver City,City,2006-05-22
27108.0,9237.0,10191.0,433.0,115.0,106.0,28.0,110.0,145.0,6743.0,Los Angeles,Diamond Bar,City,2006-05-22
42439.0,20542.0,13763.0,635.0,135.0,142.0,64.0,368.0,199.0,6591.0,Los Angeles,Downey,City,2006-05-22
