Total_Registered,Democratic,Republican,American_Independent,Green,Libertarian,Peace_and_Freedom,Other,No_Party_Preference,county,district,district_type,date
724.0,278.0,221.0,28.0,8.0,5.0,1.0,3.0,180.0,Alpine,US Congressional  4,US Congressional,2016-07-07
724.0,278.0,221.0,28.0,8.0,5.0,1.0,3.0,180.0,Alpine,State Senate  1,State Senate,2016-07-07
724.0,278.0,221.0,28.0,8.0,5.0,1.0,3.0,180.0,Alpine,State Assembly  5,State Assembly,2016-07-07
724.0,278.0,221.0,28.0,8.0,5.0,1.0,3.0,180.0,Alpine,State Board of Equalization 1,State Board of Equalization,2016-07-07
724.0,278.0,221.0,28.0,8.0,5.0,1.0,3.0,180.0,Alpine,Unincorporated Area,City,2016-07-07
3996.0,1305.0,1736.0,166.0,20.0,46.0,14.0,3.0,706.0,Amador,County Supervisorial  1,County Supervisorial,2016-07-07
4703.0,1286.0,2339.0,195.0,18.0,50.0,17.0,12.0,786.0,Amador,County Supervisorial  2,County Supervisorial,2016-07-07
3904.0,1275.0,1724.0,157.0,29.0,28.0,10.0,9.0,672.0,Amador,County Supervisorial  3,County Supervisorial,2016-07-07
4157.0,1287.0,1950.0,166.0,14.0,48.0,6.0,4.0,682.0,Amador,County Supervisorial  4,County Supervisorial,2016-07-07
4294.0,1379.0,1947.0,158.0,29.0,55.0,7.0,12.0,707.0,Amador,County Supervisorial  5,County Supervisorial,2016-07-07
21054.0,6532.0,9696.0,842.0,110.0,227.0,54.0,40.0,3553.0,Amador,US Congressional  4,US Congressional,2016-07-07
21054.0,6532.0,9696.0,842.0,110.0,227.0,54.0,40.0,3553.0,Amador,State Senate  8,State Senate,2016-07-07
21054.0,6532.0,9696.0,842.0,110.0,227.0,54.0,40.0,3553.0,Amador,State Assembly  5,State Assembly,2016-07-07
21054.0,6532.0,9696.0,842.0,110.0,227.0,54.0,40.0,3553.0,Amador,State Board of Equalization 1,State Board of Equalization,2016-07-07
128.0,57.0,43.0,4.0,0.0,1.0,0.0,0.0,23.0,Amador,Amador,City,2016-07-07
2318.0,631.0,1151.0,95.0,10.0,27.0,7.0,5.0,392.0,Amador,Ione,City,2016-07-07
2568.0,893.0,1018.0,123.0,16.0,33.0,8.0,2.0,475.0,Amador,Jackson,City,2016-07-07
468.0,153.0,193.0,19.0,3.0,8.0,2.0,1.0,89.0,Amador,Plymouth,City,2016-07-07
1622.0,553.0,705.0,69.0,7.0,24.0,3.0,0.0,261.0,Amador,Sutter Creek,City,2016-07-07
13950.0,4245.0,6586.0,532.0,74.0,134.0,34.0,32.0,2313.0,Amador,Unincorporated Area,City,2016-07-07
23477.0,6857.0,9012.0,1002.0,134.0,224.0,123.0,289.0,5836.0,Butte,County Supervisorial  1,County Supervisorial,2016-07-07
24117.0,9545.0,7639.0,648.0,203.0,227.0,77.0,237.0,5541.0,Butte,County Supervisorial  2,County Supervisorial,2016-07-07
26013.0,10729.0,8299.0,690.0,237.0,254.0,75.0,275.0,5454.0,Butte,County Supervisorial  3,County Supervisorial,2016-07-07
21660.0,7404.0,8048.0,703.0,153.0,208.0,86.0,225.0,4833.0,Butte,County Supervisorial  4,County Supervisorial,2016-07-07
28326.0,8968.0,11462.0,1083.0,200.0,276.0,113.0,394.0,5830.0,Butte,County Supervisorial  5,County Supervisorial,2016-07-07
123593.0,43503.0,44460.0,4126.0,927.0,1189.0,474.0,1420.0,27494.0,Butte,US Congressional  1,US Congressional,2016-07-07
123593.0,43503.0,44460.0,4126.0,927.0,1189.0,474.0,1420.0,27494.0,Butte,State Senate  4,State Senate,2016-07-07
12440.0,3905.0,4794.0,498.0,106.0,131.0,58.0,159.0,2789.0,Butte,State Assembly  1,State Assembly,2016-07-07
111153.0,39598.0,39666.0,3628.0,821.0,1058.0,416.0,1261.0,24705.0,Butte,State Assembly  3,State Assembly,2016-07-07
123593.0,43503.0,44460.0,4126.0,927.0,1189.0,474.0,1420.0,27494.0,Butte,State Board of Equalization 1,State Board of Equalization,2016-07-07
756.0,265.0,306.0,22.0,4.0,3.0,3.0,4.0,149.0,Butte,Biggs,City,2016-07-07
46812.0,19971.0,13285.0,1265.0,421.0,458.0,147.0,491.0,10774.0,Butte,Chico,City,2016-07-07
2722.0,984.0,957.0,91.0,12.0,21.0,12.0,33.0,612.0,Butte,Gridley,City,2016-07-07
8036.0,2583.0,2589.0,367.0,47.0,79.0,56.0,88.0,2227.0,Butte,Oroville,City,2016-07-07
16868.0,5290.0,6815.0,621.0,119.0,156.0,74.0,261.0,3532.0,Butte,Paradise,City,2016-07-07
48399.0,14410.0,20508.0,1760.0,324.0,472.0,182.0,543.0,10200.0,Butte,Unincorporated Area,City,2016-07-07
5405.0,1456.0,2577.0,231.0,17.0,60.0,10.0,39.0,1015.0,Calaveras,County Supervisorial  1,County Supervisorial,2016-07-07
5114.0,1706.0,1926.0,263.0,56.0,79.0,25.0,42.0,1017.0,Calaveras,County Supervisorial  2,County Supervisorial,2016-07-07
5920.0,2108.0,2342.0,211.0,48.0,65.0,21.0,46.0,1079.0,Calaveras,County Supervisorial  3,County Supervisorial,2016-07-07
6073.0,1724.0,2681.0,283.0,29.0,98.0,19.0,50.0,1189.0,Calaveras,County Supervisorial  4,County Supervisorial,2016-07-07
5295.0,1383.0,2513.0,235.0,16.0,75.0,16.0,47.0,1010.0,Calaveras,County Supervisorial  5,County Supervisorial,2016-07-07
27807.0,8377.0,12039.0,1223.0,166.0,377.0,91.0,224.0,5310.0,Calaveras,US Congressional  4,US Congressional,2016-07-07
27807.0,8377.0,12039.0,1223.0,166.0,377.0,91.0,224.0,5310.0,Calaveras,State Senate  8,State Senate,2016-07-07
27807.0,8377.0,12039.0,1223.0,166.0,377.0,91.0,224.0,5310.0,Calaveras,State Assembly  5,State Assembly,2016-07-07
27807.0,8377.0,12039.0,1223.0,166.0,377.0,91.0,224.0,5310.0,Calaveras,State Board of Equalization 1,State Board of Equalization,2016-07-07
2288.0,689.0,977.0,98.0,11.0,44.0,10.0,16.0,443.0,Calaveras,Angels,City,2016-07-07
25519.0,7688.0,11062.0,1125.0,155.0,333.0,81.0,208.0,4867.0,Calaveras,Unincorporated Area,City,2016-07-07
1748.0,608.0,758.0,39.0,2.0,8.0,2.0,0.0,331.0,Colusa,County Supervisorial  1,County Supervisorial,2016-07-07
1794.0,605.0,769.0,46.0,5.0,12.0,4.0,1.0,352.0,Colusa,County Supervisorial  2,County Supervisorial,2016-07-07
1352.0,505.0,489.0,22.0,3.0,7.0,3.0,2.0,321.0,Colusa,County Supervisorial  3,County Supervisorial,2016-07-07
1392.0,462.0,599.0,34.0,3.0,5.0,0.0,2.0,287.0,Colusa,County Supervisorial  4,County Supervisorial,2016-07-07
1826.0,534.0,877.0,53.0,6.0,13.0,6.0,0.0,337.0,Colusa,County Supervisorial  5,County Supervisorial,2016-07-07
8112.0,2714.0,3492.0,194.0,19.0,45.0,15.0,5.0,1628.0,Colusa,US Congressional  3,US Congressional,2016-07-07
8112.0,2714.0,3492.0,194.0,19.0,45.0,15.0,5.0,1628.0,Colusa,State Senate  4,State Senate,2016-07-07
4422.0,1360.0,2066.0,124.0,13.0,26.0,10.0,2.0,821.0,Colusa,State Assembly  3,State Assembly,2016-07-07
3690.0,1354.0,1426.0,70.0,6.0,19.0,5.0,3.0,807.0,Colusa,State Assembly  4,State Assembly,2016-07-07
8112.0,2714.0,3492.0,194.0,19.0,45.0,15.0,5.0,1628.0,Colusa,State Board of Equalization 2,State Board of Equalization,2016-07-07
2491.0,810.0,1064.0,73.0,8.0,19.0,9.0,1.0,507.0,Colusa,Colusa,City,2016-07-07
1335.0,586.0,339.0,17.0,1.0,6.0,3.0,3.0,380.0,Colusa,Williams,City,2016-07-07
4286.0,1318.0,2089.0,104.0,10.0,20.0,3.0,1.0,741.0,Colusa,Unincorporated Area,City,2016-07-07
95124.0,62860.0,7927.0,1591.0,741.0,380.0,373.0,209.0,21043.0,Contra Costa,County Supervisorial  1,County Supervisorial,2016-07-07
137346.0,56971.0,43526.0,3252.0,401.0,771.0,92.0,237.0,32096.0,Contra Costa,County Supervisorial  2,County Supervisorial,2016-07-07
106808.0,50336.0,29185.0,3230.0,242.0,623.0,213.0,169.0,22810.0,Contra Costa,County Supervisorial  3,County Supervisorial,2016-07-07
120190.0,57172.0,30672.0,3313.0,561.0,797.0,201.0,258.0,27216.0,Contra Costa,County Supervisorial  4,County Supervisorial,2016-07-07
98405.0,54745.0,16817.0,2541.0,454.0,589.0,286.0,215.0,22758.0,Contra Costa,County Supervisorial  5,County Supervisorial,2016-07-07
49447.0,27985.0,8078.0,1214.0,272.0,281.0,117.0,114.0,11386.0,Contra Costa,US Congressional  5,US Congressional,2016-07-07
92959.0,45086.0,24276.0,2878.0,230.0,536.0,189.0,154.0,19610.0,Contra Costa,US Congressional  9,US Congressional,2016-07-07
377628.0,193867.0,85196.0,8917.0,1821.0,2167.0,829.0,767.0,84064.0,Contra Costa,US Congressional 11,US Congressional,2016-07-07
37839.0,15146.0,10577.0,918.0,76.0,176.0,30.0,53.0,10863.0,Contra Costa,US Congressional 15,US Congressional,2016-07-07
48844.0,24344.0,11275.0,1360.0,349.0,379.0,96.0,142.0,10899.0,Contra Costa,State Senate  3,State Senate,2016-07-07
391276.0,181414.0,105887.0,10522.0,1221.0,2318.0,649.0,698.0,88567.0,Contra Costa,State Senate  7,State Senate,2016-07-07
117753.0,76326.0,10965.0,2045.0,829.0,463.0,420.0,248.0,26457.0,Contra Costa,State Senate  9,State Senate,2016-07-07
110883.0,55467.0,27080.0,3396.0,288.0,626.0,256.0,185.0,23585.0,Contra Costa,State Assembly 11,State Assembly,2016-07-07
166721.0,83640.0,37926.0,4615.0,799.0,1141.0,392.0,379.0,37829.0,Contra Costa,State Assembly 14,State Assembly,2016-07-07
113061.0,73524.0,10264.0,1941.0,804.0,441.0,407.0,240.0,25440.0,Contra Costa,State Assembly 15,State Assembly,2016-07-07
167208.0,69453.0,52857.0,3975.0,508.0,952.0,110.0,284.0,39069.0,Contra Costa,State Assembly 16,State Assembly,2016-07-07
557873.0,282084.0,128127.0,13927.0,2399.0,3160.0,1165.0,1088.0,125923.0,Contra Costa,State Board of Equalization 2,State Board of Equalization,2016-07-07
46803.0,26233.0,8347.0,1328.0,144.0,233.0,130.0,80.0,10308.0,Contra Costa,Antioch,City,2016-07-07
28827.0,12271.0,9183.0,900.0,72.0,179.0,51.0,46.0,6125.0,Contra Costa,Brentwood,City,2016-07-07
7530.0,2978.0,2826.0,239.0,13.0,46.0,6.0,17.0,1405.0,Contra Costa,Clayton,City,2016-07-07
59292.0,29216.0,13893.0,1768.0,256.0,427.0,138.0,124.0,13470.0,Contra Costa,Concord,City,2016-07-07
27890.0,9659.0,11288.0,735.0,58.0,178.0,15.0,37.0,5920.0,Contra Costa,Danville,City,2016-07-07
14756.0,9912.0,1157.0,154.0,177.0,60.0,37.0,23.0,3236.0,Contra Costa,El Cerrito,City,2016-07-07
12857.0,7589.0,1687.0,237.0,35.0,37.0,22.0,20.0,3230.0,Contra Costa,Hercules,City,2016-07-07
16703.0,7794.0,4643.0,396.0,68.0,99.0,14.0,37.0,3652.0,Contra Costa,Lafayette,City,2016-07-07
22715.0,11368.0,5365.0,665.0,148.0,196.0,49.0,75.0,4849.0,Contra Costa,Martinez,City,2016-07-07
10244.0,4360.0,3145.0,198.0,27.0,71.0,4.0,23.0,2416.0,Contra Costa,Moraga,City,2016-07-07
17766.0,9137.0,4232.0,571.0,35.0,112.0,29.0,33.0,3617.0,Contra Costa,Oakley,City,2016-07-07
13053.0,6133.0,3619.0,245.0,58.0,68.0,6.0,24.0,2900.0,Contra Costa,Orinda,City,2016-07-07
10258.0,6036.0,1624.0,239.0,52.0,45.0,19.0,19.0,2224.0,Contra Costa,Pinole,City,2016-07-07
27778.0,16559.0,3730.0,647.0,73.0,125.0,96.0,43.0,6505.0,Contra Costa,Pittsburg,City,2016-07-07
19946.0,9804.0,4616.0,498.0,140.0,130.0,31.0,52.0,4675.0,Contra Costa,Pleasant Hill,City,2016-07-07
46102.0,31133.0,3108.0,809.0,333.0,160.0,224.0,115.0,10220.0,Contra Costa,Richmond,City,2016-07-07
9334.0,6083.0,608.0,163.0,42.0,44.0,45.0,18.0,2331.0,Contra Costa,San Pablo,City,2016-07-07
35787.0,14426.0,9726.0,860.0,74.0,169.0,28.0,52.0,10452.0,Contra Costa,San Ramon,City,2016-07-07
42554.0,19955.0,11863.0,1004.0,171.0,231.0,33.0,72.0,9225.0,Contra Costa,Walnut Creek,City,2016-07-07
87678.0,41438.0,23467.0,2271.0,423.0,550.0,188.0,178.0,19163.0,Contra Costa,Unincorporated Area,City,2016-07-07
2218.0,758.0,660.0,103.0,21.0,22.0,21.0,36.0,597.0,Del Norte,County Supervisorial  1,County Supervisorial,2016-07-07
2448.0,819.0,789.0,108.0,12.0,21.0,19.0,28.0,652.0,Del Norte,County Supervisorial  2,County Supervisorial,2016-07-07
3054.0,1020.0,1206.0,141.0,21.0,40.0,9.0,21.0,596.0,Del Norte,County Supervisorial  3,County Supervisorial,2016-07-07
3061.0,900.0,1293.0,131.0,14.0,21.0,15.0,32.0,655.0,Del Norte,County Supervisorial  4,County Supervisorial,2016-07-07
2942.0,994.0,1042.0,138.0,19.0,24.0,7.0,36.0,682.0,Del Norte,County Supervisorial  5,County Supervisorial,2016-07-07
13723.0,4491.0,4990.0,621.0,87.0,128.0,71.0,153.0,3182.0,Del Norte,US Congressional  2,US Congressional,2016-07-07
13723.0,4491.0,4990.0,621.0,87.0,128.0,71.0,153.0,3182.0,Del Norte,State Senate  2,State Senate,2016-07-07
13723.0,4491.0,4990.0,621.0,87.0,128.0,71.0,153.0,3182.0,Del Norte,State Assembly  2,State Assembly,2016-07-07
13723.0,4491.0,4990.0,621.0,87.0,128.0,71.0,153.0,3182.0,Del Norte,State Board of Equalization 2,State Board of Equalization,2016-07-07
1961.0,671.0,564.0,102.0,16.0,21.0,17.0,21.0,549.0,Del Norte,Crescent City,City,2016-07-07
11762.0,3820.0,4426.0,519.0,71.0,107.0,54.0,132.0,2633.0,Del Norte,Unincorporated Area,City,2016-07-07
22788.0,6031.0,11107.0,714.0,50.0,254.0,15.0,185.0,4432.0,El Dorado,County Supervisorial  1,County Supervisorial,2016-07-07
23310.0,6473.0,10912.0,916.0,88.0,281.0,49.0,187.0,4404.0,El Dorado,County Supervisorial  2,County Supervisorial,2016-07-07
21800.0,6756.0,9383.0,854.0,136.0,208.0,82.0,186.0,4195.0,El Dorado,County Supervisorial  3,County Supervisorial,2016-07-07
23565.0,6442.0,11273.0,876.0,103.0,269.0,38.0,185.0,4379.0,El Dorado,County Supervisorial  4,County Supervisorial,2016-07-07
18841.0,7281.0,4907.0,763.0,219.0,228.0,94.0,186.0,5163.0,El Dorado,County Supervisorial  5,County Supervisorial,2016-07-07
110304.0,32983.0,47582.0,4123.0,596.0,1240.0,278.0,929.0,22573.0,El Dorado,US Congressional  4,US Congressional,2016-07-07
110304.0,32983.0,47582.0,4123.0,596.0,1240.0,278.0,929.0,22573.0,El Dorado,State Senate  1,State Senate,2016-07-07
71404.0,22478.0,28804.0,2840.0,498.0,809.0,234.0,607.0,15134.0,El Dorado,State Assembly  5,State Assembly,2016-07-07
38900.0,10505.0,18778.0,1283.0,98.0,431.0,44.0,322.0,7439.0,El Dorado,State Assembly  6,State Assembly,2016-07-07
110304.0,32983.0,47582.0,4123.0,596.0,1240.0,278.0,929.0,22573.0,El Dorado,State Board of Equalization 1,State Board of Equalization,2016-07-07
5616.0,2032.0,2041.0,221.0,41.0,46.0,27.0,46.0,1162.0,El Dorado,Placerville,City,2016-07-07
9576.0,3913.0,2007.0,427.0,128.0,118.0,64.0,83.0,2836.0,El Dorado,South Lake Tahoe,City,2016-07-07
95112.0,27038.0,43534.0,3475.0,427.0,1076.0,187.0,800.0,18575.0,El Dorado,Unincorporated Area,City,2016-07-07
73442.0,34274.0,20286.0,1920.0,192.0,341.0,248.0,729.0,15452.0,Fresno,County Supervisorial  1,County Supervisorial,2016-07-07
105416.0,35225.0,46785.0,3034.0,381.0,651.0,218.0,1159.0,17963.0,Fresno,County Supervisorial  2,County Supervisorial,2016-07-07
66685.0,34528.0,15129.0,1339.0,256.0,331.0,289.0,684.0,14129.0,Fresno,County Supervisorial  3,County Supervisorial,2016-07-07
64449.0,26508.0,23234.0,1479.0,115.0,256.0,177.0,610.0,12070.0,Fresno,County Supervisorial  4,County Supervisorial,2016-07-07
105403.0,32634.0,48276.0,3101.0,251.0,696.0,239.0,1187.0,19019.0,Fresno,County Supervisorial  5,County Supervisorial,2016-07-07
8875.0,1880.0,5094.0,327.0,30.0,78.0,20.0,110.0,1336.0,Fresno,US Congressional  4,US Congressional,2016-07-07
125985.0,62953.0,30739.0,2718.0,441.0,609.0,528.0,1294.0,26703.0,Fresno,US Congressional 16,US Congressional,2016-07-07
67516.0,28427.0,23203.0,1689.0,130.0,282.0,189.0,630.0,12966.0,Fresno,US Congressional 21,US Congressional,2016-07-07
213019.0,69909.0,94674.0,6139.0,594.0,1306.0,434.0,2335.0,37628.0,Fresno,US Congressional 22,US Congressional,2016-07-07
275836.0,96851.0,113297.0,7835.0,862.0,1699.0,705.0,3074.0,51513.0,Fresno,State Senate  8,State Senate,2016-07-07
42630.0,16276.0,15996.0,1209.0,87.0,209.0,114.0,428.0,8311.0,Fresno,State Senate 12,State Senate,2016-07-07
96929.0,50042.0,24417.0,1829.0,246.0,367.0,352.0,867.0,18809.0,Fresno,State Senate 14,State Senate,2016-07-07
250752.0,85037.0,107041.0,7253.0,767.0,1555.0,599.0,2791.0,45709.0,Fresno,State Assembly 23,State Assembly,2016-07-07
164643.0,78132.0,46669.0,3620.0,428.0,720.0,572.0,1578.0,32924.0,Fresno,State Assembly 31,State Assembly,2016-07-07
415395.0,163169.0,153710.0,10873.0,1195.0,2275.0,1171.0,4369.0,78633.0,Fresno,State Board of Equalization 1,State Board of Equalization,2016-07-07
56888.0,16150.0,28082.0,1671.0,116.0,362.0,110.0,626.0,9771.0,Fresno,Clovis,City,2016-07-07
4354.0,1643.0,1457.0,153.0,13.0,30.0,14.0,56.0,988.0,Fresno,Coalinga,City,2016-07-07
2252.0,1169.0,449.0,50.0,4.0,12.0,7.0,18.0,543.0,Fresno,Firebaugh,City,2016-07-07
2694.0,1102.0,874.0,49.0,6.0,11.0,8.0,24.0,620.0,Fresno,Fowler,City,2016-07-07
221534.0,95493.0,70878.0,5636.0,748.0,1199.0,700.0,2366.0,44514.0,Fresno,Fresno,City,2016-07-07
919.0,547.0,138.0,20.0,2.0,4.0,6.0,10.0,192.0,Fresno,Huron,City,2016-07-07
5179.0,2316.0,1469.0,221.0,14.0,11.0,16.0,56.0,1076.0,Fresno,Kerman,City,2016-07-07
5929.0,1431.0,3242.0,173.0,10.0,34.0,11.0,73.0,955.0,Fresno,Kingsburg,City,2016-07-07
2274.0,1446.0,317.0,30.0,6.0,12.0,4.0,21.0,438.0,Fresno,Mendota,City,2016-07-07
2594.0,1629.0,426.0,41.0,6.0,3.0,10.0,20.0,459.0,Fresno,Orange Cove,City,2016-07-07
3928.0,2334.0,679.0,54.0,10.0,6.0,19.0,32.0,794.0,Fresno,Parlier,City,2016-07-07
8757.0,3392.0,3415.0,183.0,15.0,42.0,22.0,90.0,1598.0,Fresno,Reedley,City,2016-07-07
699.0,413.0,95.0,19.0,0.0,3.0,4.0,4.0,161.0,Fresno,San Joaquin,City,2016-07-07
10210.0,4914.0,3132.0,193.0,22.0,38.0,32.0,70.0,1809.0,Fresno,Sanger,City,2016-07-07
8499.0,3876.0,2605.0,196.0,6.0,30.0,23.0,74.0,1689.0,Fresno,Selma,City,2016-07-07
78685.0,25314.0,36452.0,2184.0,217.0,478.0,185.0,829.0,13026.0,Fresno,Unincorporated Area,City,2016-07-07
2501.0,686.0,1101.0,97.0,10.0,27.0,10.0,4.0,566.0,Glenn,County Supervisorial  1,County Supervisorial,2016-07-07
2514.0,803.0,1001.0,106.0,11.0,24.0,7.0,5.0,557.0,Glenn,County Supervisorial  2,County Supervisorial,2016-07-07
2624.0,631.0,1413.0,82.0,5.0,10.0,7.0,3.0,473.0,Glenn,County Supervisorial  3,County Supervisorial,2016-07-07
2294.0,680.0,916.0,109.0,2.0,16.0,12.0,5.0,554.0,Glenn,County Supervisorial  4,County Supervisorial,2016-07-07
2204.0,756.0,940.0,68.0,5.0,15.0,5.0,3.0,412.0,Glenn,County Supervisorial  5,County Supervisorial,2016-07-07
1125.0,247.0,659.0,34.0,5.0,8.0,0.0,1.0,171.0,Glenn,US Congressional  1,US Congressional,2016-07-07
11012.0,3309.0,4712.0,428.0,28.0,84.0,41.0,19.0,2391.0,Glenn,US Congressional  3,US Congressional,2016-07-07
12137.0,3556.0,5371.0,462.0,33.0,92.0,41.0,20.0,2562.0,Glenn,State Senate  4,State Senate,2016-07-07
12137.0,3556.0,5371.0,462.0,33.0,92.0,41.0,20.0,2562.0,Glenn,State Assembly  3,State Assembly,2016-07-07
12137.0,3556.0,5371.0,462.0,33.0,92.0,41.0,20.0,2562.0,Glenn,State Board of Equalization 2,State Board of Equalization,2016-07-07
3008.0,1006.0,1111.0,126.0,13.0,30.0,12.0,6.0,704.0,Glenn,Orland,City,2016-07-07
2484.0,751.0,981.0,116.0,2.0,18.0,12.0,5.0,599.0,Glenn,Willows,City,2016-07-07
6645.0,1799.0,3279.0,220.0,18.0,44.0,17.0,9.0,1259.0,Glenn,Unincorporated Area,City,2016-07-07
15902.0,6430.0,5279.0,504.0,193.0,137.0,52.0,39.0,3268.0,Humboldt,County Supervisorial  1,County Supervisorial,2016-07-07
15070.0,5905.0,4434.0,589.0,326.0,122.0,67.0,33.0,3594.0,Humboldt,County Supervisorial  2,County Supervisorial,2016-07-07
17831.0,9495.0,2545.0,446.0,653.0,184.0,72.0,43.0,4393.0,Humboldt,County Supervisorial  3,County Supervisorial,2016-07-07
14386.0,6599.0,3145.0,468.0,314.0,161.0,79.0,30.0,3590.0,Humboldt,County Supervisorial  4,County Supervisorial,2016-07-07
15848.0,7509.0,3661.0,489.0,372.0,132.0,58.0,37.0,3590.0,Humboldt,County Supervisorial  5,County Supervisorial,2016-07-07
79037.0,35938.0,19064.0,2496.0,1858.0,736.0,328.0,182.0,18435.0,Humboldt,US Congressional  2,US Congressional,2016-07-07
79037.0,35938.0,19064.0,2496.0,1858.0,736.0,328.0,182.0,18435.0,Humboldt,State Senate  2,State Senate,2016-07-07
79037.0,35938.0,19064.0,2496.0,1858.0,736.0,328.0,182.0,18435.0,Humboldt,State Assembly  2,State Assembly,2016-07-07
79037.0,35938.0,19064.0,2496.0,1858.0,736.0,328.0,182.0,18435.0,Humboldt,State Board of Equalization 2,State Board of Equalization,2016-07-07
