Total_Registered,Democratic,Republican,American_Independent,Americans_Elect,Green,Libertarian,Peace_and_Freedom,Other,No_Party_Preference,county,district,district_type,date
45881.0,18293.0,15642,1318.0,0.0,202.0,252.0,75.0,1057.0,9042.0,Alameda,Livermore,City,2012-04-06
18996.0,10194.0,3346,415.0,0.0,85.0,82.0,53.0,459.0,4362.0,Alameda,Newark,City,2012-04-06
191094.0,127354.0,13370,2941.0,0.0,3709.0,662.0,1023.0,5366.0,36669.0,Alameda,Oakland,City,2012-04-06
8130.0,4543.0,1670,138.0,0.0,65.0,25.0,12.0,133.0,1544.0,Alameda,Piedmont,City,2012-04-06
39744.0,15298.0,13225,917.0,0.0,141.0,192.0,61.0,1143.0,8767.0,Alameda,Pleasanton,City,2012-04-06
39870.0,23430.0,5890,838.0,0.0,244.0,140.0,126.0,831.0,8371.0,Alameda,San Leandro,City,2012-04-06
30578.0,16727.0,4298,519.0,0.0,143.0,79.0,97.0,871.0,7844.0,Alameda,Union City,City,2012-04-06
69569.0,37370.0,14232,1515.0,1.0,540.0,358.0,185.0,1508.0,13860.0,Alameda,Unincorporated Area,City,2012-04-06
140.0,55.0,48,9.0,0.0,2.0,0.0,0.0,1.0,25.0,Alpine,County Supervisorial 1,County Supervisorial,2012-04-06
138.0,61.0,45,1.0,0.0,1.0,0.0,0.0,0.0,30.0,Alpine,County Supervisorial 2,County Supervisorial,2012-04-06
109.0,46.0,21,9.0,0.0,1.0,0.0,1.0,1.0,30.0,Alpine,County Supervisorial 3,County Supervisorial,2012-04-06
261.0,96.0,63,7.0,0.0,3.0,3.0,0.0,0.0,89.0,Alpine,County Supervisorial 4,County Supervisorial,2012-04-06
169.0,49.0,71,7.0,0.0,5.0,0.0,0.0,0.0,37.0,Alpine,County Supervisorial 5,County Supervisorial,2012-04-06
817.0,307.0,248,33.0,0.0,12.0,3.0,1.0,2.0,211.0,Alpine,US Congressional 4,US Congressional,2012-04-06
817.0,307.0,248,33.0,0.0,12.0,3.0,1.0,2.0,211.0,Alpine,State Senate 1,State Senate,2012-04-06
817.0,307.0,248,33.0,0.0,12.0,3.0,1.0,2.0,211.0,Alpine,State Assembly 5,State Assembly,2012-04-06
817.0,307.0,248,33.0,0.0,12.0,3.0,1.0,2.0,211.0,Alpine,State Board of Equalization 1,State Board of Equalization,2012-04-06
817.0,307.0,248,33.0,0.0,12.0,3.0,1.0,2.0,211.0,Alpine,Unincorporated Area,City,2012-04-06
3947.0,1300.0,1767,144.0,0.0,14.0,35.0,7.0,6.0,674.0,Amador,County Supervisorial 1,County Supervisorial,2012-04-06
4346.0,1229.0,2161,179.0,0.0,19.0,29.0,11.0,11.0,707.0,Amador,County Supervisorial 2,County Supervisorial,2012-04-06
3936.0,1372.0,1700,137.0,0.0,37.0,27.0,10.0,8.0,645.0,Amador,County Supervisorial 3,County Supervisorial,2012-04-06
4258.0,1413.0,1925,166.0,0.0,21.0,27.0,7.0,7.0,692.0,Amador,County Supervisorial 4,County Supervisorial,2012-04-06
4352.0,1432.0,1951,149.0,0.0,31.0,41.0,8.0,14.0,726.0,Amador,County Supervisorial 5,County Supervisorial,2012-04-06
20839.0,6746.0,9504,775.0,0.0,122.0,159.0,43.0,46.0,3444.0,Amador,US Congressional 4,US Congressional,2012-04-06
20839.0,6746.0,9504,775.0,0.0,122.0,159.0,43.0,46.0,3444.0,Amador,State Senate 8,State Senate,2012-04-06
20839.0,6746.0,9504,775.0,0.0,122.0,159.0,43.0,46.0,3444.0,Amador,State Assembly 5,State Assembly,2012-04-06
20839.0,6746.0,9504,775.0,0.0,122.0,159.0,43.0,46.0,3444.0,Amador,State Board of Equalization 1,State Board of Equalization,2012-04-06
115.0,42.0,47,4.0,0.0,1.0,1.0,0.0,0.0,20.0,Amador,Amador,City,2012-04-06
2090.0,574.0,1055,85.0,0.0,9.0,18.0,4.0,3.0,342.0,Amador,Ione,City,2012-04-06
2457.0,822.0,1069,96.0,0.0,12.0,28.0,4.0,6.0,420.0,Amador,Jackson,City,2012-04-06
506.0,163.0,205,24.0,0.0,3.0,7.0,1.0,0.0,103.0,Amador,Plymouth,City,2012-04-06
1675.0,614.0,699,66.0,0.0,11.0,11.0,2.0,1.0,271.0,Amador,Sutter Creek,City,2012-04-06
13996.0,4531.0,6429,500.0,0.0,86.0,94.0,32.0,36.0,2288.0,Amador,Unincorporated Area,City,2012-04-06
21310.0,6492.0,8463,834.0,0.0,146.0,130.0,94.0,230.0,4921.0,Butte,County Supervisorial 1,County Supervisorial,2012-04-06
22477.0,7920.0,7752,604.0,0.0,368.0,171.0,79.0,249.0,5334.0,Butte,County Supervisorial 2,County Supervisorial,2012-04-06
23335.0,8645.0,8302,622.0,0.0,382.0,185.0,74.0,292.0,4833.0,Butte,County Supervisorial 3,County Supervisorial,2012-04-06
20063.0,6561.0,7938,614.0,0.0,232.0,156.0,64.0,242.0,4256.0,Butte,County Supervisorial 4,County Supervisorial,2012-04-06
26241.0,8214.0,10894,978.0,0.0,268.0,187.0,95.0,369.0,5236.0,Butte,County Supervisorial 5,County Supervisorial,2012-04-06
113426.0,37832.0,43349,3652.0,0.0,1396.0,829.0,406.0,1382.0,24580.0,Butte,US Congressional 1,US Congressional,2012-04-06
113426.0,37832.0,43349,3652.0,0.0,1396.0,829.0,406.0,1382.0,24580.0,Butte,State Senate 4,State Senate,2012-04-06
11683.0,3657.0,4652,460.0,0.0,134.0,90.0,49.0,131.0,2510.0,Butte,State Assembly 1,State Assembly,2012-04-06
101743.0,34175.0,38697,3192.0,0.0,1262.0,739.0,357.0,1251.0,22070.0,Butte,State Assembly 3,State Assembly,2012-04-06
113426.0,37832.0,43349,3652.0,0.0,1396.0,829.0,406.0,1382.0,24580.0,Butte,State Board of Equalization 1,State Board of Equalization,2012-04-06
696.0,251.0,284,20.0,0.0,7.0,3.0,2.0,3.0,126.0,Butte,Biggs,City,2012-04-06
42130.0,15831.0,13524,1152.0,0.0,721.0,354.0,135.0,546.0,9867.0,Butte,Chico,City,2012-04-06
2415.0,923.0,861,78.0,0.0,15.0,13.0,8.0,25.0,492.0,Butte,Gridley,City,2012-04-06
5811.0,1823.0,2152,225.0,0.0,41.0,41.0,29.0,55.0,1445.0,Butte,Oroville,City,2012-04-06
15575.0,4856.0,6453,581.0,0.0,162.0,108.0,61.0,247.0,3107.0,Butte,Paradise,City,2012-04-06
46799.0,14148.0,20075,1596.0,0.0,450.0,310.0,171.0,506.0,9543.0,Butte,Unincorporated Area,City,2012-04-06
5276.0,1538.0,2466,209.0,1.0,24.0,42.0,11.0,34.0,951.0,Calaveras,County Supervisorial 1,County Supervisorial,2012-04-06
5377.0,1920.0,1979,225.0,0.0,104.0,73.0,17.0,41.0,1018.0,Calaveras,County Supervisorial 2,County Supervisorial,2012-04-06
6139.0,2090.0,2550,231.0,0.0,79.0,61.0,18.0,37.0,1073.0,Calaveras,County Supervisorial 3,County Supervisorial,2012-04-06
5970.0,1793.0,2608,273.0,0.0,36.0,107.0,23.0,32.0,1098.0,Calaveras,County Supervisorial 4,County Supervisorial,2012-04-06
5026.0,1435.0,2317,228.0,0.0,22.0,34.0,11.0,38.0,941.0,Calaveras,County Supervisorial 5,County Supervisorial,2012-04-06
27788.0,8776.0,11920,1166.0,1.0,265.0,317.0,80.0,182.0,5081.0,Calaveras,US Congressional 4,US Congressional,2012-04-06
27788.0,8776.0,11920,1166.0,1.0,265.0,317.0,80.0,182.0,5081.0,Calaveras,State Senate 8,State Senate,2012-04-06
27788.0,8776.0,11920,1166.0,1.0,265.0,317.0,80.0,182.0,5081.0,Calaveras,State Assembly 5,State Assembly,2012-04-06
27788.0,8776.0,11920,1166.0,1.0,265.0,317.0,80.0,182.0,5081.0,Calaveras,State Board of Equalization 1,State Board of Equalization,2012-04-06
2301.0,740.0,988,84.0,0.0,14.0,49.0,9.0,10.0,407.0,Calaveras,Angels,City,2012-04-06
25487.0,8036.0,10932,1082.0,1.0,251.0,268.0,71.0,172.0,4674.0,Calaveras,Unincorporated Area,City,2012-04-06
1532.0,546.0,684,26.0,0.0,5.0,7.0,2.0,0.0,262.0,Colusa,County Supervisorial 1,County Supervisorial,2012-04-06
1708.0,596.0,796,39.0,0.0,1.0,3.0,3.0,0.0,270.0,Colusa,County Supervisorial 2,County Supervisorial,2012-04-06
1203.0,431.0,525,17.0,0.0,3.0,5.0,0.0,0.0,222.0,Colusa,County Supervisorial 3,County Supervisorial,2012-04-06
1294.0,462.0,566,34.0,0.0,4.0,2.0,0.0,1.0,225.0,Colusa,County Supervisorial 4,County Supervisorial,2012-04-06
1801.0,580.0,908,36.0,0.0,2.0,8.0,8.0,0.0,259.0,Colusa,County Supervisorial 5,County Supervisorial,2012-04-06
7538.0,2615.0,3479,152.0,0.0,15.0,25.0,13.0,1.0,1238.0,Colusa,US Congressional 3,US Congressional,2012-04-06
7538.0,2615.0,3479,152.0,0.0,15.0,25.0,13.0,1.0,1238.0,Colusa,State Senate 4,State Senate,2012-04-06
4261.0,1413.0,2074,99.0,0.0,4.0,11.0,11.0,1.0,648.0,Colusa,State Assembly 3,State Assembly,2012-04-06
3277.0,1202.0,1405,53.0,0.0,11.0,14.0,2.0,0.0,590.0,Colusa,State Assembly 4,State Assembly,2012-04-06
7538.0,2615.0,3479,152.0,0.0,15.0,25.0,13.0,1.0,1238.0,Colusa,State Board of Equalization 2,State Board of Equalization,2012-04-06
2283.0,811.0,1033,54.0,0.0,1.0,6.0,10.0,0.0,368.0,Colusa,Colusa,City,2012-04-06
1113.0,474.0,377,13.0,0.0,1.0,5.0,0.0,0.0,243.0,Colusa,Williams,City,2012-04-06
4142.0,1330.0,2069,85.0,0.0,13.0,14.0,3.0,1.0,627.0,Colusa,Unincorporated Area,City,2012-04-06
83395.0,54427.0,8726,1495.0,0.0,1076.0,293.0,323.0,444.0,16611.0,Contra Costa,County Supervisorial 1,County Supervisorial,2012-04-06
131080.0,52096.0,46250,2929.0,0.0,568.0,638.0,120.0,765.0,27714.0,Contra Costa,County Supervisorial 2,County Supervisorial,2012-04-06
96842.0,45832.0,28460,2815.0,1.0,287.0,389.0,173.0,447.0,18438.0,Contra Costa,County Supervisorial 3,County Supervisorial,2012-04-06
114304.0,52331.0,32283,3053.0,0.0,810.0,614.0,267.0,765.0,24181.0,Contra Costa,County Supervisorial 4,County Supervisorial,2012-04-06
90651.0,49959.0,17375,2343.0,1.0,566.0,440.0,293.0,539.0,19135.0,Contra Costa,County Supervisorial 5,County Supervisorial,2012-04-06
45667.0,25548.0,8181,1090.0,1.0,340.0,200.0,131.0,288.0,9888.0,Contra Costa,US Congressional 5,US Congressional,2012-04-06
83988.0,41209.0,23339,2480.0,1.0,253.0,327.0,155.0,373.0,15851.0,Contra Costa,US Congressional 9,US Congressional,2012-04-06
351786.0,174493.0,90483,8240.0,0.0,2603.0,1694.0,853.0,2145.0,71275.0,Contra Costa,US Congressional 11,US Congressional,2012-04-06
34831.0,13395.0,11091,825.0,0.0,111.0,153.0,37.0,154.0,9065.0,Contra Costa,US Congressional 15,US Congressional,2012-04-06
45720.0,22071.0,11476,1280.0,1.0,469.0,281.0,123.0,350.0,9669.0,Contra Costa,State Senate 3,State Senate,2012-04-06
366163.0,165789.0,109739,9450.0,1.0,1647.0,1737.0,679.0,2056.0,75065.0,Contra Costa,State Senate 7,State Senate,2012-04-06
104389.0,66785.0,11879,1905.0,0.0,1191.0,356.0,374.0,554.0,21345.0,Contra Costa,State Senate 9,State Senate,2012-04-06
100292.0,50659.0,26352,2996.0,1.0,318.0,402.0,214.0,452.0,18898.0,Contra Costa,State Assembly 11,State Assembly,2012-04-06
156158.0,76253.0,39365,4279.0,1.0,1095.0,863.0,446.0,1035.0,32821.0,Contra Costa,State Assembly 14,State Assembly,2012-04-06
100007.0,64154.0,11165,1805.0,0.0,1160.0,340.0,360.0,520.0,20503.0,Contra Costa,State Assembly 15,State Assembly,2012-04-06
159815.0,63579.0,56212,3555.0,0.0,734.0,769.0,156.0,953.0,33857.0,Contra Costa,State Assembly 16,State Assembly,2012-04-06
516272.0,254645.0,133094,12635.0,2.0,3307.0,2374.0,1176.0,2960.0,106079.0,Contra Costa,State Board of Equalization 2,State Board of Equalization,2012-04-06
42708.0,23358.0,9048,1258.0,0.0,163.0,170.0,112.0,204.0,8395.0,Contra Costa,Antioch,City,2012-04-06
25138.0,11059.0,8279,747.0,0.0,63.0,87.0,37.0,111.0,4755.0,Contra Costa,Brentwood,City,2012-04-06
7292.0,2778.0,2851,218.0,0.0,23.0,30.0,12.0,41.0,1339.0,Contra Costa,Clayton,City,2012-04-06
55922.0,26640.0,14567,1624.0,0.0,380.0,320.0,162.0,371.0,11858.0,Contra Costa,Concord,City,2012-04-06
26924.0,9134.0,11632,614.0,0.0,77.0,140.0,17.0,141.0,5169.0,Contra Costa,Danville,City,2012-04-06
13333.0,8457.0,1322,146.0,0.0,294.0,64.0,37.0,59.0,2954.0,Contra Costa,El Cerrito,City,2012-04-06
12037.0,7060.0,1731,209.0,0.0,42.0,27.0,23.0,58.0,2887.0,Contra Costa,Hercules,City,2012-04-06
16151.0,7089.0,5184,342.0,0.0,115.0,77.0,20.0,116.0,3208.0,Contra Costa,Lafayette,City,2012-04-06
21153.0,10344.0,5324,597.0,0.0,198.0,146.0,54.0,177.0,4313.0,Contra Costa,Martinez,City,2012-04-06
10011.0,4016.0,3453,173.0,0.0,46.0,54.0,7.0,67.0,2195.0,Contra Costa,Moraga,City,2012-04-06
16230.0,8894.0,3880,474.0,0.0,51.0,66.0,23.0,62.0,2780.0,Contra Costa,Oakley,City,2012-04-06
12639.0,5660.0,4005,240.0,0.0,68.0,80.0,7.0,87.0,2492.0,Contra Costa,Orinda,City,2012-04-06
9564.0,5466.0,1762,214.0,0.0,66.0,32.0,25.0,46.0,1953.0,Contra Costa,Pinole,City,2012-04-06
24539.0,14626.0,3783,606.0,0.0,80.0,94.0,102.0,113.0,5135.0,Contra Costa,Pittsburg,City,2012-04-06
18698.0,8727.0,4817,490.0,0.0,199.0,108.0,50.0,133.0,4174.0,Contra Costa,Pleasant Hill,City,2012-04-06
39490.0,26806.0,3446,745.0,0.0,444.0,111.0,179.0,227.0,7532.0,Contra Costa,Richmond,City,2012-04-06
7770.0,5113.0,691,135.0,0.0,58.0,29.0,43.0,41.0,1660.0,Contra Costa,San Pablo,City,2012-04-06
32807.0,12716.0,10182,768.0,0.0,105.0,149.0,35.0,142.0,8710.0,Contra Costa,San Ramon,City,2012-04-06
41022.0,18398.0,12890,920.0,0.0,226.0,184.0,57.0,265.0,8082.0,Contra Costa,Walnut Creek,City,2012-04-06
82844.0,38304.0,24247,2115.0,2.0,609.0,406.0,174.0,499.0,16488.0,Contra Costa,Unincorporated Area,City,2012-04-06
1919.0,716.0,594,105.0,0.0,25.0,12.0,9.0,27.0,431.0,Del Norte,County Supervisorial 1,County Supervisorial,2012-04-06
2133.0,773.0,684,96.0,0.0,15.0,12.0,15.0,35.0,503.0,Del Norte,County Supervisorial 2,County Supervisorial,2012-04-06
2813.0,1002.0,1132,106.0,0.0,20.0,23.0,6.0,20.0,504.0,Del Norte,County Supervisorial 3,County Supervisorial,2012-04-06
2770.0,863.0,1231,116.0,0.0,15.0,12.0,13.0,30.0,490.0,Del Norte,County Supervisorial 4,County Supervisorial,2012-04-06
2704.0,1014.0,962,122.0,0.0,25.0,14.0,13.0,26.0,528.0,Del Norte,County Supervisorial 5,County Supervisorial,2012-04-06
12339.0,4368.0,4603,545.0,0.0,100.0,73.0,56.0,138.0,2456.0,Del Norte,US Congressional 2,US Congressional,2012-04-06
12339.0,4368.0,4603,545.0,0.0,100.0,73.0,56.0,138.0,2456.0,Del Norte,State Senate 2,State Senate,2012-04-06
12339.0,4368.0,4603,545.0,0.0,100.0,73.0,56.0,138.0,2456.0,Del Norte,State Assembly 2,State Assembly,2012-04-06
12339.0,4368.0,4603,545.0,0.0,100.0,73.0,56.0,138.0,2456.0,Del Norte,State Board of Equalization 2,State Board of Equalization,2012-04-06
1788.0,664.0,501,95.0,0.0,14.0,10.0,10.0,26.0,468.0,Del Norte,Crescent City,City,2012-04-06
10551.0,3704.0,4102,450.0,0.0,86.0,63.0,46.0,112.0,1988.0,Del Norte,Unincorporated Area,City,2012-04-06
21281.0,5519.0,10902,584.0,0.0,58.0,149.0,17.0,146.0,3906.0,El Dorado,County Supervisorial 1,County Supervisorial,2012-04-06
21858.0,6028.0,10557,832.0,0.0,120.0,170.0,63.0,173.0,3915.0,El Dorado,County Supervisorial 2,County Supervisorial,2012-04-06
21095.0,6612.0,9213,792.0,0.0,181.0,157.0,77.0,148.0,3915.0,El Dorado,County Supervisorial 3,County Supervisorial,2012-04-06
23109.0,6414.0,11187,826.0,0.0,161.0,178.0,41.0,166.0,4136.0,El Dorado,County Supervisorial 4,County Supervisorial,2012-04-06
17384.0,6381.0,4948,748.0,0.0,352.0,168.0,87.0,166.0,4534.0,El Dorado,County Supervisorial 5,County Supervisorial,2012-04-06
104727.0,30954.0,46807,3782.0,0.0,872.0,822.0,285.0,799.0,20406.0,El Dorado,US Congressional 4,US Congressional,2012-04-06
104727.0,30954.0,46807,3782.0,0.0,872.0,822.0,285.0,799.0,20406.0,El Dorado,State Senate 1,State Senate,2012-04-06
68836.0,21541.0,28598,2665.0,0.0,742.0,562.0,230.0,541.0,13957.0,El Dorado,State Assembly 5,State Assembly,2012-04-06
35891.0,9413.0,18209,1117.0,0.0,130.0,260.0,55.0,258.0,6449.0,El Dorado,State Assembly 6,State Assembly,2012-04-06
104727.0,30954.0,46807,3782.0,0.0,872.0,822.0,285.0,799.0,20406.0,El Dorado,State Board of Equalization 1,State Board of Equalization,2012-04-06
5233.0,1814.0,2001,206.0,0.0,65.0,42.0,24.0,38.0,1043.0,El Dorado,Placerville,City,2012-04-06
8479.0,3271.0,2028,381.0,0.0,201.0,91.0,64.0,82.0,2361.0,El Dorado,South Lake Tahoe,City,2012-04-06
91015.0,25869.0,42778,3195.0,0.0,606.0,689.0,197.0,679.0,17002.0,El Dorado,Unincorporated Area,City,2012-04-06
69100.0,33166.0,21505,1805.0,0.0,213.0,258.0,217.0,777.0,11159.0,Fresno,County Supervisorial 1,County Supervisorial,2012-04-06
103332.0,34814.0,48631,2527.0,0.0,518.0,472.0,193.0,1239.0,14938.0,Fresno,County Supervisorial 2,County Supervisorial,2012-04-06
66839.0,35077.0,17630,1411.0,0.0,355.0,266.0,282.0,775.0,11043.0,Fresno,County Supervisorial 3,County Supervisorial,2012-04-06
62707.0,26485.0,24113,1406.0,0.0,163.0,195.0,170.0,638.0,9537.0,Fresno,County Supervisorial 4,County Supervisorial,2012-04-06
96798.0,31014.0,45853,2811.0,0.0,345.0,460.0,186.0,1234.0,14895.0,Fresno,County Supervisorial 5,County Supervisorial,2012-04-06
9124.0,2061.0,5196,328.0,0.0,40.0,59.0,16.0,112.0,1312.0,Fresno,US Congressional 4,US Congressional,2012-04-06
123381.0,63016.0,34534,2699.0,0.0,589.0,483.0,477.0,1444.0,20139.0,Fresno,US Congressional 16,US Congressional,2012-04-06
65349.0,28554.0,24104,1651.0,0.0,165.0,225.0,174.0,649.0,9827.0,Fresno,US Congressional 21,US Congressional,2012-04-06
200922.0,66925.0,93898,5282.0,0.0,800.0,884.0,381.0,2458.0,30294.0,Fresno,US Congressional 22,US Congressional,2012-04-06
261423.0,94023.0,114024,6871.0,0.0,1160.0,1195.0,593.0,3217.0,40340.0,Fresno,State Senate 8,State Senate,2012-04-06
41852.0,16687.0,16854,1188.0,0.0,99.0,159.0,111.0,438.0,6316.0,Fresno,State Senate 12,State Senate,2012-04-06
95501.0,49846.0,26854,1901.0,0.0,335.0,297.0,344.0,1008.0,14916.0,Fresno,State Senate 14,State Senate,2012-04-06
237416.0,82229.0,107234,6294.0,0.0,1024.0,1083.0,501.0,2903.0,36148.0,Fresno,State Assembly 23,State Assembly,2012-04-06
161360.0,78327.0,50498,3666.0,0.0,570.0,568.0,547.0,1760.0,25424.0,Fresno,State Assembly 31,State Assembly,2012-04-06
398776.0,160556.0,157732,9960.0,0.0,1594.0,1651.0,1048.0,4663.0,61572.0,Fresno,State Board of Equalization 1,State Board of Equalization,2012-04-06
51422.0,15061.0,25897,1508.0,0.0,162.0,220.0,82.0,597.0,7895.0,Fresno,Clovis,City,2012-04-06
4258.0,1641.0,1564,136.0,0.0,12.0,20.0,12.0,45.0,828.0,Fresno,Coalinga,City,2012-04-06
1940.0,1133.0,450,41.0,0.0,3.0,5.0,8.0,17.0,283.0,Fresno,Firebaugh,City,2012-04-06
2406.0,1084.0,859,33.0,0.0,5.0,6.0,9.0,25.0,385.0,Fresno,Fowler,City,2012-04-06
213073.0,93502.0,74995,5053.0,0.0,981.0,888.0,633.0,2596.0,34425.0,Fresno,Fresno,City,2012-04-06
991.0,639.0,153,24.0,0.0,1.0,3.0,4.0,17.0,150.0,Fresno,Huron,City,2012-04-06
4869.0,2292.0,1445,258.0,0.0,5.0,14.0,10.0,55.0,790.0,Fresno,Kerman,City,2012-04-06
5973.0,1487.0,3403,172.0,0.0,19.0,16.0,9.0,68.0,799.0,Fresno,Kingsburg,City,2012-04-06
1981.0,1353.0,312,25.0,0.0,5.0,9.0,3.0,12.0,262.0,Fresno,Mendota,City,2012-04-06
2398.0,1538.0,402,38.0,0.0,4.0,1.0,10.0,21.0,384.0,Fresno,Orange Cove,City,2012-04-06
3499.0,2125.0,669,42.0,0.0,11.0,6.0,16.0,31.0,599.0,Fresno,Parlier,City,2012-04-06
8394.0,3185.0,3516,185.0,0.0,21.0,27.0,26.0,96.0,1338.0,Fresno,Reedley,City,2012-04-06
629.0,374.0,121,15.0,0.0,0.0,2.0,4.0,5.0,108.0,Fresno,San Joaquin,City,2012-04-06
9548.0,4809.0,2970,167.0,0.0,30.0,34.0,30.0,77.0,1431.0,Fresno,Sanger,City,2012-04-06
8126.0,3812.0,2821,193.0,0.0,13.0,20.0,16.0,77.0,1174.0,Fresno,Selma,City,2012-04-06
79269.0,26521.0,38155,2070.0,0.0,322.0,380.0,176.0,924.0,10721.0,Fresno,Unincorporated Area,City,2012-04-06
2455.0,704.0,1090,105.0,0.0,12.0,20.0,12.0,7.0,505.0,Glenn,County Supervisorial 1,County Supervisorial,2012-04-06
2455.0,769.0,1058,76.0,0.0,9.0,11.0,6.0,4.0,522.0,Glenn,County Supervisorial 2,County Supervisorial,2012-04-06
2669.0,718.0,1417,105.0,0.0,6.0,9.0,9.0,3.0,402.0,Glenn,County Supervisorial 3,County Supervisorial,2012-04-06
2297.0,736.0,969,105.0,0.0,7.0,15.0,9.0,6.0,450.0,Glenn,County Supervisorial 4,County Supervisorial,2012-04-06
2201.0,772.0,947,72.0,0.0,8.0,10.0,6.0,3.0,383.0,Glenn,County Supervisorial 5,County Supervisorial,2012-04-06
1097.0,271.0,633,30.0,0.0,4.0,4.0,1.0,1.0,153.0,Glenn,US Congressional 1,US Congressional,2012-04-06
10980.0,3428.0,4848,433.0,0.0,38.0,61.0,41.0,22.0,2109.0,Glenn,US Congressional 3,US Congressional,2012-04-06
12077.0,3699.0,5481,463.0,0.0,42.0,65.0,42.0,23.0,2262.0,Glenn,State Senate 4,State Senate,2012-04-06
12077.0,3699.0,5481,463.0,0.0,42.0,65.0,42.0,23.0,2262.0,Glenn,State Assembly 3,State Assembly,2012-04-06
12077.0,3699.0,5481,463.0,0.0,42.0,65.0,42.0,23.0,2262.0,Glenn,State Board of Equalization 2,State Board of Equalization,2012-04-06
2871.0,934.0,1172,96.0,0.0,13.0,13.0,11.0,4.0,628.0,Glenn,Orland,City,2012-04-06
2455.0,797.0,1020,114.0,0.0,7.0,16.0,10.0,6.0,485.0,Glenn,Willows,City,2012-04-06
6751.0,1968.0,3289,253.0,0.0,22.0,36.0,21.0,13.0,1149.0,Glenn,Unincorporated Area,City,2012-04-06
15419.0,5907.0,5534,462.0,0.0,296.0,130.0,34.0,36.0,3020.0,Humboldt,County Supervisorial 1,County Supervisorial,2012-04-06
14692.0,5688.0,4476,567.0,0.0,489.0,117.0,53.0,33.0,3269.0,Humboldt,County Supervisorial 2,County Supervisorial,2012-04-06
17090.0,7742.0,2846,431.0,1.0,1105.0,179.0,104.0,43.0,4639.0,Humboldt,County Supervisorial 3,County Supervisorial,2012-04-06
