Total_Registered,Democratic,Republican,American_Independent,Green,Libertarian,Peace_and_Freedom,Other,No_Party_Preference,county,district,district_type,date
1804.0,529.0,856.0,58.0,7.0,12.0,6.0,0.0,336.0,Colusa,County Supervisorial 5,County Supervisorial,2016-09-09
8092.0,2703.0,3447.0,198.0,21.0,51.0,15.0,5.0,1652.0,Colusa,US Congressional 3,US Congressional,2016-09-09
8092.0,2703.0,3447.0,198.0,21.0,51.0,15.0,5.0,1652.0,Colusa,State Senate 4,State Senate,2016-09-09
4386.0,1345.0,2033.0,127.0,15.0,25.0,10.0,2.0,829.0,Colusa,State Assembly 3,State Assembly,2016-09-09
3706.0,1358.0,1414.0,71.0,6.0,26.0,5.0,3.0,823.0,Colusa,State Assembly 4,State Assembly,2016-09-09
8092.0,2703.0,3447.0,198.0,21.0,51.0,15.0,5.0,1652.0,Colusa,State Board of Equalization 2,State Board of Equalization,2016-09-09
2517.0,815.0,1069.0,73.0,9.0,18.0,9.0,1.0,523.0,Colusa,Colusa,City,2016-09-09
1335.0,584.0,333.0,18.0,1.0,7.0,3.0,3.0,386.0,Colusa,Williams,City,2016-09-09
4240.0,1304.0,2045.0,107.0,11.0,26.0,3.0,1.0,743.0,Colusa,Unincorporated Area,City,2016-09-09
98570.0,65052.0,7939.0,1652.0,844.0,396.0,406.0,200.0,22081.0,Contra Costa,County Supervisorial 1,County Supervisorial,2016-09-09
140444.0,58698.0,43513.0,3360.0,440.0,847.0,88.0,231.0,33267.0,Contra Costa,County Supervisorial 2,County Supervisorial,2016-09-09
110080.0,51969.0,29726.0,3351.0,266.0,676.0,221.0,159.0,23712.0,Contra Costa,County Supervisorial 3,County Supervisorial,2016-09-09
123110.0,58750.0,30774.0,3375.0,641.0,879.0,220.0,253.0,28218.0,Contra Costa,County Supervisorial 4,County Supervisorial,2016-09-09
101295.0,56420.0,17006.0,2623.0,522.0,648.0,305.0,209.0,23562.0,Contra Costa,County Supervisorial 5,County Supervisorial,2016-09-09
50662.0,28696.0,8148.0,1259.0,310.0,311.0,130.0,110.0,11698.0,Contra Costa,US Congressional 5,US Congressional,2016-09-09
95808.0,46488.0,24768.0,3005.0,259.0,588.0,197.0,145.0,20358.0,Contra Costa,US Congressional 9,US Congressional,2016-09-09
387949.0,199915.0,85447.0,9160.0,2056.0,2356.0,886.0,747.0,87382.0,Contra Costa,US Congressional 11,US Congressional,2016-09-09
39080.0,15790.0,10595.0,937.0,88.0,191.0,27.0,50.0,11402.0,Contra Costa,US Congressional 15,US Congressional,2016-09-09
49821.0,24801.0,11333.0,1403.0,399.0,401.0,106.0,140.0,11238.0,Contra Costa,State Senate 3,State Senate,2016-09-09
401843.0,187154.0,106617.0,10834.0,1366.0,2551.0,678.0,673.0,91970.0,Contra Costa,State Senate 7,State Senate,2016-09-09
121835.0,78934.0,11008.0,2124.0,948.0,494.0,456.0,239.0,27632.0,Contra Costa,State Senate 9,State Senate,2016-09-09
114426.0,57264.0,27630.0,3547.0,319.0,687.0,269.0,173.0,24537.0,Contra Costa,State Assembly 11,State Assembly,2016-09-09
170909.0,85893.0,38151.0,4703.0,915.0,1241.0,420.0,373.0,39213.0,Contra Costa,State Assembly 14,State Assembly,2016-09-09
117006.0,76052.0,10295.0,2014.0,924.0,468.0,443.0,230.0,26580.0,Contra Costa,State Assembly 15,State Assembly,2016-09-09
171158.0,71680.0,52882.0,4097.0,555.0,1050.0,108.0,276.0,40510.0,Contra Costa,State Assembly 16,State Assembly,2016-09-09
573499.0,290889.0,128958.0,14361.0,2713.0,3446.0,1240.0,1052.0,130840.0,Contra Costa,State Board of Equalization 2,State Board of Equalization,2016-09-09
48285.0,27138.0,8440.0,1380.0,150.0,251.0,139.0,75.0,10712.0,Contra Costa,Antioch,City,2016-09-09
29785.0,12712.0,9375.0,940.0,81.0,206.0,53.0,44.0,6374.0,Contra Costa,Brentwood,City,2016-09-09
7658.0,3034.0,2835.0,238.0,14.0,55.0,7.0,14.0,1461.0,Contra Costa,Clayton,City,2016-09-09
60748.0,29975.0,14002.0,1797.0,297.0,465.0,152.0,120.0,13940.0,Contra Costa,Concord,City,2016-09-09
28396.0,9941.0,11299.0,774.0,61.0,190.0,15.0,34.0,6082.0,Contra Costa,Danville,City,2016-09-09
15052.0,10087.0,1159.0,153.0,190.0,63.0,36.0,23.0,3341.0,Contra Costa,El Cerrito,City,2016-09-09
13227.0,7830.0,1695.0,247.0,49.0,45.0,26.0,20.0,3315.0,Contra Costa,Hercules,City,2016-09-09
17042.0,7997.0,4625.0,386.0,71.0,108.0,14.0,39.0,3802.0,Contra Costa,Lafayette,City,2016-09-09
23115.0,11546.0,5396.0,688.0,176.0,210.0,54.0,71.0,4974.0,Contra Costa,Martinez,City,2016-09-09
10444.0,4480.0,3133.0,206.0,31.0,77.0,4.0,23.0,2490.0,Contra Costa,Moraga,City,2016-09-09
18340.0,9349.0,4390.0,602.0,45.0,112.0,30.0,29.0,3783.0,Contra Costa,Oakley,City,2016-09-09
13278.0,6286.0,3584.0,258.0,68.0,76.0,7.0,25.0,2974.0,Contra Costa,Orinda,City,2016-09-09
10452.0,6183.0,1624.0,252.0,52.0,48.0,18.0,17.0,2258.0,Contra Costa,Pinole,City,2016-09-09
28864.0,17205.0,3790.0,674.0,84.0,148.0,99.0,43.0,6821.0,Contra Costa,Pittsburg,City,2016-09-09
20345.0,10001.0,4610.0,512.0,161.0,137.0,32.0,53.0,4839.0,Contra Costa,Pleasant Hill,City,2016-09-09
48158.0,32411.0,3116.0,850.0,400.0,169.0,253.0,112.0,10847.0,Contra Costa,Richmond,City,2016-09-09
9748.0,6361.0,619.0,169.0,46.0,45.0,49.0,17.0,2442.0,Contra Costa,San Pablo,City,2016-09-09
36970.0,15046.0,9750.0,877.0,86.0,184.0,25.0,49.0,10953.0,Contra Costa,San Ramon,City,2016-09-09
43599.0,20592.0,11841.0,1047.0,189.0,268.0,34.0,71.0,9557.0,Contra Costa,Walnut Creek,City,2016-09-09
89993.0,42715.0,23675.0,2311.0,462.0,589.0,193.0,173.0,19875.0,Contra Costa,Unincorporated Area,City,2016-09-09
2213.0,747.0,668.0,100.0,21.0,20.0,20.0,37.0,600.0,Del Norte,County Supervisorial 1,County Supervisorial,2016-09-09
2432.0,818.0,773.0,112.0,15.0,25.0,17.0,25.0,647.0,Del Norte,County Supervisorial 2,County Supervisorial,2016-09-09
3059.0,1025.0,1201.0,143.0,21.0,41.0,10.0,20.0,598.0,Del Norte,County Supervisorial 3,County Supervisorial,2016-09-09
3060.0,886.0,1296.0,131.0,14.0,22.0,14.0,33.0,664.0,Del Norte,County Supervisorial 4,County Supervisorial,2016-09-09
2967.0,1006.0,1041.0,141.0,20.0,26.0,8.0,37.0,688.0,Del Norte,County Supervisorial 5,County Supervisorial,2016-09-09
13731.0,4482.0,4979.0,627.0,91.0,134.0,69.0,152.0,3197.0,Del Norte,US Congressional 2,US Congressional,2016-09-09
13731.0,4482.0,4979.0,627.0,91.0,134.0,69.0,152.0,3197.0,Del Norte,State Senate 2,State Senate,2016-09-09
13731.0,4482.0,4979.0,627.0,91.0,134.0,69.0,152.0,3197.0,Del Norte,State Assembly 2,State Assembly,2016-09-09
13731.0,4482.0,4979.0,627.0,91.0,134.0,69.0,152.0,3197.0,Del Norte,State Board of Equalization 2,State Board of Equalization,2016-09-09
1945.0,662.0,559.0,105.0,17.0,23.0,15.0,19.0,545.0,Del Norte,Crescent City,City,2016-09-09
11786.0,3820.0,4420.0,522.0,74.0,111.0,54.0,133.0,2652.0,Del Norte,Unincorporated Area,City,2016-09-09
23116.0,6105.0,11203.0,738.0,59.0,272.0,14.0,198.0,4527.0,El Dorado,County Supervisorial 1,County Supervisorial,2016-09-09
23590.0,6528.0,10998.0,922.0,94.0,307.0,49.0,190.0,4502.0,El Dorado,County Supervisorial 2,County Supervisorial,2016-09-09
22018.0,6788.0,9430.0,869.0,151.0,225.0,85.0,189.0,4281.0,El Dorado,County Supervisorial 3,County Supervisorial,2016-09-09
23756.0,6460.0,11354.0,899.0,110.0,281.0,39.0,186.0,4427.0,El Dorado,County Supervisorial 4,County Supervisorial,2016-09-09
18972.0,7297.0,4940.0,776.0,231.0,235.0,98.0,190.0,5205.0,El Dorado,County Supervisorial 5,County Supervisorial,2016-09-09
111452.0,33178.0,47925.0,4204.0,645.0,1320.0,285.0,953.0,22942.0,El Dorado,US Congressional 4,US Congressional,2016-09-09
111452.0,33178.0,47925.0,4204.0,645.0,1320.0,285.0,953.0,22942.0,El Dorado,State Senate 1,State Senate,2016-09-09
71949.0,22546.0,28963.0,2891.0,532.0,848.0,242.0,617.0,15310.0,El Dorado,State Assembly 5,State Assembly,2016-09-09
39503.0,10632.0,18962.0,1313.0,113.0,472.0,43.0,336.0,7632.0,El Dorado,State Assembly 6,State Assembly,2016-09-09
111452.0,33178.0,47925.0,4204.0,645.0,1320.0,285.0,953.0,22942.0,El Dorado,State Board of Equalization 1,State Board of Equalization,2016-09-09
5698.0,2045.0,2058.0,231.0,46.0,53.0,30.0,47.0,1188.0,El Dorado,Placerville,City,2016-09-09
9633.0,3915.0,2020.0,432.0,136.0,119.0,67.0,84.0,2860.0,El Dorado,South Lake Tahoe,City,2016-09-09
96121.0,27218.0,43847.0,3541.0,463.0,1148.0,188.0,822.0,18894.0,El Dorado,Unincorporated Area,City,2016-09-09
73788.0,34802.0,19981.0,1916.0,210.0,334.0,260.0,737.0,15548.0,Fresno,County Supervisorial 1,County Supervisorial,2016-09-09
105213.0,35448.0,46591.0,2937.0,423.0,703.0,207.0,1173.0,17731.0,Fresno,County Supervisorial 2,County Supervisorial,2016-09-09
67795.0,35408.0,14843.0,1386.0,291.0,346.0,303.0,682.0,14536.0,Fresno,County Supervisorial 3,County Supervisorial,2016-09-09
65401.0,27164.0,23317.0,1481.0,129.0,274.0,176.0,613.0,12247.0,Fresno,County Supervisorial 4,County Supervisorial,2016-09-09
105639.0,33072.0,48120.0,3066.0,277.0,744.0,232.0,1186.0,18942.0,Fresno,County Supervisorial 5,County Supervisorial,2016-09-09
8958.0,1893.0,5150.0,324.0,41.0,77.0,18.0,109.0,1346.0,Fresno,US Congressional 4,US Congressional,2016-09-09
127140.0,64156.0,30092.0,2773.0,505.0,631.0,549.0,1294.0,27140.0,Fresno,US Congressional 16,US Congressional,2016-09-09
68537.0,29136.0,23276.0,1683.0,141.0,292.0,192.0,628.0,13189.0,Fresno,US Congressional 21,US Congressional,2016-09-09
213201.0,70709.0,94334.0,6006.0,643.0,1401.0,419.0,2360.0,37329.0,Fresno,US Congressional 22,US Congressional,2016-09-09
276368.0,98222.0,112692.0,7707.0,956.0,1806.0,693.0,3101.0,51191.0,Fresno,State Senate 8,State Senate,2016-09-09
43341.0,16698.0,16119.0,1216.0,92.0,218.0,123.0,419.0,8456.0,Fresno,State Senate 12,State Senate,2016-09-09
98127.0,50974.0,24041.0,1863.0,282.0,377.0,362.0,871.0,19357.0,Fresno,State Senate 14,State Senate,2016-09-09
250767.0,85947.0,106492.0,7111.0,843.0,1652.0,581.0,2808.0,45333.0,Fresno,State Assembly 23,State Assembly,2016-09-09
167069.0,79947.0,46360.0,3675.0,487.0,749.0,597.0,1583.0,33671.0,Fresno,State Assembly 31,State Assembly,2016-09-09
417836.0,165894.0,152852.0,10786.0,1330.0,2401.0,1178.0,4391.0,79004.0,Fresno,State Board of Equalization 1,State Board of Equalization,2016-09-09
56905.0,16305.0,27985.0,1644.0,129.0,397.0,105.0,633.0,9707.0,Fresno,Clovis,City,2016-09-09
4499.0,1690.0,1494.0,161.0,14.0,29.0,16.0,63.0,1032.0,Fresno,Coalinga,City,2016-09-09
2302.0,1202.0,446.0,52.0,5.0,13.0,7.0,18.0,559.0,Fresno,Firebaugh,City,2016-09-09
2770.0,1168.0,884.0,50.0,6.0,11.0,8.0,24.0,619.0,Fresno,Fowler,City,2016-09-09
222649.0,97022.0,70079.0,5600.0,852.0,1262.0,718.0,2394.0,44722.0,Fresno,Fresno,City,2016-09-09
940.0,570.0,136.0,19.0,2.0,4.0,6.0,11.0,192.0,Fresno,Huron,City,2016-09-09
5270.0,2368.0,1472.0,218.0,13.0,14.0,15.0,54.0,1116.0,Fresno,Kerman,City,2016-09-09
6004.0,1458.0,3275.0,169.0,10.0,39.0,10.0,69.0,974.0,Fresno,Kingsburg,City,2016-09-09
2324.0,1489.0,311.0,29.0,6.0,10.0,5.0,21.0,453.0,Fresno,Mendota,City,2016-09-09
2614.0,1650.0,422.0,42.0,5.0,5.0,8.0,19.0,463.0,Fresno,Orange Cove,City,2016-09-09
3972.0,2400.0,658.0,50.0,9.0,6.0,21.0,33.0,795.0,Fresno,Parlier,City,2016-09-09
8887.0,3475.0,3406.0,182.0,19.0,49.0,25.0,89.0,1642.0,Fresno,Reedley,City,2016-09-09
714.0,430.0,90.0,17.0,1.0,3.0,6.0,4.0,163.0,Fresno,San Joaquin,City,2016-09-09
10361.0,5027.0,3101.0,199.0,27.0,40.0,31.0,72.0,1864.0,Fresno,Sanger,City,2016-09-09
8571.0,3959.0,2602.0,188.0,7.0,27.0,20.0,75.0,1693.0,Fresno,Selma,City,2016-09-09
79054.0,25681.0,36491.0,2166.0,225.0,492.0,177.0,812.0,13010.0,Fresno,Unincorporated Area,City,2016-09-09
2531.0,703.0,1107.0,99.0,10.0,27.0,10.0,3.0,572.0,Glenn,County Supervisorial 1,County Supervisorial,2016-09-09
2554.0,819.0,1007.0,109.0,11.0,24.0,7.0,6.0,571.0,Glenn,County Supervisorial 2,County Supervisorial,2016-09-09
2651.0,631.0,1424.0,85.0,6.0,12.0,6.0,3.0,484.0,Glenn,County Supervisorial 3,County Supervisorial,2016-09-09
2320.0,687.0,933.0,109.0,3.0,16.0,11.0,7.0,554.0,Glenn,County Supervisorial 4,County Supervisorial,2016-09-09
2233.0,767.0,952.0,69.0,4.0,18.0,5.0,2.0,416.0,Glenn,County Supervisorial 5,County Supervisorial,2016-09-09
1133.0,251.0,662.0,34.0,4.0,10.0,0.0,1.0,171.0,Glenn,US Congressional 1,US Congressional,2016-09-09
11156.0,3356.0,4761.0,437.0,30.0,87.0,39.0,20.0,2426.0,Glenn,US Congressional 3,US Congressional,2016-09-09
12289.0,3607.0,5423.0,471.0,34.0,97.0,39.0,21.0,2597.0,Glenn,State Senate 4,State Senate,2016-09-09
12289.0,3607.0,5423.0,471.0,34.0,97.0,39.0,21.0,2597.0,Glenn,State Assembly 3,State Assembly,2016-09-09
12289.0,3607.0,5423.0,471.0,34.0,97.0,39.0,21.0,2597.0,Glenn,State Board of Equalization 2,State Board of Equalization,2016-09-09
3057.0,1026.0,1120.0,129.0,13.0,30.0,12.0,7.0,720.0,Glenn,Orland,City,2016-09-09
2514.0,758.0,1000.0,117.0,4.0,18.0,11.0,7.0,599.0,Glenn,Willows,City,2016-09-09
6718.0,1823.0,3303.0,225.0,17.0,49.0,16.0,7.0,1278.0,Glenn,Unincorporated Area,City,2016-09-09
16046.0,6523.0,5287.0,508.0,191.0,146.0,50.0,36.0,3305.0,Humboldt,County Supervisorial 1,County Supervisorial,2016-09-09
15277.0,6019.0,4508.0,577.0,325.0,128.0,63.0,29.0,3628.0,Humboldt,County Supervisorial 2,County Supervisorial,2016-09-09
17778.0,9655.0,2528.0,423.0,631.0,165.0,69.0,32.0,4275.0,Humboldt,County Supervisorial 3,County Supervisorial,2016-09-09
14552.0,6728.0,3152.0,461.0,330.0,161.0,83.0,31.0,3606.0,Humboldt,County Supervisorial 4,County Supervisorial,2016-09-09
16011.0,7660.0,3660.0,465.0,386.0,137.0,59.0,34.0,3610.0,Humboldt,County Supervisorial 5,County Supervisorial,2016-09-09
79664.0,36585.0,19135.0,2434.0,1863.0,737.0,324.0,162.0,18424.0,Humboldt,US Congressional 2,US Congressional,2016-09-09
79664.0,36585.0,19135.0,2434.0,1863.0,737.0,324.0,162.0,18424.0,Humboldt,State Senate 2,State Senate,2016-09-09
79664.0,36585.0,19135.0,2434.0,1863.0,737.0,324.0,162.0,18424.0,Humboldt,State Assembly 2,State Assembly,2016-09-09
79664.0,36585.0,19135.0,2434.0,1863.0,737.0,324.0,162.0,18424.0,Humboldt,State Board of Equalization 2,State Board of Equalization,2016-09-09
