Total_Registered,Democratic,Republican,American_Independent,Green,Libertarian,Natural_Law,Reform,Miscellaneous,Declined_to_State,county,district,district_type,date
32049.0,11954.0,11759.0,820.0,1291.0,281.0,26.0,56.0,484.0,5378.0,Butte,Chico,City,2002-09-06
2143.0,911.0,826.0,46.0,11.0,15.0,4.0,4.0,12.0,314.0,Butte,Gridley,City,2002-09-06
5157.0,1963.0,2089.0,220.0,22.0,24.0,8.0,12.0,63.0,756.0,Butte,Oroville,City,2002-09-06
16727.0,5570.0,7822.0,476.0,209.0,102.0,10.0,49.0,238.0,2251.0,Butte,Paradise,City,2002-09-06
54949.0,19094.0,24726.0,1506.0,821.0,399.0,44.0,131.0,620.0,7608.0,Butte,Unincorporated Area,City,2002-09-06
5073.0,1802.0,2445.0,126.0,37.0,57.0,5.0,16.0,6.0,579.0,Calaveras,County Supervisorial 1,County Supervisorial,2002-09-06
4878.0,1948.0,1915.0,119.0,99.0,87.0,21.0,28.0,27.0,634.0,Calaveras,County Supervisorial 2,County Supervisorial,2002-09-06
4428.0,1628.0,2058.0,91.0,62.0,54.0,0.0,18.0,29.0,488.0,Calaveras,County Supervisorial 3,County Supervisorial,2002-09-06
5078.0,1781.0,2305.0,141.0,53.0,110.0,3.0,23.0,34.0,628.0,Calaveras,County Supervisorial 4,County Supervisorial,2002-09-06
5066.0,1772.0,2318.0,164.0,26.0,56.0,2.0,21.0,19.0,688.0,Calaveras,County Supervisorial 5,County Supervisorial,2002-09-06
24523.0,8931.0,11041.0,641.0,277.0,364.0,31.0,106.0,115.0,3017.0,Calaveras,US Congressional 3,US Congressional,2002-09-06
24523.0,8931.0,11041.0,641.0,277.0,364.0,31.0,106.0,115.0,3017.0,Calaveras,State Senate 1,State Senate,2002-09-06
24523.0,8931.0,11041.0,641.0,277.0,364.0,31.0,106.0,115.0,3017.0,Calaveras,State Assembly 25,State Assembly,2002-09-06
24523.0,8931.0,11041.0,641.0,277.0,364.0,31.0,106.0,115.0,3017.0,Calaveras,State Board of Equalization 2,State Board of Equalization,2002-09-06
1894.0,680.0,843.0,46.0,9.0,46.0,2.0,7.0,11.0,250.0,Calaveras,Angels,City,2002-09-06
22629.0,8251.0,10198.0,595.0,268.0,318.0,29.0,99.0,104.0,2767.0,Calaveras,Unincorporated Area,City,2002-09-06
1333.0,544.0,575.0,35.0,1.0,8.0,0.0,3.0,1.0,166.0,Colusa,County Supervisorial 1,County Supervisorial,2002-09-06
1687.0,706.0,767.0,37.0,1.0,7.0,0.0,3.0,5.0,161.0,Colusa,County Supervisorial 2,County Supervisorial,2002-09-06
1102.0,440.0,484.0,39.0,2.0,2.0,0.0,0.0,2.0,133.0,Colusa,County Supervisorial 3,County Supervisorial,2002-09-06
1599.0,657.0,685.0,48.0,7.0,6.0,0.0,5.0,3.0,188.0,Colusa,County Supervisorial 4,County Supervisorial,2002-09-06
1702.0,602.0,862.0,33.0,8.0,11.0,2.0,5.0,13.0,166.0,Colusa,County Supervisorial 5,County Supervisorial,2002-09-06
7423.0,2949.0,3373.0,192.0,19.0,34.0,2.0,16.0,24.0,814.0,Colusa,US Congressional 2,US Congressional,2002-09-06
7423.0,2949.0,3373.0,192.0,19.0,34.0,2.0,16.0,24.0,814.0,Colusa,State Senate 4,State Senate,2002-09-06
7423.0,2949.0,3373.0,192.0,19.0,34.0,2.0,16.0,24.0,814.0,Colusa,State Assembly 2,State Assembly,2002-09-06
7423.0,2949.0,3373.0,192.0,19.0,34.0,2.0,16.0,24.0,814.0,Colusa,State Board of Equalization 1,State Board of Equalization,2002-09-06
2342.0,943.0,1085.0,52.0,3.0,13.0,2.0,6.0,17.0,221.0,Colusa,Colusa,City,2002-09-06
895.0,435.0,308.0,28.0,1.0,1.0,0.0,0.0,2.0,120.0,Colusa,Williams,City,2002-09-06
4186.0,1571.0,1980.0,112.0,15.0,20.0,0.0,10.0,5.0,473.0,Colusa,Unincorporated Area,City,2002-09-06
74697.0,50513.0,9719.0,1053.0,1586.0,305.0,314.0,203.0,861.0,10143.0,Contra Costa,County Supervisorial 1,County Supervisorial,2002-09-06
108405.0,50930.0,37140.0,1750.0,1085.0,540.0,209.0,457.0,1050.0,15244.0,Contra Costa,County Supervisorial 2,County Supervisorial,2002-09-06
115077.0,40340.0,53935.0,1871.0,636.0,538.0,148.0,325.0,942.0,16342.0,Contra Costa,County Supervisorial 3,County Supervisorial,2002-09-06
93831.0,43692.0,31750.0,1797.0,792.0,595.0,223.0,380.0,955.0,13647.0,Contra Costa,County Supervisorial 4,County Supervisorial,2002-09-06
84747.0,48800.0,20908.0,1915.0,320.0,339.0,113.0,227.0,826.0,11299.0,Contra Costa,County Supervisorial 5,County Supervisorial,2002-09-06
168857.0,101123.0,35250.0,3089.0,1890.0,813.0,543.0,579.0,1866.0,23704.0,Contra Costa,US Congressional 7,US Congressional,2002-09-06
232172.0,107521.0,82026.0,3991.0,2230.0,1146.0,385.0,822.0,2196.0,31855.0,Contra Costa,US Congressional 10,US Congressional,2002-09-06
75728.0,25631.0,36176.0,1306.0,299.0,358.0,79.0,191.0,572.0,11116.0,Contra Costa,US Congressional 11,US Congressional,2002-09-06
444209.0,210739.0,150521.0,7853.0,3870.0,2220.0,780.0,1519.0,4222.0,62485.0,Contra Costa,State Senate 7,State Senate,2002-09-06
32548.0,23536.0,2931.0,533.0,549.0,97.0,227.0,73.0,412.0,4190.0,Contra Costa,State Senate 9,State Senate,2002-09-06
194872.0,104780.0,52961.0,3956.0,1373.0,1009.0,397.0,692.0,2014.0,27690.0,Contra Costa,State Assembly 11,State Assembly,2002-09-06
129239.0,72145.0,32755.0,1799.0,2143.0,590.0,393.0,426.0,1350.0,17638.0,Contra Costa,State Assembly 14,State Assembly,2002-09-06
152646.0,57350.0,67736.0,2631.0,903.0,718.0,217.0,474.0,1270.0,21347.0,Contra Costa,State Assembly 15,State Assembly,2002-09-06
476757.0,234275.0,153452.0,8386.0,4419.0,2317.0,1007.0,1592.0,4634.0,66675.0,Contra Costa,State Board of Equalization 1,State Board of Equalization,2002-09-06
41474.0,23002.0,11291.0,949.0,136.0,156.0,42.0,94.0,356.0,5448.0,Contra Costa,Antioch,City,2002-09-06
12709.0,5416.0,5095.0,273.0,38.0,63.0,4.0,25.0,89.0,1706.0,Contra Costa,Brentwood,City,2002-09-06
7200.0,2695.0,3353.0,124.0,27.0,26.0,6.0,15.0,56.0,898.0,Contra Costa,Clayton,City,2002-09-06
55744.0,27020.0,17797.0,1103.0,454.0,361.0,149.0,226.0,616.0,8018.0,Contra Costa,Concord,City,2002-09-06
26372.0,8300.0,13483.0,370.0,104.0,119.0,36.0,77.0,211.0,3672.0,Contra Costa,Danville,City,2002-09-06
13437.0,8294.0,2144.0,118.0,439.0,79.0,16.0,37.0,151.0,2159.0,Contra Costa,El Cerrito,City,2002-09-06
8900.0,5191.0,1711.0,146.0,57.0,23.0,39.0,25.0,88.0,1620.0,Contra Costa,Hercules,City,2002-09-06
15445.0,6212.0,6462.0,227.0,183.0,80.0,23.0,79.0,148.0,2031.0,Contra Costa,Lafayette,City,2002-09-06
20803.0,10199.0,6249.0,391.0,224.0,153.0,35.0,122.0,194.0,3236.0,Contra Costa,Martinez,City,2002-09-06
10081.0,3679.0,4646.0,124.0,78.0,38.0,14.0,35.0,83.0,1384.0,Contra Costa,Moraga,City,2002-09-06
11603.0,5871.0,3562.0,314.0,43.0,49.0,13.0,36.0,92.0,1623.0,Contra Costa,Oakley,City,2002-09-06
12371.0,4951.0,5319.0,137.0,129.0,63.0,14.0,37.0,120.0,1601.0,Contra Costa,Orinda,City,2002-09-06
9150.0,5327.0,2118.0,154.0,92.0,33.0,20.0,32.0,80.0,1294.0,Contra Costa,Pinole,City,2002-09-06
22470.0,14484.0,4017.0,455.0,85.0,80.0,35.0,53.0,272.0,2989.0,Contra Costa,Pittsburg,City,2002-09-06
18596.0,8638.0,6189.0,334.0,212.0,116.0,40.0,91.0,171.0,2805.0,Contra Costa,Pleasant Hill,City,2002-09-06
38384.0,27423.0,3973.0,536.0,693.0,110.0,225.0,91.0,439.0,4894.0,Contra Costa,Richmond,City,2002-09-06
7284.0,4977.0,836.0,150.0,66.0,25.0,35.0,20.0,109.0,1066.0,Contra Costa,San Pablo,City,2002-09-06
24534.0,8677.0,10816.0,449.0,127.0,131.0,29.0,72.0,170.0,4063.0,Contra Costa,San Ramon,City,2002-09-06
41635.0,17188.0,17155.0,616.0,382.0,191.0,90.0,154.0,405.0,5454.0,Contra Costa,Walnut Creek,City,2002-09-06
78565.0,36731.0,27236.0,1416.0,850.0,421.0,142.0,271.0,784.0,10714.0,Contra Costa,Unincorporated Area,City,2002-09-06
1823.0,746.0,681.0,58.0,18.0,11.0,1.0,10.0,8.0,290.0,Del Norte,County Supervisorial 1,County Supervisorial,2002-09-06
2096.0,830.0,763.0,72.0,21.0,12.0,1.0,10.0,19.0,368.0,Del Norte,County Supervisorial 2,County Supervisorial,2002-09-06
2630.0,1022.0,1080.0,71.0,18.0,20.0,1.0,11.0,11.0,396.0,Del Norte,County Supervisorial 3,County Supervisorial,2002-09-06
2639.0,931.0,1133.0,88.0,15.0,10.0,1.0,15.0,11.0,435.0,Del Norte,County Supervisorial 4,County Supervisorial,2002-09-06
2716.0,1101.0,1023.0,91.0,38.0,25.0,0.0,16.0,12.0,410.0,Del Norte,County Supervisorial 5,County Supervisorial,2002-09-06
11904.0,4630.0,4680.0,380.0,110.0,78.0,4.0,62.0,61.0,1899.0,Del Norte,US Congressional 1,US Congressional,2002-09-06
11904.0,4630.0,4680.0,380.0,110.0,78.0,4.0,62.0,61.0,1899.0,Del Norte,State Senate 4,State Senate,2002-09-06
11904.0,4630.0,4680.0,380.0,110.0,78.0,4.0,62.0,61.0,1899.0,Del Norte,State Assembly 1,State Assembly,2002-09-06
11904.0,4630.0,4680.0,380.0,110.0,78.0,4.0,62.0,61.0,1899.0,Del Norte,State Board of Equalization 1,State Board of Equalization,2002-09-06
1597.0,629.0,582.0,60.0,19.0,9.0,2.0,6.0,15.0,275.0,Del Norte,Crescent City,City,2002-09-06
10307.0,4001.0,4098.0,320.0,91.0,69.0,2.0,56.0,46.0,1624.0,Del Norte,Unincorporated Area,City,2002-09-06
18095.0,5024.0,10256.0,331.0,83.0,93.0,7.0,59.0,77.0,2165.0,El Dorado,County Supervisorial 1,County Supervisorial,2002-09-06
20030.0,6598.0,9774.0,477.0,193.0,165.0,11.0,78.0,133.0,2601.0,El Dorado,County Supervisorial 2,County Supervisorial,2002-09-06
18064.0,6576.0,8089.0,525.0,170.0,115.0,20.0,66.0,139.0,2364.0,El Dorado,County Supervisorial 3,County Supervisorial,2002-09-06
20160.0,6334.0,10136.0,475.0,187.0,143.0,13.0,84.0,113.0,2675.0,El Dorado,County Supervisorial 4,County Supervisorial,2002-09-06
13907.0,5401.0,4586.0,438.0,272.0,124.0,28.0,48.0,163.0,2847.0,El Dorado,County Supervisorial 5,County Supervisorial,2002-09-06
90256.0,29933.0,42841.0,2246.0,905.0,640.0,79.0,335.0,625.0,12652.0,El Dorado,US Congressional 4,US Congressional,2002-09-06
90256.0,29933.0,42841.0,2246.0,905.0,640.0,79.0,335.0,625.0,12652.0,El Dorado,State Senate 1,State Senate,2002-09-06
74696.0,25705.0,33855.0,2002.0,835.0,577.0,75.0,302.0,572.0,10773.0,El Dorado,State Assembly 4,State Assembly,2002-09-06
15560.0,4228.0,8986.0,244.0,70.0,63.0,4.0,33.0,53.0,1879.0,El Dorado,State Assembly 10,State Assembly,2002-09-06
90256.0,29933.0,42841.0,2246.0,905.0,640.0,79.0,335.0,625.0,12652.0,El Dorado,State Board of Equalization 2,State Board of Equalization,2002-09-06
5106.0,1970.0,2085.0,162.0,72.0,37.0,7.0,10.0,39.0,724.0,El Dorado,Placerville,City,2002-09-06
8353.0,3328.0,2631.0,283.0,153.0,79.0,24.0,32.0,104.0,1719.0,El Dorado,South Lake Tahoe,City,2002-09-06
76797.0,24635.0,38125.0,1801.0,680.0,524.0,48.0,293.0,482.0,10209.0,El Dorado,Unincorporated Area,City,2002-09-06
59571.0,30962.0,21028.0,1109.0,179.0,225.0,46.0,149.0,174.0,5699.0,Fresno,County Supervisorial 1,County Supervisorial,2002-09-06
91681.0,32620.0,47158.0,1465.0,479.0,366.0,84.0,183.0,139.0,9187.0,Fresno,County Supervisorial 2,County Supervisorial,2002-09-06
54898.0,31634.0,16127.0,916.0,417.0,225.0,60.0,115.0,177.0,5227.0,Fresno,County Supervisorial 3,County Supervisorial,2002-09-06
51196.0,23698.0,21241.0,899.0,103.0,147.0,54.0,98.0,144.0,4812.0,Fresno,County Supervisorial 4,County Supervisorial,2002-09-06
81520.0,30022.0,40168.0,1587.0,372.0,362.0,60.0,191.0,173.0,8585.0,Fresno,County Supervisorial 5,County Supervisorial,2002-09-06
1405.0,520.0,748.0,19.0,5.0,4.0,1.0,1.0,2.0,105.0,Fresno,US Congressional 18,US Congressional,2002-09-06
119231.0,46976.0,56338.0,2073.0,659.0,500.0,114.0,297.0,226.0,12048.0,Fresno,US Congressional 19,US Congressional,2002-09-06
90923.0,53058.0,26808.0,1527.0,378.0,317.0,87.0,163.0,314.0,8271.0,Fresno,US Congressional 20,US Congressional,2002-09-06
127307.0,48382.0,61828.0,2357.0,508.0,504.0,102.0,275.0,265.0,13086.0,Fresno,US Congressional 21,US Congressional,2002-09-06
219397.0,80982.0,108974.0,3950.0,1074.0,906.0,192.0,495.0,415.0,22409.0,Fresno,State Senate 14,State Senate,2002-09-06
119469.0,67954.0,36748.0,2026.0,476.0,419.0,112.0,241.0,392.0,11101.0,Fresno,State Senate 16,State Senate,2002-09-06
188370.0,69578.0,93566.0,3331.0,906.0,774.0,163.0,409.0,338.0,19305.0,Fresno,State Assembly 29,State Assembly,2002-09-06
14480.0,5437.0,7058.0,331.0,29.0,46.0,15.0,25.0,43.0,1496.0,Fresno,State Assembly 30,State Assembly,2002-09-06
136016.0,73921.0,45098.0,2314.0,615.0,505.0,126.0,302.0,426.0,12709.0,Fresno,State Assembly 31,State Assembly,2002-09-06
338866.0,148936.0,145722.0,5976.0,1550.0,1325.0,304.0,736.0,807.0,33510.0,Fresno,State Board of Equalization 2,State Board of Equalization,2002-09-06
36066.0,12081.0,18867.0,729.0,138.0,132.0,28.0,64.0,67.0,3960.0,Fresno,Clovis,City,2002-09-06
3778.0,1530.0,1583.0,133.0,8.0,19.0,5.0,8.0,14.0,478.0,Fresno,Coalinga,City,2002-09-06
1449.0,838.0,410.0,23.0,2.0,5.0,1.0,1.0,10.0,159.0,Fresno,Firebaugh,City,2002-09-06
1573.0,824.0,565.0,18.0,2.0,4.0,1.0,2.0,2.0,155.0,Fresno,Fowler,City,2002-09-06
186623.0,87228.0,74572.0,3241.0,1011.0,753.0,183.0,433.0,433.0,18769.0,Fresno,Fresno,City,2002-09-06
831.0,581.0,143.0,13.0,2.0,2.0,0.0,1.0,7.0,82.0,Fresno,Huron,City,2002-09-06
2786.0,1381.0,988.0,65.0,5.0,10.0,1.0,4.0,12.0,320.0,Fresno,Kerman,City,2002-09-06
4719.0,1451.0,2650.0,96.0,11.0,14.0,4.0,10.0,9.0,474.0,Fresno,Kingsburg,City,2002-09-06
1695.0,1216.0,257.0,21.0,3.0,13.0,1.0,2.0,8.0,174.0,Fresno,Mendota,City,2002-09-06
1555.0,1024.0,348.0,22.0,1.0,2.0,4.0,3.0,6.0,145.0,Fresno,Orange Cove,City,2002-09-06
2708.0,1848.0,538.0,36.0,7.0,3.0,4.0,6.0,18.0,248.0,Fresno,Parlier,City,2002-09-06
7249.0,2974.0,3349.0,122.0,19.0,21.0,9.0,15.0,18.0,722.0,Fresno,Reedley,City,2002-09-06
526.0,357.0,91.0,6.0,0.0,0.0,0.0,0.0,5.0,67.0,Fresno,San Joaquin,City,2002-09-06
6473.0,3859.0,1841.0,91.0,18.0,18.0,9.0,14.0,23.0,600.0,Fresno,Sanger,City,2002-09-06
6677.0,3291.0,2676.0,107.0,9.0,16.0,3.0,10.0,14.0,551.0,Fresno,Selma,City,2002-09-06
74158.0,28453.0,36844.0,1253.0,314.0,313.0,51.0,163.0,161.0,6606.0,Fresno,Unincorporated Area,City,2002-09-06
2291.0,809.0,1069.0,69.0,8.0,10.0,3.0,4.0,8.0,311.0,Glenn,County Supervisorial 1,County Supervisorial,2002-09-06
2153.0,785.0,1007.0,56.0,8.0,9.0,4.0,5.0,12.0,267.0,Glenn,County Supervisorial 2,County Supervisorial,2002-09-06
2683.0,881.0,1375.0,73.0,3.0,11.0,2.0,2.0,15.0,321.0,Glenn,County Supervisorial 3,County Supervisorial,2002-09-06
2181.0,830.0,952.0,61.0,7.0,6.0,2.0,5.0,19.0,299.0,Glenn,County Supervisorial 4,County Supervisorial,2002-09-06
1969.0,784.0,914.0,37.0,8.0,6.0,0.0,0.0,13.0,207.0,Glenn,County Supervisorial 5,County Supervisorial,2002-09-06
11277.0,4089.0,5317.0,296.0,34.0,42.0,11.0,16.0,67.0,1405.0,Glenn,US Congressional 2,US Congressional,2002-09-06
11277.0,4089.0,5317.0,296.0,34.0,42.0,11.0,16.0,67.0,1405.0,Glenn,State Senate 4,State Senate,2002-09-06
11277.0,4089.0,5317.0,296.0,34.0,42.0,11.0,16.0,67.0,1405.0,Glenn,State Assembly 2,State Assembly,2002-09-06
11277.0,4089.0,5317.0,296.0,34.0,42.0,11.0,16.0,67.0,1405.0,Glenn,State Board of Equalization 2,State Board of Equalization,2002-09-06
2367.0,878.0,1075.0,60.0,10.0,10.0,5.0,5.0,12.0,312.0,Glenn,Orland,City,2002-09-06
2489.0,942.0,1070.0,71.0,8.0,7.0,2.0,5.0,23.0,361.0,Glenn,Willows,City,2002-09-06
6421.0,2269.0,3172.0,165.0,16.0,25.0,4.0,6.0,32.0,732.0,Glenn,Unincorporated Area,City,2002-09-06
14739.0,5880.0,5823.0,329.0,450.0,114.0,7.0,61.0,64.0,2011.0,Humboldt,County Supervisorial 1,County Supervisorial,2002-09-06
14981.0,6258.0,5296.0,413.0,642.0,140.0,14.0,34.0,83.0,2101.0,Humboldt,County Supervisorial 2,County Supervisorial,2002-09-06
