Total_Registered,Democratic,Republican,American_Independent,Green,Libertarian,Natural_Law,Peace_and_Freedom,Other,Decline_to_State,county,district,district_type,date
179928.0,76463.0,50334.0,2258.0,1774.0,1081.0,122.0,307.0,438.0,47151.0,Santa Clara,County Supervisorial 5,County Supervisorial,2006-09-08
20778.0,8209.0,7781.0,478.0,121.0,98.0,13.0,42.0,44.0,3992.0,Santa Clara,US Congressional 11,US Congressional,2006-09-08
180088.0,79535.0,49879.0,2430.0,1884.0,1161.0,140.0,337.0,459.0,44263.0,Santa Clara,US Congressional 14,US Congressional,2006-09-08
282084.0,122575.0,78184.0,5369.0,2048.0,1652.0,210.0,731.0,715.0,70600.0,Santa Clara,US Congressional 15,US Congressional,2006-09-08
256201.0,121842.0,64700.0,5105.0,1834.0,1392.0,238.0,884.0,588.0,59618.0,Santa Clara,US Congressional 16,US Congressional,2006-09-08
58422.0,24451.0,14054.0,1086.0,297.0,262.0,50.0,199.0,150.0,17873.0,Santa Clara,State Senate 10,State Senate,2006-09-08
256533.0,114251.0,73273.0,4471.0,2265.0,1559.0,196.0,528.0,629.0,59361.0,Santa Clara,State Senate 11,State Senate,2006-09-08
313715.0,152486.0,70975.0,5948.0,2646.0,1943.0,300.0,1087.0,762.0,77568.0,Santa Clara,State Senate 13,State Senate,2006-09-08
110481.0,40973.0,42242.0,1877.0,679.0,539.0,55.0,180.0,265.0,23671.0,Santa Clara,State Senate 15,State Senate,2006-09-08
25376.0,10393.0,6317.0,479.0,104.0,98.0,21.0,92.0,61.0,7811.0,Santa Clara,State Assembly 20,State Assembly,2006-09-08
124460.0,53463.0,39663.0,1695.0,1210.0,679.0,76.0,178.0,270.0,27226.0,Santa Clara,State Assembly 21,State Assembly,2006-09-08
175570.0,76090.0,43804.0,2940.0,1548.0,1205.0,129.0,439.0,464.0,48951.0,Santa Clara,State Assembly 22,State Assembly,2006-09-08
141178.0,70655.0,29945.0,2894.0,1001.0,725.0,153.0,628.0,319.0,34858.0,Santa Clara,State Assembly 23,State Assembly,2006-09-08
209446.0,94326.0,60891.0,4103.0,1702.0,1289.0,168.0,514.0,576.0,45877.0,Santa Clara,State Assembly 24,State Assembly,2006-09-08
25539.0,10051.0,9614.0,581.0,152.0,129.0,17.0,47.0,59.0,4889.0,Santa Clara,State Assembly 27,State Assembly,2006-09-08
37582.0,17183.0,10310.0,690.0,170.0,178.0,37.0,96.0,57.0,8861.0,Santa Clara,State Assembly 28,State Assembly,2006-09-08
739151.0,332161.0,200544.0,13382.0,5887.0,4303.0,601.0,1994.0,1806.0,178473.0,Santa Clara,State Board of Equalization 1,State Board of Equalization,2006-09-08
17902.0,7970.0,5126.0,404.0,190.0,172.0,14.0,51.0,67.0,3908.0,Santa Clara,Campbell,City,2006-09-08
25293.0,9286.0,6897.0,327.0,160.0,125.0,12.0,50.0,65.0,8371.0,Santa Clara,Cupertino,City,2006-09-08
16794.0,8201.0,4791.0,331.0,90.0,84.0,15.0,30.0,22.0,3230.0,Santa Clara,Gilroy,City,2006-09-08
18599.0,7340.0,6945.0,203.0,152.0,93.0,10.0,16.0,62.0,3778.0,Santa Clara,Los Altos,City,2006-09-08
5513.0,1774.0,2269.0,65.0,35.0,27.0,1.0,5.0,15.0,1322.0,Santa Clara,Los Altos Hills,City,2006-09-08
17740.0,7040.0,6713.0,322.0,143.0,108.0,4.0,39.0,44.0,3327.0,Santa Clara,Los Gatos,City,2006-09-08
23489.0,9681.0,5746.0,446.0,96.0,94.0,21.0,83.0,53.0,7269.0,Santa Clara,Milpitas,City,2006-09-08
2287.0,830.0,1017.0,36.0,10.0,10.0,0.0,4.0,8.0,372.0,Santa Clara,Monte Sereno,City,2006-09-08
16634.0,6621.0,6090.0,393.0,96.0,79.0,12.0,31.0,34.0,3278.0,Santa Clara,Morgan Hill,City,2006-09-08
31291.0,15058.0,6668.0,476.0,463.0,278.0,32.0,109.0,67.0,8140.0,Santa Clara,Mountain View,City,2006-09-08
36332.0,18743.0,7517.0,380.0,540.0,212.0,36.0,46.0,61.0,8797.0,Santa Clara,Palo Alto,City,2006-09-08
368036.0,169759.0,94915.0,7229.0,2629.0,2035.0,330.0,1187.0,855.0,89097.0,Santa Clara,San Jose,City,2006-09-08
42977.0,20091.0,10765.0,909.0,343.0,274.0,34.0,109.0,125.0,10327.0,Santa Clara,Santa Clara,City,2006-09-08
19073.0,6139.0,7677.0,214.0,110.0,80.0,13.0,18.0,52.0,4770.0,Santa Clara,Saratoga,City,2006-09-08
52716.0,23318.0,13751.0,853.0,432.0,367.0,36.0,116.0,163.0,13680.0,Santa Clara,Sunnyvale,City,2006-09-08
44475.0,20310.0,13657.0,794.0,398.0,265.0,31.0,100.0,113.0,8807.0,Santa Clara,Unincorporated Area,City,2006-09-08
29864.0,15417.0,6522.0,554.0,909.0,261.0,28.0,86.0,274.0,5813.0,Santa Cruz,County Supervisorial 1,County Supervisorial,2006-09-08
30118.0,15314.0,7749.0,530.0,616.0,226.0,27.0,88.0,220.0,5348.0,Santa Cruz,County Supervisorial 2,County Supervisorial,2006-09-08
31790.0,18499.0,3642.0,478.0,1787.0,267.0,39.0,119.0,244.0,6715.0,Santa Cruz,County Supervisorial 3,County Supervisorial,2006-09-08
16277.0,9976.0,2984.0,256.0,153.0,61.0,20.0,86.0,67.0,2674.0,Santa Cruz,County Supervisorial 4,County Supervisorial,2006-09-08
31603.0,14888.0,7802.0,668.0,1106.0,398.0,30.0,87.0,292.0,6332.0,Santa Cruz,County Supervisorial 5,County Supervisorial,2006-09-08
43389.0,20236.0,11534.0,840.0,1355.0,516.0,46.0,122.0,392.0,8348.0,Santa Cruz,US Congressional 14,US Congressional,2006-09-08
96263.0,53858.0,17165.0,1646.0,3216.0,697.0,98.0,344.0,705.0,18534.0,Santa Cruz,US Congressional 17,US Congressional,2006-09-08
84596.0,46248.0,14012.0,1556.0,3622.0,816.0,89.0,290.0,717.0,17246.0,Santa Cruz,State Senate 11,State Senate,2006-09-08
55056.0,27846.0,14687.0,930.0,949.0,397.0,55.0,176.0,380.0,9636.0,Santa Cruz,State Senate 15,State Senate,2006-09-08
120778.0,62532.0,25231.0,2185.0,4389.0,1145.0,122.0,367.0,1017.0,23790.0,Santa Cruz,State Assembly 27,State Assembly,2006-09-08
18874.0,11562.0,3468.0,301.0,182.0,68.0,22.0,99.0,80.0,3092.0,Santa Cruz,State Assembly 28,State Assembly,2006-09-08
139652.0,74094.0,28699.0,2486.0,4571.0,1213.0,144.0,466.0,1097.0,26882.0,Santa Cruz,State Board of Equalization 1,State Board of Equalization,2006-09-08
5770.0,3032.0,1197.0,133.0,144.0,43.0,4.0,22.0,52.0,1143.0,Santa Cruz,Capitola,City,2006-09-08
34469.0,20029.0,4018.0,555.0,1877.0,258.0,34.0,127.0,257.0,7314.0,Santa Cruz,Santa Cruz,City,2006-09-08
7053.0,2850.0,2584.0,150.0,91.0,45.0,8.0,4.0,60.0,1261.0,Santa Cruz,Scotts Valley,City,2006-09-08
13598.0,8578.0,2308.0,212.0,98.0,52.0,12.0,66.0,51.0,2221.0,Santa Cruz,Watsonville,City,2006-09-08
78762.0,39605.0,18592.0,1436.0,2361.0,815.0,86.0,247.0,677.0,14943.0,Santa Cruz,Unincorporated Area,City,2006-09-08
17271.0,5429.0,8221.0,455.0,132.0,111.0,14.0,35.0,32.0,2842.0,Shasta,County Supervisorial 1,County Supervisorial,2006-09-08
17714.0,5464.0,8559.0,507.0,128.0,124.0,10.0,36.0,41.0,2845.0,Shasta,County Supervisorial 2,County Supervisorial,2006-09-08
16902.0,4933.0,8540.0,466.0,90.0,87.0,5.0,38.0,48.0,2695.0,Shasta,County Supervisorial 3,County Supervisorial,2006-09-08
17572.0,5251.0,8685.0,445.0,94.0,105.0,5.0,57.0,35.0,2895.0,Shasta,County Supervisorial 4,County Supervisorial,2006-09-08
18514.0,5493.0,9452.0,518.0,83.0,121.0,13.0,36.0,43.0,2755.0,Shasta,County Supervisorial 5,County Supervisorial,2006-09-08
87973.0,26570.0,43457.0,2391.0,527.0,548.0,47.0,202.0,199.0,14032.0,Shasta,US Congressional 2,US Congressional,2006-09-08
87973.0,26570.0,43457.0,2391.0,527.0,548.0,47.0,202.0,199.0,14032.0,Shasta,State Senate 4,State Senate,2006-09-08
87973.0,26570.0,43457.0,2391.0,527.0,548.0,47.0,202.0,199.0,14032.0,Shasta,State Assembly 2,State Assembly,2006-09-08
87973.0,26570.0,43457.0,2391.0,527.0,548.0,47.0,202.0,199.0,14032.0,Shasta,State Board of Equalization 2,State Board of Equalization,2006-09-08
3724.0,1382.0,1482.0,109.0,12.0,27.0,6.0,11.0,11.0,684.0,Shasta,Anderson,City,2006-09-08
42233.0,12519.0,21190.0,1032.0,283.0,260.0,23.0,90.0,71.0,6765.0,Shasta,Redding,City,2006-09-08
4524.0,1593.0,1891.0,140.0,23.0,21.0,3.0,24.0,13.0,816.0,Shasta,Shasta Lake,City,2006-09-08
37492.0,11076.0,18894.0,1110.0,209.0,240.0,15.0,77.0,104.0,5767.0,Shasta,Unincorporated Area,City,2006-09-08
551.0,159.0,219.0,20.0,10.0,10.0,0.0,0.0,11.0,122.0,Sierra,County Supervisorial 1,County Supervisorial,2006-09-08
453.0,151.0,195.0,14.0,3.0,5.0,0.0,1.0,6.0,78.0,Sierra,County Supervisorial 2,County Supervisorial,2006-09-08
459.0,131.0,216.0,18.0,4.0,4.0,0.0,3.0,7.0,76.0,Sierra,County Supervisorial 3,County Supervisorial,2006-09-08
373.0,133.0,159.0,15.0,2.0,2.0,0.0,0.0,2.0,60.0,Sierra,County Supervisorial 4,County Supervisorial,2006-09-08
420.0,132.0,170.0,13.0,6.0,5.0,0.0,2.0,5.0,87.0,Sierra,County Supervisorial 5,County Supervisorial,2006-09-08
2256.0,706.0,959.0,80.0,25.0,26.0,0.0,6.0,31.0,423.0,Sierra,US Congressional 4,US Congressional,2006-09-08
2256.0,706.0,959.0,80.0,25.0,26.0,0.0,6.0,31.0,423.0,Sierra,State Senate 1,State Senate,2006-09-08
2256.0,706.0,959.0,80.0,25.0,26.0,0.0,6.0,31.0,423.0,Sierra,State Assembly 3,State Assembly,2006-09-08
2256.0,706.0,959.0,80.0,25.0,26.0,0.0,6.0,31.0,423.0,Sierra,State Board of Equalization 2,State Board of Equalization,2006-09-08
451.0,177.0,174.0,13.0,3.0,4.0,0.0,0.0,4.0,76.0,Sierra,Loyalton,City,2006-09-08
1805.0,529.0,785.0,67.0,22.0,22.0,0.0,6.0,27.0,347.0,Sierra,Unincorporated Area,City,2006-09-08
4280.0,1385.0,2007.0,156.0,21.0,47.0,3.0,7.0,5.0,649.0,Siskiyou,County Supervisorial 1,County Supervisorial,2006-09-08
5176.0,2223.0,1663.0,147.0,86.0,41.0,27.0,21.0,3.0,965.0,Siskiyou,County Supervisorial 2,County Supervisorial,2006-09-08
4937.0,1956.0,1934.0,128.0,47.0,41.0,12.0,11.0,6.0,802.0,Siskiyou,County Supervisorial 3,County Supervisorial,2006-09-08
5132.0,1648.0,2471.0,152.0,14.0,37.0,2.0,8.0,2.0,798.0,Siskiyou,County Supervisorial 4,County Supervisorial,2006-09-08
5043.0,1504.0,2392.0,152.0,49.0,71.0,4.0,15.0,6.0,850.0,Siskiyou,County Supervisorial 5,County Supervisorial,2006-09-08
24568.0,8716.0,10467.0,735.0,217.0,237.0,48.0,62.0,22.0,4064.0,Siskiyou,US Congressional 2,US Congressional,2006-09-08
24568.0,8716.0,10467.0,735.0,217.0,237.0,48.0,62.0,22.0,4064.0,Siskiyou,State Senate 4,State Senate,2006-09-08
24568.0,8716.0,10467.0,735.0,217.0,237.0,48.0,62.0,22.0,4064.0,Siskiyou,State Assembly 2,State Assembly,2006-09-08
24568.0,8716.0,10467.0,735.0,217.0,237.0,48.0,62.0,22.0,4064.0,Siskiyou,State Board of Equalization 2,State Board of Equalization,2006-09-08
361.0,130.0,156.0,13.0,0.0,5.0,0.0,0.0,1.0,56.0,Siskiyou,Dorris,City,2006-09-08
907.0,447.0,234.0,28.0,15.0,10.0,3.0,6.0,0.0,164.0,Siskiyou,Dunsmuir,City,2006-09-08
430.0,149.0,209.0,10.0,3.0,3.0,0.0,1.0,0.0,55.0,Siskiyou,Etna,City,2006-09-08
367.0,115.0,173.0,10.0,0.0,4.0,0.0,0.0,0.0,65.0,Siskiyou,Fort Jones,City,2006-09-08
658.0,193.0,303.0,31.0,1.0,11.0,0.0,2.0,1.0,116.0,Siskiyou,Montague,City,2006-09-08
1950.0,892.0,527.0,58.0,35.0,12.0,9.0,5.0,1.0,411.0,Siskiyou,Mt. Shasta,City,2006-09-08
284.0,74.0,158.0,10.0,2.0,0.0,0.0,1.0,0.0,39.0,Siskiyou,Tulelake,City,2006-09-08
1252.0,657.0,324.0,43.0,8.0,11.0,1.0,5.0,2.0,201.0,Siskiyou,Weed,City,2006-09-08
3939.0,1329.0,1815.0,116.0,12.0,32.0,2.0,8.0,2.0,623.0,Siskiyou,Yreka,City,2006-09-08
14420.0,4730.0,6568.0,416.0,141.0,149.0,33.0,34.0,15.0,2334.0,Siskiyou,Unincorporated Area,City,2006-09-08
30038.0,18296.0,5278.0,525.0,208.0,80.0,18.0,67.0,162.0,5404.0,Solano,County Supervisorial 1,County Supervisorial,2006-09-08
36560.0,19042.0,9270.0,710.0,278.0,178.0,32.0,90.0,223.0,6737.0,Solano,County Supervisorial 2,County Supervisorial,2006-09-08
29447.0,14467.0,8269.0,588.0,107.0,115.0,21.0,66.0,171.0,5643.0,Solano,County Supervisorial 3,County Supervisorial,2006-09-08
29925.0,12483.0,10952.0,625.0,144.0,119.0,12.0,41.0,134.0,5415.0,Solano,County Supervisorial 4,County Supervisorial,2006-09-08
36475.0,15008.0,13400.0,767.0,150.0,149.0,15.0,58.0,180.0,6748.0,Solano,County Supervisorial 5,County Supervisorial,2006-09-08
7112.0,2798.0,3009.0,141.0,44.0,33.0,2.0,12.0,30.0,1043.0,Solano,US Congressional 3,US Congressional,2006-09-08
99661.0,50308.0,27319.0,1990.0,627.0,390.0,62.0,195.0,522.0,18248.0,Solano,US Congressional 7,US Congressional,2006-09-08
55672.0,26190.0,16841.0,1084.0,216.0,218.0,34.0,115.0,318.0,10656.0,Solano,US Congressional 10,US Congressional,2006-09-08
71310.0,38783.0,17207.0,1344.0,525.0,286.0,49.0,161.0,411.0,12544.0,Solano,State Senate 2,State Senate,2006-09-08
91135.0,40513.0,29962.0,1871.0,362.0,355.0,49.0,161.0,459.0,17403.0,Solano,State Senate 5,State Senate,2006-09-08
50865.0,29345.0,10653.0,879.0,341.0,174.0,32.0,121.0,281.0,9039.0,Solano,State Assembly 7,State Assembly,2006-09-08
111580.0,49951.0,36516.0,2336.0,546.0,467.0,66.0,201.0,589.0,20908.0,Solano,State Assembly 8,State Assembly,2006-09-08
162445.0,79296.0,47169.0,3215.0,887.0,641.0,98.0,322.0,870.0,29947.0,Solano,State Board of Equalization 1,State Board of Equalization,2006-09-08
14935.0,7147.0,4337.0,339.0,158.0,87.0,17.0,37.0,102.0,2711.0,Solano,Benicia,City,2006-09-08
6959.0,2695.0,2786.0,139.0,35.0,34.0,4.0,19.0,32.0,1215.0,Solano,Dixon,City,2006-09-08
36511.0,17425.0,10876.0,698.0,142.0,129.0,25.0,61.0,209.0,6946.0,Solano,Fairfield,City,2006-09-08
3753.0,1655.0,1451.0,74.0,16.0,17.0,0.0,3.0,18.0,519.0,Solano,Rio Vista,City,2006-09-08
9945.0,5206.0,2266.0,195.0,30.0,45.0,3.0,28.0,60.0,2112.0,Solano,Suisun City,City,2006-09-08
36347.0,14692.0,13443.0,813.0,148.0,138.0,15.0,42.0,151.0,6905.0,Solano,Vacaville,City,2006-09-08
44590.0,26992.0,7937.0,780.0,291.0,144.0,27.0,106.0,239.0,8074.0,Solano,Vallejo,City,2006-09-08
9405.0,3484.0,4073.0,177.0,67.0,47.0,7.0,26.0,59.0,1465.0,Solano,Unincorporated Area,City,2006-09-08
54094.0,26443.0,15965.0,1020.0,1056.0,297.0,35.0,114.0,351.0,8813.0,Sonoma,County Supervisorial 1,County Supervisorial,2006-09-08
47436.0,23723.0,12015.0,1020.0,1232.0,302.0,27.0,103.0,294.0,8720.0,Sonoma,County Supervisorial 2,County Supervisorial,2006-09-08
42251.0,21264.0,10137.0,882.0,1142.0,289.0,36.0,135.0,265.0,8101.0,Sonoma,County Supervisorial 3,County Supervisorial,2006-09-08
45920.0,21810.0,13832.0,962.0,807.0,278.0,30.0,110.0,225.0,7866.0,Sonoma,County Supervisorial 4,County Supervisorial,2006-09-08
45219.0,24620.0,8726.0,803.0,2089.0,323.0,59.0,195.0,271.0,8133.0,Sonoma,County Supervisorial 5,County Supervisorial,2006-09-08
37111.0,17775.0,11041.0,775.0,706.0,224.0,25.0,87.0,169.0,6309.0,Sonoma,US Congressional 1,US Congressional,2006-09-08
197809.0,100085.0,49634.0,3912.0,5620.0,1265.0,162.0,570.0,1237.0,35324.0,Sonoma,US Congressional 6,US Congressional,2006-09-08
149982.0,76069.0,38231.0,2900.0,4210.0,971.0,130.0,451.0,856.0,26164.0,Sonoma,State Senate 2,State Senate,2006-09-08
84938.0,41791.0,22444.0,1787.0,2116.0,518.0,57.0,206.0,550.0,15469.0,Sonoma,State Senate 3,State Senate,2006-09-08
62688.0,31622.0,15930.0,1165.0,2211.0,425.0,60.0,210.0,349.0,10716.0,Sonoma,State Assembly 1,State Assembly,2006-09-08
88262.0,44198.0,22363.0,1879.0,2251.0,547.0,59.0,220.0,563.0,16182.0,Sonoma,State Assembly 6,State Assembly,2006-09-08
83970.0,42040.0,22382.0,1643.0,1864.0,517.0,68.0,227.0,494.0,14735.0,Sonoma,State Assembly 7,State Assembly,2006-09-08
234920.0,117860.0,60675.0,4687.0,6326.0,1489.0,187.0,657.0,1406.0,41633.0,Sonoma,State Board of Equalization 1,State Board of Equalization,2006-09-08
3882.0,1873.0,1165.0,84.0,71.0,22.0,2.0,9.0,8.0,648.0,Sonoma,Cloverdale,City,2006-09-08
3707.0,1937.0,744.0,86.0,132.0,31.0,5.0,10.0,21.0,741.0,Sonoma,Cotati,City,2006-09-08
5878.0,2977.0,1555.0,101.0,139.0,43.0,0.0,17.0,32.0,1014.0,Sonoma,Healdsburg,City,2006-09-08
28168.0,14369.0,6907.0,625.0,630.0,167.0,15.0,60.0,177.0,5218.0,Sonoma,Petaluma,City,2006-09-08
18112.0,8711.0,4649.0,410.0,358.0,107.0,14.0,50.0,139.0,3674.0,Sonoma,Rohnert Park,City,2006-09-08
73814.0,37074.0,19496.0,1436.0,1629.0,456.0,56.0,194.0,431.0,13042.0,Sonoma,Santa Rosa,City,2006-09-08
4508.0,2572.0,697.0,69.0,329.0,31.0,6.0,21.0,20.0,763.0,Sonoma,Sebastopol,City,2006-09-08
6090.0,3130.0,1591.0,140.0,121.0,24.0,4.0,9.0,30.0,1041.0,Sonoma,Sonoma,City,2006-09-08
12232.0,5690.0,3839.0,277.0,145.0,70.0,9.0,26.0,59.0,2117.0,Sonoma,Windsor,City,2006-09-08
78529.0,39527.0,20032.0,1459.0,2772.0,538.0,76.0,261.0,489.0,13375.0,Sonoma,Unincorporated Area,City,2006-09-08
45492.0,17133.0,20315.0,1004.0,161.0,167.0,26.0,167.0,438.0,6081.0,Stanislaus,County Supervisorial 1,County Supervisorial,2006-09-08
42567.0,16239.0,19040.0,860.0,189.0,154.0,31.0,132.0,331.0,5591.0,Stanislaus,County Supervisorial 2,County Supervisorial,2006-09-08
35885.0,15241.0,14306.0,798.0,138.0,137.0,26.0,205.0,270.0,4764.0,Stanislaus,County Supervisorial 3,County Supervisorial,2006-09-08
45169.0,18193.0,19311.0,983.0,229.0,204.0,21.0,176.0,394.0,5658.0,Stanislaus,County Supervisorial 4,County Supervisorial,2006-09-08
32311.0,15217.0,11568.0,688.0,88.0,128.0,31.0,218.0,234.0,4139.0,Stanislaus,County Supervisorial 5,County Supervisorial,2006-09-08
90432.0,41097.0,33568.0,2071.0,409.0,373.0,66.0,536.0,745.0,11567.0,Stanislaus,US Congressional 18,US Congressional,2006-09-08
110992.0,40926.0,50972.0,2262.0,396.0,417.0,69.0,362.0,922.0,14666.0,Stanislaus,US Congressional 19,US Congressional,2006-09-08
129126.0,56266.0,50501.0,2818.0,577.0,528.0,93.0,660.0,1053.0,16630.0,Stanislaus,State Senate 12,State Senate,2006-09-08
72298.0,25757.0,34039.0,1515.0,228.0,262.0,42.0,238.0,614.0,9603.0,Stanislaus,State Senate 14,State Senate,2006-09-08
4267.0,1939.0,1517.0,108.0,12.0,21.0,3.0,24.0,30.0,613.0,Stanislaus,State Assembly 17,State Assembly,2006-09-08
119140.0,46371.0,52102.0,2613.0,474.0,478.0,65.0,458.0,1031.0,15548.0,Stanislaus,State Assembly 25,State Assembly,2006-09-08
78017.0,33713.0,30921.0,1612.0,319.0,291.0,67.0,416.0,606.0,10072.0,Stanislaus,State Assembly 26,State Assembly,2006-09-08
201424.0,82023.0,84540.0,4333.0,805.0,790.0,135.0,898.0,1667.0,26233.0,Stanislaus,State Board of Equalization 2,State Board of Equalization,2006-09-08
15252.0,7005.0,5721.0,314.0,33.0,51.0,9.0,98.0,114.0,1907.0,Stanislaus,Ceres,City,2006-09-08
2744.0,977.0,1290.0,60.0,5.0,9.0,1.0,8.0,17.0,377.0,Stanislaus,Hughson,City,2006-09-08
86725.0,36098.0,35522.0,1884.0,384.0,378.0,44.0,399.0,734.0,11282.0,Stanislaus,Modesto,City,2006-09-08
2930.0,1342.0,975.0,85.0,8.0,13.0,3.0,19.0,25.0,460.0,Stanislaus,Newman,City,2006-09-08
7894.0,2732.0,3639.0,209.0,31.0,36.0,8.0,32.0,94.0,1113.0,Stanislaus,Oakdale,City,2006-09-08
5259.0,2602.0,1654.0,116.0,21.0,18.0,2.0,21.0,44.0,781.0,Stanislaus,Patterson,City,2006-09-08
7361.0,3104.0,2919.0,151.0,18.0,21.0,6.0,34.0,70.0,1038.0,Stanislaus,Riverbank,City,2006-09-08
26659.0,10236.0,11637.0,535.0,137.0,103.0,25.0,83.0,226.0,3677.0,Stanislaus,Turlock,City,2006-09-08
2981.0,1105.0,1244.0,94.0,8.0,16.0,2.0,10.0,23.0,479.0,Stanislaus,Waterford,City,2006-09-08
43619.0,16822.0,19939.0,885.0,160.0,145.0,35.0,194.0,320.0,5119.0,Stanislaus,Unincorporated Area,City,2006-09-08
6719.0,2459.0,3018.0,157.0,27.0,32.0,1.0,20.0,194.0,811.0,Sutter,County Supervisorial 1,County Supervisorial,2006-09-08
4776.0,1788.0,1953.0,141.0,12.0,43.0,4.0,20.0,132.0,683.0,Sutter,County Supervisorial 2,County Supervisorial,2006-09-08
9523.0,2667.0,5380.0,189.0,34.0,35.0,3.0,16.0,195.0,1004.0,Sutter,County Supervisorial 3,County Supervisorial,2006-09-08
8759.0,2957.0,4205.0,197.0,26.0,28.0,4.0,25.0,227.0,1090.0,Sutter,County Supervisorial 4,County Supervisorial,2006-09-08
8760.0,2549.0,4624.0,206.0,25.0,38.0,7.0,29.0,204.0,1078.0,Sutter,County Supervisorial 5,County Supervisorial,2006-09-08
38537.0,12420.0,19180.0,890.0,124.0,176.0,19.0,110.0,952.0,4666.0,Sutter,US Congressional 2,US Congressional,2006-09-08
38537.0,12420.0,19180.0,890.0,124.0,176.0,19.0,110.0,952.0,4666.0,Sutter,State Senate 4,State Senate,2006-09-08
38537.0,12420.0,19180.0,890.0,124.0,176.0,19.0,110.0,952.0,4666.0,Sutter,State Assembly 2,State Assembly,2006-09-08
38537.0,12420.0,19180.0,890.0,124.0,176.0,19.0,110.0,952.0,4666.0,Sutter,State Board of Equalization 2,State Board of Equalization,2006-09-08
2260.0,1017.0,775.0,61.0,9.0,13.0,1.0,15.0,79.0,290.0,Sutter,Live Oak,City,2006-09-08
24478.0,8187.0,11641.0,587.0,72.0,110.0,13.0,74.0,600.0,3194.0,Sutter,Yuba City,City,2006-09-08
11799.0,3216.0,6764.0,242.0,43.0,53.0,5.0,21.0,273.0,1182.0,Sutter,Unincorporated Area,City,2006-09-08
6685.0,2079.0,3287.0,199.0,33.0,33.0,2.0,20.0,24.0,1008.0,Tehama,County Supervisorial 1,County Supervisorial,2006-09-08
5567.0,1946.0,2407.0,250.0,15.0,43.0,3.0,17.0,31.0,855.0,Tehama,County Supervisorial 2,County Supervisorial,2006-09-08
6075.0,1959.0,2842.0,228.0,22.0,43.0,4.0,15.0,22.0,940.0,Tehama,County Supervisorial 3,County Supervisorial,2006-09-08
4958.0,1698.0,2183.0,212.0,30.0,39.0,0.0,24.0,27.0,745.0,Tehama,County Supervisorial 4,County Supervisorial,2006-09-08
5620.0,2003.0,2392.0,232.0,23.0,44.0,4.0,20.0,30.0,872.0,Tehama,County Supervisorial 5,County Supervisorial,2006-09-08
28905.0,9685.0,13111.0,1121.0,123.0,202.0,13.0,96.0,134.0,4420.0,Tehama,US Congressional 2,US Congressional,2006-09-08
28905.0,9685.0,13111.0,1121.0,123.0,202.0,13.0,96.0,134.0,4420.0,Tehama,State Senate 4,State Senate,2006-09-08
28905.0,9685.0,13111.0,1121.0,123.0,202.0,13.0,96.0,134.0,4420.0,Tehama,State Assembly 2,State Assembly,2006-09-08
28905.0,9685.0,13111.0,1121.0,123.0,202.0,13.0,96.0,134.0,4420.0,Tehama,State Board of Equalization 2,State Board of Equalization,2006-09-08
2342.0,881.0,898.0,102.0,12.0,25.0,3.0,13.0,8.0,400.0,Tehama,Corning,City,2006-09-08
5523.0,2054.0,2185.0,227.0,26.0,33.0,3.0,25.0,20.0,950.0,Tehama,Red Bluff,City,2006-09-08
242.0,81.0,97.0,10.0,2.0,0.0,0.0,0.0,3.0,49.0,Tehama,Tehama,City,2006-09-08
20798.0,6669.0,9931.0,782.0,83.0,144.0,7.0,58.0,103.0,3021.0,Tehama,Unincorporated Area,City,2006-09-08
1644.0,576.0,722.0,52.0,19.0,13.0,2.0,8.0,23.0,229.0,Trinity,County Supervisorial 1,County Supervisorial,2006-09-08
1588.0,519.0,679.0,73.0,16.0,14.0,1.0,6.0,15.0,265.0,Trinity,County Supervisorial 2,County Supervisorial,2006-09-08
1467.0,572.0,526.0,55.0,30.0,18.0,4.0,7.0,17.0,238.0,Trinity,County Supervisorial 3,County Supervisorial,2006-09-08
1587.0,589.0,606.0,48.0,41.0,16.0,2.0,5.0,18.0,262.0,Trinity,County Supervisorial 4,County Supervisorial,2006-09-08
1410.0,518.0,521.0,32.0,34.0,17.0,2.0,6.0,25.0,255.0,Trinity,County Supervisorial 5,County Supervisorial,2006-09-08
7696.0,2774.0,3054.0,260.0,140.0,78.0,11.0,32.0,98.0,1249.0,Trinity,US Congressional 2,US Congressional,2006-09-08
7696.0,2774.0,3054.0,260.0,140.0,78.0,11.0,32.0,98.0,1249.0,Trinity,State Senate 4,State Senate,2006-09-08
7696.0,2774.0,3054.0,260.0,140.0,78.0,11.0,32.0,98.0,1249.0,Trinity,State Assembly 1,State Assembly,2006-09-08
7696.0,2774.0,3054.0,260.0,140.0,78.0,11.0,32.0,98.0,1249.0,Trinity,State Board of Equalization 1,State Board of Equalization,2006-09-08
7696.0,2774.0,3054.0,260.0,140.0,78.0,11.0,32.0,98.0,1249.0,Trinity,Unincorporated Area,City,2006-09-08
28077.0,8874.0,14075.0,654.0,140.0,102.0,29.0,57.0,63.0,4083.0,Tulare,County Supervisorial 1,County Supervisorial,2006-09-08
23897.0,9457.0,10445.0,543.0,64.0,61.0,22.0,59.0,47.0,3199.0,Tulare,County Supervisorial 2,County Supervisorial,2006-09-08
37180.0,10859.0,19999.0,736.0,189.0,153.0,15.0,54.0,81.0,5094.0,Tulare,County Supervisorial 3,County Supervisorial,2006-09-08
