Total_Registered,Democratic,Republican,American_Independent,Green,Libertarian,Peace_and_Freedom,Other,Decline_to_State,county,district,district_type,date
9772.0,2599.0,5299.0,235.0,98.0,53.0,31.0,53.0,1404.0,Butte,State Assembly 2,State Assembly,2008-01-01
109968.0,38930.0,42517.0,3244.0,2030.0,825.0,479.0,907.0,21036.0,Butte,State Assembly 3,State Assembly,2008-01-01
119740.0,41529.0,47816.0,3479.0,2128.0,878.0,510.0,960.0,22440.0,Butte,State Board of Equalization 2,State Board of Equalization,2008-01-01
725.0,282.0,292.0,21.0,4.0,1.0,2.0,5.0,118.0,Butte,Biggs,City,2008-01-01
45915.0,17472.0,15318.0,1166.0,1262.0,407.0,210.0,378.0,9702.0,Butte,Chico,City,2008-01-01
2452.0,948.0,932.0,74.0,17.0,8.0,7.0,11.0,455.0,Butte,Gridley,City,2008-01-01
6125.0,2094.0,2377.0,238.0,57.0,42.0,29.0,53.0,1235.0,Butte,Oroville,City,2008-01-01
16641.0,5373.0,7424.0,514.0,213.0,116.0,86.0,147.0,2768.0,Butte,Paradise,City,2008-01-01
47882.0,15360.0,21473.0,1466.0,575.0,304.0,176.0,366.0,8162.0,Butte,Unincorporated Area,City,2008-01-01
5584.0,1781.0,2657.0,161.0,35.0,49.0,14.0,18.0,869.0,Calaveras,County Supervisorial 1,County Supervisorial,2008-01-01
4991.0,1881.0,1879.0,162.0,115.0,70.0,14.0,30.0,840.0,Calaveras,County Supervisorial 2,County Supervisorial,2008-01-01
4382.0,1557.0,1959.0,112.0,70.0,36.0,8.0,16.0,624.0,Calaveras,County Supervisorial 3,County Supervisorial,2008-01-01
5508.0,1829.0,2462.0,166.0,64.0,111.0,13.0,18.0,845.0,Calaveras,County Supervisorial 4,County Supervisorial,2008-01-01
6052.0,1930.0,2725.0,220.0,25.0,55.0,11.0,24.0,1062.0,Calaveras,County Supervisorial 5,County Supervisorial,2008-01-01
26517.0,8978.0,11682.0,821.0,309.0,321.0,60.0,106.0,4240.0,Calaveras,US Congressional 3,US Congressional,2008-01-01
26517.0,8978.0,11682.0,821.0,309.0,321.0,60.0,106.0,4240.0,Calaveras,State Senate 1,State Senate,2008-01-01
26517.0,8978.0,11682.0,821.0,309.0,321.0,60.0,106.0,4240.0,Calaveras,State Assembly 25,State Assembly,2008-01-01
26517.0,8978.0,11682.0,821.0,309.0,321.0,60.0,106.0,4240.0,Calaveras,State Board of Equalization 2,State Board of Equalization,2008-01-01
2160.0,723.0,980.0,60.0,12.0,51.0,6.0,5.0,323.0,Calaveras,Angels,City,2008-01-01
24357.0,8255.0,10702.0,761.0,297.0,270.0,54.0,101.0,3917.0,Calaveras,Unincorporated Area,City,2008-01-01
1609.0,580.0,697.0,38.0,4.0,6.0,3.0,2.0,279.0,Colusa,County Supervisorial 1,County Supervisorial,2008-01-01
1713.0,651.0,802.0,40.0,4.0,1.0,9.0,3.0,203.0,Colusa,County Supervisorial 2,County Supervisorial,2008-01-01
1342.0,459.0,609.0,38.0,2.0,4.0,3.0,0.0,227.0,Colusa,County Supervisorial 3,County Supervisorial,2008-01-01
1609.0,575.0,741.0,40.0,8.0,4.0,2.0,4.0,235.0,Colusa,County Supervisorial 4,County Supervisorial,2008-01-01
1559.0,493.0,790.0,35.0,5.0,9.0,7.0,8.0,212.0,Colusa,County Supervisorial 5,County Supervisorial,2008-01-01
7832.0,2758.0,3639.0,191.0,23.0,24.0,24.0,17.0,1156.0,Colusa,US Congressional 2,US Congressional,2008-01-01
7832.0,2758.0,3639.0,191.0,23.0,24.0,24.0,17.0,1156.0,Colusa,State Senate 4,State Senate,2008-01-01
7832.0,2758.0,3639.0,191.0,23.0,24.0,24.0,17.0,1156.0,Colusa,State Assembly 2,State Assembly,2008-01-01
7832.0,2758.0,3639.0,191.0,23.0,24.0,24.0,17.0,1156.0,Colusa,State Board of Equalization 1,State Board of Equalization,2008-01-01
2244.0,821.0,1041.0,58.0,3.0,7.0,16.0,8.0,290.0,Colusa,Colusa,City,2008-01-01
1085.0,440.0,406.0,25.0,2.0,2.0,3.0,1.0,206.0,Colusa,Williams,City,2008-01-01
4503.0,1497.0,2192.0,108.0,18.0,15.0,5.0,8.0,660.0,Colusa,Unincorporated Area,City,2008-01-01
69922.0,46263.0,7579.0,995.0,1254.0,273.0,279.0,515.0,12764.0,Contra Costa,County Supervisorial 1,County Supervisorial,2008-01-01
107854.0,51872.0,32079.0,2052.0,963.0,529.0,162.0,900.0,19297.0,Contra Costa,County Supervisorial 2,County Supervisorial,2008-01-01
126465.0,45518.0,52721.0,2394.0,618.0,517.0,135.0,812.0,23750.0,Contra Costa,County Supervisorial 3,County Supervisorial,2008-01-01
87924.0,40552.0,26614.0,1957.0,754.0,483.0,198.0,708.0,16658.0,Contra Costa,County Supervisorial 4,County Supervisorial,2008-01-01
79473.0,43387.0,17750.0,1899.0,312.0,315.0,286.0,466.0,15058.0,Contra Costa,County Supervisorial 5,County Supervisorial,2008-01-01
159998.0,92698.0,30070.0,3148.0,1671.0,715.0,573.0,1247.0,29876.0,Contra Costa,US Congressional 7,US Congressional,2008-01-01
228442.0,105661.0,71058.0,4497.0,1906.0,1070.0,393.0,1673.0,42184.0,Contra Costa,US Congressional 10,US Congressional,2008-01-01
83198.0,29233.0,35615.0,1652.0,324.0,332.0,94.0,481.0,15467.0,Contra Costa,US Congressional 11,US Congressional,2008-01-01
442416.0,207298.0,134353.0,8841.0,3491.0,2021.0,897.0,3155.0,82360.0,Contra Costa,State Senate 7,State Senate,2008-01-01
29222.0,20294.0,2390.0,456.0,410.0,96.0,163.0,246.0,5167.0,Contra Costa,State Senate 9,State Senate,2008-01-01
185650.0,96901.0,45285.0,4142.0,1363.0,889.0,538.0,1344.0,35188.0,Contra Costa,State Assembly 11,State Assembly,2008-01-01
123624.0,68616.0,27104.0,1951.0,1721.0,544.0,332.0,981.0,22375.0,Contra Costa,State Assembly 14,State Assembly,2008-01-01
162364.0,62075.0,64354.0,3204.0,817.0,684.0,190.0,1076.0,29964.0,Contra Costa,State Assembly 15,State Assembly,2008-01-01
471638.0,227592.0,136743.0,9297.0,3901.0,2117.0,1060.0,3401.0,87527.0,Contra Costa,State Board of Equalization 1,State Board of Equalization,2008-01-01
39129.0,20975.0,9169.0,936.0,174.0,147.0,118.0,212.0,7398.0,Contra Costa,Antioch,City,2008-01-01
20808.0,8496.0,7870.0,461.0,61.0,74.0,39.0,92.0,3715.0,Contra Costa,Brentwood,City,2008-01-01
6928.0,2570.0,2986.0,129.0,25.0,23.0,6.0,47.0,1142.0,Contra Costa,Clayton,City,2008-01-01
51841.0,24544.0,15061.0,1222.0,430.0,291.0,133.0,401.0,9759.0,Contra Costa,Concord,City,2008-01-01
25791.0,8456.0,12078.0,410.0,101.0,114.0,20.0,164.0,4448.0,Contra Costa,Danville,City,2008-01-01
12940.0,7975.0,1592.0,124.0,361.0,63.0,35.0,68.0,2722.0,Contra Costa,El Cerrito,City,2008-01-01
10663.0,6142.0,1796.0,164.0,54.0,22.0,28.0,75.0,2382.0,Contra Costa,Hercules,City,2008-01-01
15389.0,6572.0,5573.0,272.0,147.0,70.0,11.0,142.0,2602.0,Contra Costa,Lafayette,City,2008-01-01
20225.0,9963.0,5447.0,482.0,252.0,142.0,39.0,191.0,3709.0,Contra Costa,Martinez,City,2008-01-01
9823.0,3788.0,3890.0,161.0,61.0,51.0,5.0,77.0,1790.0,Contra Costa,Moraga,City,2008-01-01
11601.0,5601.0,3372.0,316.0,39.0,43.0,27.0,64.0,2139.0,Contra Costa,Oakley,City,2008-01-01
12276.0,5255.0,4444.0,197.0,88.0,69.0,6.0,100.0,2117.0,Contra Costa,Orinda,City,2008-01-01
9041.0,5155.0,1842.0,170.0,85.0,35.0,19.0,68.0,1667.0,Contra Costa,Pinole,City,2008-01-01
21096.0,12740.0,3500.0,442.0,68.0,79.0,102.0,135.0,4030.0,Contra Costa,Pittsburg,City,2008-01-01
17777.0,8343.0,5092.0,378.0,202.0,90.0,41.0,164.0,3467.0,Contra Costa,Pleasant Hill,City,2008-01-01
35528.0,24582.0,3179.0,521.0,510.0,103.0,158.0,274.0,6201.0,Contra Costa,Richmond,City,2008-01-01
6618.0,4293.0,681.0,117.0,72.0,23.0,46.0,57.0,1329.0,Contra Costa,San Pablo,City,2008-01-01
28634.0,10421.0,10539.0,617.0,140.0,124.0,32.0,167.0,6594.0,Contra Costa,San Ramon,City,2008-01-01
39138.0,16864.0,14038.0,667.0,307.0,179.0,44.0,319.0,6720.0,Contra Costa,Walnut Creek,City,2008-01-01
76392.0,34857.0,24594.0,1511.0,724.0,375.0,151.0,584.0,13596.0,Contra Costa,Unincorporated Area,City,2008-01-01
1780.0,721.0,574.0,67.0,22.0,11.0,7.0,28.0,350.0,Del Norte,County Supervisorial 1,County Supervisorial,2008-01-01
2034.0,771.0,720.0,70.0,25.0,12.0,15.0,22.0,399.0,Del Norte,County Supervisorial 2,County Supervisorial,2008-01-01
2782.0,1034.0,1131.0,86.0,22.0,19.0,4.0,19.0,467.0,Del Norte,County Supervisorial 3,County Supervisorial,2008-01-01
2797.0,921.0,1255.0,83.0,17.0,10.0,11.0,26.0,474.0,Del Norte,County Supervisorial 4,County Supervisorial,2008-01-01
2645.0,1053.0,973.0,92.0,34.0,17.0,8.0,23.0,445.0,Del Norte,County Supervisorial 5,County Supervisorial,2008-01-01
12038.0,4500.0,4653.0,398.0,120.0,69.0,45.0,118.0,2135.0,Del Norte,US Congressional 1,US Congressional,2008-01-01
12038.0,4500.0,4653.0,398.0,120.0,69.0,45.0,118.0,2135.0,Del Norte,State Senate 4,State Senate,2008-01-01
12038.0,4500.0,4653.0,398.0,120.0,69.0,45.0,118.0,2135.0,Del Norte,State Assembly 1,State Assembly,2008-01-01
12038.0,4500.0,4653.0,398.0,120.0,69.0,45.0,118.0,2135.0,Del Norte,State Board of Equalization 1,State Board of Equalization,2008-01-01
1538.0,639.0,477.0,57.0,15.0,9.0,12.0,0.0,329.0,Del Norte,Crescent City,City,2008-01-01
10500.0,3861.0,4176.0,341.0,105.0,60.0,33.0,118.0,1806.0,Del Norte,Unincorporated Area,City,2008-01-01
20760.0,5507.0,11160.0,440.0,99.0,122.0,31.0,115.0,3286.0,El Dorado,County Supervisorial 1,County Supervisorial,2008-01-01
24748.0,7329.0,11990.0,651.0,206.0,173.0,51.0,149.0,4199.0,El Dorado,County Supervisorial 2,County Supervisorial,2008-01-01
17958.0,6014.0,7854.0,554.0,215.0,108.0,65.0,133.0,3015.0,El Dorado,County Supervisorial 3,County Supervisorial,2008-01-01
21745.0,6287.0,10868.0,569.0,192.0,145.0,31.0,140.0,3513.0,El Dorado,County Supervisorial 4,County Supervisorial,2008-01-01
13668.0,5168.0,3824.0,465.0,294.0,124.0,72.0,128.0,3593.0,El Dorado,County Supervisorial 5,County Supervisorial,2008-01-01
98879.0,30305.0,45696.0,2679.0,1006.0,672.0,250.0,665.0,17606.0,El Dorado,US Congressional 4,US Congressional,2008-01-01
98879.0,30305.0,45696.0,2679.0,1006.0,672.0,250.0,665.0,17606.0,El Dorado,State Senate 1,State Senate,2008-01-01
76792.0,24474.0,33809.0,2255.0,905.0,562.0,238.0,556.0,13993.0,El Dorado,State Assembly 4,State Assembly,2008-01-01
22087.0,5831.0,11887.0,424.0,101.0,110.0,12.0,109.0,3613.0,El Dorado,State Assembly 10,State Assembly,2008-01-01
98879.0,30305.0,45696.0,2679.0,1006.0,672.0,250.0,665.0,17606.0,El Dorado,State Board of Equalization 2,State Board of Equalization,2008-01-01
4897.0,1749.0,1919.0,139.0,93.0,28.0,20.0,39.0,910.0,El Dorado,Placerville,City,2008-01-01
8018.0,3077.0,2153.0,297.0,168.0,75.0,49.0,71.0,2128.0,El Dorado,South Lake Tahoe,City,2008-01-01
85964.0,25479.0,41624.0,2243.0,745.0,569.0,181.0,555.0,14568.0,El Dorado,Unincorporated Area,City,2008-01-01
61228.0,28833.0,22152.0,1144.0,242.0,211.0,144.0,625.0,7877.0,Fresno,County Supervisorial 1,County Supervisorial,2008-01-01
90213.0,30222.0,45384.0,1522.0,527.0,356.0,143.0,906.0,11153.0,Fresno,County Supervisorial 2,County Supervisorial,2008-01-01
49250.0,24728.0,16012.0,888.0,361.0,177.0,150.0,548.0,6386.0,Fresno,County Supervisorial 3,County Supervisorial,2008-01-01
54066.0,22925.0,22946.0,885.0,136.0,153.0,145.0,453.0,6423.0,Fresno,County Supervisorial 4,County Supervisorial,2008-01-01
92182.0,29747.0,46593.0,1922.0,417.0,366.0,164.0,986.0,11987.0,Fresno,County Supervisorial 5,County Supervisorial,2008-01-01
1391.0,465.0,750.0,22.0,5.0,5.0,2.0,7.0,135.0,Fresno,US Congressional 18,US Congressional,2008-01-01
117940.0,43937.0,54164.0,2147.0,725.0,469.0,208.0,1249.0,15041.0,Fresno,US Congressional 19,US Congressional,2008-01-01
86403.0,44890.0,27747.0,1432.0,368.0,279.0,283.0,816.0,10588.0,Fresno,US Congressional 20,US Congressional,2008-01-01
141205.0,47163.0,70426.0,2760.0,585.0,510.0,253.0,1446.0,18062.0,Fresno,US Congressional 21,US Congressional,2008-01-01
231479.0,77780.0,115027.0,4353.0,1214.0,882.0,392.0,2376.0,29455.0,Fresno,State Senate 14,State Senate,2008-01-01
115460.0,58675.0,38060.0,2008.0,469.0,381.0,354.0,1142.0,14371.0,Fresno,State Senate 16,State Senate,2008-01-01
197163.0,66045.0,98103.0,3726.0,1004.0,779.0,320.0,2071.0,25115.0,Fresno,State Assembly 29,State Assembly,2008-01-01
14867.0,4937.0,7520.0,306.0,31.0,62.0,42.0,133.0,1836.0,Fresno,State Assembly 30,State Assembly,2008-01-01
134909.0,65473.0,47464.0,2329.0,648.0,422.0,384.0,1314.0,16875.0,Fresno,State Assembly 31,State Assembly,2008-01-01
346939.0,136455.0,153087.0,6361.0,1683.0,1263.0,746.0,3518.0,43826.0,Fresno,State Board of Equalization 2,State Board of Equalization,2008-01-01
44268.0,13091.0,23615.0,902.0,173.0,162.0,72.0,421.0,5832.0,Fresno,Clovis,City,2008-01-01
3581.0,1325.0,1502.0,105.0,7.0,25.0,14.0,30.0,573.0,Fresno,Coalinga,City,2008-01-01
1529.0,846.0,433.0,30.0,1.0,7.0,9.0,9.0,194.0,Fresno,Firebaugh,City,2008-01-01
1952.0,885.0,785.0,22.0,3.0,5.0,6.0,15.0,231.0,Fresno,Fowler,City,2008-01-01
182458.0,76835.0,74029.0,3330.0,1054.0,675.0,411.0,1982.0,24142.0,Fresno,Fresno,City,2008-01-01
811.0,557.0,132.0,14.0,0.0,1.0,7.0,13.0,87.0,Fresno,Huron,City,2008-01-01
3730.0,1727.0,1352.0,79.0,6.0,13.0,4.0,39.0,510.0,Fresno,Kerman,City,2008-01-01
5318.0,1369.0,3184.0,90.0,13.0,9.0,6.0,55.0,592.0,Fresno,Kingsburg,City,2008-01-01
1600.0,1129.0,294.0,19.0,4.0,8.0,4.0,10.0,132.0,Fresno,Mendota,City,2008-01-01
1819.0,1166.0,378.0,26.0,1.0,2.0,7.0,16.0,223.0,Fresno,Orange Cove,City,2008-01-01
2939.0,1841.0,597.0,36.0,8.0,7.0,15.0,20.0,415.0,Fresno,Parlier,City,2008-01-01
7399.0,2792.0,3439.0,116.0,29.0,21.0,18.0,55.0,929.0,Fresno,Reedley,City,2008-01-01
470.0,291.0,90.0,12.0,0.0,1.0,4.0,1.0,71.0,Fresno,San Joaquin,City,2008-01-01
7468.0,3939.0,2395.0,96.0,28.0,23.0,25.0,62.0,900.0,Fresno,Sanger,City,2008-01-01
7190.0,3378.0,2826.0,110.0,11.0,17.0,14.0,46.0,788.0,Fresno,Selma,City,2008-01-01
74407.0,25284.0,38036.0,1374.0,345.0,287.0,130.0,744.0,8207.0,Fresno,Unincorporated Area,City,2008-01-01
2535.0,793.0,1165.0,77.0,13.0,13.0,11.0,9.0,454.0,Glenn,County Supervisorial 1,County Supervisorial,2008-01-01
2239.0,724.0,1025.0,68.0,12.0,2.0,4.0,7.0,397.0,Glenn,County Supervisorial 2,County Supervisorial,2008-01-01
2706.0,788.0,1450.0,79.0,4.0,8.0,7.0,5.0,365.0,Glenn,County Supervisorial 3,County Supervisorial,2008-01-01
2109.0,728.0,907.0,70.0,4.0,9.0,8.0,10.0,373.0,Glenn,County Supervisorial 4,County Supervisorial,2008-01-01
2010.0,736.0,896.0,49.0,12.0,5.0,6.0,4.0,302.0,Glenn,County Supervisorial 5,County Supervisorial,2008-01-01
11599.0,3769.0,5443.0,343.0,45.0,37.0,36.0,35.0,1891.0,Glenn,US Congressional 2,US Congressional,2008-01-01
11599.0,3769.0,5443.0,343.0,45.0,37.0,36.0,35.0,1891.0,Glenn,State Senate 4,State Senate,2008-01-01
11599.0,3769.0,5443.0,343.0,45.0,37.0,36.0,35.0,1891.0,Glenn,State Assembly 2,State Assembly,2008-01-01
11599.0,3769.0,5443.0,343.0,45.0,37.0,36.0,35.0,1891.0,Glenn,State Board of Equalization 2,State Board of Equalization,2008-01-01
2568.0,855.0,1128.0,78.0,16.0,2.0,7.0,8.0,474.0,Glenn,Orland,City,2008-01-01
2401.0,826.0,1031.0,76.0,4.0,10.0,9.0,10.0,435.0,Glenn,Willows,City,2008-01-01
6630.0,2088.0,3284.0,189.0,25.0,25.0,20.0,17.0,982.0,Glenn,Unincorporated Area,City,2008-01-01
14809.0,5718.0,5647.0,340.0,360.0,117.0,30.0,50.0,2547.0,Humboldt,County Supervisorial 1,County Supervisorial,2008-01-01
15471.0,6041.0,5231.0,418.0,546.0,132.0,51.0,44.0,3008.0,Humboldt,County Supervisorial 2,County Supervisorial,2008-01-01
15773.0,6955.0,2903.0,340.0,1396.0,156.0,64.0,44.0,3915.0,Humboldt,County Supervisorial 3,County Supervisorial,2008-01-01
12246.0,5314.0,3355.0,319.0,505.0,113.0,51.0,45.0,2544.0,Humboldt,County Supervisorial 4,County Supervisorial,2008-01-01
16054.0,7006.0,4357.0,405.0,764.0,122.0,65.0,62.0,3273.0,Humboldt,County Supervisorial 5,County Supervisorial,2008-01-01
74353.0,31034.0,21493.0,1822.0,3571.0,640.0,261.0,245.0,15287.0,Humboldt,US Congressional 1,US Congressional,2008-01-01
74353.0,31034.0,21493.0,1822.0,3571.0,640.0,261.0,245.0,15287.0,Humboldt,State Senate 2,State Senate,2008-01-01
74353.0,31034.0,21493.0,1822.0,3571.0,640.0,261.0,245.0,15287.0,Humboldt,State Assembly 1,State Assembly,2008-01-01
74353.0,31034.0,21493.0,1822.0,3571.0,640.0,261.0,245.0,15287.0,Humboldt,State Board of Equalization 1,State Board of Equalization,2008-01-01
9987.0,4453.0,1298.0,231.0,1016.0,103.0,45.0,26.0,2815.0,Humboldt,Arcata,City,2008-01-01
767.0,336.0,194.0,24.0,57.0,7.0,2.0,7.0,140.0,Humboldt,Blue Lake,City,2008-01-01
13641.0,5865.0,4016.0,323.0,518.0,125.0,55.0,53.0,2686.0,Humboldt,Eureka,City,2008-01-01
953.0,362.0,392.0,25.0,15.0,5.0,1.0,1.0,152.0,Humboldt,Ferndale,City,2008-01-01
5994.0,2128.0,2520.0,157.0,52.0,48.0,16.0,17.0,1056.0,Humboldt,Fortuna,City,2008-01-01
